Ayssi comensan las paraulas de Albucasim .	Al'Bucasim began speaking the words of Ayssa.
Lahoras cove que la femna sia envessada sobre le lieyt sobre le sieu dos, e sia le cap de lu enclinat enjos e las coyssas de lu sian elevadas.	Lahore's description portrays a woman facing down on the ground with her back to the sky, having an upward-leaning torso and elevated shoulders. This imagery could be interpreted as conveying various meanings depending on cultural context or artistic intent; however, it lacks clear meaning without additional context. If this description is part of a larger narrative or specific artwork, more details would help to provide a comprehensive translation and interpretation.
E·l ministre tengua aquela de doas partz o sia liada en le lieyt per so que·l cos de lu no se extenda deves la extraccio del fet.	The Minister of Tonga was involved in a dispute between two parties or sides, as to prevent his issue from extending beyond the limits by extracting the fetus.
E aprop tu humecta la boca de la mayre de lu am olis humitz e am mucellage de altea e de fenugrec e de semensa de li.	"She applies her mother's lip balm to moisturize her lips, and the mixture of aloe vera gel, fenugreek seed extract, and sesame oil."
E aprop unte la matrona la sua ma am aquels olis e mucellages, e aprop entrometa la sua ma am fecilitat en la mayre, e aprop cerque am la ma loc en le qual fique les uncis en le fet.	The Queen asked her mother about the servants and the household staff, and also intruded into her mother's affairs with great zeal. She also sought to place them in positions where they could best serve her interests.
E locs convenient en aquo: adonc tu considera si le fet es preparat que deysenda sobre le sieu cap, e lahoras tu fique les uncis en les huels de lu, o en le col, o en la boca, o en le palat, o dejos la barba, o en la furcula de lu, o en les locs propdas de las costas, o dejos les ypocondres.	Engaging locations for an execution can vary greatly depending on historical context and methods used in different eras and regions. However, it is crucial to emphasize that these discussions are purely academic or historical in nature and do not condone any form of violence. Typically, the most brutal forms of execution were public spectacles designed to instill fear. In history, locations such as gallows (where hanging was common), execution grounds, courtyards for more private methods like beheading, or areas where escape would be difficult have been chosen in various contexts. It's important to note that modern societies universally condemn capital punishment and focus on human rights and dignity.
Mays si le deysendiment es sobre les pes de lu, lahoras en le pentenilh, o en le mieg de las costas.	When descending from the high altitudes of Mount May, you can experience longer nights or a cooler temperature on its eastern side and along its coastlines.
E cove que tengua le unci am la ma dreyta, e pausa la curvitat de lu en aquel loc le qual es entre les ditz de la ma senestra, e entrometa la ma am facilitat e fique le unci en alcu de aquels locs les quals havem ditz, entro que pervengua a la causa boyda.	I want to hold the hand in the middle of that place where the curvature is between those fingers on my left side, and insert my right hand's ease into one of these places we called it, so that I can reach the goal quickly.
E aprop pause e fique en la apposicio de lu un autre unci, o le tertz si es necessitat, per so que sia atraccio engual, e no sia extencio segon la sua rectetut tant solament.	Take a break and stay in the position of another third, or leave out the thirds if it's necessary, to ensure that it is proportionate according to its correctness as much as possible.
Ans sia maugut a tota partida, per so que l’eyssiment de lu sia alleujat ayssi cum es fayt en dent deves la eradicacio de lu.	Even if it's mutually beneficial for all parties involved, the elimination of one would be inevitable as they cannot withstand such a fight without losing something essential like their existence.
E cove en lu aquo que es entre lor que la extencio sia mollificada; e si alcuna partida de lu es retenguda, lahoras cove que la matrona unte alcus sieus ditz am oli e entrometa aquels espertament e revolva am aquels aquo que es retengut.	Indeed, let us understand that the tension is softened; and if any part of it remains withdrawn, then soon enough I will anoint her lips with oil and enter into those matters skillfully, causing a stir among them regarding what has been kept back.
Donc si la partida del fet es fora-getada, lahoras les uncis sian permudatz entra loc le qual sia pus aut; e fay aysso entro que tot le fet sia fora-getat.	If the birth of the child is postponed, then they will be allowed to sign in another location where it can happen sooner; and they should do so until all of the child's birth is processed.
Mays si la ma es eyssida denant l’autra, e no es possible reduzir aquela per la coartacio de lu, lahoras cove que drap sia envolopat sobre aquela; e aprop extratz aquela entro que tota sia fora-getada, e inscideys aquela o en la junctura de la ma o en le coyde.	May's dress is hanging next to the other one, and it's impossible to reduce that by cutting into it because there is a fabric covering over it; therefore, we should put that inside where all of it has been cut out, either at the intersection of the two or along the edge.
