Ayssi comensan las paraulas de Albucasim .	Then apply the techniques of Albucasim.
Mays si no es fora-getada am totas las causas las quals havem recomtadas, lahoras guarda te que no fetigues sobre aquela en iteracio de abstracio, mays empero cove que aquo que es eyssit de lu a la boca de la mayre lies a la coyssa de la femna, e aprop cristeriza aquela am enguent e tetrafarmacon; quar aquel fara poyrir aquela aprop alcus dias e sira dissolvuda e sira fora-getada.	If you have already heard about the pain at the foot, don’t say "gout" but treat it as if it were a wound in the womb.
Mays quan se poyreys, es de lu elevada mala audor al cap, e al estomac, e aquo ledeys la malauta; e adonc cove que sian aministradas sub-fumiguacios e convenientz ad aquo.	Mays for the rest of the sentence: when the pain in the foot subsides, you may begin fumigation treatments.
Mays alcus dels Antics ja so esproatz sub-fumigacio de nazitort e de figuas seccas.	May the patient be healed by the fumigations of the ancient physicians and be treated with a bandage or poultice.
Forma de instrument am le qual la femna es sub-fumiguada deves la retentio de mestruas e de la segondina:	And if you need to use cautery for a woman's menstrual cramps, then use it on their legs, under the direction of the physician.
Sia fayta de veyre o de eram.	They used to place a cushion on their feet.
E sia pausada la extremitat subtil en le conh e la extremitat ampla sobre le foc, e la sub-fumiguacio sia pausada sobre las brazas del foc.	This refers to applying cautery to treat gout, which is usually caused by uric acid buildup in the joints.
E tengua aquela entro que sia consumida aquela sub-fumiguacio e itera·n autra.	And if there are other gout attacks.
De curacio del cul del enfant no-perforat.	Position the child's legs so that the child's body is supported by a cushion during treatment.
Motz enfantz naysso e les culs de lu no so perforatz, les quals ya ciphac subtil e opilat.	The pain in the legs is often caused by the way doctors used to treat the ailment that affects the feet.
Adonc cove a la matrona que perfore am le sieu dit aquel ciphac; e sino, perfora aquel am spatum agut, e guarda se que no toque le lacert.	When you need to cauterize, the midwife must hold the intestine in place, and use the other instruments for the thighs and legs.
E aprop pause sobre aquel lana enfusa en vi e oli; e aprop cura aquel am enguent entro que sia senat.	E aprop pause over the patient's bowels; et another on the feet, put the other in a sling.
Mays si temes que sia opilat, lahoras pausa en le trauc una canula per motz dias, e osta la quan le enfant voldra degerir.	The other servant will hold the patient's legs, and another will hold their feet.
E ja accideys oppilacio del cul per consolidacio de plagua o de apostema; adonc cove que aquela consolidacio sia inscidida, e aprop sia curada am aquo que avem dit de la curacio e del plom.	When the disease has subsided, apply a cushion to their legs to prevent the plague from returning.
De curacio de las fistulas que endeveno dejos.	When there are fistulas in the legs, they are already a form of disease.
Las fistulas que endeveno en la partida dejos pus bassa so nodacio e grossetut las quals endeveno prop del cul defora o en l’espazi de la una partida.	And you have already put cushions under them in case they need to be placed on their feet.
E es una fistula o motas.	When found there's an opening in the body, it is customary to place a hot iron on the wound.
E cum aquela nodacio es antiquada e corr de la humiditat aygosa blanca o poyridura subtil, e alcunas veguadas so de aquestas fistulas alcunas penetrantz.	And if the patient has gout, place a cushion under their legs, and put a poultice on them, which are used for treatment of the same.
E aquelas penetrantz so conogudas per aquo que es eyssit de aquelas per la egressio e per ventosetat; e alcunas vetz use le malaute de egressio, e fort leu es eyssit de aquelas verm.	And if there are old wives who say it's because of the cold humors that they have infiltrated from the body.
E so de aquelas fistulas alcunas veguadas en l’espazi penetrantz entro a la vesica, e entro al meat de la vergua; e so de aquelas penetrantz entro la junctura de la coyssa e entro al notz de la coeta.	And if it is necessary to make a small incision on the patient's thigh, use a needle for the other two.
E aquo en que es conoguda fistula penetrant entro al cul e no-penetrant, es que tu metas le tieu dit endic en le cul, e entrometas tenta subtil de eram o de ferr en la fistula quan no y es turtuositat.	And if you find a swelling in the foot, apply your hand to the area and do not let it fester.
Mays si en aquela es turtuositat, lahoras entromet en aquela tenta subtil de plom o de pels de caval entro que tu sentas la tenta o le pel en le tieu dit.	When pain arises in the joints, the physician will apply a poultice to the affected area if appropriate.
E si no sentas aquela de tot ni no procezeys del trauc alcuna causa de egestio ni verm ni ventositat, ayssi cum havem dit, lahoras sapias que es no-penetrant, e lahoras coyta te a la curacio.	If you don't feel it in your belly, then use a cushion for the pain, which is elsewhere on the body, but don't open the wound further.
E quan la fistula es penetrant entro a la vesica o entro al meat de la vergua, lahoras la significacio de lu es eyssiment de urina de aquela e prohibicio de lu ad aysso que·l loc am medicina sia consolidat.	And if the ailment is in the foot, it is called a fistula.
Mays si es penetrant entro la junctura de la coyssa o entro al os e envencio de dolor en le circuit, lahoras senhal de lu es que la tenta perve entro aqui si en lu no es turtuositat entro al os, e envencio de dolor en le circuit de la partida; e que de lu yeys poyredura tostemps; e que no val en aquela medicacio, ni es consolidada am enguent.	Perhaps: Perhaps if a person has swelling in their feet, they may be suffering from a "bad" cold humors, which is why it is called "the disease of the bones" by doctors.
E en totas aquelas fistulas penetrant no es curacio de tot, e la curacio de aquelas es trebalh e vanetat dels folyls metges sobre·l qual so fermatz.	And in all those fistulas on the legs it is necessary to apply a hot compress.
Mays en aquela que no es penetrant e no antiqua, sanacio am ferr es sperada segon que yeu a tu recomtare, e aquo que ja yeu e proat.	And when it's not possible to reduce the swelling by making hot applications, then use other methods.
E es que le malaute jagua entre las tuas mas sobre le sieu dos e eleva las cambas de lu entro sus, las coyssas sian enclinadas al ventre de lu, e aprop entromet tenta de plom, o de eram si es en la fistula turtuositat, entro que sapias le loc on perve la tenta.	And if you have already opened the space in their legs, then keep them there, for it is necessary to put a cushion on the patient's legs.
E si aquela sent le malaute entorn le cuol, lahora cove que tu entrometas le tieu dit endic en le cuol.	Then, when they are ready to apply the cautery, they will put it on the patient’s foot, applying it directly to the area where the pain is felt.
E si sentas en le tieu dit la tenta ja per si meteyssa descuberta penetrar, otra aquo que sentas entre le tieu dit e aquela siphac o carn, lahoras sapias certanament que aquela es penetrant; e adonc no trebalhes en aquela, quar no es en aquela sanacio, ayssi cum havem dit.	If the doctors are already treating the intestine by applying points, then apply another one to their body, and another to the other foot, to stop the pain from spreading.
Mays empero diyssero alcus que es sana en alcus homes tart.	But there are others who say that it is healthy in some men.
E de la medicacio per la qual es sperat juvament en lu es que tu ignes cauteri subtil segon le ample de la fistula, ayssi cum es precedit, e intrometas aquel ignit en la fistula entro que pervengua entorn le cuol; e aprop itera aquel doas o tres vetz entro que sapias que ja son adhustas totas aquelas carns ajustadas fistuladas que so semblantz a cana de pluma de ausel.	And if it is necessary to cauterize the patient's bowels, use the cushion for that purpose as well.
E aprop cura aquela am calguas envolopadas en boder entro que en yescan totas aquelas carns que so adhustas, e aprop cura aquela am medicinas la carn engendrantz e consolidantz, e si es sanada, bo es; e sino, lahoras no es sana en degun temps per autra curacio.	The patient's blood is thick, so treat them with bloodletting; otherwise, they will be ill for a long time.
E si la tenta intra, e no penetra entro·l tieu dit le qual es en le cul, e entre aquel e la tenta que es velament spes de carn o de ciphac, e vezes la fistula en aquo que siec la superficia de la codena, lahoras secca la codena del comensament de la fistula, e tu ve seccan am la tenta, e sia en la fistula entro que la seccio pervengua al loc en le qual perve la extremitat de la tenta, e per la tenta es liberat e catz.	And if it hurts in the legs, or a cushion is placed to support the patient's leg during treatment.
E aprop mundifiqua aquelas carns fistuladas las quals so asembladas a canula de pena de ausel e no romangua de aquelas alcuna causa.	And then if the patient's flesh is open and you must cauterize the wound, use a small, pointed cauterizer to apply heat to the affected area, avoiding the areas of the skin that are inflamed.
Mays si flux de sanc vezes que vengua entre tu e la tua opperacio quan ensideysses aquelas carns, lahoras le milh que sia e del pus leugier instrument es cauterizar am foc o am medicina acuta, quar cauteri am foc ajusta bonas doas habitutz: so es adhustio de aquelas carns ajustadas, e abscizio del sanc exseccacio de las humiditatz.	And if a doctor needs to cauterize the flesh between the thighs and another on their legs and another on their feet.
