Ayssi comensan las paraulas de Albucasim .	The patient's body was opened.
E si’ la seccio segon la quantitat que a tu sia possible que de aquela le huou sia foro-getat.	E si' la dolor sia in the legs.
E aprop excorja aquela ciphaqueth les quals so dejos la codena dels testicols, entro que sia descubert le ciphac blanc dur de quascuna partida.	Then he will be ready to help if you have already placed a cushion on their testicles.
Lahoras tu entromet le tieu dit en aquo que siec le testicol, en aquo que es entre ciphac blanc, le qual es dejos la codena del huou, e entre le ciphac segon, e absolve am aquel’adherencia que es en la partida detras del huou.	When the testicles are in pain, apply a cautery to the feet.
E aprop mau am la ma la codena dels testicols a las partidas deforo, e am aysso exten le ciphac blanc en sus am la ma sinestra, e eleva le huou am le ciphac a la partida de la seccio; e comanda al ministre que extenda le huou ensus e tu dissolveys la adherencia que es detras am solucio complida.	And if you need to apply cautery to the foot, use a cushion for protection and have a skilled assistant hold the tools.
E cerqua am les tieus ditz que lay no sia alcuna causa del budel envelopat en le ciphac blanc dur.	E cerqua am looking at the intestine for signs of disease.
Mays si tu atrobas de lu alcuna causa, lahoras tu enpelleys aquel al ventre dejos.	If you find that there is a reason for your illness, the patient should be treated by applying remedies to their feet, which are related to the cause.
E aprop tu pren una agulha en la qual sia fiel gros fayt de x fiels, e entromet aquel deves le derier del ciphac, le qual es jos la codena dels testicols, la qual siec seccio; e aprop inscideys las extremitatz las quals emineysso del fiel entro que sian quatre fiels, e aprop compausa alcus de lor sobre alcuna figura en manieyra de crotz; e lia am aquel le ciphac del qual havem dit que es dejos la codena dels testicols am fort liament de dos partz.	And so put a cushion on their legs, which are also called "thighs" in some cultures, for the purpose of a cushion in the foot is to keep the patient's body warm.
E aprop envolveys las extremitatz dels fiels e lia aquelas am liament vehement entro que alcu dels vayssels que noyrrisso aquels no puscan trametre alcuna causa per so que de aqui no accida apostema caut.	And then place cushions around those legs so that no further injury occurs to the body.
E pausa autra veguada liament segon foro le primier liament, lonh de lu mens tres ditz; e aprop aquestz dos liaments layssa del ciphac le qual es dejos la codena dels testicols la quantitat de la grandeza del dit, e inscideys tot le romanent segon redondeza, e osta de lu le huou.	And apply this treatment to the other side of the leg, where the pain is less intense, e.g., 3 times a week instead of every day.
E aprop inscideys en la partida dejos de la codena dels testicols per seccio de la qual corra sanc e sania ayssi cum havem recomtat en aquo que havem dit.	You placed a cushion in the knee of the bed.
E aprop aministra lana submersa en oli, e pausa en la plagua; e aministra le liament le qual havem recomtat (e alcunas veguadas le ciphac blanc es cauterizat, le qual havem dit aprop la inscizio de lu temen de flux de sanc, quar motas veguadas accideys aquels) e leyssa le liament entro que per si caia.	And let oil be applied to the patient's legs, so that the white blood may flow;  and if the disease is due to an excess of phlegmatic humor, then apply a cushion within.
Mays si le cazement de lu es tardat, lahoras de aygua cauda sia embrocat, e pausa sobre aquel entro que caia segon que havem dit.	Then apply hot water to the area as needed.
E aprop cura la plagua am l’autra curacio de las plaguas entro que sia sanat.	And then heal the plague, and for another plague let them be treated by another hand.
Capitol .lxvi.	"When there's a need to treat pain in the joints by applying a cautery tool to the affected area."
De hernia ventosa.	Then treat the patient for their gout.
En aquesta hernia no e vist alcu que sia estat ardit sus la curacio de lu am ferr.	And then if you have to cauterize a part of the body, another cushion would be placed under them.
E les primiers diyssero que es fayta ayssi cum havem recomtat en la hernia que es am vi; la qual es que tu lies les vayssels aprop la seccio sobre aquela am fecilitat de lu; e aprop secca en le mieg loc en enviro le apostema am aquo que obro aquel, entro que caian les vayssels.	Then you will make a small incision there to drain the swelling from the affected area.
E cura la plagua segon que havem dit entro que sia sanada.	And cure the plague according to what we have said until it is healed.
Capitol .lxvii.	This sentence is likely from a translated version of the original text, as it's in a language that uses words like "podra" (could) and "cushion")
De la disropcio que es fayta en les anguonars.	Then return the wound to their place on the legs, and apply pressure elsewhere.
Alcunas veguadas endeve ruptura en les angonars ayssi cum havem dit, e emineys le loc.	When there are painful swellings in the foot, apply heat to the affected area to alleviate the pain.
E no deyssen als genetius alcuna causa dels budels al genetius; e si deyssen, aquo es pauc; e retorna s’en en totas horas.	Then apply heat to the affected area.
Mays si es prolonguat le temps am aquo, es ajustada fissura en le ciphac entro que deysenda le budel en le ciphac; e accideys aquo per la extencio del ciphac le qual es en le angonars ayssi cum havem dit, la qual causa es quar le ciphac es estendut, e aprop es mollificat e·l loc es apostemat e emineys.	Then you have to put a cushion under the patient's knee if you find that the intestine has been swollen for some time.
E la cura de lu es am cauteri ayssi quo es precedida la narracio de lu.	This treatment is called for when there is pain in the legs, but it is important to specify what type of treatment you are referring to.
E alcunas veguadas es curada am ferr segon aquesta manieyra: e es que·l malaute jagua sobre le sieu dos entre las tuas mas, e aprop secca le loc de la ruptura dels apostemas emineys am seccio per la latitut segon la quantitat de tres ditz.	And sometimes the patient is treated by placing his hand on the cushion.
E aprop strenh le ciphac blanc que es jos la codena entro que sia descubert.	And you shall apply a strong cushion on the head where the pain is felt, and then hold their hand over the place where the pain is.
E aprop pren le ray e pausa aquel sobre le loc eminent del ciphac, e prem aquel al preon del ventre.	Translation 4: Then open the knee joint with your hand to prevent a condition called "the other" from occurring.
E aprop cus le dos locs eminentz sobre la extremitat del ray del ciphac, e ajusta am la sutura un de aquels am l’autre.	And place a cushion on the patient's body to adjust the two parts together.
E aprop extratz la extremitat del ray, e no inscidas del ciphac de tot, ni no extenda le huou, ni autra causa ayssi cum yeu te fi saber en la curacio de hernia entestinal.	And then you remove the stones from their proper place, but be careful not to damage the intestine.
E aprop cura aquela am la curacio de las plaguas, e cum inscideyses les fiels, mundifica aquela e restaura la plagua entro que sia consolidada; quar le ciphac es contrayt e no es ajustada la eminencia de ruptura.	And for that [condition] you should place a cushion under their legs, so as to protect them from the effects of the other things.
E cauteri es milhor en aquest loc, quar es pus propda a salut.	And if you have opened the site, and they are in the process of being healed, the patient will be better served by another method.
Capitol .lxviii.	Capitol sixty-eight.
De mollificacio de la codena dels testiculs.	And if you must place your hand on the patient's feet, then place it on the other parts of the leg.
Motas veguadas la codena dels testiculs en alcus homes es mollificada per aysso quar las carns que so entre aquela son mollificadas, e es fedat le reguardament de lu.	And if it is necessary to make incisions in the skin, they should be cauterized.
Adonc necessari es ad aquel que es preguat en la curacio de lu que fassa jazer le malaute segon le sieu dos, e enscida tota la codena la qual es mollificada sobre la codena natural; e aprop que ajuste doas labias am la sutura.	Therefore, adjust your treatment accordingly.
