Ayssi comensan las paraulas de Albucasim .	And that's when we see the beginning of Albucasim's teachings.
Empero cove que diguam opperacio en aquela segon que fero les primiers.	But I advise burning the thighs, as they are the first to be affected by the fire cautery.
E dic que cove que fassas sezer le malaute sobre una cezelha elevada; e aprop enpelleys le suspensori dels testiculs a las partidas dejos; e aprop te la codena dels genetius am les tieus ditz am les baysels que so probdas a la vergua; e tengua aquels autre ministre que tu, e extenda aquels am extencio vehement.	And if you want to prevent the patient from being seized by gout, suspend his/her leg in its natural cavity.
E aprop inscideys am spatum lat agut per seccio traversa en le dreyt dels vaysels entro que sian les vayssels descubertz.	Then place a cushion on their legs to prevent them from being cut.
E aprop excorja de tota partida ayssi quo a tu havem dit en extraccio de arceria las quals so en las templas.	Then apply the cautery to the area that was causing the pain.
E aprop fica en aquelas un’agulha en la qual sia fiel doble, e lia aquel en le primier del locs en les quals accideys vit, e lia aquel autra veguada en le derier de lor.	Translation 2: Then put a cushion under their legs and place it behind them on the patient's body.
E aprop inscideys aquels en le mieg loc per seccio dreyta segon la longuesa del cos, e extratz aquo que es agreguat de las humiditatz fetulentas e corruptas.	And if they are already swollen, you should extract them.
E aprop cura la plagua am curacio de las autras plaguas en las quals vols sania esser engendrada per so que caian les vaysels les quals noyreysso un de dos genetius, quar no es mal per aquo.	Then treat the plague with the cushion to prevent the spread of the disease.
Mays si accideys vit a totz les bayssels, lahoras cove que·ls testicols sian extragutz o que les testicols per aquo se cequo am les vayssels, per que sia privat de tot nutriment per la inscizio dels vayssels, e que sian estaborits, o que cequo per so que no sia juvament am aquels.	And if it is necessary to remove the pain from the testicles, because it is painful, use the cushion for their application.
Capitol .lxv.	et another apply the body with its own set of tools.
De la cura de hernia entestinal.	Then use your hand to hold the intestine in place for treatment.
Le adveniment de aquesta hernia es per seccio que endeve en le ciphac extendut sobre le ventre de part dels angunars del mirac del ventre, per que deysendo les budels de aquela ruptura ad alcu dels budels.	And if the patient's bowels are affected by the ailment, and he has been given aid, then you must apply a hot iron to the area where the rupture is located.
E aquesta ruptura es o del ciphac o de excencio de lu, e accideysso aquestas doas specias per motas causas: o percussio, o per sautz, o per clamor, o per elevacio de alcuna causa greu, o per semblantz.	And if the patient has been weakened by pain or weakness in their body or limbs, then you must apply these remedies, which are used for such purposes: these are the reasons why a surgeon would treat with cautery.
E·l senhal de aquo, quan es per extencio del ciphac, es que accideys pauc a pauc en lonc temps, e no accideys soptament, e es apostema engual entro ves le preon per so quar le ciphac comprem le budel.	When treating the foot for swelling, the pain will gradually subside.
E le senhal de lu es quan es per seccio del ciphac, quar al comensament fa accidir dolor vehement sobtament; e es apostema divers aparent dejos la codena propdana aparent, e aquo es per eyssiment del budel, e·l cos de lu a las partidas deforo del ciphac.	And the sign of this pain is that it appears suddenly in the legs, and feet, etc.
E alcunas veguadas es fora-getat am le budel la tela, e es apelada aquesta hernia entestinal zirbal.	And when some cold humors are caused by the disease called gout, they cause pain in the feet.
E alcunas veguadas es fayta am ventositat, e alcunas veguadas corr en le budel fenda, e aqui es retenguda, e es am aquo gran pernitia3 del malaute, e alcunas veguadas fa endevenir dolor malvada e majorment quan es premut.	E's corpulence or a bodily ailment which causes pain when pressed.
E en la curacio de las especias de aquesta malautia am ferr es temor, per que cove que sia esquivat le cazament en aquela.	Then in the treatment of the illness, cushions are placed under their feet, to support them, and their hands are kept in check.
E la manieyra de la operacio de aquela es que comandes al malaute que redugua le budel am la sua ma a las partidas dedintz de la sua conquavitat si obezeys al sieu retornament, e aprop sia envessat sobre le sieu col entre las tuas mas, e eleva las cambas de lu.	And if you place the cushion on their legs, it is used as a tool to treat the patient's illness.
E aprop sten la codena la qual siec la codena dels testicols a las partidas desus, e inscideys la codena dels testicols tota per le lonc; e aprop fiqua en doas labias de la seccio uncis segon que indigeysses a hubrir la seccio am aquels.	Then you will apply the cauter to your legs and the other one between them.
E si’ la seccio segon la quantitat que a tu sia possible que de aquela le huou sia foro-getat.	E si'l'ha fatto.
E aprop excorja aquela ciphaqueth les quals so dejos la codena dels testicols, entro que sia descubert le ciphac blanc dur de quascuna partida.	Then he will be open to the possibility that the cushion is for their feet, the intestine for the other.
Lahoras tu entromet le tieu dit en aquo que siec le testicol, en aquo que es entre ciphac blanc, le qual es dejos la codena del huou, e entre le ciphac segon, e absolve am aquel’adherencia que es en la partida detras del huou.	When the pain is in the white part of the body, it should be called the second source of pain.
E aprop mau am la ma la codena dels testicols a las partidas deforo, e am aysso exten le ciphac blanc en sus am la ma sinestra, e eleva le huou am le ciphac a la partida de la seccio; e comanda al ministre que extenda le huou ensus e tu dissolveys la adherencia que es detras am solucio complida.	And if you find a hardened mass in the abdomen, apply a poultice to the affected area.
E cerqua am les tieus ditz que lay no sia alcuna causa del budel envelopat en le ciphac blanc dur.	E cerqua am for the patient to experience pain in their legs if they are already inflamed from gout.
Mays si tu atrobas de lu alcuna causa, lahoras tu enpelleys aquel al ventre dejos.	If you find a stone in the foot, then you will need to cauterize it.
E aprop tu pren una agulha en la qual sia fiel gros fayt de x fiels, e entromet aquel deves le derier del ciphac, le qual es jos la codena dels testicols, la qual siec seccio; e aprop inscideys las extremitatz las quals emineysso del fiel entro que sian quatre fiels, e aprop compausa alcus de lor sobre alcuna figura en manieyra de crotz; e lia am aquel le ciphac del qual havem dit que es dejos la codena dels testicols am fort liament de dos partz.	And place a needle into the area of the body where the pain occurs in the legs, which we will call gout.
E aprop envolveys las extremitatz dels fiels e lia aquelas am liament vehement entro que alcu dels vayssels que noyrrisso aquels no puscan trametre alcuna causa per so que de aqui no accida apostema caut.	And place a cushion around the veins on their body to prevent inflammation in the area where the patient's bowels are being treated.
E pausa autra veguada liament segon foro le primier liament, lonh de lu mens tres ditz; e aprop aquestz dos liaments layssa del ciphac le qual es dejos la codena dels testicols la quantitat de la grandeza del dit, e inscideys tot le romanent segon redondeza, e osta de lu le huou.	And let the patient be placed on the cushion for three days after the first three days have passed.
E aprop inscideys en la partida dejos de la codena dels testicols per seccio de la qual corra sanc e sania ayssi cum havem recomtat en aquo que havem dit.	"Then, if necessary, you will need to cauterize the affected area."
E aprop aministra lana submersa en oli, e pausa en la plagua; e aministra le liament le qual havem recomtat (e alcunas veguadas le ciphac blanc es cauterizat, le qual havem dit aprop la inscizio de lu temen de flux de sanc, quar motas veguadas accideys aquels) e leyssa le liament entro que per si caia.	And let the patient be treated for gout; and if it is necessary to cauterize their legs, use the cushion on them.
Mays si le cazement de lu es tardat, lahoras de aygua cauda sia embrocat, e pausa sobre aquel entro que caia segon que havem dit.	And if the cure is delayed, apply cold compresses to the area, as well as applying a cushion, etc.
E aprop cura la plagua am l’autra curacio de las plaguas entro que sia sanat.	And then heal the other ailments within the plagues, as well as the pain.
