Ayssi comensan las paraulas de Albucasim .	Thus begins the words of Albuccassis.
Donc dic que quan accideys en le cap plagua simpla e no es fractura, lahoras considera: si es per getament de peyra o de semblant, e ja ha trinquada la codena tant solament e es gran plagla e temes sobre aquel malaute havinement de apostema caut, lahoras tu te coyta e fleubotoma la cephalica tantost, e no tardas aquo; e extrats ad aquel del sanc segon la quantitat de la vertut de lu si no mes alcuna causa prohibent de fleubotomia, majorment si·l sanc que es eyssit de la plagua es pauc.	Therefore, I say that when a simple sore occurs in the head and it is not a fracture, consider: if it was caused by blows or similar, and the patient has already tightened the bandage but it is a large wound and you fear that the wound will develop an abscess, then cut and drain the cephalic vein immediately, and do not delay; extract blood according to the strength of the vein, unless there is any reason prohibiting phlebotomy, especially if the blood that has emerged from the sore is scant.
E sia la flaubotomia del contrari de la partida plaguada; e guardase le malaute de replecio e de vi e de viandas grossas.	And perform phlebotomy on the opposite side of the affected area, and keep the patient from filling up, vomiting, and eating heavy foods.
Mays si de la minuicio prohibeys alcuna causa, lahoras sia aminorat de la vianda e no apropinque a carn ni a vi.	But if there is any reason for fasting, then reduce the food and avoid meat and wine.
E pausa sobre la plagua, si a lu accideys apostema caut, coto enfus en oli rozat solet o en vi en le qual es stipticat.	Wait on the sore if an abscess forms, place oil of roses or wine in which is steeped near it.
Mays si est segur de apostema caut, lahoras pausa sobre la plagua, si es recent am le sieu sanc e le ayre no ha mudat aquela la polvera la qual yeu recomtare aprop petit.	But if you are certain that an abscess has formed, then wait on the sore, if it is recent and the air has not changed the powder which I recommend applying in small amounts.
E si le ayre ja ha mudada aquela, lahoras pausa sobre alscus enguentz entro que sia sanada.	And if the air has already changed it, then wait for a clean wash to heal.
Mays si la plagua es gran o es per inscizio d’espaza e de semblantz, e no so ajustadas las labias de lu per puvils, lahoras ajusta aquelas am sutura segon que yeu recomtare de la sutura de lor.	But if the sore is large or due to incision and similar things, and the edges are not properly closed, then close them with suture as I recommend for their closure.
Mays si la plagua ja es discuberta del os e pen, e no es retencio de lu sino un petit suspensori, lahoras inscideys aquela e aprop cura la plagua am medicinas e restaura la carn aprop en loc de codena, e comanda al malaute que sia pescut de viandas en las quals es groceza: caps e formen coyt e semblantz a lor, entro que sia compost.	But if the sore has exposed bone and cartilage, but is not retained by anything more than a small suspension, then make an incision on it and treat the wound with medicines and restore the skin over the area of the bandage, and order the patient to eat foods rich in protein such as beef and pork until it heals.
E si atrobas en la codena putrefaccio e no adhereys al os, lahoras tu inscideys tot aquo poyrit e geta aquo, e aprop cura aquo.	And if there is gangrene in the bandage that does not adhere to the bone, then make an incision all around and cut it, and treat it.
Mays si en aquestas plaguas es arteria o vena de la qual fluxs de sanc pot evenir, e no es abscindida per medicinas, lahoras tu inquier sobre la arteria, e si atrobas aquela no-inscidida, lahoras tu inscideys aquela am spatum, o lia aquela; e si necessitat te provoca que aquo que havem dit no comfereys, lahoras tu cauteriza entro que·l sanc sia abscidit.	But if in these sores there is an artery or vein from which blood may flow and it has not been cut by medicines, then ask about the artery, and if you find one that has not been cut, make an incision with a spatula or lance; and if necessity requires it, cauterize it until the blood is drained.
E si aquestas plaguas son simplas e petitas, lahoras la causa de lor es leugiere; enayssi que tu polverizas sobre aquelas aquesta polvera, quar consolidada aquela denant que l’ayre mude aquelas.	And if these sores are simple and small, then the cause of them is light; therefore, sprinkle that powder over it, since it solidifies before the air changes on it.
E la manieyra de la polvera es aquesta: recipe oli de enses partida una, de sanc de drago partida doas, de caus no-extincta partidas tres; sia tot mot trissat e crivellat, e de lu sia la plagua omplida, e sia constrengida per bona constriccio entro que be sobre aquela aderesca, e sia coagulada am le sanc.	The method of the powder is this: take an equal amount of oil from crushed pine kernels, dragon's blood, and unburned charcoal; grind it all up and sieve it, then fill the sore with it, bind it tightly until it adheres to the skin, and allow it to coagulate with the blood.
E aprop strengeys aquela desus am pulvils e leyssa aquela, e no la deslias mentre esta ayssi que no es apostemada, quar no es eredicada de lu la medicina entro que sia sanada.	And apply a strong poultice on top of it and leave it on, but do not remove it until the sore is not an abscess, since the medicine will not be absorbed into it until it heals.
E alcuna vetz fa aquo sola cautz, quan no es a tu en present enses e sanc de drago.	And sometimes do this alone with caution when pine kernels and dragon's blood are not available.
E ja fa aquesta meteyssa operacio en las grans plaguas quan conveneys que sia pausada sobre aquelas e sian streytas, e so plaguas recentz am le lor sanc, las quals le ayre no ha alteradas.	And perform this method of treatment on large sores when it must be waited upon and tightened, and only on fresh sores whose air has not been altered.
E si le ayre las ha alteradas, e majorment quan es en temps d’estiu, lahoras no es entencio a la posicio de aquesta polvera, mays adonc cura aquelas am aquo que havem dit, enayssi que tu pauses sobre aquelas alcus enguents degistius, o que pauses sobre aquelas pols de la farina del ordi am aygua e mel entro que getan poyredura; e aprop cura aquelas am l’autra curacio entro que sian sanadas.	If the air has been altered, especially in the summertime, then do not use this position for the powder, but instead treat them with what was said earlier, until you wash them with clean waters or wait for the oatmeal paste to dry; and treat them with other treatments until they heal.
Mays si accideys am la plagua fractura en os, e es petita, lahoras tu extratz aquo am gesti.	If a fracture occurs in bone, which is small, then you extract it with this method.
E yeu diyre la cura de las fracturas del cap en aquo que es envenidor.	Here begins the cure for skull fractures that are poisonous.
De las plaguas del col.	Of the pains in the neck.
Mays si la plagua accideys en le col, lahoras no es en lu differencia en medicacio, e entre la plagua del cap quan es simpla.	If the pain occurs in the neck, it is not different in treatment, and it is similar to a simple skull fracture.
