Ayssi comensan las paraulas de Albucasim .	Thus commence the words of Albucasis.
E aprop inscida sobre aquela apposicio de la maytat del conh deves la razit de la coyssa de qualque part sia a lu parada e cent la peyra en aquela partida, e·l dit de lu no sia remaugut de la peyra coartan dejos lu.	And you should insert the incision into the location of the woman's cervix; find the stone in that area and make a small incision there. The incision must not remain unattended without being removed from the stone extracted from the vagina.
E la seccio sia pauca al comensament; e aprop entrometa lo ray sobre aquela seccio, e si sent la peyra, lahoras ajuste en seccio segon la quantitat la qual sap que la peyra sira getada de aquela.	The incision should be small at first; and then insert the scalpel into the incision. If you feel the stone, adjust the incision according to its size, for you know how large the stone is from that location.
E sapias que las specias de peyra son motas: quar de aquelas es pauca e gran, e leon e aspra, e longua e redonda, e havent ramps.	And you should know that the types of stones are motes (pebbles); some are small and large, hard and sharp, and round and elongated, and some have grooves.
Donc tu sapias quantas specias so de lu per aquo que tu signifiques sobre aquo que vols.	Therefore you know the number of types there are for this purpose, regarding what you wish to do.
E si tu veus flux de sanc, ajusta en le loc vetriol trissat e te aquela per una hora entro que sia abscindit le sanc, e aprop retorna a la tua operacio entro que la peyra sia fora-getada.	If you see bleeding, adjust the location with a cauterized metal and hold it there for an hour until the blood is absorbed, then return to your operation as soon as the stone is expelled.
E fay que prepares am tu dels instrumentz les quals e ditz en la extraccio de peyra en les homes, per so que sias ajudat per aquels en la tua operacio.	Make preparations with yourself of the instruments that are mentioned in the treatment of stones in men, so that you may be assisted by them in your operation.
E si tu veus flux de sanc, e sabes que la expulcio del sanc es de la arceria que es insciza, lahoras tu pausa polvera sobre le loc e estrenh aquel am pulvils e strictura descent, e no iteras aquo; e layssa la peyra e no extraguas aquela, quar fort leu morira la malauta.	If you see bleeding, and you know that the evacuation of blood is from the archery that is incised, then you stop the powder on the location and tighten it with pulvis and stricture paste, but do not repeat this; leave the stone in place and do not extract it, for a weak person will die from it.
E aprop cura la plagua.	Then heal the wound.
Donc cum es cedada la acuitat del sanc aprop alcus jorns, e·l loc se poyreys, lahoras tu retorna a la tua operacio entro que la peyra sia fora-getada.	Once the acuity of the blood has subsided after several days and the location has healed, then return to your operation as soon as the stone is expelled.
Capitol lxii.	Chapter LXII.
De seccio sobre ernia acoza.	On incision for a hernia in the scrotum.
Hernia ayguoza no es sino agregacio de humiditat en le ciphac blanc lo qual es dejos la codena dels genetius contenent le huou, e es nompnat ciphac.	A hernia in the scrotum is not anything other than an accumulation of moisture in the white cyst that lies below the cord of the testicles containing the semen, and it is called a cyst.
E alcunas veguadas es en le propri pannicol le qual a lu preparec natura en la partida del huou, entro que sia cuyat que ja es autre huou; e es la codena del genetiu entre le ciphac blanc le qual havem dit, e no es aquo sino tart.	Sometimes the accumulation is in the proper abdominal tissue that nature has prepared in the testicle area until it becomes another testicle; and it is the cord of the testicles between the white cyst, which we have said is not true but false.
E la generacio de aquest hernia es per debelitat la qual accideys als genetius, per que ad aquels es efundunda aquesta materia, e alcunas vetz accideys per percuscio fayta sobre les genetius.	And the generation of this hernia is due to weakness that affects the testicles, so that this material accumulates there; and sometimes it happens from a blow made on the testicles.
E aquesta humiditat es havent motas colors, quar la color de lu o es declinant a citrina o a sanguinent, o rog, o es negra feculenta, o es ayguosa blanqua, e es aquo que es mays.	And this moisture has stones of various colors; the color of it can be declining towards citrine or blood red, or brown, or black and slimy, or water white, and that is what is most common.
E les senhals per les quals es saubut on es aquesta agreguacio de aygua so aquestz: quar si es en le ciphac blanc le qual havem dit, lahoras le apostema es redon declinant un pauc a longitut ayssi cum figura de huou, e appar le genetiu, quar la humiditat conte aquel de tota part.	And the signs by which it is known where this accumulation of water is located are as follows: if it is in the white cyst that we have said, then the abscess becomes red and slightly elongated like the shape of an egg, and the testicle appears, for the moisture contains it entirely.
E si la humiditat es en le propri pannicol, lahoras le apostema es redon am partida del huou e per aysso hom estima que es autre huou.	And if the moisture is in the proper abdominal tissue, then the abscess becomes round with the testicle area and from this it is believed that it is another testicle.
E si la humiditat es entre la codena dels genetius e·l ciphac blanc, lahoras catz dejos le centiment.	And if the moisture is between the cord of the testicles and the white cyst, then you must cut under the center.
E cum tu vols la cognicio de la color de la humiditat, lahoras tu esproa la color de la humiditat en le apostema am entromes cayrat del qual la forma es precedida; e segon aquo que es eyssit en le vestigi del entromes, jutga de aquo que es dedintz lu.	In order to know the color of the moisture, you should express the color of the moisture from within the abscess with its shape removed; and according to the evidence found in the interior, judge what is inside it.
Donc quan nos vinem a la curacio de lu am ferr, lahoras cove que comandem al malaute que sia fleubotomat si aquo es a tu possibla, e vezes le cos de lu ple.	Therefore, when we come to the treatment of him who is ill, it is necessary to command the patient to be bled if this is possible for you, and often empty his body.
E aprop sia resupinat sobre le sieu dos sobre alcuna causa un pauc auta, e pausa dejos lu motz draps.	Then raise him on his back due to some cause, and place warm cloths over him.
E aprop setz tu sobre la part sinistra de lu, e comanda al ministra que segua a la dextra de lu, le qual extenda la sua vergua a hun de dos latz a la codena dels genetius e a la partida del mirac del ventre.	Then place yourself on the left side of him, and command the servant to follow the right side of him, who will extend his leg from one end of the bed to the lower edge of the genitals and the border of the abdomen.
