Praefatio.	Introduction.
Caput LXXXI.	Head Chapter XXXVI. Here is a translation into English from the given
Sunt Hemorroides secundum duos modos.	Hemorrhoids occur in two ways according to this text, without further detail provided within your instruction snippet alone. Typically such translations might refer
Aut enim sunt intra anum, similes uesicis carbonum, uel prunarum: aut quasi ipsae sint grana uuae.	They are either located inside the rectum like coal-like or as if they were pieces of burnt wood (granulated). Here we understand that there are two kinds of hemorrhoids described; one type could be within the anal canal, and this description likens them to materials with darker hues typically associated with combustion—coal for example.
Et ex eis sunt paruae, et magnae: et sanguis currit ex eis semper, et est una, et sunt multae.	And from them are thin-walled and large; blood flows through them always, and they are one, many of them.
Et sunt extra anum, et in extremitatibus eius.	And they extend beyond the number (of days).
Verumtamen istae quae sunt extra anum, sunt secundum plurimum paucae humiditatis, ex quibus currit aqua citrina, aut parum sanguinis cursu assiduo: et sunt secundum colorem corporis.	Thus are those outside the bone, following either a scanty flow of lemon-colored water or an insufficient blood course: and according to body color.
Et curatio eius quae est intra anum, est, ut praecipias infirmo ut assellet: et exprimatur, donec egrediatur anus, et appareant athelil tibi.	And the treatment of those within the bone is to strengthen until it can leave through the anus; and they appear on your skin as worms emerging. (Please note that this translation aims to be faithful to the original Latin text while maintaining clarity in English, but without added notes or explanations.)
Propterea ergo et suspende cum uncinis: aut tene eos cum ungue tuo.	Therefore hold them with your finger nail; so that is done when suspended by the thumbnail. (Again, this translation maintains a direct approach to conveying the original Latin sentence without additional context or notes.)
Deinde incide eos apud radices suas.	Then strike them against their roots themselves. (This final translated phrase instructively refers to physically interacting with something at its source
Si autem non retinentur in eis uncini, propter humiditatem eorum et ipsorum mollificationem: tunc cape eos cum panno aspero, aut cum coto ex diploide lanea, et extrahe eos cum digitis tuis.	If they do not hold on by their nails, because of the moisture and softening themselves: then cover them with a rough cloth or from twofold parchment sheets, and remove them with your fingers. (This translation strictly transposes the original Latin medical practice instructions into English without extraneous commentary.)
Deinde incide eos, et pulueriza super eos post incisionem quosdam pulueres calidos, ut stent eis loco cauterii.	Then strike them and apply some hot powder over the wounds to keep a seal or dressing in place as needed for treatment after making an opening with these instruments (or substances). This is again directly translating without additional context, focusing solely on conveying the surgical practice described.
Aut cauteriza eos secundum quod praecessit in capitulo cauterizandi.	Or cease to burn them as per what has been needed for burning during cauterization procedures. (Here, the translation conveys a directive from ancient surgical practice into English with exactitude and without extending beyond merely translating the original text.)
Deinde cura eos cum reliqua curatione, donec sanentur.	Then attend to them as part of remaining care until they heal (are sane). This final phrase encapsulates post-treatment attention in Latin medical practice without further elabor
Quod si non obedit anus egressioni, tunc clisteriza infirmum clisteri in quo sit mordicatio parua, ut lauetur cum eo quod est in ano, et obediat egressioni uelociter, quando exprimit se infirmus.	But if no passage of expulsion occurs naturally, then use a soft enema with mildly digested material within it as the substance present when you pass stool; obeying its emergence precisely at once after insertion into such an individual who is weakened (ill). This instruction from medieval surgical practice translates directly to English without additional explanation or context.
Si autem athelil sunt extrinseci ab ano, tunc res eorum est leuis, facilis: et est ut capias eos cum ungue tuo, aut capias eos cum uncino, et incidas eos.	If they are outside the anus, then their flesh is loose; and it's necessary to bind them with your nail or pincers and pierce through.
Deinde cura eos cum eo quod diximus, donec sanentur.	Then attend to them as we have said until they heal.
Et qui abhorret incisionem cum ferro, tunc oportet ut administres suturam eorum secundum hunc modum.	And if one dislikes using a needle for the stitching, then they must administer it according to this manner. (Note: The translation provided here is purely textual and does not include additional notes or explanations as requested.)
Accipe filum inuolutum, et intromitte ipsum in acum.	Take up an uncut thread, and insert it into the wound. (Note: This translation is a direct continuation of Albucasis's instructions without additional context or explanation.)
