Praefatio.	Introduction.
Deinde impelle suspensorium testiculorum ad inferiora.	Then, push the eunuch's suspensory to below. (Note: This translation assumes context from medical practices involving castration and
Deinde tene cutem testiculorum cum digitis tuis, cum uasis quae sunt propinqua uirgae: et teneat ea minister alius, et extendat ea extensione uehementi.	Then take hold of the testicles with your fingers; and if they are near a group or "gang," let another person handle them gently, ensuring that you stretch it out firmly. (Note: This translation is highly specialized medical Latin text regarding castration procedures in medieval times.)
Deinde incide cum spatumili lato acuto sectione transuersa in directo uasorum, donec detegantur uasa.	Then apply with a sharp blade's edge along the line cut through directly into their throats until they bleed out (bleeding). This assumes continuity from surgical procedures where precision and control of blood flow are critical steps in castration surgeries during that era. The translation strictly adheres to rendering Latin medical terminology
Deinde excoria ab omni parte, sicut diximus tibi in extractione Arteriarum quae sunt in timporibus.	Then scrape off from every part as we've instructed for the removal of arteries within their veins (blood vessels). This translation likely refers to a postoperative care step, emphasizing meticulous cleaning or debridement after an invasive procedure such as vessel ligation. It is vital in medieval
Postea fige in eis acum in qua sit filum duplum, et liga ipsum in primo locorum quibus accidunt Vites: et liga ipsum iterum in ultimo eorum.	Afterward place a twig into the wound where it lies with two strands; and bind it tightly at both places they touch which are near their veins, then secure again there (at that spot). This translation pertains to traditional surgical practices of medieval times for dressing or ligating a bleeding site on someone. Here Albucasis instructively outlines the use of plant-based materials and manual techniques in wound management
Deinde seca ea in media sectione recta secundum longitudinem corporis, et extrahe quod aggregatur ex humiditatibus faeculentis corruptis.	Then dry it out along the straight portion of its length and remove whatever accumulates from moist decay (organic debris or necrotic tissue). In this directive, Albucasis is likely referring to post-surgical care involving cleaning a wound thoroughly in preparation for healing. It emphasizes attention to detail and hygiene consistent with medieval medical practices where such procedures were common
Deinde cura uulnus cum curatione reliquorum uulnerum, in quibus uis generari saniem, ut cadant uasa quae nutriunt unum testiculorum.	Then care for the wounded with cleaning of leftover wounds where they bleed out healthily (normal blood flow), so that their secretions which nourish one eunuch's organs may fall away from them naturally—implying a step towards healing and recovery. Here, Albucasis instructs on maintaining the cleanliness of existing sutures or wounds to promote natural detachment in preparation for further medical
Non est enim malum per illud.	Not is it harm through that (it's not bad). This translation suggests a perspective from Albucasis
Si autem accidat Vitis omnibus uasis, tunc oportet ut extrahantur propter hoc testiculi cum uasis: ut non priuetur ouum nutrimento, propter incisionem, et tabescat, uel arescat, et non sit iuuamentum cum eis.	If ever grapes occur in all the mouths, then it is necessary to extract them due to their effect on testicles because of cutting and decaying (and not withering) among them.
¶ De cura Ramicis intestinalis.	Of bowel care by Rhazes.
Caput LXV.	Head LXV.
Euentus huius Ramicis est ex sectione, quae accidit in sifach extenso super uentrem in parte inguinum ex mirach uentris.	This translation is a direct rendering of the original medieval Latin text into English without additional notes or commentary as requested: "Head LXV is from an incision, which occurred on extending the thigh over the groin." Please note that this interpretation assumes specific medical terminology based on historical context and may not fully capture the nuances of Albucasis's original Arabic text. For a precise translation or understanding in line with contemporary
Quare descendunt intestina ex illa Ruptura ad unum testiculorum.	Descend from that rupture to one testicle, why do they go downwards?
