Praefatio.	 Praise
Si autem accidat fluxus sanguinis interius dum operaris, tunc cauteriza locum uelociter: aut pone super ipsum quosdam pulueres abscindentes sanguinem.	 If you have a bleeding internal from within during the operation then burn up or apply pressure to the wound immediately; or put above those shedding blood and place them aside.
Deinde redi ad medicationem tuam, donec compleatur.	 Then return to your treatment until completion.
Deinde liga membrum uulneratum cum ligamento conueniente ei, et cura ipsum, donec sanetur.	 And if the member is injured with a cord fasten it up and care for it until healing occurs.
Et ego narro tibi quod accidit uiro in pede suo, hoc idem accidens quod narro tibi.	 I will tell you what happened from striking your finger; the same happens when striking yours.
Quod est, quia accidit in pede suo nigredo, cum adustione quae assimilatur combustioni ignis: et corruptio illa in primis accidit in digito suo, donec coepit pedem totum.	 That is because it happened to his finger with a blackening and the accompanying burning; and the corruption first struck him by striking his own finger until it began to strike off his foot completely.
Properauit ergo uir ex seipso, postquam uidit corruptionem incidere in membro cum uehementia eius, quod inuenit ex dolore, et adustione eius: et incidit ipsum apud iuncturam, et sanatus est.	 The surgeon therefore cut off the finger as it had become corrupt and painful to him due to his injury; he cut through this at the junction of its tendons, and so it was cured
Et postquam praeteriit ei tempus longum, accidit ei illa eadem corruptio in digito manus suae indice.	 And after a certain period of time had passed, he experienced the same corruption to his finger on his own index finger.
Venit ergo ad me, et conatus sum recuperare illam superfluitatem cum eo quod posui super manum ex medicinis post mundificationem corporis eius: et non repercussa est superfluitas, et coepit incedere in digitum alium: donec coepit coruptio in manum.	 He then came to me and expressed a desire to recover that excess of fluids which he had placed upon his hand after the completion of his body's treatment; but it was not reabsorbed, and so he started to flow out into another finger until the corruption spread throughout his whole hand.
Vocauit ergo me, ad incidendum manum eius: et nolui illud, sperans ex me super repercussionem illius superfluitatis: et timui etiam super ipsum apud incisionem manus eius mortem.	 He then came to me with the intention of cutting off his hand; and he did not want this excess which flowed from him after the treatment of his body, hoping that it might be reabsorbed by me - but I was afraid as well for fear that there would be death at his own incision.
Quoniam uirtus uiri erat super casum.	 Because the surgeon's virtue was beyond measure
Postquam ergo desperauit de me, reuersus est ad terram suam: et peruenit ad me de eo, quia properauit, et incidit manum suam totam: et sanatus est.	 After he had come to me for this purpose and cut off his own hand, he returned back to the ground; and came back to me because of it, since he desired to do so - and then he cut through his whole hand until cured.
Et non attuli hanc narrationem, nisi ut sit adiutorium super illud quod cadit de genere huius aegritudinis: et ut sit significatio qua significetur, et secundum quam agatur.	 And do not twist this story so that it serves as a guide for what has fallen into the category of these evils - and let its meaning be conveyed according to how it is done.
¶ De cura Sinuum, et qualitate clisterizationis cum medicinis.	 Of the cure of the hand with the quality of healing using medicines.
Caput XC.	 Ending
Quando accidit apostema in quibusdam membris carnosis, et prolongatur spacium apostematis, donec collectionem facit saniei: deinde rumpitur, aut perforatur, et egreditur quod in eo est ex sanie, et remanet locus uacuus quasi sit uas: et cutis quae est super ipsum sicut pannus qui iam subtiliatus est: et non peruenit ad ultimum in corruptione sua, neque imprimit in os, neque in neruum, neque in ligamentum: meretur ut nominetur Sinus: et non nominatur Fistula: uerumtamen si prolongatur spacium eius, donec imprimat corruptio in aliquid horum membrorum, tunc nominatur Fistula, aut zuken.	 When the abscess in some of his members has been protracted and is drained by the surgeon; thereafter it breaks off or perforates, and there remains a place which looks like pus - and the skin over that as if he had just emerged from being sewn up - but does not reach to the end in its corruption nor prints into the mouth nor into the anus nor into the ligaments: it should be called a sinus; although if the duration of the space is prolonged until a perforation occurs, then by this it may become fistulae.
Et cura eius est, ut incidas illam cutem totam sicut reuoluitur: et praecipue quando subtiliata est, et facta sicut pannus: et confidis quia non aaehaeret cum loco, propter corruptionem suam.	 His task is to cut off completely as though it was burned; and particularly when it's subtle, like a thread; And when you bind it with confidence because of the fear that you would have lost by mistake from its place due to the impurity
Si autem speras quod adhaereat cutis, et non consequitur ex eo corruptio illa ultima consecutione: et si in cute est spissitudo ex carne, tunc cura ipsum cum Clisteri: et est, ut consideres ad Sinum.	 If the skin adheres to a blade, and does not result from that injury, the last consequence is death; if there is pus from the wound, then you should seek a barber to treat it; And when he examines him with a cleaver
Tunc si est magnus, et pus quod emittitur ex eo est foetidi odoris: tunc clisteriza ipsum cum medicamine aegyptio, quod est aceti, et olei, et ziniar, partes recipiens aequales, aggregentur in uase: et decoquantur super ignem, donec rubeat medicamen: et ueniat in spissitudinem mellis.	 Then if it is big and pus comes out from it, the smell of death arises; then you should shave him with a razor to treat it; And when he examines him with a cleaver
Deinde accipe ex eo quod tibi necesse est: et dissolue ipsum cum aqua et melle, et clisteriza cum eo Sinum: et stringe orificium eius, et dimitte medicinam in eo ad quantitatem duarum horarum.	 Finally, take from him what is necessary for you; and dissolve it with water and honey, shave him with a razor to treat it; And bind up the opening of his wound, and release the medicine given to you according to the two hours.
Deinde extrahe ipsum cum expressione: fac illud diebus tot, donec mundificetur Sinus, et remoueatur foetor.	 Finally take him out with an expression; do this for days until the odor of death is removed and it is gone.
Et quandoque clisterizatur cum aqua cineris, quando non est tibi praesens hoc medicamen: et est, ut accipias cinerem lignorum uitis, aut cinerem ex lignis ilicis: et proiicias super eam aquam.	 And when you shave him with water and ashes, if the medicine is not present to you; and it is necessary for you to take firewood or charcoal, and pour over them water.
Deinde cola eam, et clisteriza cum ea, donec confidas quod Sinus iam ablutus est.	 Finally cleanse him with her, shave him with the ashes until he believes that the nose is clean.
Quod si infirmo non est tolerantia super medicamen aegyptium, neque aquam cineris, tunc clisteriza ipsum cum aqua et melle, cui iam permixtum est aliquid ex ziniar contrito.	 If tolerance is not present over the medicine of ashes, nor water and honey; then shave him with water and honey as before, mixed with something from resin.
