Praefatio.	 Praiseworthy introduction
Si uero contrarietatem facit tibi aliquid ex humiditatibus, et non est in incisione eorum timor, uel error: tunc incide illas humiditates et carnes, si sunt illic, et libera ossa.	 "If a vein (artery) causes you harm from moisture, and there is no fear of its cutting or error at the incision site, then cut through those veins and flesh if they are present there, free the bones.
Si uero non est tibi praeparatio auferendi ossa ex hora tua, tunc pone super uulnus quod putrefaciat ipsum: et dimitte ipsum, donec putrefiat quod est in circumitu illorum ossium ex carnibus et humiditatibus.	 "However if there is no preparation of freeing the bones from your time (death), then take a knife and cut through what has decayed it into flesh - remove it, until that which is within their bones, flesh, and moisture decays.
Et custodi uulnus ut non consolidetur.	 "And protect the incision so that it does not become consolidated (fused).
Et constringatur sectio quam tu secuisti in operatione tua.	 "The section you made during your surgery will be tightened.
Imo pone super ipsum, si times, cotum submersum sulfure trito cum oleo: aut cotum submersum in unguento aegyptio, aut aliquo unguentorum uiridium.	 "Take a knife and cut through it if you are able to do so; or apply some oil with Egyptian unguent (a mixture of olive oil and frankincense) beneath the flesh.
Nam quando putrefient illae scilicet humiditates, et separantur ex eis ossa, alleuiatur ablatio eorum, et ipsorum attractio.	 "When these are putrefying (decaying), and the bones are separated from them; their removal is made, and they are attracted towards each other.
Si autem est os unum magnum, sicut os cruris, aut os coxae, et similia illis, et quod ex eo corruptum est, est pars magna: tunc rade ipsum rasione ultima, donec auferatur illa nigredo et corruptio.	 "However if there is a large bone like the bones of the leg (crural), or hips (coxal), and similar ones; and what has been corrupted from it is a part great - then remove it by its last reason, until it has decayed in blackness and corruption.
Deinde restaura uulnus.	 "Then restore the incision.
Si uero quod est in eo corruptum, est pars magna, et corruptio iam consecuta est medullam ossis, tunc necesse est serrare ipsum, et incidere ipsum totum usque ad locum, ubi peruenit corruptio: tunc cura ipsum, donec consolidetur.	 "However if what is in it has been corrupted (decayed), and the corruption has already reached the marrow of the bones - then you must bind (tie together) it; and cut through it to its whole extent until it reaches the place where corruption began: then attend to it, until it becomes consolidated.
Et ego narro tibi zuken, quae accidit uiro in crure suo: ut ponas ipsam exemplum et adiutorium super operationem tuam.	 "And I shall show you what happened with the knife of yours - so that you may apply it as an example and guide to your surgery.
Fuit uir iuuenis aetate circiter triginta annos, cui accidit dolor in crure suo, a caussa quae mota est super ipsum intra corpus, id est, ab interioribus, donec peruenerunt materiae ad crus, et apostematum est apostemate magno: et non fuit ei caussa extrinseca.	 "He was a youth of about thirty years old who experienced pain in his thigh; the cause that moved within him (the body), namely from the inside, until the material had gone up to the knee, and he was cured by being tied together with great strength: there was no external cause.
Extensum est ergo cum eo tempus cum errore medicorum, donec apertum est apostema, et concurrerunt cum eo materiae multae.	 Therefore, when there was a time of error for physicians, until they had opened their eyes and encountered many subjects.
Et postposita est curatio eius, donec fistulatum est crus, et facta sunt in eo orificia multa: quae omnia emittebant pus, et humiditates corporis.	 After that, care was taken of him until his fistula had been closed, and many openings were made into him; for all these things emitted pus and moisture from the body.
Curauit ergo ipsum multitudo medicorum circiter duos annos, et non fuit in eo sapiens in arte manus, donec uocatus sum, et uidi crus eius, et materias quae currebant ex illis orificiis cursu magno: etiam omne uiri corpus iam tabuerat, et color eius citrinus erat.	 Therefore many physicians attended to him for two years, and there was no wisdom in his hands as a physician until he spoke, then heard the sound of his voice, and saw the hole on his arm; and matters that were formerly flowing from them through large channels now stopped: all human bodies had been fed by him, and his body color became blue.
Intromisi ergo tentam in uno locorum orificiorum, et peruenit tenta ad os.	 Therefore I inserted a tube into one of the openings on his arm, and it led to his mouth.
Deinde perscrutatus sum orificia omnia: et inueni ea peruenire ad se inuicem ex omnibus partibus cruris.	 Then all the openings were examined; and I inserted tubes into him from every limb of the body, except for his mouth.
Properaui ergo, et secui super unum illorum orificiorum, donec detexi partem ossis: et inueni ipsum corruptum: quod iam corrosum erat, et denigratum, et putruerat, et perforatum erat, donec penetrauerat usque ad medullam.	 Therefore I inserted one of them into him until I reached a part of the bones; and from there on he was corrupted: which had already become corroded, emaciated, rotten, and perforated, until it went right through to the marrow.
Serraui ergo quod detectum est mihi, et praeparatum ex osse corrupto.	 I therefore cut off what I had found was corrupted from the bone.
Et deputaui, quod non esset in osse nisi illa corruptio, quam abscidi, et serraui.	 And I removed that which had not been in the bone except for corruption, and cut it off.
Et ego iam eradicaueram eam.	 And I had already removed him from there.
Deinde posui restaurationem uulneris cum medicinis consolidatiuis spacio longo.	 Then I placed restoration with the aid of bound medical substances in a long space.
Et non est consolidatum.	 And it was not restored.
Deinde tentaui, et detexi super os secundo supra detectionem primam: et inueni corruptionem continuam cum osse: et serraui quod apparuit mihi etiam ex illa corruptione.	 Therefore I tried again and reached to the second opening above the first one; and inserted him with bones, continuing corruption until I cut off what had been found by me as corrupted from that.
Deinde conatus sum restaurationem eius.	 Therefore I made an attempt at restoration for him.
Et non est restauratum.	 And it was not restored.
Detexi ergo super ipsum iterum, et non cessaui incidere os particulatim, et conari restaurationem eius: et non est restauratum, donec incidi ex osse circiter palmum unum, et extraxi illud cum medulla sua.	 Therefore I reached to him again and did not stop putting my fingers into his mouth; but attempted restoration for him; but it was not restored until I cut through the bone near one finger, and removed him with his marrow.
Deinde restauraui ipsum cum medicinis, et consolidatum est uelociter, et sanatum: et non fuit necessaria haec iteratio in operatione eius, et sectione ipsius, nisi propter dispositionem debilitatis infirmi, et paucitatem tolerantiae eius, et timorem meum super ipsum de morte: quoniam accidebat ei in omnibus horis ex superfluitate euacuationis syncopis mala.	 "After having treated him with remedies, I have made his wound to be healed; it was not necessary for this treatment to repeat itself in the course of his operation and sectioning, except on account of his infirmity's disposition or shortage of tolerance towards him due to fear. For he would fall at every moment through the carelessness and lack of foresight resulting from an excess of sudden calamities.
