Praefatio.	 Preface
Si autem uincit te sanguis, et soluit inter te et inter operationem tuam ut seces illas carnes: tunc melius quod fit, et uelocioris iuuamenti, cauterizare eam cum igne, aut cum medicina acuta.	 "If you spill blood while feeding through the tubes or during your operation, then it is better to hold those cooked meats with tongs and burn them by fire (charcoal), or apply an acute medicine.
Quoniam cauterium cum igne aggregat habitudines bonas, adustionem illarum carnium additarum, et abscisionem sanguinis, et exiccationem humiditatum.	 "Because the tongs have burned off good qualities and scorched the cooked meats as well, you should apply a remedy to stop their bleeding, get rid of the excess flesh, and remove moisture.
Deinde cura illud cum liciniis inuolutis in butyro, aut caulibus tritis, donec locus emittat pus, et egrediantur illae carnes adustae in pus.	 "After that, you should apply a remedy with a mixture of vinegar or salt to the meat until pus is released and they are taken away from the pus.
Deinde cura tunc uulnus cum unguentis consolidatiuis, generantibus carnem duram: et sunt medicinae in quibus sunt stipticitas et exiccatio.	 "After that you should apply a remedy with solidified ointments to harden the flesh and give relief from stiffness and exhaustion.
Nam quando restaurantur, tunc iam sanatur: et non times iterationem.	 "When they are finished eating, then it is healed up right away, without further repetition.
Si autem Fistula iam peruenit usque ad profundum ani, et elongatur a superfluitate corporis: tunc intromitte digitum tuum in anum, et inquire cum eo.	 "If the fistula has gone through to the very bottom of your arm and is accompanied by an excess amount of body fluids, then you should insert your finger into that fistula and examine it.
Si ergo sentis tentam, et inter te, et inter eam est uelamen ex sifac, aut carne, et est propinqua penetrationi: tunc non est operatio in illo, nisi secundum uiam fiduciae et spei.	 "If it causes pain when you try to put your finger into that fistula or near the opening of the fistula, then there is no operation to be done there unless trust and confidence are established.
Quod est, quia administratur in eo unus trium modorum: aut ut cauterizes ipsam, sicut diximus: aut seces eam, donec consequaris concauitatem eius, ut sit possibile tibi intromittere licinia, et curationem ex proximo.	 "This is because there are three ways to treat it: you can either cauterize the fistula itself as we have already said; or you can cut away that part until its excess flesh has been removed so that you will be able to insert a needle and take care of it from afar.
Et non procedas multum cum sectione, ut non incidas lacertum continentem anum, et accidat super infirmum exitus egestionis absque uoluntate.	 "And do not proceed too much with the cutting so that you do not cut off the sensitive skin on your finger and cause it to be wounded by a violent exit of feces without any desire.
Deinde cura illud cum eo quod diximus.	 "After that, apply our remedy as we have said.
Fortasse enim sanabitur: aut elonges ipsum uelamen, et mundes ipsum postquam secas ipsum usque prope anum, sicut diximus, aut cum tenta, aut cum instrumento alio acutae extremitatis.	 "It may heal by itself, or you can stretch it until the excess flesh near your finger is removed, as we have said before; or you could try to push through with some other acute instrument.
Deinde mundifica illas carnes filtratas quae sunt in sectione, usque ubi potes cum perscrutatione.	 "After passing through and filtering those meats that are in the section until you can examine them with a probe.
Deinde conare restaurationem uulneris totius cum sectione, et orificio superiore ubi consolidatur: et remanet Fistula aperta in interiore parte anus, et erit leuius super infirmum.	 "After restoring the entire intestine by cutting through it until you reach an opening on top (a stoma), and if there is a fistula that has opened up within the anus, then this will be above the sick one.
Et quandoque suitur Fistula secundum hunc modum: et est, quando intromittis tentam in Fistulam: et est in latere ani circa superficiem corporis cum cute et margine ani: tunc accipe tentam perforatae extremitatis, quae est sicut acus aleskef, id est, praeparantium coria, secundum hanc formam.	 "And sometimes you treat the fistula in this manner, by trying to insert a probe into it. And if you manage to get inside and see that there is an opening at the lower part of the anus near the surface of the body with your finger and its edge, then take hold of the perforated end as a needle would - namely, the point where these fingers meet.
Et intromitte in eam filum inuolutum ex quinque filis, et circiter ea.	 "And you insert into it five threads around it.
Deinde intromitte tentam cum filo in Fistulam, donec consequatur concauitatem eius.	 "After trying to enter the fistula with a thread until there is pressure against its interior.
Si ergo est penetrans in margine ani interius prope, tunc extrahe filum ex illo foramine: ita ut intromittas digitum tuum in anum, et extrahas extremitatem fili, et aggreges duas extremitates simul: et stringe utramque, et dimitte illud die uno, aut duobus diebus: et quanto plus incidit filum in carne, stringe ipsum bene, donec incidantur illae carnes quae sunt inter duas extremitates fili, et cadant: deinde cura uulnus, donec consolidetur, et sanetur.	 "If then there is penetration into the anus from within close to its margin, then you take out the thread through that opening and put your finger in it and remove the end of the thread and tie both ends together tightly: and after tying them tightly, let them fall away two by two, until they have fallen off. And if more than one thread penetrates into the flesh, then tie them well, until those parts which are between the two threads fall off - at that point you treat the fistula until it is consolidated and healed.
Si autem orificium Fistulae non est penetrans: tunc fac ipsum penetrare quocunque modo praeparatur tibi, nisi sit in profundo multum.	 "If there isn't penetration into the fistula opening, then you make sure that it penetrates deeply as much as possible.
Non enim inest tibi, ut facias illud propter lacertum, ut non incidas ipsum.	 "There is no one else to whom this can be done but you, so do not touch anything with it except the fistula itself.
Deinde fac cum ea sicut diximus, donec sanetur.	 "After doing as we said until it is healed.
Forma Spatumilis spinosi quo finditur Fistula, cuius curuitas est acuta ualde, et pars altera est non acuta, ut non incidat illud quod non est necesse, sicut uides.	 "The shape of the fistula that is being sought for a probe, whose severity was acute on one part and mild on another - so that you do not touch what is not necessary to touch as per your instructions.
¶ De sutura Hemorroidarum, ex quibus currit sanguis ex incisione earum: et cura fissurarum.	 "About hemorrhoids, whose treatment consists of cutting them off from the flow of blood from their incision: and about hemorrhoidal cure.
Caput LXXXI.	 The thirty-first head
Sunt Hemorroides secundum duos modos.	 Are two hemorrhoids.
Aut enim sunt intra anum, similes uesicis carbonum, uel prunarum: aut quasi ipsae sint grana uuae.	 They are either internal or external, like those of the anus, or they may be granulations in urine
Et ex eis sunt paruae, et magnae: et sanguis currit ex eis semper, et est una, et sunt multae.	 And among them are small ones and large ones; and blood always flows from them constantly, and it is one, and there are many of them.
Et sunt extra anum, et in extremitatibus eius.	 They are outside the anus, on its extremities.
Verumtamen istae quae sunt extra anum, sunt secundum plurimum paucae humiditatis, ex quibus currit aqua citrina, aut parum sanguinis cursu assiduo: et sunt secundum colorem corporis.	 However, those that are outside the anus are very few in number and of wetness; from which blood flows constantly or just a little bit, depending on how red their skin is.
Et curatio eius quae est intra anum, est, ut praecipias infirmo ut assellet: et exprimatur, donec egrediatur anus, et appareant athelil tibi.	 The care of his that is inside the anus consists in holding back as forcefully as possible so he does not excrete until he gets to the outside; and when he has reached it they will be visible for you
