Praefatio.	Prefatory.
Si uero contrarietatem tibi facit in hora sectionis, aut in hora cauterii apostema calidum, aut fluxus sanguinis, aut aliquid aliud: tunc oportet ut cures quod contrarietatem tibi facit ex illo cum curatione quae conuenit ei, secundum quod praemissum est.	If indeed in the hour of excision or in the hour of cauterization there is a swelling, or a blood flow, or something else: then it is necessary to treat that which makes the adversity to you in that matter with the treatment that is suitable for it, as has been said before.
Si autem infirmus est timidus, et non expectat super hanc operationem, propter horribilitatem suam: tunc administra perforationem secundum quod ego narro illud: et est.	But if the patient is timid and does not expect such an operation because of its horror: then I give perforation as I have said before: and it is that.
Quando certificatur tibi apud te per illud quod diximus de significationibus, quod ramex est aquosa: tunc oportet quod facias sedere infirmum super sedem eleuatam.	When it is certified to you by me that the liquid has ceased: then you must make the patient sit on a raised seat
Deinde perfora apostema in inferiori parte sui cum spatumili lato: et pone perforationem secundum longitudinem corporis, et sit apertio ampla, donec currat aqua tota.	Then pierce the boil in its lower part with a wide spatula: and make the incision according to the length of the body, and keep the opening wide open until the water has drained out entirely.
Deinde pone super locum cotum, et liga ipsum, et dimitte ipsum ut currat residuum aquae: deinde cura ipsum, donec sanetur uulnus.	Then place on the place of the foot, and ligate it, and let it drain out the remaining water: then care for it until the wound is healed
Si autem contrarietas sit egressioni aquae in hora qua perforas ipsam: et non sit illud nisi propterea, quia panniculus albus contrarietatem facit in orificio uulneris, et prohibet exitum aquae: tunc oportet ut intromittas pennam in uulnus, aut instrumentum cum quo extrahitur aqua hydropicorum, cuius forma praecessit: aut adde in operatione uulneris parumper.	If however there is resistance to the discharge of the water in the hour when you pierce it: and this is not except for the white pus which makes adversity in the opening of the wound, and hinders the discharge of the water: then it is necessary to introduce a needle into the wound, or an instrument with which the watery humors are extracted, whose form has been described: or to add in the operation of the wound a little of that which has been mentioned.
Et scias, quod aqua redit, et aggregatur post sex menses, aut circiter eos.	And know that water returns [to its source] and is aggregated after six months, or thereabouts.
Cum ergo aggregatur, tunc pertoretur secundum eundem modum, et pertransibit infirmus dies suos.	When it is aggregated again, it returns in the same way and passes over the sick days of their life.
¶ De cura Ramicis carnosae.	Concerning the care of the carnosae branch of the nerve
Caput LXIII.	Chapter LXIII.</start_of_turn>
Scias, quod in sectione super hanc Ramicem, est ex timore perducente ad perniciem in pluribus dispositionibus.	Know that in the section above this Rami, there is from the fearful passage to the perilousness in many arrangements.</start_of_turn>
Quapropter uidetur mihi eius dimissio saluari ex ea.	Therefore its dismissal from the salary is seen from this.</start_of_turn
Et ego sum rememorans operationem in ea, et species apostematis.	And I remember the operation in this, and the kind of swelling afterwards.</start_of_turn
Dico ergo, quod accidunt apostemata multa in corporibus, ex quibus componuntur testiculi: et fit illud ex caussis multis, scilicet.	I say therefore that many swellings occur in the bodies from which testicles are formed: and this is from many wounds, namely.</start_of_turn
Aut ex superfluitate acuta, uel acri, quae effunditur ad testiculos.	Or from acute or acrid excess, which flows down to the testicles.</start_of_turn
Aut ex percussione.	Or from percussion.</start_of_turn
Et est color apostematis secundum colorem corporis, et non inuenitur ei dolor: et est apostema graue.	And the colour of the swelling is according to the colour of the body, and not to its pain: and it is a serious swelling.</start_of_turn
Et fortasse est apostema lapideum, cuius color est fuscus, et non est sensus ei.	And perhaps it is a stone swelling, whose colour is dark, and there is no sense in it.</start_of_turn
Et quandoque fit ex nodatione arteriarum, et inflatione earum: sicut iam praecessit eius rememoratio: aut ex inflatione uenarum.	And sometimes it is from the swelling of the arteries, and the inflation of these: as I have mentioned above concerning its reminder: or from the swelling of the veins.</start_of_turn
Quod ergo est ex eis ex inflatione arteriarum, cognoscitur per dispositionem apostematis, quando comprimis ipsum digitis tuis.	That is from the swelling of the arteries, it is known by the arrangement of the swelling, when you press it with your finger.</start_of_turn
Et non oportet ut tangas ipsum prorsus.	And it is not proper that thou touchest it with thine hand.
Illud uero quod fit ex inflatione uenarum, non dispergitur ex eo aliquid apud compressionem cum digitis.	For it is because of the swelling that it is done, it does not vanish by the pressure of the fingers.
Et iam possibile est, quod super hanc speciem fiat sectio, et super reliquas carnes: et est, ut seces cutem testiculorum.	It is also possible that over this kind of swelling there may be a cutting, and over the rest of the body: and that is that one should cut through the skin of the testicles.
Deinde extende ouum ad sursum, et extrahe ipsum cum sifach albo: et libera suspensorium ex uasis, et liga uasa: et incide suspensorium postquam tu liberas ipsum ab omni parte ex partibus oui.	Then stretch out the limb upwards, and draw it out with a white cloth: and cut through the swelling from the belly, and bind the belly: and cut through the swelling when you have freed it from all sides of the limb.
Si ergo ouum consolidatum est cum illis carnibus natis, tunc oportet ut attrahas ouum, et incidas ipsum.	If any limb is consolidated with those native bones, then it is necessary that thou draw out the limb, and cut through it
Et si adhaerentia est inter aliquid ex siphaket, aut in eo quod est inter uasa: tunc oportet ut liberes totam illam adhaerentiam, et incidas eam incisione rotunda.	And if there is an adhesion between something of the bones or in that which is between the bones: then it is necessary that thou free the whole adhesion, and cut through it with a round incision
Si autem est natiuitas carnis in loco adhaerentiae quae est retro: tunc oportet ut incidas totum eius, et extrahas ouum, sicut diximus.	But if there is a natural bone in the place of the adhesion which is behind: then it is necessary that thou cut through all of that, and draw out the limb, as we have said
Cum ergo completur operatio tua, tnnc imple uulnus in lana infusa in oleo rosato, et uino: deinde cura ipsum cum reliqua curatione, donec sanetur.	When thou hast finished the work, then put in a bandage of wool in the wound which is bound up with silk, and wine: and take care of it with the rest of the treatment, until it be healed.
¶ De cura Ramicis, quae est cum Vite.	Concerning the care of limbs, which are with Vite.
Caput LXIIII.	Chapter 122.
Uitis est apostema inuolutum quadam inuolutione, simile botro, cum mollificatione testiculorum: et fit difficilis super infirmum motus et exercitium, et deambulatio.	A swelling is a swollen tumor which fills the limb like a bag, similar to a bladder, with the softening of the testicles: and it makes difficult for the infirm to move and exercise, and to walk.
Et in curatione huius aegritudinis est ex timore, propter illud cuius praecessit rememoratio.	And in the treatment of this ailment is from fear, because of the thing which precedes it is remembered.
