Praefatio.	Prefatory Note.
Et ego quidem iam uidi mulierem, in cuius uentre mortuus erat foetus: deinde impregnata est super ipsum uice alia, postea mortuus est foetus alius etiam.	And I myself have seen a woman in whose womb a fetus was dead: then she was impregnated above her with another, afterwards another fetus was also dead.</start_of_turn
Accidit ergo ei post tempus longum apostema in umbilico suo, et inflatum est, donec apertum est: et coepit emittere pus.	It happened to her afterwards a long time, a clot in her navel, which was inflated, until it opened: and it began to emit pus.</start_of_turn
Vocatus sum ergo ad curationem eius, et medicatus sum ei tempore longo: et non consolidatum est uulnus.	I am called to his care, and I have treated him for a long time: and the wound is not consolidated.
Posui ergo super ipsum ex quibusdam emplastris fortis attractionis: et exiuit ex loco os.	I place above it some strong adhesive plaster: and it has come out of its place.</start_of_turn>
Deinde praeterierunt ei dies aliquot, et exiuit os aliud.	Then some days passed by, and it came out of its place again.</start_of_turn
Miratus sum ergo inde, cum in uentre non sit os.	I am sore there, because there is no bone in it.</start_of_turn>
Cogitaui ergo, quia erant ex ossibus foetus mortui.	I think therefore that there were dead bones of a fetus.</start_of_turn>
Inquisiui ergo uulnus, et extraxi ossa multa, muliere existente in melioribus dispositionibus suis: et iam uixit taliter tempore longo, et mittit ex loco pus parum.	I asked about the wound, and I extracted many bones, the woman being in better conditions: and I have treated it thus for a long time, and it is now leaving pus a little.</start_of_turn
Et ego non firmaui hic hoc extraneum, nisi quoniam in eo est scientia, et adiutorium ad illud, quod administrat medicus artifex cum manu ex curatione.	And I did not consolidate this foreign body, except that there is science in it, and an aid to that which the artificer doctor administers with his hand in treatment.</start_of_turn>
¶ De formis Instrumentorum necessariorum in extractione foetus.	Regarding the forms of the necessary instruments for extracting a fetus.</start_of_turn
Caput LXXVII.	Chapter 77.</start_of_turn>
Hic inferius est forma Strictorii, quo aequantur libri, cui aequaliter sunt duae uertigines in duabus extremitatibus duorum lignorum.	Here below is the form of the Strictor, with which books are equalised, having two rings in two extremities of two sticks.</start_of_turn
Verumtamen haec Vertigo oportet ut sit subtilior strictorio: et ut fiat, aut ex ebano, aut ex ligno bussi.	But it must be known that this hook should be finer than the strictor: and that it should be made either of ebony or of seasoned wood.</start_of_turn
Et sit latitudo omnis ligni quasi duo digiti: et margo cuiusque amborum est quasi digitus unus, et longitudo cuiusque eorum est palmus et medietas: et in medio duorum lignorum sunt duo additamenta ex genere eiusdem ligni, quae iam firmata sunt in utrisque, quorum longitudo est medietas palmi et plus parum: et latitudo utriusque est quasi duo digiti, aut plus parum.	And the width of every stick is like two fingers: and the margin of each of them is like one finger, and the length of each of them is palm and a half: and in the middle of the two sticks are two additaments of the same kind of wood, which are firm in both, of whose length is half a palm and a little, and the width of each is like two fingers, or less.</start_of_turn
Et ista duo additamenta intromittuntur in os matricis, ut aperiatur cum eis quando tu reuoluis duas Vertigines.	Two additional things are introduced into the matrix of the bone, so that it opens when you rotate two Vertigines.
Forma Vertiginis qua aperitur matrix.	The form of the Vertigines which opens the matrix.
Forma alia ad simile illius, subtilior, et leuior.	Another form like that, finer and lighter.
Fiat ex ligno ebani, aut bussi, secundum similitudinem forcipum.	It is made from the wood of the bone, or from ivory, according to the shape of pincers.
Verumtamen in extremitate eius sint duo additamenta, sicut uides hic supra: et longitudo omnis additamenti ex eis est quasi palmus: et latitudo utriusque est, duo digiti.	Indeed, at its extremity these two things are introduced, as mentioned above: and the length of each of these things from the tip is like a palm, and the breadth of each is like two fingers
Cum ergo uis aperire matricem cum eo, tunc fac sedere mulierem super lectum, pendentibus pedibus eius, aperto quod est inter crura eius.	When you wish to open the matrix with these, then make her sit on a chair, with her feet hanging over the edge, and open what is between her buttocks
Deinde intromitte ista duo additamenta coniuncta in matricem: et tu es tenens extremitatem instrumenti inferius inter coxas eius.	Then introduce these two things together into the matrix: and you hold the lower extremity of the instrument between her thighs
Deinde aperi manum tuam cum instrumento, sicut facis cum forficibus, aequaliter secundum quantitatem quam uis ex apertione oris matricis, donec faciat Obstetrix quod uult.	Then open your hand with the instrument, like you do with pincers, equally according to the quantity that you wish to open the mouth of the matrix, until the Obstetrician wishes to stop
Forma Vertiginis alterius quam dixerunt antiqui Forma Impellentis quo impellitur foetus.	The other form of the Vertigines which they said was like the Impelling Force which drives out the fetus.
Forma Almisdac, qua conteritur caput magnum: et assimilatur forcipi, cui sunt dentes in extremitate, sicut uides.	The form of the Almidach, which counteracts the large head: and it is assimilated to the forceps, which have teeth at the extremity, like these two things.
Et quandoque fit oblungum, sicut forcipes secundum hanc formam, sicut uides, cui sunt dentes sicut dentes serrae, quo inciditur et conteritur.	And when it is hooked, like the forceps following this form, like these two things, which have teeth like saw-teeth, with which it incides and counteracts
Forma Almisdac quo conteritur caput paruum.	The form of the Almidach which counteracts the small head
Forma Vncini habentis spinam unam.	The shape of the neighbour who has one spine.
Forma Vncini habentis spinas duas.	The form of the neighbor having spines two.
Forma forcipis cui sunt dentes serrae, cum quo conteritur caput foetus.	The form of the forceps which has teeth serrated, with which the head of the fetus is held.
Forma Spatumilis habentis duas extremitates ad abscindendum caput.	The form of the spatula having two extremities to bind the head
Forma duorum Spatumilium etiam latorum.	The form of two spatulas also of the hands
Ista instrumenta omnia exercentur, et quanto plus multiplicantur species eorum, et praeparata sunt apud artificem, est uelocior ad operationem suam, et altior apud homines, propter quantitatem suam.	These instruments are all used, and the more numerous their species, and the more they are prepared by the artificer, the more rapid is the operation and the greater is the benefit to men, on account of their quantity.
Non ergo despicies ex eis instrumentum, quin sit apud te praeparatum.	It does not behove you to despise any of these instruments, because they are prepared for you
Inexcusabilis est enim necessitas eorum.	Necessity compels them indeed
¶ De extractione Secundinae.	About the extraction of the second one
Caput LXXVIII.	Head seventy-eighth
Quando retinetur Secundina apud partum, tunc oportet ut praecipias infirmae, ut retineat anhelitum suum.	When the second one is retained at birth, then it is necessary to remove the lower ones, so that it may retain its breath.
Deinde fac eam sternutare cum condisi: et stringe manum tuam super os eius, et nares ipsius.	Then make a grasp with your thumb on its bone, and grasp its nostrils.
Si ergo egreditur per hoc, bonum est.	If it comes out through this, it is good
Si non: tunc accipe ollam, et perfora in coopertorio foramen: et pone in ea herbas aperientes os matricis, sicut calamentum, rutam, et anetum, et camomillam, et sseham, et cassiam ligneam, et centauream: accipe omnes istas herbas, aut quasdam earum, et submerge eas cum aqua, et pone eas super ignem.	If not: then grasp the head and perforate through the skull: and put in it herbs that will open the bone of the matrix, such as calamine, rue, and alum, chamomile, and saffron, and balsam, and cedar: grasp all of these herbs, or some of them, and immerse them with water, and put them over fire.
