Praefatio.	Prefatory.
Et iam possibile est, quod super hanc speciem fiat sectio, et super reliquas carnes: et est, ut seces cutem testiculorum.	And it is possible that in this way an incision will be made over this kind and over the rest of the body: and it is as if you were cutting the skin of the testicles.</start_of_turn
Deinde extende ouum ad sursum, et extrahe ipsum cum sifach albo: et libera suspensorium ex uasis, et liga uasa: et incide suspensorium postquam tu liberas ipsum ab omni parte ex partibus oui.	Then extend the thumb upwards and extract it with a white bandage: and free the testicle from the scrotum, and ligate the veins: and cut through the scrotum after you have freed it from all parts of the thumb.</start_of_turn
Si ergo ouum consolidatum est cum illis carnibus natis, tunc oportet ut attrahas ouum, et incidas ipsum.	If any bone is consolidated with these bones, then it is necessary to draw out the bone and cut it through.
Et si adhaerentia est inter aliquid ex siphaket, aut in eo quod est inter uasa: tunc oportet ut liberes totam illam adhaerentiam, et incidas eam incisione rotunda.	If an adhesion has taken place between some of the bones, or in that which is between the ribs: then it is necessary to free the whole adhesion and cut it through with a round incision.
Si autem est natiuitas carnis in loco adhaerentiae quae est retro: tunc oportet ut incidas totum eius, et extrahas ouum, sicut diximus.	If there is a natural bone in the place of the adhesion which is behind: then it is necessary to cut through the whole of it, and draw out the bone, as we have said.
Cum ergo completur operatio tua, tnnc imple uulnus in lana infusa in oleo rosato, et uino: deinde cura ipsum cum reliqua curatione, donec sanetur.	When the operation is complete, then put a sponge soaked in vinegar in the wound, and wine: then care for it with the rest of the care, until it is healed.
¶ De cura Ramicis, quae est cum Vite.	About the care of bones, which is with oil.
Caput LXIIII.	Chapter 122.
Uitis est apostema inuolutum quadam inuolutione, simile botro, cum mollificatione testiculorum: et fit difficilis super infirmum motus et exercitium, et deambulatio.	Inflammation is a swelling of the bone which is surrounded by swelling, like a bag, with softening of the testicles: and it makes difficult the walking and the exercise, and the gait.
Et in curatione huius aegritudinis est ex timore, propter illud cuius praecessit rememoratio.	And in the care of this ailment is fear, because of the remembrance of that which preceded it.
Verum oportet, ut dicamus operationem in ea secundum quod fecerunt primi.	It is true that we must say that the operation is to be done as the first did it.
Dico ergo, quod oportet ut facias sedere infirmum super sedem eleuatam.	I say, therefore, that it is necessary to make the sick man sit upon a raised seat
Deinde impelle suspensorium testiculorum ad inferiora.	Then drive the suspension of the testicles downwards.
Deinde tene cutem testiculorum cum digitis tuis, cum uasis quae sunt propinqua uirgae: et teneat ea minister alius, et extendat ea extensione uehementi.	Then hold the testicles with your fingers, with the nails towards the veins: and hold it by another person, and extend it with an extension of the limb
Deinde incide cum spatumili lato acuto sectione transuersa in directo uasorum, donec detegantur uasa.	Then cut with a sharp knife of the kind which has a straight blade in the middle of the veins, until the veins are detected
Deinde excoria ab omni parte, sicut diximus tibi in extractione Arteriarum quae sunt in timporibus.	Then from all sides remove the [excoria], as we said before in the extraction of the arteries which are in the temper.
Postea fige in eis acum in qua sit filum duplum, et liga ipsum in primo locorum quibus accidunt Vites: et liga ipsum iterum in ultimo eorum.	Then fix in place an awl in the place where the doubled thread lies, and bind it at the first point where the veins happen to be: and bind it again at the last of these.
Deinde seca ea in media sectione recta secundum longitudinem corporis, et extrahe quod aggregatur ex humiditatibus faeculentis corruptis.	Then dry them in the middle section straight according to the length of the body, and extract what accumulates from the moist humours of corrupt faeces.
Deinde cura uulnus cum curatione reliquorum uulnerum, in quibus uis generari saniem, ut cadant uasa quae nutriunt unum testiculorum.	Then care for the wound with the care of the other wounds, in which one wishes to generate health, so that the bad things that feed one testicle may fall away
Non est enim malum per illud.	There is no bad thing for that.
Si autem accidat Vitis omnibus uasis, tunc oportet ut extrahantur propter hoc testiculi cum uasis: ut non priuetur ouum nutrimento, propter incisionem, et tabescat, uel arescat, et non sit iuuamentum cum eis.	But if the veins happen to be brought together by all the veins, then it is necessary to extract the testicles with the veins: so that they do not be deprived of nourishment by the incision, and that they do not become putrefied, or become black, and be useless with the wound
¶ De cura Ramicis intestinalis.	On the care of the intestines.
Caput LXV.	Chapter 65.
Euentus huius Ramicis est ex sectione, quae accidit in sifach extenso super uentrem in parte inguinum ex mirach uentris.	The event of this Ramus is from the section which happens in the great siphons above the belly in the part of the groin from the wonder of the belly.
Quare descendunt intestina ex illa Ruptura ad unum testiculorum.	Why do the intestines descend from that rupture to one testicle?
Et haec Ruptura est aut ex sifach, aut extensione eius.	This rupture is either from the siphons or from the expansion of this
Et accidunt istae duae species ex caussis multis: aut ex percussione, aut saltu, aut clamore, aut eleuatione rei grauis, et similibus.	And these two kinds happen from many causes: either from a blow, or from a jump, or from a cry, or from the elevation of a heavy thing, and the like
Et signum, quando est ex extensione sifach.	And the sign when it is from the expansion of the siphons
Est quod accidit paulatim in tempore longo, et non accidit subito: et est apostema aequale uersus profundum: propterea, quod sifach comprimit intestinum.	That which occurs gradually in a long time, and does not happen immediately, is an equal aftereffect throughout its depth: because it compresses the intestine.
Et signum eius quando est ex sectione sifach, quia facit accidere ex principio sui dolorem uehementem subito: et est apostema diuersum, apparens sub cute propinque: et illud est propter exitum intestini, et cursus eius ad exteriora sifach.	When it is excised from the portion of the intestine which lies immediately beneath the surface of the skin, the pain instantly increases at its commencement: and the aftereffect is variable, being apparent on the surface of the skin immediately beneath: because of the extrusion of the intestine through the opening of the siphons
Et quandoque egreditur cum intestino zirbum: et nominatur haec Ramex intestinalis, et zirbia: et quandoque fit cum uentositate.	When it is extruded with the intestine, it is called intestinal hernia and swelling: and sometimes it is associated with swelling.
Et quandoque currit in intestinum stercus, et retinetur illic: et est cum eo pernicies infirmi: quoniam facit accidere dolorem prauum, et praecipue quando premitur.	When it runs into the intestine, stool remains there: and this is with great pain: because it makes the pain severe, especially when it is pressed out.
