Praefatio.	Prefatory Note.
Si ergo sentis in digito tuo tentam iam penetrasse per seipsam detectam, praeter quod sentias inter digitum tuum, et inter ipsum sifac, aut carnem: tunc ergo scias certe, quia est penetrans: non ergo labores in ea, quoniam non est eius sanatio, sicut diximus.	If you feel in your finger that the fistula is penetrating by itself without you having recognized it, besides that you feel between your finger and the flesh, or bone: then you know certainly that it is penetrating: for there is no benefit in that, because it is not its cure, as we have said
Dixerunt tamen, quia sanatur in quibusdam hominibus caro, et ex medicatione qua ei speratur iuuamentum, est, ut ignias cauterium subtile secundum amplitudinem Fistulae, sicut praecessit, et intromittas ipsum ignitum in Fistulam, donec perueniat circa anum.	They say that in some men the wound heals by itself, and from the medicine which is expected to be given to him, it is that you should apply a subtle cautery according to the breadth of the fistula, as it has been said before, and introduce the flame into the fistula until it has gone round the part
Deinde itera illud bis, aut ter, donec scias, quia iam adustae sunt omnes illae carnes additae filtratae, quae sunt similes cannulae pennae auis.	Then repeat that twice or thrice until you know that all the added flesh has become softened like the pennae of a bird.
Deinde cura illud cum liciniis inuolutis in butyro, donec egrediantur illae carnes, quae adustae sunt: deinde cura illud cum unguentis generantibus carnem et consolidantibus.	Then treat it with softened butter until the flesh comes out: then treat it with unguents which generate flesh and consolidate it
Si ergo sanatur, bonum est.	If it is healed, that is good.
Et si non, tunc non sanatur cum alia curatione unquam.	And if not, then it will not be healed with any other treatment.
Et si egreditur tenta, et non peruenerit usque ad digitum tuum, qui est in ano, et est inter ipsum et tentam uelamen spissum ex carne, aut sifac: et uides Fistulam in eo quod sequitur superficiem cutis, tunc seca cutem ab initio Fistulae, et tu uadis secando cum tenta quod est in fistula, donec perueniat secatio ubi peruenit tentae extremitas, et liberatur tenta et cadit.	And if the limb comes out and does not reach up to your thumb which is in the groin, and is between the thumb and the thick hair of the flesh, or if there is a fistula there: then make an incision in that which follows the surface of the skin, then dry the skin from the beginning of the fistula, and you dry with the thumb which is in the fistula until the cutting reaches the end of the thumb, and the thumb comes out.
Deinde mundifica illas carnes filtratas, quae assimilantur cannulae pennae auis, ut non remaneat ex eis aliquid.	Then soften those softened flesh which have become like the pennae of a bird, so that nothing remains of them
Si autem uincit te sanguis, et soluit inter te et inter operationem tuam ut seces illas carnes: tunc melius quod fit, et uelocioris iuuamenti, cauterizare eam cum igne, aut cum medicina acuta.	If however blood comes between you and the operation, and separates between you and the operation as you cut those flesh: then it is better that you cauterize with fire, or with acute medicine.
Quoniam cauterium cum igne aggregat habitudines bonas, adustionem illarum carnium additarum, et abscisionem sanguinis, et exiccationem humiditatum.	For indeed cauterization with fire unites good habits, adds the adulation of those added flesh, and cuts blood, and dries moisture
Deinde cura illud cum liciniis inuolutis in butyro, aut caulibus tritis, donec locus emittat pus, et egrediantur illae carnes adustae in pus.	Then treat it with softened butter or poultices until the place emits pus, and the softened flesh comes out in the pus
Deinde cura tunc uulnus cum unguentis consolidatiuis, generantibus carnem duram: et sunt medicinae in quibus sunt stipticitas et exiccatio.	Then treat it with a wound which is consolidated with unguents which generate flesh: and these are medicines which have stypticity and drying power
Nam quando restaurantur, tunc iam sanatur: et non times iterationem.	When restoration is complete, then healing takes place: and not by repeated efforts.
Si autem Fistula iam peruenit usque ad profundum ani, et elongatur a superfluitate corporis: tunc intromitte digitum tuum in anum, et inquire cum eo.	When, however, the fistula persists even to the depth of the bowels, and is prolonged by the excess of bodily humours: then insert your finger into the rectum and inquire concerning the extent of the fistula.
Si ergo sentis tentam, et inter te, et inter eam est uelamen ex sifac, aut carne, et est propinqua penetrationi: tunc non est operatio in illo, nisi secundum uiam fiduciae et spei.	If you feel resistance, and between you and the fistula there is soft swelling of fat or flesh, and there is proximity to the penetration: then there is no operation in that place, except with great trust and hope.
Quod est, quia administratur in eo unus trium modorum: aut ut cauterizes ipsam, sicut diximus: aut seces eam, donec consequaris concauitatem eius, ut sit possibile tibi intromittere licinia, et curationem ex proximo.	For in such a case one must use three methods: or else cauterise the fistula itself, as we have said: or dissect it, until you have reached its cavity, so that you can afterwards introduce remedies and achieve a cure from the next moment
Et non procedas multum cum sectione, ut non incidas lacertum continentem anum, et accidat super infirmum exitus egestionis absque uoluntate.	And do not proceed too much with the dissection, lest you lacerate the wall of the rectum, and cause excessive discharge of faeces without will
Deinde cura illud cum eo quod diximus.	Then care for it as we have said.
Fortasse enim sanabitur: aut elonges ipsum uelamen, et mundes ipsum postquam secas ipsum usque prope anum, sicut diximus, aut cum tenta, aut cum instrumento alio acutae extremitatis.	Perhaps it will heal by itself: or stretch out the swelling and dry it when it is almost close to the rectum, as we have said, or by means of a hook or other sharp instrument.
Deinde mundifica illas carnes filtratas quae sunt in sectione, usque ubi potes cum perscrutatione.	Then wipe clean the tissues which are left after the dissection, until where the mark of the incision disappears.
Deinde conare restaurationem uulneris totius cum sectione, et orificio superiore ubi consolidatur: et remanet Fistula aperta in interiore parte anus, et erit leuius super infirmum.	And try to restore the entire wound with the incision, and the upper opening where it is consolidated: and the fistula will remain open in the inner part of the rectum, and will be less painful
Et quandoque suitur Fistula secundum hunc modum: et est, quando intromittis tentam in Fistulam: et est in latere ani circa superficiem corporis cum cute et margine ani: tunc accipe tentam perforatae extremitatis, quae est sicut acus aleskef, id est, praeparantium coria, secundum hanc formam.	When you suture the fistula in this way: and that is when you insert your finger into the fistula: and it is at the side of the rectum around the surface of the body with skin and the margin of the rectum: then grasp the perforated extremity, which is like a needle with a head, that is, prepared for the skin, according to this shape.
Et intromitte in eam filum inuolutum ex quinque filis, et circiter ea.	And insert within the loop of the thread which is bound up from five threads, and round about it.
Deinde intromitte tentam cum filo in Fistulam, donec consequatur concauitatem eius.	And insert the needle with the thread into the fistula, until it follows the curvature of its opening.
Si ergo est penetrans in margine ani interius prope, tunc extrahe filum ex illo foramine: ita ut intromittas digitum tuum in anum, et extrahas extremitatem fili, et aggreges duas extremitates simul: et stringe utramque, et dimitte illud die uno, aut duobus diebus: et quanto plus incidit filum in carne, stringe ipsum bene, donec incidantur illae carnes quae sunt inter duas extremitates fili, et cadant: deinde cura uulnus, donec consolidetur, et sanetur.	If, however, it has pierced the inner margin of the anus near the opening, then withdraw the thread from that hole: so that you may insert your finger into the anus, and withdraw the end of the thread, and join the two ends together: and bind both of them, and let it go on one day, or two days: and the more the thread has penetrated the flesh, the more tightly you should bind it, until those parts of the flesh which are between the two ends of the thread have become soft and fallen away: then take care of the wound, until it is healed, and the fistula is cured
