Praefatio.	Praefatio.
Et oportet, ut teneat uncinum cum manu dextra: et ponat curuitatem eius in eo quod est inter digitos sinistrae manus: et intromittat cum manu cum facilitate, et figat uncinum in aliquo illorum locorum quae diximus, donec perueniat ad rem uacuam.	And it should be that he holds the awl with his right hand: and lays the wound on himself between the fingers of his left hand: and inserts with ease, and fastens the awl in one of those places which we said, until he has reached the hole.
Deinde figat in oppositione eius uncinum alium, aut tertium, si indiges: ut sit contractio aequalis, et non declinet ad partem.	Then fasten on the other side of his awl, or a third, if you are able to: so that it is equal contraction, and does not decline to the side.
Deinde extendatur extensione aequali, et non sit extensio secundum rectitudinem tantum, imo moueatur ad omnem partem, ut alleuietur exitus eius: sicut fit cum dente apud eradicationem eius.	Then let it be extended with an equal extension, and does not extend only according to the rectitude, but also move on all sides, so that it relieves his exit: as happens when a tooth is removed in the process of extraction.
Et oportet in eo quod est inter illud, ut mollificetur extensio.	And should be in him who is between that, so that the extension is softened.
Quod si retineatur ex eo pars, tunc oportet ut inungat Obstetrix quosdam digitos cum oleo, et intromittat eos ex parte, ut reuoluat cum eis quod retinetur.	That if a part is retained from him, then it should be that the midwife puts some fingers with oil, and inserts them on the side, so that they rotate with it, because it holds.
Si ergo egreditur pars foetus, tunc permutentur uncini ad locum alium qui sit altior: fac hoc donec egrediatur foetus totus.	If then a part of the fetus comes out, then change the awls to another place that is higher: do this until the whole fetus has come out.
Si ergo egreditur manus ante alia, et non est possibile reducere eam, propter coartationem eius: tunc oportet, ut inuoluatur super eam pannus.	If then a hand comes out ahead of the other, and it is not possible to reduce it by coarsening: then should be that a cloth is wrapped over it.
Deinde extrahe eam donec quando egreditur tota, incide eam aut in iunctura plantae, aut in cubito: et ita oportet ut facias in manu altera, et in duobus pedibus.	Then draw it out until when all is coming out, cut it or insert it into the socket of the hand, or into the bed: and so should you do to the other hand, and to the two feet.
Si autem caput foetus est magnum, aut accidit ei coartatio in exitu, aut est in capite eius aqua aggregata: tunc oportet ut intromittat inter digitos Spatumile spinosum, et findat cum eo caput, et extrahat aquam: aut disrumpat ipsum cum instrumento quod nominatur Almisdac: cuius forma uenit cum formis reliquorum instrumentorum in capitulo quod est post hoc.	If then the head of the fetus is large, or has a coarsening during its exit, or there is water in his head: then should be that it inserts between the fingers of the Spatulimile spinosum, and finds with it the head, and draws out the water: or breaks it up with an instrument called Almisdach: whose shape comes with the forms of other instruments in the following chapter.
Similiter faciat si foetus est magni capitis natura, tunc oportet ut seces algengematu: aut extrahas ipsum cum misdach, sicut diximus.	Similarly, if the fetus has a large head, then the umbilical cord should be cut: or else it should be pulled out with the hand, as we have said.
Deinde attrahas ossa cum forcipibus.	Then, pull out the bones with forceps.
Quod si egrediatur caput, et coartetur apud furculam: tunc findatur, donec effundatur humiditas quae est in pectore.	If the head comes out, and the cord is around the neck: then cut off, until the moisture which is in the chest is let out.
Si autem non complicatur, neque obedit ad exitum: tunc incide caput frustatim, secundum quod possibile est tibi.	If it is not complicated, and does not submit to delivery: then cut off the head prematurely, as far as you can do it.
Quod si inferius uentris est apostematum, aut est in eo hydropisis: tunc oportet ut perfores ipsum, donec currat humiditas ex eo.	If the lower limb is deformed, or there is hydrops in it: then you should cut off the member, until the moisture which is in it has run out.
Si uero foetus est super pedes suos, tunc attractio eius est facilis, et directio eius ad os matricis est leuis.	But if the fetus is above its feet, then the attraction of it is easy, and the direction of it towards the mother's mouth is gentle.
Si autem coartatur apud uentrem, aut pectus: tunc oportet ut extrahas ipsum cum panno quem inuoluisti super manum tuam: et findat uentrem, aut pectus, donec currat quod est in eis.	But if the cord is around the gut, or the chest: then you should take a piece of cloth which you have on your hand, and cut off the member, until the moisture which is in it has run out.
Si autem auferuntur reliqua membra, et redit caput: tunc intromittat Obstetrix manum sinistram.	If other limbs are also taken away, and then the head comes out: then let the midwife put her left hand in.
Si ergo os matricis est apertum, tunc intromittat manum in profundum matricis, et quaerat cum ea caput, et attrahat ipsum cum digitis usque ad os matricis: deinde intromittat in eo uncinum unum, aut uncinos duos, et attrahat ipsum cum eo.	But if the mother' s mouth is open, then let the woman put her hand in deep into the vagina, and look at the head, and attract it with her fingers up to the mouth: then let her put in a hook, or two hooks, and attract it with it.
Quod si os matricis coartatur, propter apostema calidum quod accidit ei: tunc non oportet ut laboretur super ipsum, imo oportet tunc administrare effusionem rerum humidarum, pinguium: et administra emplastra: et sedeat in aquis quae mollificant et humectant.	If the mouth of the mother is closed, because of the hot swelling which has happened to it: then it is not necessary that she should work on the fetus, but rather at that time you should administer to her the flowing fluids, thick: and apply plasters: and let her sit in water which softens and moistens.
Quod si foetus est super latus suum, tunc possibile est ut aequetur: tunc administretur quod diximus in foetu uiuo.	If the fetus is above its side, then it is possible that it will be quiet: then administer to it what we have said about a single fetus.
Quod si non est possibile illud, tunc incidatur frustatim, et extrahatur.	If it is not possible to do so, then incise quickly and remove it.
Et oportet ut non dimittas aliquid ex secundina intus omnino.	And you should not leave anything inside at all after the second incision.
Cum ergo compleueris operationem tuam, tunc administra quod diximus in apostematibus calidis quae accidunt in matricibus.	Since you have completed your operation, then administer what we said in the apostemes of the hot things that happen in the wombs.
Quod si accidat fluxus sanguinis, tunc descendat in aquis stipticis, et administra reliquam curationem.	If a flow of blood occurs, then let it go down in water of rigor, and administer the remaining cure.
Et ego quidem iam uidi mulierem, in cuius uentre mortuus erat foetus: deinde impregnata est super ipsum uice alia, postea mortuus est foetus alius etiam.	And I have already seen a woman, in whose womb the fetus was dead: and then she became pregnant again on top of that same womb, after which the other fetus also died.
Accidit ergo ei post tempus longum apostema in umbilico suo, et inflatum est, donec apertum est: et coepit emittere pus.	So it happened to her after a long time that an apostema appeared in her navel, and it swelled up until it was opened, and it began to discharge pus.
Vocatus sum ergo ad curationem eius, et medicatus sum ei tempore longo: et non consolidatum est uulnus.	So I was called to her cure, and I treated her for a long time: and the wound did not heal.
Posui ergo super ipsum ex quibusdam emplastris fortis attractionis: et exiuit ex loco os.	I then placed over it some strong adhesive plasters: and it came out of place from the mouth.
Deinde praeterierunt ei dies aliquot, et exiuit os aliud.	Then a few days passed, and another outlet came out from her mouth.
Miratus sum ergo inde, cum in uentre non sit os.	I was amazed then that there is no outlet in the womb when there is an outlet in the mouth.
Cogitaui ergo, quia erant ex ossibus foetus mortui.	I thought, since there are bones of a dead fetus.
Inquisiui ergo uulnus, et extraxi ossa multa, muliere existente in melioribus dispositionibus suis: et iam uixit taliter tempore longo, et mittit ex loco pus parum.	I inquired about the wound, and I pulled out many bones, while she was in a better state of health: and now she did not live for such a long time, and she began to discharge pus from the site little by little.
