Praefatio.	Preamble.
Deinde incide cum spatumili lato acuto sectione transuersa in directo uasorum, donec detegantur uasa.	Then cut with a sharp knife across the legs of the scrotum, until the membrane is detected.
Deinde excoria ab omni parte, sicut diximus tibi in extractione Arteriarum quae sunt in timporibus.	Then scrape all parts off, as we have told you in the extraction of arteries which are in the temples.
Postea fige in eis acum in qua sit filum duplum, et liga ipsum in primo locorum quibus accidunt Vites: et liga ipsum iterum in ultimo eorum.	Then fix it in them with a knot where the double thread is; and tie it again in the last place where the vines are.
Deinde seca ea in media sectione recta secundum longitudinem corporis, et extrahe quod aggregatur ex humiditatibus faeculentis corruptis.	Then dry them in a straight middle section according to the length of the body, and pull out what is gathered from the腐腐的湿气。
Deinde cura uulnus cum curatione reliquorum uulnerum, in quibus uis generari saniem, ut cadant uasa quae nutriunt unum testiculorum.	Then take care of the wound with the remaining cure, so that the membrane which nourishes one testicle does not grow again, and let the membranes fall off.
Non est enim malum per illud.	For that is not bad in itself.
Si autem accidat Vitis omnibus uasis, tunc oportet ut extrahantur propter hoc testiculi cum uasis: ut non priuetur ouum nutrimento, propter incisionem, et tabescat, uel arescat, et non sit iuuamentum cum eis.	But if it happens to all the vines, then you must take them out with the vines because of this cut so that they do not shut off the nourishment of the testicles, because of the incision, and do not become scarred or withered, and are not harmed by them.
¶ De cura Ramicis intestinalis.	¶ On the cure of intestinal ramen.
Caput LXV.	Chap-L XV .
Euentus huius Ramicis est ex sectione, quae accidit in sifach extenso super uentrem in parte inguinum ex mirach uentris.	The ramus of this ramus is taken from the section that occurs on the right side in the extensive sigh of the small intestine at the root of the pelvis by a mirror of the thigh.
Quare descendunt intestina ex illa Ruptura ad unum testiculorum.	Why do the intestines descend from that rupture to one testicle.
Et haec Ruptura est aut ex sifach, aut extensione eius.	And this rupture is either from a sigh or from an extension of it.
Et accidunt istae duae species ex caussis multis. Aut ex percussione. Aut saltu. Aut clamore. Aut eleuatione rei grauis, et similibus.	And these two types occur for various causes. Or from a blow. Or from a twitch. Or from a noise. Or from the lifting of something heavy, and others like it.
Et signum, quando est ex extensione sifach.	And a sign when it is from an extensive sigh.
Est quod accidit paulatim in tempore longo, et non accidit subito: et est apostema aequale uersus profundum: propterea, quod sifach comprimit intestinum.	It is what happens gradually over a long period of time and not all at once: and it is a bulge equal to the depth: therefore, because the sigh compresses the intestine.
Et signum eius quando est ex sectione sifach, quia facit accidere ex principio sui dolorem uehementem subito: et est apostema diuersum, apparens sub cute propinque: et illud est propter exitum intestini, et cursus eius ad exteriora sifach.	And the sign of it when it is from the section of a sigh, because it suddenly causes a painful swelling from its beginning: and it is a bulge different, appearing under the skin and near to it: and that is because of the exit of the intestine, and the course of it towards the external sigh.
Et quandoque egreditur cum intestino zirbum: et nominatur haec Ramex intestinalis, et zirbia: et quandoque fit cum uentositate.	And when it emerges with the intestine intact: and this is called the intestinal ramus, and the bulge: and sometimes it is done with a twitch.
Et quandoque currit in intestinum stercus, et retinetur illic: et est cum eo pernicies infirmi: quoniam facit accidere dolorem prauum, et praecipue quando premitur.	And sometimes it runs in the feces of the intestine and retains it there: and it is accompanied by that with a variety of diseases: because it causes a painful swelling, especially when it is pressed.
Et in curatione specierum aegritudinis huius cum ferro est timor: quare oportet ut caueatur casus in ea.	And in the treatment of diseases with iron there is a fear: for this reason one should guard against falling into it.
Et modus operationis est, ut praecipias infirmo, ut reducat intestinum manu sua ad interiora concauitatis suae, si obedit reditui.	And the method of its operation is, as you command the sick person to bring his intestine by hand to his internal concavity, if he submits to return.
Deinde resupinetur super collum suum inter manus tuas: et eleua crura eius.	Then it was laid on top of its neck between your hands: and the legs were raised.
Deinde extende cutem quae sequitur cutem ad superiora, et seca cutem testiculorum totam per longitudinem.	Then extend the skin that follows the skin to the top, and dry the skin of the testicles entirely along its length.
Deinde fige in duobus labiis sectionis uncinos, secundum quod indiges ad aperiendum sectionem cum eis: et sectio sit secundum quantitatem, quod sit possibile, ut egrediatur ex ea ouum.	Then put two hooks in the two lips of the incision, according to how you want to open the incision with them: and let the incision be made according to the quantity, which is possible, so that it comes out from it.
Deinde excoria siphak, et quae sunt sub cute testiculorum, donec quando detegitur sifach album, durum ab omni parte: tunc intromitte digitum tuum indicem in eo quod sequitur testiculum, in eo quod est inter siphach album, quod est sub cute oui, et inter sifach secundum, et absolue cum eo adhaerentiam quae est in posteriori parte oui.	Then scrape the skin off, and what is under the skin of the testes, until it is found when touched that it is white all over: then insert your index finger into it where it follows the testicle, into it where it is between the white skin, and between the second skin, and firmly adhere to it in the back part of the scrotum.
Deinde moue cum manu dextra ad interiora cutem testiculorum: et cum hoc extende sifach album ad sursum, cum manu sinistra: et eleua ouum cum sifach ad partem sectionis: et praecipe ministro, ut extendat ouum ad sursum: et tu solue adhaerentiam, quae est retro solutione completa.	Then move with the right hand towards the inner skin of the testes: and when you do this, stretch out the white skin to the top, with the left hand: and wipe your eyes with the skin on the side of the incision: and instruct the minister to extend the eye in the opposite direction: and you should loosen the attachment that is at the back after it has been completely loosened.
Et quaere digitis tuis, ut non sit aliquid illic ex intestino inuoluto in sifach albo duro.	And ask your fingers if there is nothing there from the intestines that are not broken down in the white skin or hard.
Si autem inuenis ex eo aliquid: tunc impelle ipsum ad uentrem inferius.	If there is anything there: then push it towards the lower navel.
Deinde accipe acum, in qua sit filum grossum, factum licinium ex decem filis: et intromitte ipsam apud postremum sifach, id est, tunicae, quod est sub cute testiculorum quae sequitur sectionem: deinde incide extremitates quae eminent ex filo, donec sint quatuor fila.	Then take hold of the acme, where there is a thick thread, made from ten threads: and insert it behind the last skin, that is under the skin of the testes which follows the incision: then cut off the ends that protrude from the thread, until there are four threads.
