Praefatio.	Preamble.
Venit ergo ad me, et conatus sum recuperare illam superfluitatem cum eo quod posui super manum ex medicinis post mundificationem corporis eius: et non repercussa est superfluitas, et coepit incedere in digitum alium: donec coepit coruptio in manum.	Then he came to me, and I tried to restore that superfluity with him as soon as I put on the hand with the medicines after purifying his body; and the superfluity did not recur, but it began to heal in another finger: until the corruption began to spread in the hand.
Vocauit ergo me, ad incidendum manum eius: et nolui illud, sperans ex me super repercussionem illius superfluitatis: et timui etiam super ipsum apud incisionem manus eius mortem.	So he called me to cut his hand; and I did not want to do so, hoping that the same superfluity would recur on him: and I was also afraid of death when cutting the hand itself.
Quoniam uirtus uiri erat super casum.	For the strength of the man was above death.
Postquam ergo desperauit de me, reuersus est ad terram suam: et peruenit ad me de eo, quia properauit, et incidit manum suam totam: et sanatus est.	Then he turned away from me and returned to his land; and he came back to me about it, for he was eager, and he cut off all of his hand; and he recovered.
Et non attuli hanc narrationem, nisi ut sit adiutorium super illud quod cadit de genere huius aegritudinis: et ut sit significatio qua significetur, et secundum quam agatur.	And I did not bring this account until it should be an aid to those who suffer from such a disease: and that it may be understood what is meant, and according to how it is applied.
¶ De cura Sinuum, et qualitate clisterizationis cum medicinis.	On the Treatment of Syphilis and the Quality of Clustering with Medications
Caput XC.	Head 80
Quando accidit apostema in quibusdam membris carnosis, et prolongatur spacium apostematis, donec collectionem facit saniei: deinde rumpitur, aut perforatur, et egreditur quod in eo est ex sanie, et remanet locus uacuus quasi sit uas: et cutis quae est super ipsum sicut pannus qui iam subtiliatus est: et non peruenit ad ultimum in corruptione sua, neque imprimit in os, neque in neruum, neque in ligamentum: meretur ut nominetur Sinus: et non nominatur Fistula: uerumtamen si prolongatur spacium eius, donec imprimat corruptio in aliquid horum membrorum, tunc nominatur Fistula, aut zuken.	When it happens that an apostema occurs in some flesh member, and the space of the apostema is prolonged, until it makes a collection of blood; then it breaks, or pierces, and that which is in it is discharged out, leaving behind a hollow place like a well: and the skin that is on top of it is as thin cloth: and does not impring on the last in its corruption, nor prints on the mouth, nor the ligaments: it deserves to be called Sinus: but it is not called Fistula: nevertheless, if it prolongs the space thereof, until it prints the corruption on some of these members, then it is called Fistula, or a fistula.
Et cura eius est, ut incidas illam cutem totam sicut reuoluitur: et praecipue quando subtiliata est, et facta sicut pannus: et confidis quia non aaehaeret cum loco, propter corruptionem suam.	And the cure is that you should strike off his skin as it has grown back; and above all when it has become thin, and like a piece of cloth; and trust that it will not adhere to the place because of its decay.
Si autem speras quod adhaereat cutis, et non consequitur ex eo corruptio illa ultima consecutione: et si in cute est spissitudo ex carne, tunc cura ipsum cum Clisteri: et est, ut consideres ad Sinum.	If, however, you hope that the skin will adhere, and does not bring about that last corruption: and if there is a thickness of flesh there, then cure him with clister: and it is, as you consider, towards the navel.
Tunc si est magnus, et pus quod emittitur ex eo est foetidi odoris: tunc clisteriza ipsum cum medicamine aegyptio, quod est aceti, et olei, et ziniar, partes recipiens aequales, aggregentur in uase: et decoquantur super ignem, donec rubeat medicamen: et ueniat in spissitudinem mellis.	Then if it is large, and the pus that is discharged from it has a foul odor: then clisterize him with the Egyptian medicine, which is vinegar, and oil, and myrrh, taking equal parts, mixed together in an ointment: and let it boil over fire until it turns red: and let it come to the consistency of honey.
Deinde accipe ex eo quod tibi necesse est: et dissolue ipsum cum aqua et melle, et clisteriza cum eo Sinum: et stringe orificium eius, et dimitte medicinam in eo ad quantitatem duarum horarum.	Then take from it what you need: and dissolve it with water and honey, and clisterize it with that navel: and tighten the opening, and let the medicine enter into it for two hours.
Deinde extrahe ipsum cum expressione: fac illud diebus tot, donec mundificetur Sinus, et remoueatur foetor.	Then extract him with the expression: make him spend days until the navel is cleaned up, and the foul smell is gone away.
Et quandoque clisterizatur cum aqua cineris, quando non est tibi praesens hoc medicamen: et est, ut accipias cinerem lignorum uitis, aut cinerem ex lignis ilicis: et proiicias super eam aquam.	And when you clisterize him with water of ash, when this medicine is not present with you: and it is, that you take the ashes of willow wood, or the ashes of holly tree: and pour them on top of it.
Deinde cola eam, et clisteriza cum ea, donec confidas quod Sinus iam ablutus est.	Then dip it in, and clisterize it with that, until you trust that the navel is already cleaned up.
Quod si infirmo non est tolerantia super medicamen aegyptium, neque aquam cineris, tunc clisteriza ipsum cum aqua et melle, cui iam permixtum est aliquid ex ziniar contrito.	That if the sick person does not tolerate the Egyptian medicine, and water of ash, then clisterize him with water and honey, in which has already been mixed some crushed myrrh.
Aut clisteriza ipsum cum melle et uino permixtis, quoniam de proprietate mellis est, ut mundificet, et abluat: et uinum facit adhaerere Sinum, praecipue quando in uino est superfluitas stipticitatis et siccitatis.	Or clisterize him with honey and wine mixed, since of the property of honey is to clean and wash away, and wine makes the navel adhere, especially when there is an abundance of astringency and dryness.
Cum facis illud aliquotiens, et confidis quod Sinus corruptio iam remota est: tunc clisteriza ipsum cum eo quod facit nasci carnem in eo.	When you do this sometimes and trust that the corruption of the sinus is now far away: then cleanse him with what he does to give birth to flesh in him.
Et est, ut accipias ex emplastro dyafinicon: et dissoluas ipsum cum oleo rosato, et uino stiptico: aut clisteriza ipsum cum quibusdam medicinis, et unguentis aliis, quorum proprietates scripsi in tractatu unguentorum.	And is, that you receive from the plaster dyafinicon: and dissolve him with oil of rose, and wine stimulative: or cleanse him with some medicines, and other ointments, whose properties I wrote in the treatise of ointments.
Quod si orificium Sinus est strictum, in quo non capit cannula clisteris: tunc amplifica ipsum cum ferro parumper: aut pone in ipso licinium inuolutum in unguento aegyptio, aut in unguento basilicon, donec amplificetur.	That if the orifice of the sinus is strict, in which the cannula of the clister does not enter: then enlarge it with iron a little: or put in it licorium infused in Egyptian ointment, or in basilicon ointment, until it is enlarged.
Et similiter si est orificium etiam amplum, tunc aggrega labia eius cum sutura: et dimitte ex eo quantitatem in quam ingrediatur clistere sine additione.	And similarly if the orifice is also wide, then gather his lips with a suture: and let go from it a quantity in which the clister is to be added without addition.
Et similiter si orificium eius ex quo currit pus, est eleuatum ad superiora: tunc seca ipsum in depressiori loco qui est in ipso, ut currat ex eo pus usque inferius: quoniam pus quando coartatur in profunditate Sinus, prohibet carnem generari in eo.	And similarly if the orifice of him from which runs pus is raised upwards: then dry him up in a lower place that is in him, so that the pus runs down from it: for when pus is stopped up in the depth of the sinus, it prevents flesh from being born in it.
