Praefatio.	Premise.
Deinde dimitte sanguinem currere paulatim (est enim melius) et pone puluerem desuper: et super puluerem pannum in quo expansus est uitellus oui decocti in aqua rosata, concussum cum oleo ros.	Then let the blood run slowly (for it is better) and put the powder from above: and over the powder, a cloth in which the wool is spread out, boiled in water with rose oil, shaken with oil.
Recenti bono: et dimitte eum super ipsum usque ad diem alium: et cura ipsum reliqua curatione, donec sanetur.	Recent good: and let him stay on himself until another day: and take care of the rest of him with the cure, until it is healed.
Forma autem forficis ad mundificationem haec est.	The shape of the scissors for cleaning is this.
Sint hebetes duae extremitates, et sint incidentes: ne egrediatur in eis ramus claui: et sit longitudo duarum acuitatum, sicut longitudo duorum manubriorum aequaliter.	Now, regarding the design of the surgical scissors, the following is specified: they should have two ends and be curved; their blades should be equal in length to the handle-pieces.
Error uero cadens in mundificatione est: quoniam fortasse effugit cutis intrinseca tota, aut pars eius apud incisionem.	However, a slip during the cleaning is possible: for perhaps all the inner skin will be shed, or a part of it near the incision.
Ergo oportet, ut extendas eam ex hora tua cum ungue tuo ante apostemationem loci: et incidas eam secundum aequalitatem.	Therefore, you should extend it from your own hand before the examination of the site: and you should strike it according to equality.
Quod si non potes tenere eam cum ungue tuo, tunc extrahe eam cum uncino, et incide eam.	If you cannot hold it with your hand, then remove it with a hook and strike it.
Si autem praeterierint ei tres dies, et remanet quod est sub uirga inflatum, apostematum: tunc dimitte illud, donec sedetur apostema calidum, et excoria illud cum facilitate, et incide illud secundum quod praeparatur tibi: et caue tibi a capite uirgae.	If, however, they have passed three days and remain under inflated flesh, an ulcer: then dismiss it until the ulcer has healed by itself, and prepare it easily: and be careful from the head of the tree.
Non enim nocebit ei illud.	For that will not harm it.
Cura ergo illud cum eo quod consolidat uulnus ex pulueribus, quos narrauimus in tractatu de pulueribus: et si inciditur ex cute supra mensuram, et euadit ad superiora, non nocet ei illud etiam.	Care for it then with the one that has healed from the poultice, which we discussed in the book on poultices: and if it is incised from the skin above the measure, and extends upward, it will not harm it either.
Cura ergo illud cum eo quod diximus, donec sanetur.	Care for it then with that which we have said, until it heals.
¶ De extractione Vrinae retentae in uesica.	Regarding the extraction of a retained warts from the urethra.
Caput LVIII.	Chapter L VIII.
Urinae retentio in uesica, fit ab opilatione facta ex lapide, aut sanguine congelato, aut pus, aut carne nata, et similibus illis ex eis quae diximus ex modis curationis in diuisione.	Retentie of the urine in the urethra, happens from an operation carried out by a stone, or congealed blood, or pus, or meat born, and similar things which we have said about the modes of curing in division.
Et si non soluitur Vrina, et uides retentionem eius esse propter Lapidem, qui iam est in collo uesicae: tunc oportet ut sit infirmus super genua sua curuatus.	And if the warts do not disappear, and you see that the retention is because of a stone which is now in the neck of the urethra: then it is necessary that he be cured lying on his knees.
Deinde componantur pedes eius super dorsum eius, et extendat uentrem suum ex superiori parte dorsi eius, et stringat infirmus anhelitum suum quantum possibile est ei.	Then put his feet together on his back, and extend his belly from the upper part of his back, and strangle the patient with his breath as much as is possible for him.
Cogitur ergo cum collo uesicae ad expulsionem Lapidis ad posteriora: quare absoluitur Vrina.	It was therefore thought with the neck of the urogenital system for the expulsion of the stone to the rear: why is the urethra emptied?
Quod si non soluitur cum eo quod diximus, et uehemens sit res super infirmum: tunc oportet ut administres extractionem eius cum instrumento, quod nominatur siringa, cuius haec est forma Sit ex argento, et sit subtile, lene, concauum sicut cannula pennae auis in subtilitate radii, longum in similitudine palmi unius et medii: cui sit cannula subtilis in capite eius.	That if it is not solved with it as we have said, and the trouble is a matter of weakness: then it is necessary that you administer the extraction with an instrument, which is called a syringe, whose this is its form Sit ex argento, et sit subtile, lene, concauum sicut cannula pennae auis in subtilitate radii, longum in similitudine palmi unius et medii: cui sit cannula subtilis in capite eius.
Et modus exitus Vrinae per ipsum est, ut accipias filum duplicatum, et liges in extremitate eius lanam, aut cotum, ligatura bona: et intromittas extremitatem fili in inferiori parte Siringae: et incide cum forficibus si superfluit aliquid ex lana, uerum intromitte in cannulam cum uehementia, sicut alzer.	And the mode of exit of the urine through it itself is, that you take a doubled thread, and tie the ends with good knot: and introduce the end of the thread into the lower part of the syringe: and strike with the forceps if there is anything leaking from the wool, truly introduce into the cannula with vehemence, like to raise.
Deinde inunge siringam cum oleo, aut cum butyro, et albugine oui: et fac sedere infirmum super sedem, et embroca uesicam, et ipsius uirgam cum oleis humidis, et oleo oliuae, et aqua tepida.	Then dip the syringe in oil, or in butter, and in alume: and make the patient sit on a chair, and insert the urogenital system, and his penis with wet oils, and olive oil, and warm water.
Deinde intromitte siringam in uirgam cum facilitate, donec perueniat ad radicem uirgae.	Then introduce the syringe into the penis with ease, until it reaches the root of the penis.
Deinde dupla ipsam superius a parte umbilici.	Then double itself over on the upper side from the umbilicus.
Deinde impelle siringam intra ipsam, donec perueniat ad Vesicam, et sentiat eam infirmus iam peruenisse ad rem uacuam: et non fit hoc secundum hunc ordinem, nisi quoniam meatus, in quo uadit, est in quo est tortuositas.	Then push the syringe into itself until it reaches the bladder, and feel that it has already reached the empty thing: and this is not done according to this order, unless because the opening, in which you insert, is twisted.
Deinde extende filum cum lana paulatim.	Then extend the thread with wool gradually.
Vrina enim sequetur lanam.	For the urine follows the wool.
Deinde extrahe eam, et fac currere Vrinam per uiam urinae: et itera siringam, et non cesses facere illud, donec euacuetur uesica, et inueniat infirmus alleuiationem.	Then extract it, and make the urine run through the urethra: and repeat the syringe, and do not cease to do this, until the bladder is emptied, and the patient feels relief.
¶ De qualitate clisterizationis uesicae cum Clepshydra.	Regarding the quality of clisterea of the urogenital system with the clepsydra.
Caput LIX.	Chapter LIX.
Quando accidit in uesica ulcus, aut sanguis in ea congelatur, aut coartatur in ea pus, et uis distillare in eam aquas et medicinas: tunc fiat cum instrumento quod nominatur Clepshydra, et haec est forma eius.	When there happens to be an ulcer in the bladder, or blood congeals in it, or pus is confined in it, and water and medicines are distilled into it: then do as with the instrument called a clepsydra, and this is its form.
Est enim surda, id est, clausa.	For it is closed, that is, shut.
Et in eo sunt tria foramina, duo ex parte una, et unum ex parte altera, sicut uides.	And in it are three holes, two on one side, and one on the other side, like eyes.
Et locus concauus, in quo est illud quod impellit, sit secundum quantitatem quod opilet ipsum sine additione, donec quando trahitur cum eo aliquid, ex humiditatibus attrahatur: et quando impellitur, cum eo expellatur ad longinquum: secundum quod facit clepshydra, qua proiicitur naphta, id est, ignis graecus in praeliis martis.	And the place where the impeller is located, which moves it without addition, until when it is drawn with it something is attracted from moisture: and when it is moved, it expels it far away: secondly, because it makes the clepsydra, which throws naphtha, that is, Greek fire in fights.
