Ayssi comensan las paraulas de Albucasim .	Thus they begin with the words of Albucasim.
E aprop inscideys entre las suturas; e aprop cura per curacio de las autras plaguas entro que sia sanat e caian les fiels.	And then cut between the stitches; and then cure by treating the other wounds until it is healed and the threads fall out.
Capitol .lxix.	Chapter 69.
De castracio.	On Castration.
Sapias que castratio en nostre ley es excomengada, mays per causa es legut a mi que·m remembre de lu en aquest libre; e no es necessaria la rememoracio de lu sino per doas manieyras, de las quals es la una per so que aquo sia en la sciensa del metge quan es enterroguat de aquela, que sapia la curacio de lu al qual accideys; e l’autra manieyra es que nos motas vetz havem necessitat de castracio de autras bestias per les juvamentz nostres per aquelas, ayssi cum de motos, e de bocs, e de porcs, e de semblantz a las bestias.	Know that castration in our law is forbidden, but for a reason it is legitimate for me to remind you of it in this book; and the reminder of it is not necessary except for two manners, one of which is that it be in the science of the doctor when he is expert in it, so that he knows the treatment of it to whom it happens; and the other manner is that we often have need of castration of other animals for our use, such as of many, and of oxen, and of pigs, and of similar ones to the animals.
E donc dic que castracio es fayta en dos manieyras: o per atrissio, o per fissura a seccio.	And therefore I say that cauterization is performed in two ways: either by burning or by making an incision.
Mays en aquela que es fayta per atrissio, la via de la opera es que nos fassam cezer la bestia en aygua cauda entro que·ls genetius de lu sian mollificatz e sian linhitz e que pendan.	More so in that which is done by burning, the way of the operation is that we make the beast sit in hot water until its genitals are softened and loosened and hang.
E aprop pren aquels am la tua ma entro que sian resols e no apparescan dejos le tocament.	And then take them with your hand so that they are relaxed and do not appear to be touched.
Mays en castracio fayta per fissura e seccio, cove que tu tenguas la bestia e premas la codena dels testicols de lu am la ma senestra.	But in cauterization done by incision, it is necessary that you hold the beast and press the cord of the testicles with your left hand.
E aprop lia le suspensori, e inscideys sobre quascun huou am una seccio entro que dos huous proceseysso.	And then tie the suspender, and make an incision above each testicle with a cut so that two testicles are separated.
E aprop inscideys aquels pus que auras quascu excorjat.	And then cut those parts which have been excessively corrupted.
E no leysses sobre aquels del ciphac alcuna causa, sino le ciphac subtil le qual es sobre les vazes.	And do not leave on the siphac any cause, except for a thin layer of skin which is over the veins.
E aquesta manieyra de castracio es milhor la qual es fayta per atrissio, quar atrissio fort leu layssa alcuna causa dels testicols per que la bestia desira coyt.	And this method of cauterization is better than that which is done by burning, because burning strongly leaves some cause for the testicles whereby the beast desires to mate.
E aprop cura la plagua entro que sia sanada.	And then cure the wound until it is healed.
Capitol .lxx.	Chapter twenty.
De la cura de hermafrodozia.	On the cure of hermaphrodism.
Hermafrodozia en les homes es segon dos manieyras: la una es quar o appar en aquo que siec l’espazi en la codena de testiculs, en aquel que es entre dos testiculs figura quar cunh de femna en la qual so pels.	Hermaphroditism in men is according to two manners: one is when it appears in that which occupies the space in the scrotum of testicles, in which there is a figure of a woman's womb between the two testicles.
E alcunas veguadas de aquel corr urina le qual es en la codena dels testiculs.	And some come out with urine from that hole which is in the scrotum of the testicles.
Mays en las femnas es una specia: e es que·l conh de la femna sobre le pentenilh es ayssi cum dos testiculs de home un pauc de tot yminiheys a la partida deforo ayssi cum le perpucii de home e dos testicols.	More in women is another species: it is that the womb of the woman on the perineum is similar to two testicles of a man, a little bit smaller and divided into two parts like the perineum of a man and two testicles.
E la curacio es de tres specias: de dos dels homes e de una specia de las femnas.	And the treatment is of three species: of two in men and of one species in women.
E es que cove que tu inscidas aquelas carns ajustadas entro que efuga la emprecio de aquela, e aprop que cures aquelas am curacio de las autras plaguas.	And it is that you should remove those adjusted carnifications so that the excess of that thing escapes, and then you will cure them with the treatment of the other wounds.
E en la segonda specia dels homes de la qual yeys urina la qual es en la codena dels testiculs, no es curacio ni opperacio en lu.	And in the second species of men from which urine is emitted, which is in the scrotum of the testicles, there is neither treatment nor operation for it.
Capitol .xxi.	Chapter twenty-one.
De lentinge e de carn eminent per causas de las femnas.	On protruding lips and flesh due to causes in women.
Lentige fort leu es ajustada sobre causas naturals entro que es etressat e es fayt leg le reguardament; e alcunas veguadas es magnificada en alcunas femnas en tant entro que es spandit ayssi cum en les homes e perve entro al coito.	The ligature is strongly adjusted over natural causes within which it is tightened and made to secure the bandage; and some women are admired for it as much as men, in such a way that it is boasted about just like among men and is considered a virtue in the act.
Adonc cove que tu tenguas la superfluitat de lentinge am la tua ma o am unci e inscidas.	Then remove the excess of ligature with your hand or with scissors and clippers.
E no ultimes en inscizio, majorment en le preon de la razit, per so que no endevengua flux de sanc.	And do not cut too much, especially in the region of the vein, so that it does not provoke a flow of blood.
E aprop cura aquela am curacio de las plaguas entro que sia sanada.	Then take care of that wound with the cure of the wounds until it is healed.
