Ayssi comensan las paraulas de Albucasim .	Thus they begin with the teachings of Albucasim.
De curacio de las fistulas que endeveno dejos.	On the treatment of fistulas that occur in the feet.
Las fistulas que endeveno en la partida dejos pus bassa so nodacio e grossetut las quals endeveno prop del cul defora o en l’espazi de la una partida.	The fistulas that occur in the lower part of the foot cause swelling and thickening, which occur near the ankle or in the space of one foot.
E es una fistula o motas.	And it is a fistula or a boil.
E cum aquela nodacio es antiquada e corr de la humiditat aygosa blanca o poyridura subtil, e alcunas veguadas so de aquestas fistulas alcunas penetrantz.	And when this swelling is old and rotten with moist whitish or subtle purulence, and some of these fistulas are penetrated.
E aquelas penetrantz so conogudas per aquo que es eyssit de aquelas per la egressio e per ventosetat; e alcunas vetz use le malaute de egressio, e fort leu es eyssit de aquelas verm.	And those that are penetrated are known by what comes out of them through discharge and flatulence; and some times the patient is forced to discharge, and often what comes out of them is worms.
E so de aquelas fistulas alcunas veguadas en l’espazi penetrantz entro a la vesica, e entro al meat de la vergua; e so de aquelas penetrantz entro la junctura de la coyssa e entro al notz de la coeta.	And some of these fistulas that penetrate in the space penetrate into the bladder, and into the flesh of the penis; and some of those that penetrate go into the joint of the thigh and into the knot of the hip.
E aquo en que es conoguda fistula penetrant entro al cul e no-penetrant, es que tu metas le tieu dit endic en le cul, e entrometas tenta subtil de eram o de ferr en la fistula quan no y es turtuositat.	And the sign by which a penetrating fistula is recognized as entering into the anus and not entering, is that you put your finger in the anus, and insert a thin probe of iron or needle into the fistula when it is not suppurating.
Mays si en aquela es turtuositat, lahoras entromet en aquela tenta subtil de plom o de pels de caval entro que tu sentas la tenta o le pel en le tieu dit.	But if there is suppuration in it, then insert a thin probe of lead or horsehair into which you feel the probe or the hair with your finger.
E si no sentas aquela de tot ni no procezeys del trauc alcuna causa de egestio ni verm ni ventositat, ayssi cum havem dit, lahoras sapias que es no-penetrant, e lahoras coyta te a la curacio.	And if you do not feel that the entire bowel or any part of the passage causes any reason for purging or worms or bloating, as we have said, then know that it is non-penetrating, and then proceed to the treatment.
E quan la fistula es penetrant entro a la vesica o entro al meat de la vergua, lahoras la significacio de lu es eyssiment de urina de aquela e prohibicio de lu ad aysso que·l loc am medicina sia consolidat.	When the fistula is penetrating into the bladder or into the flesh of the penis, then the significance of it is excessive urine from that and prohibition to him from going to that place where medicine should be applied.
Mays si es penetrant entro la junctura de la coyssa o entro al os e envencio de dolor en le circuit, lahoras senhal de lu es que la tenta perve entro aqui si en lu no es turtuositat entro al os, e envencio de dolor en le circuit de la partida; e que de lu yeys poyredura tostemps; e que no val en aquela medicacio, ni es consolidada am enguent.	More so if it is penetrating into the joint of the thigh or into the bone and causes pain in the circuit, then the sign of it is that the tendon penetrates here, if there isn't a fracture in the bone, and cause of pain in the circuit of the affected area; and that from it comes pus and abscesses; and that medicine is not effective on it, nor is consolidated with plaster.
E en totas aquelas fistulas penetrant no es curacio de tot, e la curacio de aquelas es trebalh e vanetat dels folyls metges sobre·l qual so fermatz.	And in all those penetrating fistulas there is no cure at all, and the treatment of them is labor and vanity of foolish doctors about which they boast.
Mays en aquela que no es penetrant e no antiqua, sanacio am ferr es sperada segon que yeu a tu recomtare, e aquo que ja yeu e proat.	But in the one that is not penetrating and not chronic, healing with iron is expected according to what you have recommended, and what you have already done and proved.
E es que le malaute jagua entre las tuas mas sobre le sieu dos e eleva las cambas de lu entro sus, las coyssas sian enclinadas al ventre de lu, e aprop entromet tenta de plom, o de eram si es en la fistula turtuositat, entro que sapias le loc on perve la tenta.	And it is that the patient lies between your hands on the back of theirs, and lift their legs up towards them, the thighs bent to their belly, and then insert a probe of lead, or of iron if there is a fracture in the fistula, so that you can feel the place where the tendon penetrates.
E si aquela sent le malaute entorn le cuol, lahora cove que tu entrometas le tieu dit endic en le cuol.	And if that sensation affects the patient around the neck, then it is good that you insert your finger inside the neck.
E si sentas en le tieu dit la tenta ja per si meteyssa descuberta penetrar, otra aquo que sentas entre le tieu dit e aquela siphac o carn, lahoras sapias certanament que aquela es penetrant; e adonc no trebalhes en aquela, quar no es en aquela sanacio, ayssi cum havem dit.	And if you feel with your finger the already mentioned uncovered tendon to penetrate, or what you feel between the tendon and the vein or flesh, then know for certain that it is penetrating; and therefore do not work on that, because it is not in that healing, as we have said.
Mays empero diyssero alcus que es sana en alcus homes tart.	More perhaps the emperor said some things that are healthy for some men to swallow.
E de la medicacio per la qual es sperat juvament en lu es que tu ignes cauteri subtil segon le ample de la fistula, ayssi cum es precedit, e intrometas aquel ignit en la fistula entro que pervengua entorn le cuol; e aprop itera aquel doas o tres vetz entro que sapias que ja son adhustas totas aquelas carns ajustadas fistuladas que so semblantz a cana de pluma de ausel.	And of the medication by which it is hoped to cure the young man, that you apply subtle cauterization according to the size of the fistula, as has been previously stated, and insert that fire into the fistula until it penetrates around the neck; and then repeat this action two or three times until you know that all those adjusted and fistulized flesh have adhered, resembling a feather's down.
E aprop cura aquela am calguas envolopadas en boder entro que en yescan totas aquelas carns que so adhustas, e aprop cura aquela am medicinas la carn engendrantz e consolidantz, e si es sanada, bo es; e sino, lahoras no es sana en degun temps per autra curacio.	And then heal that wound with bandages wrapped in gauze until all the adhered flesh has grown together, and then heal it with medicines that engender and consolidate the flesh, and if it is healed, well; and if not, then it is not healthy within a certain time for another healing.
