Ayssi comensan las paraulas de Albucasim .	Thus they begin to recite the words of Albucasim.
Mays si tu cristerizas aquel en las malautias de solucio de ventre e l’eyssiment de lu le coyta, lahoras tu itera le cauteri entro que sia sanat.	More so if you diagnose that person with ailments of abdominal discharge and the symptom of theirs the thigh, then you will apply the cautery until they are healed.
E si en le cul so emorroydas o apostemas ledens, lahoras sia le cristeri mot subtil e leon, dels cristeris am les quals les enfantz so criterisatz.	And if in the anus there are painful hemorrhoids or abscesses, then let the diagnosis be subtle and precise, of the diagnoses with which the children are diagnosed.
De curacio de las plaguas.	Of the treatment of wounds.
Yeu ja e dit en la divisio de la curacio de las plaguas aquo que convenia al libre, e yeu dic assi la curacio de aquelas am ma e am medicinas segon le conpliment.	I have already spoken in the division of the treatment of wounds what is suitable for the free man, and I will speak thus the treatment of those with illness and with medicines according to the complement.
Donc dic que las plaguas son diversificadas segon aquo en que son faytas las plaguas e segon le loc sobre le qual cazo las plaquas.	Therefore, I say that wounds are diversified according to what they are made of and according to the place where the wounds occur.
E las causas per que motas vetz son faytas las plaguas so ayssi cum getament de peyra, o inscisio d’espaza o de cotel, o percussio am lansa, o am fustz, o am sageta, o semblantz ad aquels de motas causas.	And the causes by which many wounds are made are like gathering of gravel, or cutting with a sword, or with a knife, or beating with a lance, or with a fist, or with an arrow, or similar to those of many other causes.
Mays las plaguas que so en les locz del cos so ayssi cum plagua la qual catz sobre le cap, o·l col, o·l pietz, o·l ventre, o·l fitge, e semblantz ad aquels dels membres.	More wounds that are in the places of the body are like a wound which falls on the head, or the neck, or the chest, or the abdomen, or the liver, and similar to those of the limbs.
E yeu so recomtant la curacio de alcunas plaguas per que pauses aquela ratiocinacio e regla sobre las autras plaguas.	And thus we recommend the cure of certain wounds for which we pause this reasoning and rule over other wounds.
E yeu comensare de las plaguas del cap simplas, quar la rememoracio de las compostas vindra al comensament del tertz capitol.	And we will begin with the simple head wounds, for the discussion of the composite ones will come after the third chapter.
Donc dic que quan accideys en le cap plagua simpla e no es fractura, lahoras considera: si es per getament de peyra o de semblant, e ja ha trinquada la codena tant solament e es gran plagla e temes sobre aquel malaute havinement de apostema caut, lahoras tu te coyta e fleubotoma la cephalica tantost, e no tardas aquo; e extrats ad aquel del sanc segon la quantitat de la vertut de lu si no mes alcuna causa prohibent de fleubotomia, majorment si·l sanc que es eyssit de la plagua es pauc.	Therefore, I say that when a simple wound occurs on the head and it's not a fracture, then consider: if it's due to a blow from a stone or something similar, and the skin has been torn only slightly and it's a large wound and you fear the onset of an abscessing caut, then seize the moment and perform a cephalic bloodletting as soon as possible, and don't delay; and extract from that vein according to the quantity of the virtue of it, if there's no prohibitive cause for bloodletting, especially if the blood that comes out of the wound is scarce.
E sia la flaubotomia del contrari de la partida plaguada; e guardase le malaute de replecio e de vi e de viandas grossas.	And let the bloodletting be on the opposite side of the wounded part; and protect the patient from replenishment and wine and coarse foods.
Mays si de la minuicio prohibeys alcuna causa, lahoras sia aminorat de la vianda e no apropinque a carn ni a vi.	But if the condition prohibits any kind of nourishment, then let it be diminished from food and not approached with meat nor wine.
E pausa sobre la plagua, si a lu accideys apostema caut, coto enfus en oli rozat solet o en vi en le qual es stipticat.	And apply to the wound, if an abscessing caut occurs to it, cotton soaked in rose oil or in wine where it has been steeped.
Mays si est segur de apostema caut, lahoras pausa sobre la plagua, si es recent am le sieu sanc e le ayre no ha mudat aquela la polvera la qual yeu recomtare aprop petit.	More is it certain of the postrema cauter, then pause over the wound, if it is recent with blood and the air has not changed that powder which you will recommend to apply little by little.
E si le ayre ja ha mudada aquela, lahoras pausa sobre alscus enguentz entro que sia sanada.	And if the air has already changed it, then pause on the healing ointments until it is healed.
Mays si la plagua es gran o es per inscizio d’espaza e de semblantz, e no so ajustadas las labias de lu per puvils, lahoras ajusta aquelas am sutura segon que yeu recomtare de la sutura de lor.	But if the wound is large or is by incision of flesh and of similar things, and the lips of it are not adjusted for stitches, then adjust them with a suture as you will recommend from the suture of others.
Mays si la plagua ja es discuberta del os e pen, e no es retencio de lu sino un petit suspensori, lahoras inscideys aquela e aprop cura la plagua am medicinas e restaura la carn aprop en loc de codena, e comanda al malaute que sia pescut de viandas en las quals es groceza: caps e formen coyt e semblantz a lor, entro que sia compost.	But if the wound has already exposed the bone and flesh, and it is not retained by them but only a small suspensor, then incise that and apply cure to the wound with medicines and restore the flesh in place of putridness, and command the patient to abstain from foods in which there is grossness: cabbage and beans and similar things to them, until it is composed.
E si atrobas en la codena putrefaccio e no adhereys al os, lahoras tu inscideys tot aquo poyrit e geta aquo, e aprop cura aquo.	And if you find in the wound putrid rottenness and it does not adhere to the bone, then cut away all that rotten part and throw it away, and apply cure to it.
Mays si en aquestas plaguas es arteria o vena de la qual fluxs de sanc pot evenir, e no es abscindida per medicinas, lahoras tu inquier sobre la arteria, e si atrobas aquela no-inscidida, lahoras tu inscideys aquela am spatum, o lia aquela; e si necessitat te provoca que aquo que havem dit no comfereys, lahoras tu cauteriza entro que·l sanc sia abscidit.	But if in these wounds there is an artery or vein from which a flow of blood can come, and it is not stopped by medicines, then inquire about the artery, and if you find it uncut, then cut it with a spatula, or tie it; and if necessity provokes what we have said does not suffice, then cauterize until the blood is stopped.
