Ayssi comensan las paraulas de Albucasim .	Thus commence the words of Albucasim.
E aquesta ruptura es o del ciphac o de excencio de lu, e accideysso aquestas doas specias per motas causas: o percussio, o per sautz, o per clamor, o per elevacio de alcuna causa greu, o per semblantz.	And this rupture can be either of the abdomen or of an excrescence, and these two types occur due to various causes: a blow, sudden movement, loud noise, the lifting of some heavy object, or similar.
E·l senhal de aquo, quan es per extencio del ciphac, es que accideys pauc a pauc en lonc temps, e no accideys soptament, e es apostema engual entro ves le preon per so quar le ciphac comprem le budel.	The indication of this, when it is due to abdominal extension, is that it occurs gradually over a long period, not suddenly, and it is a swelling that pushes the intestine outward, entering the peritoneal cavity.
E le senhal de lu es quan es per seccio del ciphac, quar al comensament fa accidir dolor vehement sobtament; e es apostema divers aparent dejos la codena propdana aparent, e aquo es per eyssiment del budel, e·l cos de lu a las partidas deforo del ciphac.	And the sign of it is when there is cutting in the foot, for at the beginning it causes violent pain suddenly; and it appears as an ulcer near the toe most often apparent, and this is due to the protrusion of the intestine, and the matter of it comes out from within the foot.
E alcunas veguadas es fora-getat am le budel la tela, e es apelada aquesta hernia entestinal zirbal.	And sometimes the intestine's membrane is forgotten, and this is called intestinal hernial protrusion.
E alcunas veguadas es fayta am ventositat, e alcunas veguadas corr en le budel fenda, e aqui es retenguda, e es am aquo gran pernitia3 del malaute, e alcunas veguadas fa endevenir dolor malvada e majorment quan es premut.	And sometimes it is caused by pressure, and sometimes it runs in the hernia gap, and here it is retentive, and this causes great harm to the patient, and sometimes it causes severe and intense pain especially when pressed.
E en la curacio de las especias de aquesta malautia am ferr es temor, per que cove que sia esquivat le cazament en aquela.	In the treatment of this illness with herbs, caution is required, so that one must be careful not to miss the timing in their application.
E la manieyra de la operacio de aquela es que comandes al malaute que redugua le budel am la sua ma a las partidas dedintz de la sua conquavitat si obezeys al sieu retornament, e aprop sia envessat sobre le sieu col entre las tuas mas, e eleva las cambas de lu.	And the manner of the operation of that is to command the patient to reduce the hernia with their hand to the inside of its cavity if they obey its return, and then place yourself between their buttocks with your hands, and raise their legs.
E aprop sten la codena la qual siec la codena dels testicols a las partidas desus, e inscideys la codena dels testicols tota per le lonc; e aprop fiqua en doas labias de la seccio uncis segon que indigeysses a hubrir la seccio am aquels.	Then narrow the cord that is the cord of the testicles towards its roots, and cut the cord of the testicles completely through; and then fix in two layers of the incised section as you deem necessary to open the section with these.
E si’ la seccio segon la quantitat que a tu sia possible que de aquela le huou sia foro-getat.	And if the section is according to the amount that it is possible for you to achieve, then from that, a hole will have been made.
E aprop excorja aquela ciphaqueth les quals so dejos la codena dels testicols, entro que sia descubert le ciphac blanc dur de quascuna partida.	Then remove those bodies which are left by the cord of the testicles, as long as the white hard body of each partition is discovered.
Lahoras tu entromet le tieu dit en aquo que siec le testicol, en aquo que es entre ciphac blanc, le qual es dejos la codena del huou, e entre le ciphac segon, e absolve am aquel’adherencia que es en la partida detras del huou.	Then insert your finger into the area where the testicle is located, between the white ligament, which is beneath the scrotum, and between the second ligament, and dislodge that adhesion behind the testicle.
E aprop mau am la ma la codena dels testicols a las partidas deforo, e am aysso exten le ciphac blanc en sus am la ma sinestra, e eleva le huou am le ciphac a la partida de la seccio; e comanda al ministre que extenda le huou ensus e tu dissolveys la adherencia que es detras am solucio complida.	Then, with your right hand, grasp the cord of the testicles from outside, and extend the white ligament with your left hand, lifting the testicle towards the scrotum; command the assistant to spread the testicle apart, and you will dissolve the adhesion behind with a complete solution.
E cerqua am les tieus ditz que lay no sia alcuna causa del budel envelopat en le ciphac blanc dur.	And search with your fingers that there is no cause for the intestine to be wrapped in the white ligament tightly.
Mays si tu atrobas de lu alcuna causa, lahoras tu enpelleys aquel al ventre dejos.	If you find no cause (for the condition), then press down on the abdomen below.
E aprop tu pren una agulha en la qual sia fiel gros fayt de x fiels, e entromet aquel deves le derier del ciphac, le qual es jos la codena dels testicols, la qual siec seccio; e aprop inscideys las extremitatz las quals emineysso del fiel entro que sian quatre fiels, e aprop compausa alcus de lor sobre alcuna figura en manieyra de crotz; e lia am aquel le ciphac del qual havem dit que es dejos la codena dels testicols am fort liament de dos partz.	Then take a needle with very thick thread made of five parts, and insert it through the last part (of the ligament), which is beneath the testicle's cord, which is cut; and cut the ends of the thread that protrude from the ligament in such a way that they form a cross; and tie to that the ligament whose cord we said was left below the testicle tightly from both sides.
E aprop envolveys las extremitatz dels fiels e lia aquelas am liament vehement entro que alcu dels vayssels que noyrrisso aquels no puscan trametre alcuna causa per so que de aqui no accida apostema caut.	And then wrap the ends of the bandages tightly, binding them with a strong ligament, so that none of the vessels they cover can transmit any cause for infection from hereon.
E pausa autra veguada liament segon foro le primier liament, lonh de lu mens tres ditz; e aprop aquestz dos liaments layssa del ciphac le qual es dejos la codena dels testicols la quantitat de la grandeza del dit, e inscideys tot le romanent segon redondeza, e osta de lu le huou.	And then make another ligature a third time, far from the first, and close to the base of the scrotum, where the quantity of enlargement of it is most notable; cut off all the remaining edges according to their roundness, and remove them from the testicle.
