Ayssi comensan las paraulas de Albucasim .	The words of Albucasim begin thusly.
E aprop quan am la agulha auras penetrat aquestas quatre extremitatz, reduzeys la agulha de aquela meteyssa partida de la qual comensest, per so que le fiel retrayt caja de la pus subirana partida a la plagua, per so que la sutura sia segon sutura de drap am la qual les draps so strengutz.	And when you have penetrated all these four ends with the needle from that part where you started, return the needle to that middle part of which you began, so that the thread pulled back goes up towards the wound, so that the stitches are according to sewing fabric for which the fabrics are tightened.
E pausa entre quascuna sutura la quantitat del gros del dit mendre.	And between every stitch place the thickness of the finger's width.
E aquesta sutura sabo les homes.	And this is the way we know how to stitch.
E am tal sutura yeu cozegui la plagua la qual era accidida a un home en le sieu ventre le qual era stat plaguat am un cotel, e era la disrrumpcio de la plagua major de un palm, e era eyssit dels budels entorn dos palms del budel del mieg loc e era la disrupcio en le mieg del membre; e adonc yeu reduzegui aquel depus que le budel havia stat foro la plagua per xxiiii horas.	And with such stitching, I healed the wound that happened to a man in his abdomen which had been wounded by a thorn, and it was the rupture of the larger wound of a palm's length, and it was located outside two palms from my waist on both sides; and then I returned that deposit once the intestine had gone through the wound for 24 hours.
E la plagua fo consolidada en le spazi de xv dias o entorn, e curegui aquel e es sanat; e aprop aquo visquec per motz ans, e es conversat en las suas disposicios.	And the wound was consolidated within about 15 days or so, and I cured that and he healed; then you should wait this long for rest, and it's talked of in his behavior.
E les autres metges havian jutgat que no fora sanat; e per miracle foc, quar yeu no curegui aquel am enguent, quar era en loc en le qual enguent no era atrobat ni deguna medicina, mays pausegui sobre la plagua coto viel dos veguadas lo dia e ablucio assiduo am aygua de mel entro que foc sanat.	And the other doctors had judged that he was not healed; and by a miracle, for which I did not cure him with ointment, which was in a place where ointment could not be applied or any medicine, but left on the wound like twice a day and frequent washing with honey water until it healed.
Mays yeu diyre dos specias de sutura proprias segon narracio de Paraula.	There are two types of suture according to the account of Parula.
E es que tu comenses am sutura de la codena, e entrometas agulha de la partida deforo a la partida dedintz.	And you begin with the sewing of the seam, and insert your needle from one part to the other inside.
E donc cum la agulha penetra en la codena e en aquel meteys lacertz segon rectetut e en longetut de tot le cos, e layssa la extremita del ciphac en le qual has entromesa la agulha; e fay penetrar en la autra extremitat la agulha de la partida dedintz a la partida deforo en l’autra extremitat del mihat.	And thus when the needle enters into the seam and at that point puts in threads according to straightness and length throughout the entire body, leaving the tip of the suture where you have inserted the needle; and makes the needle penetrate through the other end the thread from one part to the other inside-out at the other end of the stitch.
E don cum tu auras fayta aquela penetrar, lahoras tu fay aquela penetrar autra veguada en aquela meteyssa extremitat del mihat de la partida deforo a la partida dedintz; e leyssa la extramitat del ciphac que es en aquest latz, e fay penetrar la agulha en l’autra extremitat de la partida dedintz a la partida deforo.	And when you have made it penetrate that one, then you make it penetrate another opening in that outermost end of the stitch at the part from outside to inside; and leave the tip of the suture which is in this way, and make the needle penetrate through the other end of the stitch from inside to outside.
E fay penetrar am aquela la tua penetracio am la qual fas aquela penetrar en le ciphac en la extremitat del mirat la qual es en la partida de lu entro que tot aquel penetre.	And make the insertion of your needle also penetrate in the suture at which you have made that penetration through the stitch where all this should be able to enter.
E aprop comensa de aquest meteys costat e cus aquel am la extremitat que es del ciphac en l’autra latz, e extratz la agulha de la codena la qual penetrec, e aprop redutz aquela en aquela codena e cos la extremitat del ciphac que es en l’autra costat am aquesta extramitat del mirat; e extratz aquela de la codena la qual es de part de lu.	And from this side of the hand begin to insert that on the end which is inside the suture at this other side, and pull out the thread from the seam through which it penetrated, then return it into its own seam and place the tip of the stitch that is on this other side at this end; and pull out that one from the seam which comes from part of him.
E fay aquo una veguada e autra, e fay aquo una veguada aprop autre veguada entro que tu cozes tot aquo que es deforo segon aquel eysemple.	And do this one time and another, and repeat it in the same way between which you sew everything that is outside according to that example.
E la suma de aquesta manieyra de sutura es que tu cozes am sutura de pellicies am la qual cozo las pels, enayssi que tu cozes le ciphac una veguada de la part de la extremitat de la codena, e que leysses aquela autra veguada entro que la ajas complida.	And the entirety of this method of sewing is that you sew in a stitch on the suture made from skin where you sew the leather, namely that you sew through once on one side of the seam, and leave that other opening until you have completed it.
Mays la segonda specia de sutura propria la qual dieys eyssament Gualia , e aquest es de sermo de lu e per lu recomtat, es que tu cozas aquela segon semilitut am la qual alcus medicantz cozo aquela, enayssi que agreguan tota partida a la sua compar partida a lu convenient per natura; e aplican la extremitat de autre de lu e la extremitat del mirat al autra extremitat de lu, e aquo es fayt segon que yeu a tu recomti.	The second type of own suture that is called Gualia, this refers to the treatment and as recommended by them, it means that you sew according to similarity on which some doctors sew, namely that they add every part to its corresponding part according to nature; and place the tip of another part and the tip of the stitch at the other end of this part, and this is done according to what I have advised you.
Cove que tu fiques la agulha en la extremitat del mirat a tu propdana de la partida deforo, e fassas aquela penetrar a la partida dedintz en aquel sol, e leysses dos extremitatz del ciphac; e aprop revolveys la agulha e fay aquela penetrar de foro a la dedintz en dos extremitatz del ciphac.	When you have placed the needle at the tip of the stitch near your own part from outside, make it penetrate inside in that sole, and leave two ends of the suture; and then revolve the needle, making it penetrate through to the inside in two ends of the stitch.
