Ayssi comensan las paraulas de Albucasim .	This begins the words of Al-Baghdadi.
E adonc venc a mi, e so me perforsat repercutir aquela superfluitat am aquo que pausegui sobre la ma de las medicinas, aprop la mundificacio del cos de lu; e no es repercussa la superfluitat e comensec anar al autra dit entro que comensec en la ma.	And then it reaches me, and I focus on understanding the excess of that which affects my hand from the medicines' impact; close to the body's transformation. The excess does not affect and begins moving into another finger starting from the hand.
E el apelec me a inscidir la ma de lu, e yeu no volgui far aquo sperant sobre la repercussio de aquela superfluitat, e mays que temegui deves la inscizio de la ma de lu mort, quar la vertut del malaute era sobre cazement.	And they ask me to immerse my hand in his/her, and I don't want to do that fearing the impact of that excess, more than worrying about the immersion of the hand's death, where the virtue of the patient was towards healing.
E pus que el se desperec de mi, es retornat en la sua terra e pervenguec a mi que aquel home preparec e inscidic la sua ma tota, e es sanat.	And when he recovers from me, returns to his land and informs me that the person prepared and immersed their entire hand, and they were healed.
E no he adhuzida aquesta narracio sino per que sia adjutori sobre aquo que catz de aquesta malautia, e que sia significacio per la qual sia significada e segon la qual sia obrat.	And I have not included this story merely for the sake of providing assistance on what relates to this disease, and as its meaning which is meant by it and according to which it is carried out.
De cura sinuum et qualitate clisterizationis cum medicinis.	Regarding treatment and the quality of enemas with medicines.
Quan accideys apostema en alcus membres carnozes e·l spazi de l’apostema es prolonguat entro que fa colleccio de sania, e aprop es romput e perforat, e es eyssida de lu la sania, e roman le loc vuoyt quays cum si era vayssel, e la codena que es desobre lu ayssi cum drap subtiliat, e no es pervengut a deriera corrupcio, e no inprimeys en le os o en nervi ni en liament, es apelat sinu, e no es nompnat fistula.	When gangrene occurs in certain flesh-covered areas and the space of the gangrene extends until it collects pus; then it bursts and perforates, causing the pus to escape from him. The area becomes empty as if it were a vessel, and the infection that escapes is like thin fabric, without reaching deep corruption, not spreading into bone or nerves or muscle tissue, it is called a sinus, and it is not referred to as a fistula.
Mays empero si le spazi es prolonguat entro que la corrupcio enprema en alcun membre, lahoras es appelada fistula e no zukem.	However, if the space extends until corruption begins in any limb, then it is called a fistula and not sinus.
E la cura de lu es que inscidas aquela codena tota ayssi cum es revolvut, e majorment quan es subtiliada e es fayta cum drap, e comfizas que no adhereys al loc per la sua corrupcio.	And the treatment for this is to immerse that thread entirely like it's twisted, and especially when it's thin like fabric, making sure not to stick to the area due to its corruption.
Mays si tu speras que la codena adheresca e que aquela corrupcio no aja conseguit per deriera consecucio, e en la codena ha spassitut de cara, lahoras tu cura aquel am clisteri.	And if you hope that the thread will stick and that this corruption hasn't reached its ultimate consequence, then you treat it with an enema.
E es que consideras al sinu, e lahoras si es gran, e·l brac que yeys es de fetent odor, lahoras clisteriza aquel am medicament egipciac le qual es de oli e vi agre e ziniar recebent partidas enguals, e sian ajustadas en un vayssel, e sian coytas sobre le foc entro que’l medicament se fassa rog e pervengua a specitut de mel.	And you regard it as a sinus, and if it's large, the arm that smells is made of Egyptian oil, so you treat it with an enema using this Egyptian medicine which consists of oil and vinegar mixed in equal parts, they are placed in a container, and then put on fire until the medicine boils and then cools down to honey-like consistency.
E aprop tu pren de lu aquo que es necessari e dissolveys lu am aygua e mel; e clisteriza am aquel le sinu, e strenh le orrifici de lu, e layssa la medicina en lu per la quantitat de doas horas.	And then you take what is necessary from this and dissolve it in water and honey; you treat the sinus with it, strengthen his/her opening, and let the medicine stay inside him/her for the duration of two hours.
E aprop extratz aquela am sprecio; e fay aquo per tantz dias entro que sia mundificat le sinu e sia remauguda la pudor.	And afterwards, extract this at speed; and do this for several days until the sinus is transformed and the pus is recovered.
E alcunas veguadas es clisterizat am aygua de cendre, quan no es a tu prezent aquest medicament; e es que tu prenguas la cendra de vitz, e met sobre lu aygua; e aprop cola aquela e clisteriza aquel am ela entro que te confizes que·l sinu lahoras es ostat.	And in some cases, you treat with water from ashes when this medicine is not available to you; and then take ash from onions, put it in water; afterwards, let that soak and treat the sinus with it until you confirm that the sinus is gone.
E si le malaute no ha tollerancia sobre le medicament egipciac ni l’aygua de la cendre, lahoras clisteriza aquel am aygua e mel e quays sia mesclat ziniar trissat, e clisteriza aquel am vi e mel mesclat, quar de proprietat de mel es que mondifique e lave, e le vi fa adherir le sinu, e majorment quan en le vi ha superfluitat de stipticitat e de siccitat.	And if the patient doesn't tolerate this Egyptian medicine or water from ashes, then you treat it with water and honey where it's mixed with vinegar, and treat it with vinegar and honey where the property of honey is to transform and cleanse, and wine makes the sinus adhere, especially when there's excess of coagulation ability and drying in wine.
E cum tu fas aquo alcunas veguadas e te comfizes que·l sinu ja es remaugut, lahoras clisteriza aquel am aquo que fa naysser la carn en lu.	And as you do this in some instances and confirm that the sinus has been healed, then treat it with what causes new flesh to form within him/her.
