Ayssi comensan las paraulas de Albucasim .	This begins the words of Albucasim.
E la cura de lu es am cauteri ayssi quo es precedida la narracio de lu.	And the treatment of this is with a cautery as described in the story about it.
E alcunas veguadas es curada am ferr segon aquesta manieyra: e es que·l malaute jagua sobre le sieu dos entre las tuas mas, e aprop secca le loc de la ruptura dels apostemas emineys am seccio per la latitut segon la quantitat de tres ditz.	And sometimes wounds are treated with iron according to this method: and the patient lies on their back between your hands, and you dry the area of the rupture around the pus pockets by heating it in a section according to the size of three inches.
E aprop strenh le ciphac blanc que es jos la codena entro que sia descubert.	And then strengthen the white chest that is below the diaphragm until it is uncovered.
E aprop pren le ray e pausa aquel sobre le loc eminent del ciphac, e prem aquel al preon del ventre.	And then take hold of the rib and place your hand over the prominent part of the chest, and press that to the navel region of the abdomen.
E aprop cus le dos locs eminentz sobre la extremitat del ray del ciphac, e ajusta am la sutura un de aquels am l’autre.	And then place both prominent areas at the end of the rib cage, and adjust one of those to the other in relation to the suture.
E aprop extratz la extremitat del ray, e no inscidas del ciphac de tot, ni no extenda le huou, ni autra causa ayssi cum yeu te fi saber en la curacio de hernia entestinal.	And then extract the end of the rib, do not cut into the chest all over, nor extend too far or any other cause such as I should know in the treatment of intestinal hernia.
E aprop cura aquela am la curacio de las plaguas, e cum inscideyses les fiels, mundifica aquela e restaura la plagua entro que sia consolidada; quar le ciphac es contrayt e no es ajustada la eminencia de ruptura.	And then treat that in the treatment of wounds, and as you incise through the skin, cleanse that and restore the wound so that it is consolidated; when the chest tightens and does not allow for the reassembly of the rupture's prominence.
E cauteri es milhor en aquest loc, quar es pus propda a salut.	And cautery is better in this location, where it is closer to health.
Capitol .lxviii.	Chapter sixty-eight.
De mollificacio de la codena dels testiculs.	About the softening of the cord of the testicles.
Motas veguadas la codena dels testiculs en alcus homes es mollificada per aysso quar las carns que so entre aquela son mollificadas, e es fedat le reguardament de lu.	Possible causes for the cord of the testicles in some men it is softened due to this and because the muscles that are within that area become softened, and there is a care for them.
Adonc necessari es ad aquel que es preguat en la curacio de lu que fassa jazer le malaute segon le sieu dos, e enscida tota la codena la qual es mollificada sobre la codena natural; e aprop que ajuste doas labias am la sutura.	Therefore, it is necessary for the person assisting in its treatment to lie the patient according to their position, and expose the entire cord which becomes softened over the natural cord; and then adjust two lips to the suture.
E si vols, cus en le comensament la superfluitat de la codena mollificada am tres cozeduras o quatre e am ferma sutura.	And if you wish, pinch at the beginning the excess of the softened cord with three or four stitches and make a firm suture.
E aprop inscideys entre las suturas; e aprop cura per curacio de las autras plaguas entro que sia sanat e caian les fiels.	And then cut through the sutures; and then treat in terms of wound healing until it is healed, and let the stitches fall.
Capitol .lxix.	Chapter sixty-nine.
De castracio.	About castration.
Sapias que castratio en nostre ley es excomengada, mays per causa es legut a mi que·m remembre de lu en aquest libre; e no es necessaria la rememoracio de lu sino per doas manieyras, de las quals es la una per so que aquo sia en la sciensa del metge quan es enterroguat de aquela, que sapia la curacio de lu al qual accideys; e l’autra manieyra es que nos motas vetz havem necessitat de castracio de autras bestias per les juvamentz nostres per aquelas, ayssi cum de motos, e de bocs, e de porcs, e de semblantz a las bestias.	Know that castration in our law is forbidden, but due to necessity I remember it in this book; and it is not necessary to remember it for only one reason, which is when the doctor is asked about it, he must know how to treat him since it happens; the other way is that we have sometimes needed castration of other animals for our young ones, just like with cattle, horses, pigs, and similar animals.
E donc dic que castracio es fayta en dos manieyras: o per atrissio, o per fissura a seccio.	And thus I say that castration is done in two ways: either through castration or by making an incision and opening.
Mays en aquela que es fayta per atrissio, la via de la opera es que nos fassam cezer la bestia en aygua cauda entro que·ls genetius de lu sian mollificatz e sian linhitz e que pendan.	And in the case when it is done through castration, the way of the operation is that we kill the animal while it is still young so that his testicles become softened and swell.
E aprop pren aquels am la tua ma entro que sian resols e no apparescan dejos le tocament.	And then take those in your hand until they are dissolved and do not show any marks on the skin.
Mays en castracio fayta per fissura e seccio, cove que tu tenguas la bestia e premas la codena dels testicols de lu am la ma senestra.	And in castration done through incision and opening, suppose you have the animal and press on the cord of the testicles with your left hand.
E aprop lia le suspensori, e inscideys sobre quascun huou am una seccio entro que dos huous proceseysso.	And then tie the suspensory ligament, and cut through each rib on one side where two ribs meet.
E aprop inscideys aquels pus que auras quascu excorjat.	And then cut those abscesses that you have opened.
