Ayssi comensan las paraulas de Albucasim .	Thus begins the words of Albucasim.
Mays si le huou procezeys de aquela defora de la sua codena en la ora de la tua operacio, lahoras quan tu auras complida la seccio del ciphac, retorna dedintz aquel, e aprop ajusta las doas labias de la codena dels genetius am sutura, e aprop cura aquel ayssi cum las autras plagua, entro que sia sanat.	If the sperm is moving out of its system from outside during your operation, then when you have completed the section of the white part, return inside it, and adjust both labial sections of the testicular system with stitches, and treat that just like other wounds until it heals.
E si atrobas le huou corromput per autra malautia, lahoras cove que tu lies les vayssels les quals so sore le suspensori, e extrat le huou, e aprop cura aquel am aquo que havem dit.	And if you find the sperm corrupted by another illness, then instruct that you cut off the blood vessels which are under the suspension ligament, extract the sperm, and treat that as we have said.
Mays si l’aygua es agreguada en doas partidas esemps, lahoras sapias que doas son las ernias; donc inscideys aquela partida segon que has feyt en l’autra engualment; e si es a tu vist que sia una opera, lahoras tu la fay.	If the water is added in two parts, then know that these are two hernias; so cut this part as you did in the other equally; and if it's visible to you that it's one operation, then do it.
E aprop tu abstergiys le sanc, e entramet en las seccios lana submersa en oli o en oli rozat; e pausa deforo autra lana la qual tu as submersa en vi e oli, e expandeys aquela sobre dos genetius e·l mirac del ventre; e pausa desobre draps doblatz e pulvils, e lia aquels desobre am liament le qual es segon aquesta forma:	And then you cleanse the wound, and interweave between the sections wool soaked in oil or in rubbed oil; leave aside for later another piece of wool that you have soaked in vinegar and oil, spread that over the two testicles and the belly button; lay down additional layers of cloths and powders, and place those under him according to this form:
e aprop sian preses dos draps e sian humplitz de lana carmenada segon aquesta semblansa; e sian faytas las extremitatz am les quals es premut de coto o de lana humida, e sian agreguatz am strectura en le braguier de las braguas, e la una de las extremitatz prengua del cul entro al dos, e la segonda prengua a la partida del pantenilh, e dos extramitatz sobre dos coyssas dejos e dos extramitatz autras sobre dos angonars, e tota extrictura sia ajustada en le braguier de las braguas.	And then have two cloths placed and be filled with absorbent wool according to this pattern; have the ends be positioned where they are pressed by hands or damp wool, and place them in the waistband of the trousers, one end is inside the other, the other end at the location of the navel, and two ends over each thigh, and two other ends elsewhere on the hips, and all tightening must be done within the waistband of the trousers.
E alcunas veguadas aquesta hernia es medicada artificialment am cauteri en loc de seccio am ferr; e es que tu prenguas cauteri cutellar subtil e que inscidas am aquel la codena dels ginitius, e es ignit segon que havem recomtat entro que sia descubert le ciphac blanc contenent la aygua, e lahoras tu pren cauteri segon aquesta forma:	And sometimes this hernia is treated artificially with a cautery instead of cutting at the section; and you take a fine surgical knife and cut into that the reproductive system, and it's lit as we have recommended when the white part containing the water is revealed, then you use the cautery in this manner:
e es asemblat a letra greca.	It resembles Greek writing.
E aprop perfora am aquel ciphac, e es ignit entro que tota la humiditat sia fora-gitada.	And then pierce that chip, and light it inside so that all the moisture is expelled.
E aprop exten le ciphac am uncis, e excorja am uncis, e excorja am cauteri subtil ignit; e inscideys aquel segon que es a tu possible entro que eradiques tot lu; e guarda te del huou que·l foc no·l toque.	And then extend the chip with fingers, scrape with fingers, and scrape with a fine cautery; and cut that second as far as is possible inside so you can remove it all; and guard against the fire not touching him.
E sapias que aquesta operacio es pus salva e pus longinqua de flux de sanc, e milhor que operacio am seccio.	And know that this operation is placed safely and far from the flow of infection, and better than an operation in a section.
Mays si a tu fa contrarietat apostema caut en la hora de seccio o en hora de cauteri, o flux de sanc, lahoras cove que tu cures qual contrarietat fa a tu per aquo, am curacio la qual conveneys a lu segon que es dit.	Yet if it gives you contradiction to make an abscess cut during the section or during the cautery period, or infection flow, then observe what contradiction you cause through this, with your cure, which you apply to him according to what is said.
Mays si le malaute es pauruc, e no spera la segonda operacio per la sua horribilitat, lahoras administra perforacio segon que yeu recomti aquo; e es quan es certificat deves tu, per aquo que havem dit de las significacios, que aquela hernia es ayguosa.	Yet if the patient is weak and does not expect the second operation due to its horror, then perform a puncture according to what I recommend; and this is when you certify that it's true, through what we said about meanings, that this hernia is watery.
Lahoras cove que tu fassas sezer le malaute sobre alcuna cezelha elevada, aprop perfora le apostema en la partida pus bassa de lu am spatum lat, e pausa la perforacio segon la longitut del cos.	And observe that you make the patient lie on an elevated bench, pierce the abscess near the lowest part of him under his left side, and stop the puncture according to the length of his body.
E sia la apercio ampla entro que corro tota l‘aygua.	And if it's an incision wide enough that all the water runs out.
E aprop pausa sobre le loc coto e lia aquel e layssa aquel, per so que corro le romanent de l’aygua.	And then press on the spot with your hand and lift that area, to let go of the remaining water.
E aprop cura aquel entro que la plagua sia sanada.	And then treat it so that the wound is healed.
Mays si contrarietat es a la egrecio de l’aygua en aquela hora tu perforas aquela: e aquo no es fayt sino per aquo quar le pannicol blanc en le orrifici de la plagua fa contrarietat e prohibeys le eyssiment de l’aygua, lahoras cove que tu metas en la plagua pena o instrument am la qual es extrayta l’aygua dels ydropitz, la forma del qual es precedida; o ajusta en la opprecio de la plagua un petit.	Yet if contradiction is in the expulsion of water at that time you puncture: and this is not done unless through what the white wax in the wound's aperture causes contradiction and prevents the outflow of water, then observe that you insert into the wound a wetting or instrument with which water is extracted from dropsy, its shape being followed; or adjust in the pressure of the wound a small one.
