Ayssi comensan las paraulas de Albucasim .	This begins the words of Albucasim.
E sapias que fistula accideys en totz les membres del cos; quar de aquelas son fistulas que perveno a las venas grantz e arterias, o als nervis, o al ciphac, o al budel, o a la vesica, o ad alcuna de las costas, o ad alcu dels spondils del dos, o ad alcuna de las juncturas compostas per composicio ayssi quo de la ma e del pe; e de aquelas so que dan a lu propinquitat del membre principal e de semblantz.	Know that fistulas can occur in all parts of the body; among those, there are fistulas that arise from large veins and arteries, or nerves, or the spine, or intestines, or bladder, or along any ribs, or along some of the vertebrae of the back, or anywhere on joints formed by composition such as the hands and chest. They tend to be close to the main limb part and resemble its structure.
E donc aquela de aquestas fistulas que es segon aquesta manieyra es de las malautias de dificil sanacio, e no recep curacio, e occupacio am aquela es trebalh e ignorancia.	Therefore, this type of fistula is characteristic of difficult healing and non-healing conditions, and dealing with it involves hard work and ignorance.
E si es de las fistulas alcuna la profunditat de la qual no perve ad aquestz locs que e dit, e esperas e confizas en la curacio de lu, e vols pervenir a cognicio de lu, lahoras pren tenta de eram o de ferr, e si la fistula va segon rectetut, e perquireys aquela am lu.	And if any of those fistulas does not reach to the locations that were mentioned and you hope for its healing and trust in it, wanting to gain knowledge about it, then you take a risk with iron or force. If the fistula follows a straight path, examine it with him.
Mays si la fistula es tortuissitat, lahoras investigua aquela am tenta de plom subtil, quar plom am la levitat del sieu cors es alleujat e curvat deves la tortuositat.	Perhaps if the fistula is twisted, then investigate it with a fine lead weight, for as lead in his body is lightened and curved, correct the twist accordingly.
E si la fistula es havent motz horrificis, no es a tu possible que signifiques sobre lu am tenta.	And if the fistula has no harmful motion, it is not within your ability to test or indicate over them.
Adonc cristeriza le orrifici per sos orrificis, quar la humiditat per la qual clisterizas aquela va deves las autras orrificis e corr de lor.	Then you cleanse the openings with their own openings, for the moisture by which you enema that must go to the other openings and flow from them.
E aprop inquier exquisitament, segon qual manieyra a tu es possible que conoguas si aqui has os o nervi, e es la conquavitat de la fistula longinqua o propdana, o es una fistula a la qual so motz orrificis e esta sobre aquo tot am la suma de la tua fortaleza, am la tua enterroguacio, am la qual enterroguas le malaute, e la invencio de la dolor deves la tua compressio am la ma sobre le loc, e semblantz de las significacios e de las causas accidentz al apostema.	And inquire very carefully, according to the manner by which you know if here are nerves or not, and whether it is a distant or close cavity, or an enigmatic opening with openings that is above this entire thing at your full strength, through your questioning of the patient, through your examination, in which you question the patient about it, and regarding the cause of pain you apply your pressure to the area with your hand, resembling the understanding and causes of complications to the abscess.
E cum tu auras stat sobre totas aquelas causas am stacio veraya, lahoras ve a la curacio segon confidencia: e es que tu consideras lahoras si es fistula apparent propinqua o en loc sal, longinqua de junctura, o de nervi, o de arteria, o de vena, o de un dels locs les quals yeu a tu e ditz.	And once you have considered all those causes at your stationary position, then proceed to treatment according to confidence: it is that you now assess if this is an apparent nearby fistula or in a location of the body, distant from joints, or from nerves, or arteries, or veins, or any of the locations I've mentioned and told.
Lahoras tu secca la fistula segon que denant es dit de la naracio de lu, e osta aquo que es en aquela filtracio e de carns corrumpudas, e aquo que es nascut en le orrifici de la carn, o de theil e de semblantz, e cura aquela entro que sia sanada.	Then you dry out the fistula as previously mentioned in its description of the patient, and maintain this until it has filtered through the decaying flesh, and this which is born within the tissue's orifice, or parts and similar, and treat that inside once it has been healed.
Mays si la fistula es de longinqua profunditat, e es segon rectetut, lahoras cove que inscidas aquela en le preon atant quant a tu sira possible, e aprop mondifica aquela de totas las suas carns corrompudas; e aprop administra calguas envolopadas en medicinas acutas, e intromet aquelas entro a la conquavitat de la fistula, la qual has conprenduda am ferr.	Should the fistula be of distant depth and along the rectum, then cut it into whatever is possible for you to reach inside, and properly modify that with all its decaying flesh; then administer heated bandages wrapped in sharp medicines, and insert those into the cavity of the fistula, which you have understood through iron.
E fay aquo am aquela alcunas veguadas entro que la medicina acuta corroda tot aquo que es romas en la conquavitat de la fistula de la corrupcio.	And do this several times within it so that the sharp medicine will corrode all that is rotten in the cavity of the fistula.
E aprop restaura aquela am enguentz les quals engendran carn sana entro que sia sanada.	Then restore her with ointments that generate healthy flesh once it has been healed.
