Ayssi comensan las paraulas de Albucasim .	And the book begins.
Mays si en la plagua accideys apostema caut, adhust e corrosiu, e de aquel semblantz ayssi cum si le sanc es en la vesica congelat, e per lu es la hurina prohibida (e aquo es conogut per la egressio del sanc am urina), a donc entromet lo tieu dit en la plagua e extratz aquel sanc, quar si roman provoca la vesica a corropcio de la vesica e de lu putrefaccio.	And when the disease of the plague comes, it is said that if the blood is frozen in the urine, it will be a sign to know who is already affected by the plague.
E aprop lava la plagua am vi agre, aygua e sal, e am opposicio a tota specia, am aquo que conveneys a lu de la curacio entro que sia sanat.	And apply heat to the body with a cauterizer only as necessary for the patient's condition, using a heated cautery on his legs to prevent the intestines from coming out.
E cove en las horas de tota la curacio que tu lies amdos las coyssas e ajustes las medicinas las quals so pausadas sobre le loc.	You have already provided the translation for the first two words: "And if it is..."
E si la peyra es petita e es en le meat de la vergua, e es ficat en lu, e eyssement de urina es prohibit, lahoras cura aquel am aquo que yeu recomti denant que pervenguas a seccio, quar tropas veguadas per aquesta curacio yest acusat de seccio; e ja yeu e esproat aquo, e es que tu prenguas un perforador de ferr alfelut, del qual aquesta es la forma de lu:	And if you are going to use a tool for making incisions on the flesh, apply the hot cautery to the affected area.
de triangulada extramitat, agut, ficat en fust.	From the first sentence, we can see that the medieval medical language is used figuratively to describe the pain caused by something sharp pressing on the foot.
E aprop pren fiel, e lia am aquel la vergua dejos la peyra per so que no retorne a la vesica.	Then return the patient's legs to their proper position and apply your hand to the other.
E aprop entromet le ferr en la vergua, perforant am fecilitat entro que·l perforador vengua ad aquela peyra.	And if you need to cauterize the affected area, use a cautery to apply heat.
E revolveys le perforador am la tua ma en aquela peyra petit a petit, e tu perforsa la perforacio de lu entro que fassas aquel del autra part penetrar; quar la urina tantost es absolta.	And then place a cushion under their feet, and then put your hand on the affected part.
E aprop prem la tua ma sobre aquo que es romas de la peyra de la partida deforo de la vergua, quar aquela es trinquada, e es foro-getada am la urina, e le malaute es sanat.	The cautery heals the pain from the gout, so put it on the patient's legs and apply a cushion to their chest.
Mays si aquesta curacio no es a tu aparelhada per alcuna causa la qual prohibeys de aquela, lahoras lia un fiel dejos la peyra, e autra fiel desus la peyra.	Then apply heat to the legs and feet.
E aprop encideys sobre la peyra en aquela vergua entre doas liaduras.	And then use a cushion on their chest, to help them.
E aprop extratz aquela.	And thus, the patient's illness is revealed.
E aprop deslia le liament e mondifica le sanc congilat, le qual es fayt en la plagua.	Then if you have to apply pressure on a patient's legs or feet.
E no es necessari liament de fiel dejos la peyra, sino per que no retorne a la vesica, e l’autre liament desus sino, quar quan es desliat le fiel aprop la egrecio de la peyra, la codena retorna a son loc e cobra la plagua.	When the bowels are affected by cold humors, the other diseases return.
E per aquo es a tu necessari quan lias le fiel desus, que tu eleves la codena a las partidas desus, o que retorne deves le tieu compliment, e cobra la plagua ayssi co havem dit.	And if you need to apply heat to the legs, do so in accordance with the patient's needs.
Capitol .lxi.	And then you apply a poultice to the affected area.
De extraccio de peyra de las femnas.	Another common treatment for pain relief was to apply a cautery to the area around the affected limb.
Peyra en las femnas pauc es engendrada.	In this case, a direct translation would be more helpful than a guess: "When joint pain occurs in the feet, it is said to be in the area already opened."
Mays si ve peyra ad alcuna de aquelas, lahoras dificil es la curacio de lu, e es prohibida per tropas manieyras.	Gout is cured by applying a cauterization method to the affected area, and by preventing further humor buildup in the joints.
La una de lor es quar la femna fort leu es verges.	The woman is suffering from gout.
E la segonda es quar tu no trobas femna be scient que descroba si meteyssa al metge quan es casta, o es de las femnas haventz maritz.	And if it is necessary to apply a cautery to the patient's body, it should be done by a skilled physician or surgeon.
La tersa es quar tu no hatrobas femna be sabent aquesta art, majorment la operacio am ma.	La tersa (third) es quar (quarter) mas (of the patient's)
E la quarta es que·l loc de la seccio sobre peyra en las femnas es longinc del loc de la peyra, per que indigeys de seccio preonda, e en aquela es temor.	And the fourth place is that of the womb on the legs, because of the pain in the foot, and the fear of the patient's pain.
Mays si necessitat provoca a tu ad aquo, lahoras cove que tu prenguas una femna metga be scient, e pauc es atrobada.	When your body's humors are necessary to be released, they are called "gout".
Mays si tu es privat de aquela, lahoras cerca metga quast e subtil, o presenta una femna matrona be esenhada en le feyt de las femnas, o femna que en aquesta art ennueys partida del art.	When doctors are unable to find the cause of a woman's pain, they might say she has a mysterious ailment.
Donc fay aquela present, e comanda a lu que fassa tot aquo que tu li mandaras, de la enquisicio sobre la peyra al comensament; la qual causa es que reguarde si la femna es verges, lahoras cove que meta lo sieu dit en le cul de lu e quiera la peyra.	And if you find she is a virgin, then place a cushion under her foot.
Donc si atroba aquela, coarte aquela dejos le sieu dit, e lahoras comanda a lu que inscida sobre aquela.	Therefore, if you have pain in the feet, that is what they will call gout.
Mays si no es verge, lahoras comanda a la matrona que entrometa lo sieu dit en le conh de la malauta e enquiera sobre la peyra, pus que pausa la sua ma sinistra sobre la vesica, e comprem aquela am bona comprecio.	If the patient is not a virgin, use the left hand to place the hot iron on their thighs.
Donc si atroba aquela, lahoras cove que gradantment maugua aquela de l’orrifici de la vesica a las partidas dejos am somman de la sua vertut entro que pervengua am aquel a la razit de la coyssa.	Then place a cushion on the bladder to prevent the patient from spilling their urine.
E aprop inscida sobre aquela apposicio de la maytat del conh deves la razit de la coyssa de qualque part sia a lu parada e cent la peyra en aquela partida, e·l dit de lu no sia remaugut de la peyra coartan dejos lu.	Then then you should apply another cautery to the intestine of the patient, and place the other under the breastbone.
E la seccio sia pauca al comensament; e aprop entrometa lo ray sobre aquela seccio, e si sent la peyra, lahoras ajuste en seccio segon la quantitat la qual sap que la peyra sira getada de aquela.	And if it is necessary to apply cautery on the patient's foot, apply the cushion elsewhere; use a cushion on their leg; and when it is appropriate to do so.
E sapias que las specias de peyra son motas: quar de aquelas es pauca e gran, e leon e aspra, e longua e redonda, e havent ramps.	And you know that there are spices which can be used to treat the legs.
Donc tu sapias quantas specias so de lu per aquo que tu signifiques sobre aquo que vols.	And thus you are to know which way it should be treated.
E si tu veus flux de sanc, ajusta en le loc vetriol trissat e te aquela per una hora entro que sia abscindit le sanc, e aprop retorna a la tua operacio entro que la peyra sia fora-getada.	And if blood flows freely, then cauterize for an hour, or as long as necessary to draw out the blood from the affected area.
E fay que prepares am tu dels instrumentz les quals e ditz en la extraccio de peyra en les homes, per so que sias ajudat per aquels en la tua operacio.	And if you are a surgeon, you should use your tools carefully on the patient.
E si tu veus flux de sanc, e sabes que la expulcio del sanc es de la arceria que es insciza, lahoras tu pausa polvera sobre le loc e estrenh aquel am pulvils e strictura descent, e no iteras aquo; e layssa la peyra e no extraguas aquela, quar fort leu morira la malauta.	And if the blood in the area is flowing freely, but you are seeing that there is no need to apply a cautery to the body.
E aprop cura la plagua.	Then return the patient's feet to their cavity.
Donc cum es cedada la acuitat del sanc aprop alcus jorns, e·l loc se poyreys, lahoras tu retorna a la tua operacio entro que la peyra sia fora-getada.	The other useth the cushion to be placed on their legs during the operation, so that the intestine does not protrude from its cavity.
