Ayssi comensan las paraulas de Albucasim .	The surgeon's hands are on your legs to make sure the inflammation doesn't spread.
E pausa autra veguada liament segon foro le primier liament, lonh de lu mens tres ditz; e aprop aquestz dos liaments layssa del ciphac le qual es dejos la codena dels testicols la quantitat de la grandeza del dit, e inscideys tot le romanent segon redondeza, e osta de lu le huou.	And apply a poultice to the affected area of the body for three days.
E aprop inscideys en la partida dejos de la codena dels testicols per seccio de la qual corra sanc e sania ayssi cum havem recomtat en aquo que havem dit.	You placed a cushion on the area where you would use a cushion for the patient's legs.
E aprop aministra lana submersa en oli, e pausa en la plagua; e aministra le liament le qual havem recomtat (e alcunas veguadas le ciphac blanc es cauterizat, le qual havem dit aprop la inscizio de lu temen de flux de sanc, quar motas veguadas accideys aquels) e leyssa le liament entro que per si caia.	And let him put a cushion under his feet;
Mays si le cazement de lu es tardat, lahoras de aygua cauda sia embrocat, e pausa sobre aquel entro que caia segon que havem dit.	Apply hot poultices to the affected area, as described above.
E aprop cura la plagua am l’autra curacio de las plaguas entro que sia sanat.	Then apply heat to the area where the intestines are, which would be the cavity, but don't let the patient overheat.
Capitol .lxvi.	"And if the patient's intestine or other ailment requires opening, I should be careful to avoid the use of the cauterizer."
De hernia ventosa.	Then describe the patient's condition in detail as if they were a tapestry or fabric piece.
En aquesta hernia no e vist alcu que sia estat ardit sus la curacio de lu am ferr.	And then the patient's pain was addressed by the doctor using fire as a treatment method.
E les primiers diyssero que es fayta ayssi cum havem recomtat en la hernia que es am vi; la qual es que tu lies les vayssels aprop la seccio sobre aquela am fecilitat de lu; e aprop secca en le mieg loc en enviro le apostema am aquo que obro aquel, entro que caian les vayssels.	Then treat the first line of the patient's body (the cushion) to prevent the swelling from spreading further.
E cura la plagua segon que havem dit entro que sia sanada.	And cure the plague according to how we have said, until the patient is healed.
Capitol .lxvii.	This sentence looks like it's from a text that was written in a medieval language that uses "Chapter" to denote sections.
De la disropcio que es fayta en les anguonars.	You have already placed a cushion under them.
Alcunas veguadas endeve ruptura en les angonars ayssi cum havem dit, e emineys le loc.	When there are pains in the legs, then make a point on the knees, as we have previously mentioned.
E no deyssen als genetius alcuna causa dels budels al genetius; e si deyssen, aquo es pauc; e retorna s’en en totas horas.	Then apply heat to the affected area only if necessary.
Mays si es prolonguat le temps am aquo, es ajustada fissura en le ciphac entro que deysenda le budel en le ciphac; e accideys aquo per la extencio del ciphac le qual es en le angonars ayssi cum havem dit, la qual causa es quar le ciphac es estendut, e aprop es mollificat e·l loc es apostemat e emineys.	When the foot pain is prolonged, the cushion should be placed under it.
E la cura de lu es am cauteri ayssi quo es precedida la narracio de lu.	This practice, which is the treatment for this ailment, is typically called "the cure of the legs".
E alcunas veguadas es curada am ferr segon aquesta manieyra: e es que·l malaute jagua sobre le sieu dos entre las tuas mas, e aprop secca le loc de la ruptura dels apostemas emineys am seccio per la latitut segon la quantitat de tres ditz.	And sometimes the illness is cured by burning the skin in three places.
E aprop strenh le ciphac blanc que es jos la codena entro que sia descubert.	And then apply a cushion to the patient's body.
E aprop pren le ray e pausa aquel sobre le loc eminent del ciphac, e prem aquel al preon del ventre.	Translation 4: You have already opened the space between them, et autre on their chest, and you can close it again with a bandage.
E aprop cus le dos locs eminentz sobre la extremitat del ray del ciphac, e ajusta am la sutura un de aquels am l’autre.	And now adjust the two parts of the body to be healed by the use of cauterization, if necessary.
E aprop extratz la extremitat del ray, e no inscidas del ciphac de tot, ni no extenda le huou, ni autra causa ayssi cum yeu te fi saber en la curacio de hernia entestinal.	And if you need to remove the intestine from the body, use a cloth or your hand to prevent the patient's leg pain from worsening.
E aprop cura aquela am la curacio de las plaguas, e cum inscideyses les fiels, mundifica aquela e restaura la plagua entro que sia consolidada; quar le ciphac es contrayt e no es ajustada la eminencia de ruptura.	For the cure of the plague is to be done by cauterization.
E cauteri es milhor en aquest loc, quar es pus propda a salut.	And so the patient will be healed in this place.
Capitol .lxviii.	Capitol .lxviii. describes the treatment of gout in the context of a doctor treating a patient's condition.
De mollificacio de la codena dels testiculs.	And thus they would be softened and calmed.
Motas veguadas la codena dels testiculs en alcus homes es mollificada per aysso quar las carns que so entre aquela son mollificadas, e es fedat le reguardament de lu.	And if the skin is inflamed and red, you can be sure it's a case of hot, burning pain.
Adonc necessari es ad aquel que es preguat en la curacio de lu que fassa jazer le malaute segon le sieu dos, e enscida tota la codena la qual es mollificada sobre la codena natural; e aprop que ajuste doas labias am la sutura.	When the pain subsides, the patient should be given medicine to heal the wound.
E si vols, cus en le comensament la superfluitat de la codena mollificada am tres cozeduras o quatre e am ferma sutura.	And apply a cauterization to their legs, and another on their foot.
E aprop inscideys entre las suturas; e aprop cura per curacio de las autras plaguas entro que sia sanat e caian les fiels.	And a cushion should be placed under them, tending to their wounds.
Capitol .lxix.	Another (and likely incorrect) example of a possible translation of the title could be: "Chapter 69".
De castracio.	Concerning castration.
Sapias que castratio en nostre ley es excomengada, mays per causa es legut a mi que·m remembre de lu en aquest libre; e no es necessaria la rememoracio de lu sino per doas manieyras, de las quals es la una per so que aquo sia en la sciensa del metge quan es enterroguat de aquela, que sapia la curacio de lu al qual accideys; e l’autra manieyra es que nos motas vetz havem necessitat de castracio de autras bestias per les juvamentz nostres per aquelas, ayssi cum de motos, e de bocs, e de porcs, e de semblantz a las bestias.	And so that's how we treat the patient for the disease they have in the body.
E donc dic que castracio es fayta en dos manieyras: o per atrissio, o per fissura a seccio.	Castration can be done by either attrition or incision.
Mays en aquela que es fayta per atrissio, la via de la opera es que nos fassam cezer la bestia en aygua cauda entro que·ls genetius de lu sian mollificatz e sian linhitz e que pendan.	This is the way to cure the illness caused by cold humors.
E aprop pren aquels am la tua ma entro que sian resols e no apparescan dejos le tocament.	Then apply a poultice to the affected area.
Mays en castracio fayta per fissura e seccio, cove que tu tenguas la bestia e premas la codena dels testicols de lu am la ma senestra.	When performing surgery to repair a tear or incision, you should ensure that the surgeon has a clear view of the area by removing the bone fragments from the joint.
E aprop lia le suspensori, e inscideys sobre quascun huou am una seccio entro que dos huous proceseysso.	And if there are problems in the legs, then apply a bandage to help them.
E aprop inscideys aquels pus que auras quascu excorjat.	Then cauterize the area near the thighs, as needed.
E no leysses sobre aquels del ciphac alcuna causa, sino le ciphac subtil le qual es sobre les vazes.	And do not allow anything to cause a cushion to be placed on their legs because they need to be treated for something more delicate than a simple ailment.
E aquesta manieyra de castracio es milhor la qual es fayta per atrissio, quar atrissio fort leu layssa alcuna causa dels testicols per que la bestia desira coyt.	This is the way to castrate animals, because it is easier to remove the cushion if the animal is in pain.
E aprop cura la plagua entro que sia sanada.	Then apply the appropriate treatment for the plague.
Capitol .lxx.	Chapter 70.
