Ayssi comensan las paraulas de Albucasim .	Then apply the words of Albucasim.
E es asemblat a forceps al qual so dentz en la extremitat, ayssi cum vezes, e alcunas veguadas es fayt lonc ayssi cum forceps segon aquesta forma, ayssi cum vezes, al qual so dentz ayssi cum dentz de ressegua am le qual es inscidit e conterit.	This means: When the intestine or bowels are inflamed, it's important to use forceps carefully.
Forma de amesidat pauc:	When there's pain in the legs due to an excess of humors, physicians call it gout.
Forma de unci havent una spina:	Another translation could be: "When using a pointed cautery, avoid touching the patient's skin."
Forma de unci havent doas spinas:	Forma de unci having two spines.
Forma de forceps a la qual so dentz de cerra am le qual le cap del fet sia conterit:	This form of forceps is used to grip something to be held by the surgeon.
Forma de spatum havent dos extremitatz am le qual le cap es abscindit:	Gout is a condition characterized by pain in the joints, especially the feet, caused by excess uric acid crystals.
Forma de dos espatums latz:	Apply a cautery to the affected area.
Totz aquels instrumentz so excersitatz, e quan mes so multiplicadas las specias de aquel e so preparadas deves le artifexs, quant es pus leugier a la sua opperacio e pus aut deves les homes per la sua quantitat.	All those instruments are used to treat ailments of the body and should be applied according to the instructions of the doctors.
E no obres de aquels instrumentz ja sia qua sia deves tu aparalhat, quar la necessitat de aquels no es excusabla.	And so you must use those instruments which are not to be excused by the patient.
De extraccio de la segondina.	Then there are ways to treat gout in general.
Quan la segondina es retenguda deves le enfantament, lahoras cove que tu comandes a la malautae que retengua le sieu ale, e aprop fay aquela stornudar am condizi, e strenh la tua ma sobre la boca de lu e sobre las nars de lu, e si per aysso es defora eyssit, bo es.	And if the pain affects them, you should use a cushion to support their leg during treatment.
E sino, lahoras tu pren una ola e perfora en la cuberta un trauc e pausa en aquela erbas ubrent la boca de la mayre, ayssi cum calament e ruda e anet e camamilla e scicados arabic e cassia lignea e santaurea.	And if the pain persists, apply a poultice of ointment to the affected area.
Totas aquestas erbas o alcunas de lor sian submersas en aygua en la ola, e pausa aquela sobre le foc.	These herbs or some of them are to be placed in water, and to be kept warm.
E aprop pausa una canula de canaviera en la boca de la mayre, e tengua aquela entro que la evapor vengua a la concavitat de la mayre.	E aprop reduz in their cavity or another cushion to cover them.
E aprop fay aquela stornudar ayssi cum havem dit, e la segondina sira fora-getada am velocitat.	Then you must place a bandage on the affected area.
Mays si roman aprop aquesta curacio e no es eyssida, lahoras tu comanda a la matrona que submerge la sua ma sinistra en oli sizami o en micellage de altea, e aprop entrometa aquela en le conh e queresca am aquela la segondina, e cum aquela auras trobada, lahoras pren la e exten aquela pauc a pauc Mays si es annexsa en le preon de la mayre, lahoras entrometa la sua ma segon que havem recomtat, e quan aura trobat la segondina, extragua aquela petit a petit segon rectetut per so que la mayre no caja deves la atraccio vehement.	If the pain persists, you must apply heat to the affected area.
Abantz cove que sia permudada als costatz dreyt e sinestre am facilitat.	Before applying a cautery, make sure to check for signs of its presence in the right leg and left leg, it's done to ensure the correct placement.
E aprop sia ajustat en la quantitat de atraccio, quar ela obedira e evasira de adhirencia.	And if it is necessary to cauterize the legs, you should do so carefully.
E si la boca de la mayre es coartada, nos ja havem recomtat la curacio am sturnutacio e am medicacio de la ola am erbas.	And if the mouth of the mother is treated with herbs, then apply your hand to the other methods.
Mays si no es fora-getada am totas las causas las quals havem recomtadas, lahoras guarda te que no fetigues sobre aquela en iteracio de abstracio, mays empero cove que aquo que es eyssit de lu a la boca de la mayre lies a la coyssa de la femna, e aprop cristeriza aquela am enguent e tetrafarmacon; quar aquel fara poyrir aquela aprop alcus dias e sira dissolvuda e sira fora-getada.	And if she has a fever in her foot, then put a cushion on it at night and let her rest.
Mays quan se poyreys, es de lu elevada mala audor al cap, e al estomac, e aquo ledeys la malauta; e adonc cove que sian aministradas sub-fumiguacios e convenientz ad aquo.	Mays it's a challenge to translate this accurately without more context. The text uses words that are similar to Latin-based languages but not exact matches. It seems like a recipe for treating gout with cautery in various parts of the body.
Mays alcus dels Antics ja so esproatz sub-fumigacio de nazitort e de figuas seccas.	Mays (Perhaps: *it*?) is used to refer to the pain caused by dry vapors in the body, and if it's necessary to treat it, we apply a cautery to the area of the affected part.
Forma de instrument am le qual la femna es sub-fumiguada deves la retentio de mestruas e de la segondina:	And if you are treating a woman, apply this method to her body parts.
Sia fayta de veyre o de eram.	When you have a cushion placed upon their legs, and they are being treated by a skilled doctor for them.
E sia pausada la extremitat subtil en le conh e la extremitat ampla sobre le foc, e la sub-fumiguacio sia pausada sobre las brazas del foc.	And if the body needs to be cauterized, one should place a cushion on their hands to prevent them from burning.
E tengua aquela entro que sia consumida aquela sub-fumiguacio e itera·n autra.	And if they are in the legs, and the leg is swollen, then apply a cushion under it.
De curacio del cul del enfant no-perforat.	Place a cushion on the child's legs and apply heat.
Motz enfantz naysso e les culs de lu no so perforatz, les quals ya ciphac subtil e opilat.	When the baby has pain in their joints, it's called gout.
Adonc cove a la matrona que perfore am le sieu dit aquel ciphac; e sino, perfora aquel am spatum agut, e guarda se que no toque le lacert.	Then cover the patient's legs and apply another cushion to their body.
E aprop pause sobre aquel lana enfusa en vi e oli; e aprop cura aquel am enguent entro que sia senat.	E aprop pause over the patient's bowels, but I don't know how to translate this accurately.
Mays si temes que sia opilat, lahoras pausa en le trauc una canula per motz dias, e osta la quan le enfant voldra degerir.	The other hand should be placed on the patient's feet to prevent the pain from spreading further.
E ja accideys oppilacio del cul per consolidacio de plagua o de apostema; adonc cove que aquela consolidacio sia inscidida, e aprop sia curada am aquo que avem dit de la curacio e del plom.	When the disease has been cured by using lead to draw out the cause of the swelling, it is said to be a cure for the plague.
De curacio de las fistulas que endeveno dejos.	And so that it be healed.
Las fistulas que endeveno en la partida dejos pus bassa so nodacio e grossetut las quals endeveno prop del cul defora o en l’espazi de la una partida.	The which are called fistulas in the flesh, and you have already translated it into that language.
E es una fistula o motas.	This is a description of using a cautery on a patient.
E cum aquela nodacio es antiquada e corr de la humiditat aygosa blanca o poyridura subtil, e alcunas veguadas so de aquestas fistulas alcunas penetrantz.	And if the patient has gout or a white humor, and these are subtle symptoms, then they are caused by watery humors that have accumulated.
E aquelas penetrantz so conogudas per aquo que es eyssit de aquelas per la egressio e per ventosetat; e alcunas vetz use le malaute de egressio, e fort leu es eyssit de aquelas verm.	And if a patient has pain in their feet; they should know that it is caused by the cold humors that are already known to be present there.
E so de aquelas fistulas alcunas veguadas en l’espazi penetrantz entro a la vesica, e entro al meat de la vergua; e so de aquelas penetrantz entro la junctura de la coyssa e entro al notz de la coeta.	And if the patient has already been treated for the fistula, and they are suffering from pain.
E aquo en que es conoguda fistula penetrant entro al cul e no-penetrant, es que tu metas le tieu dit endic en le cul, e entrometas tenta subtil de eram o de ferr en la fistula quan no y es turtuositat.	A person's bloodletting should be done on the leg when they have a cold humor in their body, but if they do not, then treat them with heat.
Mays si en aquela es turtuositat, lahoras entromet en aquela tenta subtil de plom o de pels de caval entro que tu sentas la tenta o le pel en le tieu dit.	When pain arises in the limbs, use the following method.
E si no sentas aquela de tot ni no procezeys del trauc alcuna causa de egestio ni verm ni ventositat, ayssi cum havem dit, lahoras sapias que es no-penetrant, e lahoras coyta te a la curacio.	If there is no pain in your foot, then apply a cushion to their body, but do not cauterize it.
