Ayssi comensan las paraulas de Albucasim .	The patient's condition begins to improve.
Si es percussio de lansa o de cotel, e vezes de lu la profunditat, lahoras considera mays si de la plagua yeys ventositat quan le malaute elena; lahoras sapias que la plagua es mortal.	If there are pains in the legs or from the gouty pain, then know that the plague is a disease that can be fatal.
E si en lu no es profunditat e la plagua es recent am le sieu sanc, lahoras tu pauses en lu de la primieyra horo polvera, e no strenhas aquel per que no sia le sanc retengut en la profunditat de lu e que retorne al cor e que aucigua le malaute, mays pausa en lu enguent atractiu, e deslia aquela doas veguadas le dia.	And if it is a recent illness, you should apply a poultice to the affected area.
E si l’enguent no es a tu present, lahoras tu pausa en le orrifici de la plagua coto viel per que sucque aquo que yeys de las humiditatz; e fay que le malaute dorma sobre la plagua per que corra aquo que es en lu ajustat.	And if you have applied a poultice to the groin, apply another poultice on the other side, to prevent its spread.
Mays si ja de la plagua son passatz tres dias o mays e no accideys al malaute spasme ni tremor de cor mal ni strictura de ale, e vezes las autras dispozicios bonas de lu, lahoras sapias que plagua es salva; e adonc cura aquela am calguas e am l’autra curacio entro que sia sanada.	When the doctors have been busy for three days after treating the plague, they are exhausted; one is more likely to be cured by placing a cushion under the affected area.
Mays si la sanacio de lu es excusada, e ja tot temps es uberta, lahoras sapias que ja es fayta fistula; cura donc aquela per le sieu capitol.	If the pain is relieved, then it's good; otherwise, the physician should treat the condition as a fistula.
E si la plagua es per inscisio de spaza o de cotel, e es simpla en la superficia del pietz o del dos, lahoras cura aquela am aquo que es precedit de sutura, si es gran, o am polvera, si es petita.	E if the doctors have diagnosed a wound on the foot, it will be necessary to apply a poultice to treat it properly.
Mays si ja ha fayta enprecio en le os, e so ja de lu inscizas pessas, lahoras tu torqua la plagua e coyta ad extrayre aquelas pessas, si so separadas.	When the intestine has been opened and the patient's legs are cauterized, then you should remove your hand from the cushion.
Mays si no so separadas, lahoras leyssa las entro que se poyresca la plagua, que la extraccio de lor es alleujada.	And if they are separated, we will stop the plague from spreading.
E de las autras plaguas accidentz en les autres membres le juvament en curacio es le juvament de aquo que havem dit.	And other diseases that are treated by cauterization are those plagues that affect other parts of the body.
De las plaguas del ventre.	And for the plagues of the bowels.
L’indisposicio la qual accideys en le ventre es o gran, o pauc, o migiera.	The patient's illness, when on the feet, is called a gouty affliction.
De la gran alcunas veguadas yeys le budel o nervi del budel, per que es fayta intromissio de lor e la sutura de lor esser pus vehement e pus subtil.	Then apply a cautery to the legs of the patient, because it is necessary to cauterize the wound.
E disrupcio petita es fayta dificil per autra manieyra, e siec se que la reduccio de lor es pus dificil, si no te coytes de la intromissio de lor al sieu loc tantost, quar se ubre e es engrossat per que le intrament de lu es fayt difficil.	And if there are small, sharp pains in the feet, they say it is gout.
E donc la milhor disrupcio es migiera, quar en aquela no es dificil la reduccio del budel, ayssi cum es dificil en las doas specias denant ditas.	E thus is the best translation: "And so the patient's bowels are treated in this way, they will be treated for their condition."
E sapias que sutura del ventre es segon quatre manieyras, mays doas suturas son comunas que conveneysso en suturas de las autras plaguas del cors.	And then you have to suture the belly after the others are done.
E duas autras suturas proprias comunican a las autras plaguas, mays empero so mays proprias en la sutura del ventre.	And then there are two other sutures that are specific to them.
E yeu recomti a tu quascuna am exposicio e declaracio.	And I say, for every part of the body affected by it, you should apply a poultice to each one.
Donc dic que quan la plagua es petita e es eyssit alcuna causa del budel per aquela, e es fayt dificil a reduzir aquel, lahoras aquo es en una de doas manieyras: o per parvitat de la disrupcio ayssi cum havem dit, o quan al budel es venguda inflacio per la frigiditat de l’ayre.	And then the doctor will tell you that he has reduced the hernia.
E donc quan aquo es ayssi, lahora cove que tu scalfes aquel enayssi que tu submerges una sponga ho drap humit en aygua tebeza sola, o que coguas en aygua squinant, e cyperum, e spic, e embroques am aquela le budel entro que la imflacio sia resolvuda.	And so when the pain is in the feet, it is customary to call it ails.
E alcunas veguadas fa aquo vi en le qual ha stipticitat, e es milhor que la aygua sola en resolucio de la imflacio.	Sometimes it affects the whole body with pain, especially the feet, which are treated by placing the foot on a cushion to avoid its movement.
E donc cum tu vezes la imflacio esser resolvuda, lahoras tu humecta le budel am aygua en la qual es coyta altea e malvas, quar per aquo es alleujat le intrament de lu am pauca causa.	And so when you have loosened the joint pain, apply another bandage to the legs and apply pressure.
Mays si es escusat le intrament de lu aprop aquesta curacio, lahoras scindeys la disrupcio un petit am strument am le qual so inscididas emorroydas.	Then apply a cautery to the hemorrhoids with care.
E la curacio primieyra es milhor, quan es propriada que no es seccio, e no sia occupacio a seccar aprop necessitat e defaliment.	And so the patient's legs are open and a cushion is placed under them, then you should place another cushion under the other leg.
Del instrument, sec se la forma de lu:	And if they have a cushion on their legs, and another on their feet, that's what doctors call it when it's really happening in the joint.
La una partida de lu torta aguda, e l’autra partida no-acuta, e la extremitat subtil, e no sia am la subtilitat de spatum, abantz sia obtusa un pauc.	One part of the body to be affected by gout or by other diseases, which are already severe in the feet.
E donc cum la plagua es amplificada e yeys fora le budel, lahoras cove que la sua reduccio sia segon la forma de lu natural, en le sieu loc propri, si es possible sobre aquo, quar milhor es.	And thus when the plague is aggravated, place your hand on their side to prevent further complications, et altre per le body's parts, but be careful.
Mays quan la disrupcio es ampla, e es en la partida pu bassa del ventre, lahoras cove que tu fassas jazer le malaute sobre le sieu dos, e pausa las suas cambas pus autas que·l sieu cap; e si es en la partida pus desus del ventre, lahoras tu pause le cap de lu e·l pietz pus autz que las partidas dejos.	When the pain is widespread, place the cushion on his lower abdomen; if it is in his upper abdomen, use a pillow to support him.
E semblantment si la disrupcio es en una de las doas partz del ventre, lahoras pausa la tua entencio e la tua consideracio tostemps en aysso per que la partida en la qual es la plagua sia pus auta que l’autra.	And if the pain is in one of the two parts of the body, it is necessary to consider the location of the disruption and apply a cauterization technique accordingly.
E ayssi cove que tu aministres aquo en las plaguas grans e en las plaguas migieras.	This line continues to give instructions on how to treat someone suffering from gout.
E en las plaguas petitas, pausa aquo que es a tu preparat, e aprop fay que·l ministre sia entre las tuas mas pyatados, le qual tengua la disrupcio tota am la sua ma e ajusta las labias de lu, e aprop descuebre de aquela ad aquel que siec la sutura alcuna causa aprop autra.	When there are small inflammations on the legs, use a small cautery to apply heat to the affected area.
E aquesta es la manieyra de sutura comuna: una que prenguas la agula, o comte de agula segon la cantitat de la amplitut de la plagua; e aprop layssa de la extremitat de la disrupcio del dit anular, e strenh la agula una, otre que tu no metas fiel en las doas extremitatz de la codena, am doas extremitatz del ciphac que es dejos la codena de las partidas dedintz, entro que fassas aquela penetrar de aquela partida; e tu ja has agreguadas doas extremitatz de la codena e doas extremitatz del ciphac, e so faytas quatre ordes.	E questa que s'usit per la dolor del dit: una puncta.
E aprop strenh am fiel doble en le circuit de la agula, e alcunas veguadas de doas partz ensemps, e aprop agregua las doas labias e la plagua per agreguacio decent; e aprop layssa la grossitut del dit e fiqua una autra agulha en aquela, e aprop lia aquela am fiel ayssi cum fiest am la primieyra agulha; e no cesses far aquo si es necessitat am las agulhas entro que ajas complida tota la contriccio de la plagua.	Then apply another cushion to the other side, so that the patient's body is properly supported by two cushions, one on each thigh.
