Ayssi comensan las paraulas de Albucasim .	The patient's body is already inflamed.
E ja es possible que sobre aquesta specia sia fayta seccio e sobre les autres carns; e es que tu inscida la codena dels genetius, e aprop esten le huou a las partidas desus, e extratz aquel del ciphac blanc, e deliura le suspensori dels vaysels, e ligua les, e inscideys le suspensori pus que tu deliuras aquel de tota partida de las partidas del huou.	E then you can see the symptoms are similar to those of gout.
Donc si l’huou ja es am aquelas carnadas consolida, lahoras cove que tu extraguas le huou e inscidas aquel.	Therefore, place your hand on the patient's legs so that you can help them.
E si es adherencia entro alcuna causa del ciphac, o entre aquo que es entre les bayssels, lahoras cove que tu deliures tota aquela adherencia e inscidas aquela per inscizio redonda.	And if there is adhesion in the body, then also use a round cautery.
Mays si es nativitat de carn en le loc de la adherencia la qual es detras, lahoras cove que tu inscidas tot aquo que es de lu, e extraguas le huou ayssi cum havem dit.	When you are experiencing pain in the flesh, we apply cold to your legs and arms.
Donc cum es complida la tua operacio, lahoras omple la plagua de lana imfuza en oli rozat e vi; e aprop cura aquela am l’autra curacio entro que sia sanat.	Then when you have healed the wound, apply a cushion on their legs.
Capitol .lxiv.	Capitol .lxiv. translates to **Chapter 64**.
De la curacio de hernia que es de vitz.	This is about the treatment of a condition called hernia.
Vit es apostema envolut per alcuna envolucio semblant a broto am mollificacio dels testiculs, e es fayt dificil movement exercitiu e deambulacio sobre le malaute.	Then apply a cautery to the legs if necessary.
E en la curacio de aquesta malautia es per temor per aquo del qual es precedida rememoracio.	This is for fear that the disease may be caused by bloodletting.
Empero cove que diguam opperacio en aquela segon que fero les primiers.	But I hope you have cushions on hand to help me understand what these words mean in English:
E dic que cove que fassas sezer le malaute sobre una cezelha elevada; e aprop enpelleys le suspensori dels testiculs a las partidas dejos; e aprop te la codena dels genetius am les tieus ditz am les baysels que so probdas a la vergua; e tengua aquels autre ministre que tu, e extenda aquels am extencio vehement.	And if you are treating a patient with a hernia, let them know that they should be treated with a pointed cautery.
E aprop inscideys am spatum lat agut per seccio traversa en le dreyt dels vaysels entro que sian les vayssels descubertz.	Then place a cushion on their legs to prevent the pain from spreading.
E aprop excorja de tota partida ayssi quo a tu havem dit en extraccio de arceria las quals so en las templas.	Then return your hand to its proper place on their head.
E aprop fica en aquelas un’agulha en la qual sia fiel doble, e lia aquel en le primier del locs en les quals accideys vit, e lia aquel autra veguada en le derier de lor.	This sentence appears to be describing the application of a cauterizing instrument being used on the patient.
E aprop inscideys aquels en le mieg loc per seccio dreyta segon la longuesa del cos, e extratz aquo que es agreguat de las humiditatz fetulentas e corruptas.	Then apply the medicine to the affected area.
E aprop cura la plagua am curacio de las autras plaguas en las quals vols sania esser engendrada per so que caian les vaysels les quals noyreysso un de dos genetius, quar no es mal per aquo.	Aprop, la plagua is in the leg and foot already.
Mays si accideys vit a totz les bayssels, lahoras cove que·ls testicols sian extragutz o que les testicols per aquo se cequo am les vayssels, per que sia privat de tot nutriment per la inscizio dels vayssels, e que sian estaborits, o que cequo per so que no sia juvament am aquels.	And if it is caused by a lack of proper care, the testicles will be painful and swollen.
Capitol .lxv.	et autre use a redueys le  tummy of the patient in the case of le pain being caused by the body's own humors, the cause of which they should be treated with caution and discretion.
De la cura de hernia entestinal.	Then apply the treatment to the intestinal hernia.
Le adveniment de aquesta hernia es per seccio que endeve en le ciphac extendut sobre le ventre de part dels angunars del mirac del ventre, per que deysendo les budels de aquela ruptura ad alcu dels budels.	This refers to a hernia that requires padding on the patient's abdomen.
E aquesta ruptura es o del ciphac o de excencio de lu, e accideysso aquestas doas specias per motas causas: o percussio, o per sautz, o per clamor, o per elevacio de alcuna causa greu, o per semblantz.	And if it’s necessary to open up the body, it must be done to the foot or legs, using a cushion to protect the area from injury.
E·l senhal de aquo, quan es per extencio del ciphac, es que accideys pauc a pauc en lonc temps, e no accideys soptament, e es apostema engual entro ves le preon per so quar le ciphac comprem le budel.	When treating the feet, the physician must be careful to avoid puncturing the skin.
E le senhal de lu es quan es per seccio del ciphac, quar al comensament fa accidir dolor vehement sobtament; e es apostema divers aparent dejos la codena propdana aparent, e aquo es per eyssiment del budel, e·l cos de lu a las partidas deforo del ciphac.	And the sign of it is when pain occurs suddenly in the joints; and if it's a sharp pain.
E alcunas veguadas es fora-getat am le budel la tela, e es apelada aquesta hernia entestinal zirbal.	And when it's necessary to apply cautery to the legs or near the feet, it is called a "hernia zirbal" by the people in the area.
E alcunas veguadas es fayta am ventositat, e alcunas veguadas corr en le budel fenda, e aqui es retenguda, e es am aquo gran pernitia3 del malaute, e alcunas veguadas fa endevenir dolor malvada e majorment quan es premut.	E's some kind of illness or injury that affects the legs and feet.
E en la curacio de las especias de aquesta malautia am ferr es temor, per que cove que sia esquivat le cazament en aquela.	Then return to the patient's legs and place them on cushions for comfort during their illness.
E la manieyra de la operacio de aquela es que comandes al malaute que redugua le budel am la sua ma a las partidas dedintz de la sua conquavitat si obezeys al sieu retornament, e aprop sia envessat sobre le sieu col entre las tuas mas, e eleva las cambas de lu.	And if you have pain in the foot, then apply heat to the affected area.
E aprop sten la codena la qual siec la codena dels testicols a las partidas desus, e inscideys la codena dels testicols tota per le lonc; e aprop fiqua en doas labias de la seccio uncis segon que indigeysses a hubrir la seccio am aquels.	You have already opened the cavity of the testicle, now apply a cauter to the testicle and another to the testicles itself.
E si’ la seccio segon la quantitat que a tu sia possible que de aquela le huou sia foro-getat.	E si' la dolor sia in the foot.
E aprop excorja aquela ciphaqueth les quals so dejos la codena dels testicols, entro que sia descubert le ciphac blanc dur de quascuna partida.	Then he will place a cushion under their thighs so that it doesn't move the testicles, and will make sure to keep them from being exposed.
Lahoras tu entromet le tieu dit en aquo que siec le testicol, en aquo que es entre ciphac blanc, le qual es dejos la codena del huou, e entre le ciphac segon, e absolve am aquel’adherencia que es en la partida detras del huou.	When the testicles are covered in pain, the doctors call it gout, but they do not know what causes it.
E aprop mau am la ma la codena dels testicols a las partidas deforo, e am aysso exten le ciphac blanc en sus am la ma sinestra, e eleva le huou am le ciphac a la partida de la seccio; e comanda al ministre que extenda le huou ensus e tu dissolveys la adherencia que es detras am solucio complida.	And if it is necessary to apply a cautery to the area behind the knee for pain in the leg or foot, place your hand on the area where the cautery is applied.
E cerqua am les tieus ditz que lay no sia alcuna causa del budel envelopat en le ciphac blanc dur.	E cerqua am cercat en la sua place in the body,  And then, the first source says, there are cushions under the legs and on the patient's feet, which are placed in a way that prevents the pain from occurring.
Mays si tu atrobas de lu alcuna causa, lahoras tu enpelleys aquel al ventre dejos.	If you encounter any pain in the stomach, you'll be treated as if they had the disease of the bowels.
E aprop tu pren una agulha en la qual sia fiel gros fayt de x fiels, e entromet aquel deves le derier del ciphac, le qual es jos la codena dels testicols, la qual siec seccio; e aprop inscideys las extremitatz las quals emineysso del fiel entro que sian quatre fiels, e aprop compausa alcus de lor sobre alcuna figura en manieyra de crotz; e lia am aquel le ciphac del qual havem dit que es dejos la codena dels testicols am fort liament de dos partz.	And to stop the swelling, use a strong cautery; if you need to apply fiels, you can do so with a needle, which will be placed on the foot of the patient.
