Ayssi comensan las paraulas de Albucasim .	"Thus begins the speech of Albucasim."
E aprop uobre la codena am uncis e excorja la vena de tota part entro que appara al sentiment, e es deves la appericio de lu que vezes aquela roga declinant a negror.	"And then open the cord with tweezers and strip the vein from all sides until it becomes apparent to the touch, and it is necessary for the one who seizes that rope to decline to blackness."
E donc cum evazeys e de la codena tu vezes aquela blanca quays sia corda.	"And then remove the cord with the evacuator and you will seize that white which should be a thread."
E aprop tu met dejos aquela le ray entro que sia elevada e sia gitada de la codena, e sospen aquela am onci orp leon.	"And then put that vein away so that it may rise up and be separated from the cord, and suspend it with tweezers or a hook."
E aprop secsa autra seccio aprop aquela seccio per tres ditz, e aprop excorja la codena de la partida desus de la vena entro que apparia.	"And then seize another section close to that section for three fingers, and then strip the cord from above the vein until it appears."
E aprop eleva aquela e inscideys aquela en deriera seccio deves le talo, e aprop extratz aquela e eleva aquela entro que sia yssida per la seccio segonda, e aprop extratz aquela de la seccio que es sobre aquela.	"And then elevate that vein and cut it in another section near its root, and then pull out that vein and elevate it until it passes through the second section, and then pull out that vein from the section that is above it."
E fay aquo entro que extraguas aquela de la seccio que es pus sobirana o pus auta de totas las seccios, entro que tota es yssida; e lahoras inscideys aquela.	"And do that until you pull out that vein from the section that is above all sections, so that it may all be pulled out; and then cut it."
E si no obezeys a tu ad extrayre e elevar, lahoras intromet una agulha am fiel fort doble e ligua aquela e extratz la, o intromet dejos lu le ray e revolveys la tua ma a tota part entro qu’en sia getada.	"And if you cannot succeed in pulling out and elevating it, then insert a needle with fine thread doubled over and tie that vein and pull it out, or insert the vein and turn your hand all around until it may be grasped."
E guarda te que no sia inscidida; quar si es trencada, es fayt a tu dificil elevar aquela mot e es vengut sobre le malaute per aquela nocument.	"And be careful that it is not cut; because if it is broken, it will be difficult to elevate the vein and it will bring about illness through that injury."
E cum aquela tota auras fora-gitada, lahoras pausa sobre le loc de la plagua lana submerssa en vi e oli rozat e oli no-rozat, e cura aquel entro que sia sanat.	"And once that has all been pulled out, then pause over the place of the plugged wound submerged in wine and rose oil and non-rose oil, and cure it so that it may be healed."
E si la vit es contrayta havent tortuositat a la qual sia envolucio a las partidas, e no es segon rectitut segon que havem dit, lahoras cove que tu fendas sobre aquela a tota partida de tortuositat de lu e als locs de envolucio de lu, e aprop suspen aquela am uncis entro que eleves aquela tota.	"And if the vein is constricted and has any tortuosity at which it may be wrapped around its parts, and is not straight as we have said, then you must cut over that at all parts of the tortuosity of the vein and at the places where it may be wrapped around it, and then suspend it with tweezers so that you may elevate it all."
E guarda te deves la tua seccio que no inscidas la vena e que no plagues aquela, quar dificil sira a tu elevar aquela; e serva la tua prudencia en aquela.	"And be careful with your section that you do not cut the vein and that you do not plug it up, because it will be difficult to elevate if you do so; and use your discretion in this matter."
Forma del inscident am le qual es seccada vit:	"Form of the incident in which a vein is severed:"
Forma de unci orp:	"A hook shape:"
No es a lu accuitat ayssi cum als uncis ni es de aguda extremitat per so que no plague la vena; e es de grossa flexibilitat leon, quar si era subtil, inscidira la vena per la sua subtilitat; habantz es en lu superflua grosseza ayssi cum havem dit.	"It is not sharp like hooks and does not have a pointed tip so that it may not plug the vein; but rather it must be of thick flexibility, because if it were thin, it would cut the vein due to its thinness. There must be in it an excess thickness as we have said."
De extraccio venae cruris.	"Of the extraction of a vein from the leg:"
Aquesta vena es engendrada en las cambas en terras caudas ayssi cum al- Ategi en terra de Arabics e en las terras de India caudas e aridas de pauca teneritat e en las quals no nays erba ni aybre.	"This vein is generated in the cambas of the tail lands such as those found in Arabia and in the dry tail lands of India with little tenderness, where there is neither grass nor bush."
E fort leu es engendrada en autres locs del cors otra las cambas.	"And it is also generated in other parts of the body besides the tail."
E la gestacio de lu es de putrefaccio que ve dejos la codena ayssi cum venen dedintz le cors serpentz e vermps e scarides e verms engendrantz entre la codena e la carn.	"And its growth is due to putrefaction that comes from the spine, such as poison coming from within the body by means of snakes and worms and crabs and worms generated between the spine and the flesh."
E senhal de la suscepcio de l’adveniment de lu es de aquesta vena que accideys en la camba enflammacio vehement; e aprop le loc es vesicat; e aprop comensa la vena yssir del loc de aquela vesicacio quays sembla razit de planta.	"The sign of the onset of its occurrence is that this vein becomes inflamed in the tail, and it begins to swell up at that place, and then it starts to come out from the location of that swelling which resembles a root of a plant."
E adonc cum appar de lu la extremitat, lahoras cove que tu envolvas sobre aquela una pessa de plom del qual sia le pes de una drac. entro a ii drac., e noza aquela e layssa le plom suspendut de la camba.	"And then when the tip of it appears, you must wrap around that tip a weight of lead which weighs one drachm between two drachms, and bind it up and leave the lead suspended from the tail."
E tantas veguadas cum yeys de lu alcuna causa a las partidas defora, envolveys aquo em plom e noza aquel.	"And whenever some cause makes it come out at other parts outside of it, wrap that up with lead and bind it up."
