Ayssi comensan las paraulas de Albucasim .	Certainly! Here's the translation:
E alscunas veguadas la fistula es finida segon aquesta manieyra: es quan tu entrometas la tenta en la fistula, e es en le latz del cul entorn la superficia del cos am la codena e en le marge del cul, lahoras pren tenta de perforada extremitat, que es ayssi cum agulha de preparantz les coers segon aquesta forma:	And sometimes the fistula is finished in this way: when you enter the attempt into the fistula, and it is at the flank of the groin surrounding the surface of the body with the coccyx and the margin of the groin, then the attempt tries to perforate the extremity, which is as if you were preparing the layers according to this method.
e entromet en aquela fiel envolopat de v fiels o entorn aquels; e aprop entromet tenta am fiel en la fistula entro que consiegua la conquavitat de lu.	and enter in that faithful covering of hair or around those; and so enter the attempt with faith in the fistula until you perceive the concavity of her.
Mays si es penetrant en le marge del cul prop dedintz, lahoras tu extratz le fiel de aquel trauc ayssi que tu intrometas le tieu dit en le cul; e extraguas la extremitat del fiel e ajustes las duas extremitatz essemps, e estrenh cascuna, e leyssa aquo per un dia o per dos, e quan mays inscideys le fiel en la carn, estrenh be aquel entro que aquelas carns sian inscididas las quals so entre doas extremitatz del fiel e que cajan.	However if it penetrates the margin of the groin properly do not tighten, then you will extract from that thread that tract as soon as you enter the belly of the thing that is in the groin; and you will extract the extremity of the thread and adjust the two extremities even, and close each one, and rest for a day or two, and when it has subsided again insert the thread into the bone, close that again until those carns are inserted between two extremities of the thread and that they press together.</end_of_turn
E aprop cura la plagua entro que sia consolidada e sanada.	And so care for the wound until it is consolidated and healed.</end_of_turn>
Mays si le orrifici de la fistula no es penetrant, lahoras fay aquel penetrar, en qualque manieyre sia a tu preparat, sino que sia mot en le preon, quar no es a tu que fassas aquo per que no inscidas le lacert; e aprop fay am aquela entro que sia sanada.	However if the sign of the fistula is not penetrating, then you must make it penetrate in whatever way you are prepared, but not in the belly, for that is not your concern, because you must not injure the skin; and so make that it is healed.</end_of_turn
La forma de spatum spinos am lo qual es fenduda la fistula: la curvitat del qual es mot aguda e l’autra partida es no-aguda, per so que no inscidas aquo que no es necessari, ayssi cum vezes.	The way of spatum spinos concerning which the fistula is fissured: the curvature of which is not acute and the other part is not blunt, so that you must not injure anything that is not necessary, even as sometimes.</end_of_turn
De sutura de emorroydas en las quals corra sanc en la inscizio de aquelas.	Of suture of hemorrhoids in which runs blood in the incision of those.</end_of_turn
Emorroydas so segon dos manieyras, quar o so entre le cul semblantz aysi que es de carbos, o quays aquelas sian cum a gras de rasim.	Hemorrhoids are of two kinds, which either remain between the groin like those that are of cartilage, or which are like the seeds of barley.</end_of_turn
E de aquelas so petitas e grans, e que le sanc corr de aquelas tostemps e es una, e so motas, e so fora·l cul, e en las extremitatz de lu.	And of those there are small and large ones, and that the blood runs from those of all those towards that one, and it is neither solid nor liquid, but rather like a paste, and that is outside the groin and in the extremities of it.</end_of_turn
Mays empero aquelas que so foro le cul so segon las mes de pauca humiditat, de las quals corr aygua citrina o un petit de sanc am cos continuabla, e so segon la color del cos.	Mays empero aquelas que so foro le cul so segon las mes de pauca humiditat, de las quals corr aygua citrina o un petit de sanc am cos continuabla, e so segon la color del cos.
E la curacio de aquela que es dedintz le cuol es que comandes al malaute que se assela e que se exprema entro que le cuol yesca e las emoroydas apparescan a tu.	And the treatment for that is to order the patient to drink and expel until the urine becomes clear and the spots disappear from your eyes.
Adonc tu te coyte e suspen am uncis o que tenguas aquelas am la tua ungla, e aprop incideys aquelas deves las suas razitz.	Then you wipe and suspend with a handkerchief or that you have those on your nails, and then you prick those with your needle.
Mays si les uncis no so tengutz en aquelas per la humiditat de lor e mollificacio de aquelas, lahoras pren aquelas am drap aspre o am coto o am flassada de lana, e extratz aquelas am les tieus ditz, e aprop inscideys aquelas e polveriza sobre lor alcunas polveras caudas aprop la inscizio, per que sian ad aquelas en loc de cauteri; o cauteriza aquelas segon que es precedit en le capitol de cauterizar.	If your nails do not hold up due to the humidity of them and their softening, then take them with rough or coarse or flaked lanolin, and extract them from the nails, and then prick them with your needle, and sprinkle over them some fine ashes as a protection, because they will adhere to these rather than to the wound; or cauterize them as it is described in the chapter on cautery
E aprop cura aquelas am l’autra curacio entro que sian sanadas.	And take care of them with other treatments until they are healed
E si le cul no obezeys a egressio, lahoras cristerisa le malaute am cristeri en le qual sia mordicacio petita, e sia lavat am aquel aquo que es en le cuol e que obezesca a egressio leugierament quan le malaute s’esprem.	And if the urine does not obey evacuation, then order the patient to drink plenty of water in the bladder and that it be evacuated willingly when the patient expels it
Mays si las emorroydas so defora le cul, lahoras la causa de lor es leugiera, e es que tu prenguas aquelas am la tua ungla, o que prenguas aquelas am unci, e inscidas aquelas, e aprop cura aquelas am aquo que havem dit entro que sian sanadas.	If the spots are outside the urine, then their cause is slight, that is to say that you take those on your nails, or that you take those on your thumb, and instill them, and take care of them with water as we have said until they are healed.
E aquel que avoreys inscizio, cove que aministres sutura de lor segon aquesta manieyra: pren fiel envolopat e entromet aquel en agulha e aprop extratz las emorroydas a las partidas dessus, e fay aquel penetrar am la agulha en la razit del autra part, e envolveys las doas extramitatz del fiel en la partida pus dejos de la agulha, e so latitudinalment; e estrenh la emorroyda am strectura fort, e aprop noza le fiel e extratz la agulha.	And whoever has a wound, cover that you administer sutures according to this manner: take a silk thread and put it through a needle and then extract the spots from the upper parts, and make that penetrate through the needle in the root of the other part, and wrap the two ends of the thread in the part left behind the needle, and so horizontally; and tighten the wound firmly, and then remove the needle.
E fay aquo a totas, e layssa de aquelas una e no la cozes, per so que la superfluitat del sanc corra de aquela.	Do all of this, and do not touch them, so that the surplus of the healing runs from there
E aprop pausa sobre le cul drap enfus en oli rozat o en cerot; e pausa aquel sobre·l cuol e comanda al malaute que·s repause.	And put a little oil of rosemary or cerate on the bladder; and put that on the bladder and order the patient to rest.
E aprop layssa aquela entro que caja; e quan es casuda, cura aquelas am enguentz o am autra curacio entro que sia sanat.	And leave that for a while; and when it is evening, care for them with ointment or another treatment until they are healed
De curacio de fistulas.	Treatment of fistula.</start_of_turn>
Motas veguadas accideys per exseccacio de fenda o per costriccio de natura.	The veins become swollen due to the excess of the wound or for the constriction of the nature.</start_of_turn>
E cum so antiquadas e no val en aquela medicina, lahoras cove que tu razas aquelas am la puncta de spatum o am la tua ungla entro que sian faytas humidas e sia hostada de aquelas la escorsa pus desus, la qual prohibeys aquelas de consolidacio; e aprop cura aquelas entro que sian consolidadas.	And since these are ancient remedies and do not work in this medicine, cover those at the point of emission or on your nail until they are moist and host those pus pockets, which prevent them from solidifying; and take care of them until they are solidified.</start_of_turn
