Ayssi comensan las paraulas de Albucasim .	Certainly. Here's the translation:
E ja es possible que sobre aquesta specia sia fayta seccio e sobre les autres carns; e es que tu inscida la codena dels genetius, e aprop esten le huou a las partidas desus, e extratz aquel del ciphac blanc, e deliura le suspensori dels vaysels, e ligua les, e inscideys le suspensori pus que tu deliuras aquel de tota partida de las partidas del huou.	And it is possible that concerning this species it is useful to make an incision and on the others meats; and that you prick the root of the generators, and then extend the blood to the lower parts, and extract that from the white globules, and deliver the blood clot, and ligate the vessels, and prick more than you delivered that from all the parts of the blood
Donc si l’huou ja es am aquelas carnadas consolida, lahoras cove que tu extraguas le huou e inscidas aquel.	Therefore if the blood is already in those meats consolidated, you must extract the blood and prick that
E si es adherencia entro alcuna causa del ciphac, o entre aquo que es entre les bayssels, lahoras cove que tu deliures tota aquela adherencia e inscidas aquela per inscizio redonda.	And if there is adherence for any cause of the cautery, or between those that are between the vessels, you must deliver all that adherence and prick that for round incision
Mays si es nativitat de carn en le loc de la adherencia la qual es detras, lahoras cove que tu inscidas tot aquo que es de lu, e extraguas le huou ayssi cum havem dit.	But if it is born from meat in the place of the adherence which is behind, you must prick all that is of it, and extract the blood as we have said
Donc cum es complida la tua operacio, lahoras omple la plagua de lana imfuza en oli rozat e vi; e aprop cura aquela am l’autra curacio entro que sia sanat.	Therefore when your operation is finished, fill the wound with soft wool soaked in olive oil and wine; and take care of that as well as the other care that is to be done until it is healed.
Capitol .lxiv.	Capitol .lxiv.
De la curacio de hernia que es de vitz.	Capital .lxiv.
Vit es apostema envolut per alcuna envolucio semblant a broto am mollificacio dels testiculs, e es fayt dificil movement exercitiu e deambulacio sobre le malaute.	Vital is a swelling enveloped by any covering similar to a bud, and it is difficult for the patient to exercise and walk on the affected limb.
E en la curacio de aquesta malautia es per temor per aquo del qual es precedida rememoracio.	And in the treatment of this disease is to fear what precedes it in memory
Empero cove que diguam opperacio en aquela segon que fero les primiers.	However, we must say that the operation must be performed at the first opportunity
E dic que cove que fassas sezer le malaute sobre una cezelha elevada; e aprop enpelleys le suspensori dels testiculs a las partidas dejos; e aprop te la codena dels genetius am les tieus ditz am les baysels que so probdas a la vergua; e tengua aquels autre ministre que tu, e extenda aquels am extencio vehement.	I say that you should make the patient lie on a raised cushion; and that you suspend the testicles from the groin to the lower parts; and that you place the heel of the hand on the genitals with the thumbs against the ribs; and keep those other attendants that you have mentioned, and extend those with violent extension
E aprop inscideys am spatum lat agut per seccio traversa en le dreyt dels vaysels entro que sian les vayssels descubertz.	Then make an incision on the outer edge of the heel for a transverse section through the vessels until the vessels are exposed
E aprop excorja de tota partida ayssi quo a tu havem dit en extraccio de arceria las quals so en las templas.	And then remove the entire part as we have said in the extraction of the intestines which are in the temples
E aprop fica en aquelas un’agulha en la qual sia fiel doble, e lia aquel en le primier del locs en les quals accideys vit, e lia aquel autra veguada en le derier de lor.	And then leave in that place a needle which is doubled over, and tie one at the front of the place where the wound occurred, and tie the other at the back of them.
E aprop inscideys aquels en le mieg loc per seccio dreyta segon la longuesa del cos, e extratz aquo que es agreguat de las humiditatz fetulentas e corruptas.	And then make an incision in the middle of the limb for a transverse section according to the length of the limb, and remove whatever is added of the foul and corrupt humors
E aprop cura la plagua am curacio de las autras plaguas en las quals vols sania esser engendrada per so que caian les vaysels les quals noyreysso un de dos genetius, quar no es mal per aquo.	And then care for the wound like for other wounds in which you wish to make it so that the vessels which support two testicles do not break, which is not bad for what.
Mays si accideys vit a totz les bayssels, lahoras cove que·ls testicols sian extragutz o que les testicols per aquo se cequo am les vayssels, per que sia privat de tot nutriment per la inscizio dels vayssels, e que sian estaborits, o que cequo per so que no sia juvament am aquels.	Maybe if the testicles were extracted or that the testicles because of the vessels were broken, it would be private of all nourishment for the wound, and that they would be established, or that they would be equal so that they are not harmful to those things.
Capitol .lxv.	Capital .lxv
De la cura de hernia entestinal.	Of the treatment of intestinal hernia.
Le adveniment de aquesta hernia es per seccio que endeve en le ciphac extendut sobre le ventre de part dels angunars del mirac del ventre, per que deysendo les budels de aquela ruptura ad alcu dels budels.	The coming of this hernia is for section that proceeds from the abdomen extended over the belly of the greater curvature of the belly, because by this means the intestines of that rupture are brought close to some of the intestines.
E aquesta ruptura es o del ciphac o de excencio de lu, e accideysso aquestas doas specias per motas causas: o percussio, o per sautz, o per clamor, o per elevacio de alcuna causa greu, o per semblantz.	And this rupture is either of the abdomen or of excess of it, and it occurs for various causes: either percussion, or cough, or cry, or elevation of any serious cause, or for any other reason.
E·l senhal de aquo, quan es per extencio del ciphac, es que accideys pauc a pauc en lonc temps, e no accideys soptament, e es apostema engual entro ves le preon per so quar le ciphac comprem le budel.	And the sign of that, when it is for extension of the abdomen, is that it occurs little by little over a long time, and does not occur suddenly, and is swelling that enters within the belly for so that the abdomen compresses the intestines
E le senhal de lu es quan es per seccio del ciphac, quar al comensament fa accidir dolor vehement sobtament; e es apostema divers aparent dejos la codena propdana aparent, e aquo es per eyssiment del budel, e·l cos de lu a las partidas deforo del ciphac.	And the sign of that is when it is for section of the abdomen, that at the beginning it causes violent pain suddenly; and it is swelling different from the apparent swelling outwards of the heel, and that is for the displacement of the intestine, and the body of the hernia to the parts beyond the abdomen
