Ayssi comensan las paraulas de Albucasim .	Thus begin the remedies of Albucasim.
E per aquo es a tu necessari quan lias le fiel desus, que tu eleves la codena a las partidas desus, o que retorne deves le tieu compliment, e cobra la plagua ayssi co havem dit.	And therefore it is necessary for you to remove the fig leaf above, so that you elevate the stone to the upper parts, or return to your own complement, and take away the plague as we have said.
Capitol .lxi.	Chapter 16.
De extraccio de peyra de las femnas.	On the extraction of stones from women.
Peyra en las femnas pauc es engendrada.	A stone in women is rarely generated.
Mays si ve peyra ad alcuna de aquelas, lahoras dificil es la curacio de lu, e es prohibida per tropas manieyras.	Perhaps you see a stone in some of them, then the cure of it is difficult, and it is forbidden by many methods.
La una de lor es quar la femna fort leu es verges.	One of them is because the woman's strength is weakened.
E la segonda es quar tu no trobas femna be scient que descroba si meteyssa al metge quan es casta, o es de las femnas haventz maritz.	And the second reason is that you do not find a woman who is skilled in science who can describe the measurement of the doctor when it is cast, or it is among women who have husbands.
La tersa es quar tu no hatrobas femna be sabent aquesta art, majorment la operacio am ma.	The third reason is that you do not find a woman who is knowledgeable in this art, especially the operation with the hand.
E la quarta es que·l loc de la seccio sobre peyra en las femnas es longinc del loc de la peyra, per que indigeys de seccio preonda, e en aquela es temor.	And the fourth reason is that the place of the surgical incision for stones in women is far from the place of the stone, because it requires a deep incision, and in that there is fear.
Mays si necessitat provoca a tu ad aquo, lahoras cove que tu prenguas una femna metga be scient, e pauc es atrobada.	Perhaps it is necessary to provoke you to this, then it becomes known that you have taken a woman of middle science, and few are experienced.
Mays si tu es privat de aquela, lahoras cerca metga quast e subtil, o presenta una femna matrona be esenhada en le feyt de las femnas, o femna que en aquesta art ennueys partida del art.	Perhaps you are deprived of that, then seek a middle-quality woman who is subtle, or present a mature woman who is skilled in the affairs of women, or a woman who in this art has a share of the art.
Donc fay aquela present, e comanda a lu que fassa tot aquo que tu li mandaras, de la enquisicio sobre la peyra al comensament; la qual causa es que reguarde si la femna es verges, lahoras cove que meta lo sieu dit en le cul de lu e quiera la peyra.	Therefore make that present, and command to him that he do all that you will order, from the inquiry about the stone to the beginning; which cause is that it regulates if the woman is weakened, then it becomes known that he put his finger in her fundament and seeks the stone.
Donc si atroba aquela, coarte aquela dejos le sieu dit, e lahoras comanda a lu que inscida sobre aquela.	Therefore if you find that, cut away beneath his finger, and then command him to make an incision above that.
Mays si no es verge, lahoras comanda a la matrona que entrometa lo sieu dit en le conh de la malauta e enquiera sobre la peyra, pus que pausa la sua ma sinistra sobre la vesica, e comprem aquela am bona comprecio.	Perhaps if it is not weakened, then command the midwife to insert her finger into the cavity of the patient and inquire about the stone, since she places her left hand on the bladder, and takes it with good comprehension.
Donc si atroba aquela, lahoras cove que gradantment maugua aquela de l’orrifici de la vesica a las partidas dejos am somman de la sua vertut entro que pervengua am aquel a la razit de la coyssa.	Therefore if you find that, then it becomes known that you gradually remove it from the orifice of the bladder to the lower parts with gentle movements of your hand until you arrive at that point in the cavity.
E aprop inscida sobre aquela apposicio de la maytat del conh deves la razit de la coyssa de qualque part sia a lu parada e cent la peyra en aquela partida, e·l dit de lu no sia remaugut de la peyra coartan dejos lu.	And then you make an incision above that position of the majority of the cavity towards the point of the hollow of some part being stopped by him and sent to the stone in that part, and his finger is not removed from the stone, cutting away beneath it.
E la seccio sia pauca al comensament; e aprop entrometa lo ray sobre aquela seccio, e si sent la peyra, lahoras ajuste en seccio segon la quantitat la qual sap que la peyra sira getada de aquela.	And the incision is small at the beginning; and then you insert the rod above that incision, and if you feel the stone, then adjust the incision according to the quantity which you know that the stone will be extracted from there.
E sapias que las specias de peyra son motas: quar de aquelas es pauca e gran, e leon e aspra, e longua e redonda, e havent ramps.	And you know that the species of stones are many: because among them there is small and large, and rough and smooth, and long and round, and having ridges.
Donc tu sapias quantas specias so de lu per aquo que tu signifiques sobre aquo que vols.	Therefore you know how many species are of it for that which you signify above that which you want.
E si tu veus flux de sanc, ajusta en le loc vetriol trissat e te aquela per una hora entro que sia abscindit le sanc, e aprop retorna a la tua operacio entro que la peyra sia fora-getada.	And if you see a flow of blood, adjust the glass vessel in that place and leave it for an hour until the blood is absorbed, and then return to your operation until the stone is forgotten.
E fay que prepares am tu dels instrumentz les quals e ditz en la extraccio de peyra en les homes, per so que sias ajudat per aquels en la tua operacio.	And make sure that you prepare yourself with the instruments which are said to be used in the extraction of stones from men, so that you may be helped by them in your operation.
E si tu veus flux de sanc, e sabes que la expulcio del sanc es de la arceria que es insciza, lahoras tu pausa polvera sobre le loc e estrenh aquel am pulvils e strictura descent, e no iteras aquo; e layssa la peyra e no extraguas aquela, quar fort leu morira la malauta.	And if you see a flow of blood, and you know that the expulsion of blood is from the artery which is incised, then you pause and sprinkle powder on the place and strengthen it with compresses and descent, and do not iterate that; and leave the stone and do not extract it, because if you weaken it, the patient will die.
