Ayssi comensan las paraulas de Albucasim .	Thus begins the words of Albucasim.
Eyssiment del fet sobre·l col expandudas las suas mas e la fassia de lu es al dos de la sua mayre.	The child is hanging over her mother's shoulder, with his hands and the surface of his body spread out.
Cove que la matrona tengua la ma del fet e aprop revolva aquel petit a petit, e eque aquel am facilitat.	That the midwife should have the hand of the child and gradually turn him over little by little; and that this is made easier.
E cum es e quant so es engualhat, e lahoras pausa sobre le conh de lu aquo que havem recomtat de oli e de mucellages.	And when it is and how much it is wrapped up, then place over the navel of the child that which we have recommended of oil and mucilage.
E aprop comandas a lu que·s maugua petit a petit, e quan auras feyt aquo, lahoras fay aquela cezer sobre una cezelha e comanda li que sia inclinada sobre le latz dreyt, e aprop comanda a lu que sia compremuda; e fay aquela stornudar am condizi.	And then command him to suckle little by little and when you have done that let her lie down on one side and command him to be pressed in; and make the woman sneeze with some medicine.
Exitus foetus praeparati super latus.	The preparation of the exit of the fetus is over the side.
Quan deyssen a horrifici de la mayre segon aquesta manieyra, considera, e lahoras tu inscideys la segondina am la tua ungla entro que sia evacuada de la humiditat.	When they are going to be horrified by the mother according to this method, consider and then insert your finger inside so that it is evacuated of moisture.
E si le fet es suspendut sobre la cara e·l col de lu, lahoras tu inscideys aquela del embelic, per so que no sia retengut e mora.	And if the child is suspended over the face and neck, then insert your finger into the navel so that he is not retained and delayed.
E aprop empelleys le fet a las partidas dedintz entro que pauses aquel segon que cove, e manda a la femna que comprema a si alcunas veguadas, e el sira fora-getat am eyssiment leugier, si Dieus o vol.	And then press the child towards the parts inside as you pause that according to what the midwife wants; and order the woman to press herself in several times and he will be expelled easily with the exit hanging down, God willing.
Exitus geminorum aut foetuum multorum.	The exit of twins or many fetuses.
Sapias que gemels motas veguadas so natz, e alcunas vetz naysso tres o quatre , mays aquo es estranh e tart s’endeve; mays v so causas foro natura, e no vivo.	Know that twins are often born, and sometimes three or four, but that is strange and difficult; but they are caused by nature and do not live.
E conte aquelas, ja sia que sian montiplicatz, una segondina, e son seperatz per ciphac, distingen aquels enter le liguament en l’ombilic de cascun de aquels E alcunas veguadas so foro-getatz ayssi cum es un fet per eyssiment natural leugier, e so eysitz alcunas veguadas per eyssiment no-lausabla ayssi cum havem recomtat.	And count those, now that they are multiplied, one second, and they are separated by the placenta; distinguish between them in the umbilical cord of each of them. And sometimes they are expelled thus with an easy natural exit, and sometimes with an exit not to be laughed at as we have recommended.
E si son dificils alcus de lor deves le enfantament e perveno ad aquo que havem dit de las figuras no-naturals, lahoras tu cura aquels ayssi cum havem recontat.	And if they are difficult to deliver and arrive at that to which we have said about the non-natural figures, then you cure them thus as we have recounted.
E si’ la matrona subtil e fassa aquo que fa am facilitat e subtilitat, e am tarditat, e sia ingeniat segon tota figura segon que es a lu preparat de l’engen amenant a salut.	And if the midwife is subtle and does what she does with facility and subtlety, and with tardiness, and it is worked on according to all the figure as it is prepared for him by bringing about health.
Rememoratio eius quod formatur in matrice ex embrionibus et Abortiuntur.	Remembrance of that which is formed in the womb from embryos and abortions.
Alcunas veguadas son formatz en la mayre un, e dos, e tres, e quatre, e v, e vi, e vii, e mays x, e ja es deves mi verificat que una femna abortem ne getet vi, e una autra x totz formatz, la qual causa fo fayta per mensuracio dels glorios savis.	Sometimes they are formed in the womb as one, two, three, four, five, six, seven, and even ten, and I have indeed seen that a woman who aborts may have six, and another ten of them, the cause of which was discovered by the glorious wise ones through measurement.
E tot aysso cove que sia en la sciencia de la matrona quar fort leu ad aquela parve semblant de aquo, e donc opause se ad aquo am so que cove.	And all that being said that it should be in the science of the midwife how strong they are at that small thing and then pause at that with which she does that.
Capitol .lxxvi.	Chapter .lxxvi.
De extraccio del fet quan es mort.	On the extraction of the child when it is dead.
Quan tu curas le fet mort am aquo que havem dit en la divisio de la medicacio e no es defora eyssit, e tu yest forsat usar de opperacio am ma, lahoras cove que consideras si la femna es de sana vertut e no es am alcu dels accidentz per les quals sobre ela es temuda perdicio.	When you treat the dead child with what we have said in the division of medicine and it is not expelled out, and you must use incision with the hand; then consider if the woman is of healthy nature and has none of the accidents by which she is thought to be in danger of loss.
Lahoras cove que la femna sia envessada sobre le lieyt sobre le sieu dos, e sia le cap de lu enclinat enjos e las coyssas de lu sian elevadas.	Then let the woman lie on her back on her side with her head inclined down and her thighs raised up.
E·l ministre tengua aquela de doas partz o sia liada en le lieyt per so que·l cos de lu no se extenda deves la extraccio del fet.	And the minister should hold that in two parts or be tied in the bed so that the body of the child does not extend due to the extraction of the child.
E aprop tu humecta la boca de la mayre de lu am olis humitz e am mucellage de altea e de fenugrec e de semensa de li.	And then you moisten the mouth of the mother with oiled and moistened mucilage of altaea, and of fenugreek, and of linseed.
E aprop unte la matrona la sua ma am aquels olis e mucellages, e aprop entrometa la sua ma am fecilitat en la mayre, e aprop cerque am la ma loc en le qual fique les uncis en le fet.	And then the midwife applies her hand with those oils and mucilages, and then inserts her hand with facility in the mother, and then encloses her hand around the place where the nails are in the child.
E locs convenient en aquo: adonc tu considera si le fet es preparat que deysenda sobre le sieu cap, e lahoras tu fique les uncis en les huels de lu, o en le col, o en la boca, o en le palat, o dejos la barba, o en la furcula de lu, o en les locs propdas de las costas, o dejos les ypocondres.	And convenient places for that: then consider if the child is prepared to descend over his head; and then you place the nails in his hollows or in the neck, or in the mouth, or on the palate, or under the beard, or in the furcula, or in places near the ribs, or under the armpits.
Mays si le deysendiment es sobre les pes de lu, lahoras en le pentenilh, o en le mieg de las costas.	But if the descent is over his feet then in the sole of the foot, or in the middle of the back.
