Ayssi comensan las paraulas de Albucasim .	Thus begin the words of Albucasim .
E la codena del enfant es breu per natura, e motas veguadas nays en tal manieyra que no ha necessitat de mondificacio, e yeu he vist aquel.	And the thread of the child is short by nature, and sometimes it happens in such a way that he has not needed purification, and I have seen this.
Mays de la mondificacio que·s fa am forfexs e liamentz am fiel, la bontat, experiment descrobic a mi, quar las forfexs so de proporcional inscizio, per aquo quar la acuitat que es desus es ayssi cum la acuitat que es dejos; e donc cum tu premes la tua ma so proporcionadas dos acuitatz, e inscideysso segon una comperacio en un temps; e es fayta compressio del fiel am figura contenent la codena de la vergua de tota partida, am le qual no catz error de tot.	But of the purification which is made by forceps and adhesive with pitch, the goodness, I have discovered through experience that the forceps are equally proportional incision, therefore that the acuteness which is above is also with the acuteness which is below; and then when you measure your hand so proportionally two acuteness, and insert according to a comparison in one time; and it is made compression of the pitch which contains the figure containing the thread of the penis from all sides, with which there is no error at all.
E la manieyra de la operacio primeyra es que tu fassas estar le enfant majorment si es de aquels que entendo un petit, que no fassas sino que tu lies le fiel en la sua vergua tant solament, e que leysses aquel entro al autra dia.	And the manner of the first operation is that you make the child lie down mostly if he is one of those who understand a little, and do not but that you tie the pitch in his penis only, and then let him lie for another day.
E aprop fay aquel alegrar en tota aquela manieyra que es a tu possibla de aquo que recep la sua intelligencia.	And then make him cheer up in all that way which is possible for you by receiving his intelligence.
E aprop fa aquel estar entre las tuas mas estatuir preparadament, e no sia ges cezent; e occulta las forfexs en la tua ma o dejos le tieu pe, que l’enfant no veia aquelas ni degun autre dels instruments.	Then have the patient lie between your knees, fully exposed and not covered; hide the forceps in your hand or under your foot so that the child does not see them or any of the other instruments.
E aprop entremet la tua ma a la vergua de lu e suffla en la codena, e tira aquela entro que sia eyssit le cap de la vergua, e aprop mondifica aquel de aquo que es agregat en ela de sordicia.	Then insert your hand into the vagina and blow into the cervix, and draw out whatever is inside so that the head of the cervix comes out, and then clean it of any dirt that has accumulated there.
E aprop lia le loc signat am fiel dobla, e aprop ligua pus bas de aquel un petit le segon liament, e aprop te am le dit pous e endic tieu le loc del liament dejos am bona retencio, e inscideys entre dos liaments.	Then tie the marked spot with a length of thread, and then knot it tightly below that, and push your finger into the opening of the ligament, holding it in place with a good grip, and cut between the two ligaments.
E aprop eleva la codena sus leugierament e estratz le cap de la vergua; e aprop leyssa le sanc corre petit e petit, quar es milhor ; e pausa polvera desus e sobre la polvera pausa drap en le qual es spandut mugol de huou coyt en ayguaros concosit am oli rozat recent bo; e layssa aquel sobre aquel entro al autra dia; e cura aquel am curacio entro que sia sanat.	Then lift the cervix gently and pull out the head of the cervix; and let the blood flow slowly, for that is better; and put powder on it, and on top of the powder place a cloth that has been soaked in rose water mixed with fresh cow's milk; and leave that on overnight; and treat the wound with ointment until it is healed.
La forma de las forfexs a mondificacio, aquesta es la forma:	The shape of the forceps for cleaning, this is their shape:
Sian las unas extramitatz no-talhantz e las autras sian talhant, que non sia yssit le ram del clau, e sia la longitut de las doas acuitatz ayssi cum la longitut de dos manubres engualment.	Let one end of the forceps be blunt and the other pointed, so that the nerve in the claw is not cut; and let the length of both jaws be equal to the length of two fingers joined together.
Mays la error en mundificacio es quar fort leu efugeys la codena intrinseca tota, o partida de lu deves la inscizio.	The mistake in cleaning is that often the cervix itself escapes completely, or part of it escapes from the incision.
Donc cove que tu extendas aquela de la tua hora am la tua ungla denant la apostemacio del loc e que inscidas aquela segon equalitat.	Therefore, you must carefully insert your finger into the aperture and push it forward until you feel resistance, then insert the forceps according to its equal length.
E si no la podes tenir am la tua ungla, lahoras extratz aquela am unci e inscideys aquela.	And if you cannot hold it with your finger, then grab it with a hook and insert it.
Mays si son passatz tres dias, e roman aquo que es imflat dejos la vergua apostemat, lahoras tu leyssa aquo entro que sia cedat le apostema caut, e excorja aquel am fecilitat, e inscidex aquel segon que a tu es preparat.	But if it has passed three days, and the swelling under the cervix remains, then you must insert it so that the apostome gives way, and cut it out easily, and insert it according to how it is prepared for you.
E guarda te del cap de la vergua, quar no nosera a lu aquo.	And beware of the head of the cervix, for it will not tolerate that.
E donc cura aquel am aquo que la plagua consolida de las polveras las quals havem recomtadas en le tractat de las polveras.	And so treat that with the powders we have recounted in the treatise on powders, to promote healing.
E si es inscidit de la codena sobre mesura, e obezeys a las partidas desus, aquo no notz a lu.	And if it is cut beyond measure, and obeys the rules above, then it will be fine.
E mays cura aquel am aquo que havem dit entro que sia sanat.	But treat that with what we have said earlier, so that it heals.
Capitol .lviii.	Chapter .LVIII.
De curacio de urina retenguda en la vesiqua.	Of the treatment of urine retained in the bladder.
Retencio de urina en la vesica es fayta per oppulacio fayta per peyra o per sanc congilat, o per poyre o per carnada, e semblantz ad aquels de aquo que havem dit de las manieyras de curacio en la divisio.	Retention of urine in the bladder is caused by obstruction caused by a stone, or by congealed blood, or by swelling or by growths; and it is treated similarly to what we have said about treatments in the division above.
