Ayssi comensan las paraulas de Albucasim .	Thus begins the words of Al-Bucasi .
Mays si no es verge, lahoras comanda a la matrona que entrometa lo sieu dit en le conh de la malauta e enquiera sobre la peyra, pus que pausa la sua ma sinistra sobre la vesica, e comprem aquela am bona comprecio.	Maybe if she is not pregnant, then order the married woman to put her finger in the patient's crotch and feel the penis, as she keeps her left hand over the bladder, and carefully touches that one.
Donc si atroba aquela, lahoras cove que gradantment maugua aquela de l’orrifici de la vesica a las partidas dejos am somman de la sua vertut entro que pervengua am aquel a la razit de la coyssa.	So if she is taken, then know that gradually she stretches that one from the orifice of the bladder to the roots of her pubic hair, and carefully brings that one to the patient's anus.
E aprop inscida sobre aquela apposicio de la maytat del conh deves la razit de la coyssa de qualque part sia a lu parada e cent la peyra en aquela partida, e·l dit de lu no sia remaugut de la peyra coartan dejos lu.	And then cut on that position of the patient' crotch, with the base of the penis facing towards her anus, and carefully insert the penis into that opening, and don't remove it from there until the patient comes; and his finger should not leave the orifice.
E la seccio sia pauca al comensament; e aprop entrometa lo ray sobre aquela seccio, e si sent la peyra, lahoras ajuste en seccio segon la quantitat la qual sap que la peyra sira getada de aquela.	The section should be small at the beginning; and then insert the finger into that section, and if she feels the penis, then adjust the section according to the quantity that you know the penis goes inside her.
E sapias que las specias de peyra son motas: quar de aquelas es pauca e gran, e leon e aspra, e longua e redonda, e havent ramps.	And you know that the types of penis are many: some are small and big, and some are sharp and pointed, and some have bumps.
Donc tu sapias quantas specias so de lu per aquo que tu signifiques sobre aquo que vols.	So then you know how many types there are for the penis that you want to make a section on.
E si tu veus flux de sanc, ajusta en le loc vetriol trissat e te aquela per una hora entro que sia abscindit le sanc, e aprop retorna a la tua operacio entro que la peyra sia fora-getada.	And if you want to stop the bleeding, adjust in that virulent spot and touch that one for an hour until it stops; then return to your operation before the penis comes out.
E fay que prepares am tu dels instrumentz les quals e ditz en la extraccio de peyra en les homes, per so que sias ajudat per aquels en la tua operacio.	Prepare those instruments that are described in the extract of the penis in men, so that you are helped by them in your operation.
E si tu veus flux de sanc, e sabes que la expulcio del sanc es de la arceria que es insciza, lahoras tu pausa polvera sobre le loc e estrenh aquel am pulvils e strictura descent, e no iteras aquo; e layssa la peyra e no extraguas aquela, quar fort leu morira la malauta.	And if you want to stop the bleeding, and you know that the exit of the blood is from the arnica that is inserted, then you pause powder on that spot and spray it with a strong spray and do not repeat that one; and leave the penis alone, and don'y extract that one, because a very heavy woman will die.
E aprop cura la plagua.	Then heal the plague.
Donc cum es cedada la acuitat del sanc aprop alcus jorns, e·l loc se poyreys, lahoras tu retorna a la tua operacio entro que la peyra sia fora-getada.	So when the acute pain subsides, the area softens, then return to your operation before the penis comes out.
Capitol lxii.	Chapter 62.
De seccio sobre ernia acoza.	On Section on Hernias.
Hernia ayguoza no es sino agregacio de humiditat en le ciphac blanc lo qual es dejos la codena dels genetius contenent le huou, e es nompnat ciphac.	Hernia is nothing but an accumulation of moisture in the cicatum white, which leaves the testicles of the genitals containing the sperm, and it is called spermatic cord.
E alcunas veguadas es en le propri pannicol le qual a lu preparec natura en la partida del huou, entro que sia cuyat que ja es autre huou; e es la codena del genetiu entre le ciphac blanc le qual havem dit, e no es aquo sino tart.	And some are inside the natural panniculus that prepares nature at the base of the sperm, before it becomes another testis; and it is the spermatic cord between the cicatum white that we have mentioned, and it is not water but fat.
E la generacio de aquest hernia es per debelitat la qual accideys als genetius, per que ad aquels es efundunda aquesta materia, e alcunas vetz accideys per percuscio fayta sobre les genetius.	And the cause of this hernia is due to the injury that occurs to the genitals, so that this substance is discharged, and sometimes it happens due to trauma caused by an impact on the genitals.
E aquesta humiditat es havent motas colors, quar la color de lu o es declinant a citrina o a sanguinent, o rog, o es negra feculenta, o es ayguosa blanqua, e es aquo que es mays.	And this moisture is not of different colors, because the color of it or it declines to yellow or blood, or red, or black, or ripe, or white water, and it is that which is most.
E les senhals per les quals es saubut on es aquesta agreguacio de aygua so aquestz: quar si es en le ciphac blanc le qual havem dit, lahoras le apostema es redon declinant un pauc a longitut ayssi cum figura de huou, e appar le genetiu, quar la humiditat conte aquel de tota part.	And the landmarks by which you can identify where this accumulation of water is: because if it is in the cicatum white that we have mentioned, then the swelling is rounded, declining a little in length like a testis, and appears the genitals, because the moisture contains all parts.
E si la humiditat es en le propri pannicol, lahoras le apostema es redon am partida del huou e per aysso hom estima que es autre huou.	If the moisture is in the proper panniculus, then the swelling is at the base of the sperm, and thus one estimates that it is another testis.
E si la humiditat es entre la codena dels genetius e·l ciphac blanc, lahoras catz dejos le centiment.	If the moisture is between the spermatic cord and the cicatum white, then know that… (the text continues, but the sentence doesn't make sense in English).
E cum tu vols la cognicio de la color de la humiditat, lahoras tu esproa la color de la humiditat en le apostema am entromes cayrat del qual la forma es precedida; e segon aquo que es eyssit en le vestigi del entromes, jutga de aquo que es dedintz lu.	And if you want to know the color of the moisture in the swelling due to the shape of the injury; and according to the water that is discharged in the edge of the injury, judge from that which is inside it.
Donc quan nos vinem a la curacio de lu am ferr, lahoras cove que comandem al malaute que sia fleubotomat si aquo es a tu possibla, e vezes le cos de lu ple.	So when we come to the cure of it, then know that you order the patient to drink if water is possible for him, and wash his feet.
