Ayssi comensan las paraulas de Albucasim .	Thus begins Albucasis' words.
Mays si la plagua ja en le os a fayta enprecio, lahoras percuireys aquela, e lahoras si en lu ha fragmentz de hos, extratz totz aquels que podes de lor; e aquo que a tu no es apparelhat, leyssa aquo entro que la plagua se poyrisca, e sia separat e la egrecio de lu sia alleujada.	But if the plague has already begun to eat the bone, then beat that one, and if there are any fractures of bones, extract them all that you can; and if it is not worn out, let it heal until the plague corrupts it; separate and make a hole in it, so that its blood may be drained.
E si la plagua es recent lahoras polveriza sobre aquela polvera la qual t’e recomtada.	But if the plague is recent, then apply on it the powder that I have recommended to you.
Mays si en la plagua es fayta fistula, lahoras cura aquela am aquo del qual la rememoracio vindra aprop en le sieu capitol.	But if the plague has opened a fistula, then heal it with water in which the cure will come back to its head.
De las plaguas del col o de semblantz quan fayta entre las spallas e es fayta am spaza o am cotel o am lansa o am semblantz.	For col plagues or of resemblance when it occurs between the shoulder blades and it happens by cold or by a lance or of resemblance.
Si es percussio de lansa o de cotel, e vezes de lu la profunditat, lahoras considera mays si de la plagua yeys ventositat quan le malaute elena; lahoras sapias que la plagua es mortal.	If it is a noise of a lance or a sword, and its depth is times of three, then consider whether by the patient' moaning there is any wind; then know that the plague is deadly.
E si en lu no es profunditat e la plagua es recent am le sieu sanc, lahoras tu pauses en lu de la primieyra horo polvera, e no strenhas aquel per que no sia le sanc retengut en la profunditat de lu e que retorne al cor e que aucigua le malaute, mays pausa en lu enguent atractiu, e deslia aquela doas veguadas le dia.	But if it is not deep and the plague is recent from the patient' side, then you will apply on him the first powder at first hour; and do not tighten it so that the blood does not go to his heart and make a pulse in his body; but let them leave two veils of the day.
E si l’enguent no es a tu present, lahoras tu pausa en le orrifici de la plagua coto viel per que sucque aquo que yeys de las humiditatz; e fay que le malaute dorma sobre la plagua per que corra aquo que es en lu ajustat.	But if the ointment is not present with you, then apply on the opening of the plague a ring with oil so that it sucks water which has in it; and make the patient sleep on the plague so that it runs water which is in it.
Mays si ja de la plagua son passatz tres dias o mays e no accideys al malaute spasme ni tremor de cor mal ni strictura de ale, e vezes las autras dispozicios bonas de lu, lahoras sapias que plagua es salva; e adonc cura aquela am calguas e am l’autra curacio entro que sia sanada.	But if three days or more have passed since the plague occurred and there is no spasming of the patient or trembling of the heart or stricture of speech, then know that the plague is saved; and then heal it with calo and with another cure until it is healed.
Mays si la sanacio de lu es excusada, e ja tot temps es uberta, lahoras sapias que ja es fayta fistula; cura donc aquela per le sieu capitol.	But if the patient' cure has been postponed and it has been open for a long time, then know that it has already opened a fistula; so heal it with his own head.
E si la plagua es per inscisio de spaza o de cotel, e es simpla en la superficia del pietz o del dos, lahoras cura aquela am aquo que es precedit de sutura, si es gran, o am polvera, si es petita.	But if the plague is by cut of a knife or a lance and it is simple on the surface of the foot or the hand, then heal it with water preceded by sutures if it is great, or with powder if it is small.
Mays si ja ha fayta enprecio en le os, e so ja de lu inscizas pessas, lahoras tu torqua la plagua e coyta ad extrayre aquelas pessas, si so separadas.	If there is already damage to the bones and the feet are already separated, then you should twist the foot and put a bandage on it to extract the separated parts.
Mays si no so separadas, lahoras leyssa las entro que se poyresca la plagua, que la extraccio de lor es alleujada.	If they are not yet separated, then leave them as they are so that the foot can heal, for it is a relief to extract them.
E de las autras plaguas accidentz en les autres membres le juvament en curacio es le juvament de aquo que havem dit.	And of the other injured limbs, healing in treatment is the same as that which we have said.
De las plaguas del ventre.	Of abdominal wounds.
L’indisposicio la qual accideys en le ventre es o gran, o pauc, o migiera.	The discomfort that occurs in the abdomen is great, little, or moderat.
De la gran alcunas veguadas yeys le budel o nervi del budel, per que es fayta intromissio de lor e la sutura de lor esser pus vehement e pus subtil.	For a great number of the small intestines and nerves of the small intestines, so that their interference and their suturing are both violent and delicate.
E disrupcio petita es fayta dificil per autra manieyra, e siec se que la reduccio de lor es pus dificil, si no te coytes de la intromissio de lor al sieu loc tantost, quar se ubre e es engrossat per que le intrament de lu es fayt difficil.	For a small number of the intestines and nerves, it is made difficult in another way; and if you do not avoid their interference with each other at its location so often, for fear that it becomes open and thick because of the instrument, it is difficult to reduce them.
E donc la milhor disrupcio es migiera, quar en aquela no es dificil la reduccio del budel, ayssi cum es dificil en las doas specias denant ditas.	And therefore the best course is moderat; for although it is not difficult to reduce the small intestines, it is difficult in two of the species mentioned before.
E sapias que sutura del ventre es segon quatre manieyras, mays doas suturas son comunas que conveneysso en suturas de las autras plaguas del cors.	And you should know that there are four ways to stitch the abdomen; two common stitches are used, which correspond to the stitches of the other limbs of the body.
E duas autras suturas proprias comunican a las autras plaguas, mays empero so mays proprias en la sutura del ventre.	And two others that are proper to themselves communicate with the other limbs; but they are used only in the treatment of the abdomen.
E yeu recomti a tu quascuna am exposicio e declaracio.	I recommend to you each exposure and explanation.
Donc dic que quan la plagua es petita e es eyssit alcuna causa del budel per aquela, e es fayt dificil a reduzir aquel, lahoras aquo es en una de doas manieyras: o per parvitat de la disrupcio ayssi cum havem dit, o quan al budel es venguda inflacio per la frigiditat de l’ayre.	Therefore I say that when the wound is small and there is no cause of it in the intestines by that, and it is difficult to reduce it: either because of the smallness of the disruption, as I have said before; or when the intestines are swollen by cold air.
