Ayssi comensan las paraulas de Albucasim .	Thus begins Al-Buqadi's discourse.
Mays si le malaute es pauruc, e no spera la segonda operacio per la sua horribilitat, lahoras administra perforacio segon que yeu recomti aquo; e es quan es certificat deves tu, per aquo que havem dit de las significacios, que aquela hernia es ayguosa.	But if the patient is a little bit sick and does not expect the second operation because of its horrible appearance, then administer perforation according to what I have told you; and when it is confirmed that he has water, through water which we have said of signs, that this hernia is watery.
Lahoras cove que tu fassas sezer le malaute sobre alcuna cezelha elevada, aprop perfora le apostema en la partida pus bassa de lu am spatum lat, e pausa la perforacio segon la longitut del cos.	And then know that you should put the patient on a high table; then pierce the swelling in the lower part of it with a lead spatula, and place the piercing according to the length of the body.
E sia la apercio ampla entro que corro tota l‘aygua.	And be the wide opening so that all the water is gone.
E aprop pausa sobre le loc coto e lia aquel e layssa aquel, per so que corro le romanent de l’aygua.	And then place over the area a cloth and leave it there so that the water runs out.
E aprop cura aquel entro que la plagua sia sanada.	And then heal him so that the plague is healed.
Mays si contrarietat es a la egrecio de l’aygua en aquela hora tu perforas aquela: e aquo no es fayt sino per aquo quar le pannicol blanc en le orrifici de la plagua fa contrarietat e prohibeys le eyssiment de l’aygua, lahoras cove que tu metas en la plagua pena o instrument am la qual es extrayta l’aygua dels ydropitz, la forma del qual es precedida; o ajusta en la opprecio de la plagua un petit.	But if the opposite is to the flow of water in that hour, then you pierce it: and if there is no water done but only by the white pannicle on the opening of the plague which causes the flow of water, then know that you put into the plague with a small or an instrument out of which the water comes; or adjust in the place of the plague a little.
E sapias que l’aygua retorna, e es agueguada aprop vi meses o enaviro aquels; e cum es agreguada, lahoras sia perforat segon aquela meteyssa manieyra, quar le malaute ayssi passara les sieus dias.	And know that the water returns and is gathered after two months or a year; and if it is gathered, then pierce according to that method which I have said, for the disease will last its days.
Capitol .lxiii.	Chapter LXXXIII.
De seccio sobre hernia carnosa e la curacio de lu.	On Surgery on Cyst Hernias and Their Treatment.
Sapias que en la seccio sobre aquesta hernia es temor perdusent a pernicia en las majors disposicios; per que a mi es vista la dimissio de lu e esser salvat per aquela milhor.	Know that in the surgery on this hernia is a lost cause to the pernicious conditions; but it is seen that the dismissal of it is safe and is saved by it.
E yeu so rememorant la operacio en aquela e las specias dels apostemas.	And I have remembered the surgery on those and the spices of the swellings.
Donc, dic que l‘apostemas natz en les cos dels quals les genetius so conponutz e es fayt aquo per motas causas: o per superfluitat aguda agra, la qual es efundida als genetius, o per percuscio.	So, say that the swelling arises in the bodies of those whose tendons are connected and it is caused by water for certain causes: or by the flow of water which is gathered in the tendons, or by impact.
E es la color de la apostema segon la color del cos, e no es atrobat en lu dolor, e es apostema greu.	And it is the color of the swelling according to the color of the body, and does not change in pain, and the swelling is hard.
E fort leu es apostema lapificada, del qual la color es fosca, e no es centiment a lu.	And the swelling is very large which is lapified, whose color is dark, and does not feel to it.
E alcunas veguadas es fayt per nodacio de las arcerias, e per imflacio de aquelas ayssi quo ja es perceubut la rememoracio de lu, o per imflacio de venas.	And some of them are caused by the tension of the muscles, and by the swelling of those which is already felt the reminder of it, or by the swelling of veins.
Mays aquo que es per imflacio de arcerias es conogut per la dispercio de la apostema quan compremas aquela am les tieus ditz; e no cove que aquel toques.	But water which is caused by the tension of the muscles is recognized by the disappearance of the swelling when you squeeze that with your fingers; and do not know that you touch it.
Mays aquel que es fayt per imflacio de vena no es dispergut de lu alcuna causa deves la compressio am les ditz.	But that which is caused by the swelling of veins does not disappear from it for any cause when you squeeze with your fingers.
E ja es possible que sobre aquesta specia sia fayta seccio e sobre les autres carns; e es que tu inscida la codena dels genetius, e aprop esten le huou a las partidas desus, e extratz aquel del ciphac blanc, e deliura le suspensori dels vaysels, e ligua les, e inscideys le suspensori pus que tu deliuras aquel de tota partida de las partidas del huou.	And it is possible that on this species be made the section and on the other flesh; and it is because you cut off the tendon behind the knee, and extract all of the ankle bone from its cavity, and untie the ligaments which are hanging from the suspension, and join them together, and cut off those more than you untie.
Donc si l’huou ja es am aquelas carnadas consolida, lahoras cove que tu extraguas le huou e inscidas aquel.	So if the ankle bone is already joined with those parts of the flesh which are solid, then know that you extract the ankle bone and cut off that.
E si es adherencia entro alcuna causa del ciphac, o entre aquo que es entre les bayssels, lahoras cove que tu deliures tota aquela adherencia e inscidas aquela per inscizio redonda.	And if there is an adhesion within any cause of the ankle bone, or between those which are between the veins, then know that you untie all that adhesion and cut off that with a round incision.
Mays si es nativitat de carn en le loc de la adherencia la qual es detras, lahoras cove que tu inscidas tot aquo que es de lu, e extraguas le huou ayssi cum havem dit.	But if there is a birthmark in the place of the adhesion which is behind, then know that you cut off all that which belongs to it, and extract the ankle bone as we have said.
Donc cum es complida la tua operacio, lahoras omple la plagua de lana imfuza en oli rozat e vi; e aprop cura aquela am l’autra curacio entro que sia sanat.	So when your operation is completed, then fill the plague with sheep's milk infused with rose water and oil; and then heal that with other cures so that it is healed.
Capitol .lxiv.	Chapter .lxiv.
De la curacio de hernia que es de vitz.	Of the treatment of hernia, which is of vitriolic nature.
Vit es apostema envolut per alcuna envolucio semblant a broto am mollificacio dels testiculs, e es fayt dificil movement exercitiu e deambulacio sobre le malaute.	There is an inflammation wrapped in a wrapper resembling a sprig that softens the testicles, and makes difficult exercise and walking on the patient's back.
