Ayssi comensan las paraulas de Albucasim .	Thus begins the discourse of Al-Bucasyi.
E no he adhuzida aquesta narracio sino per que sia adjutori sobre aquo que catz de aquesta malautia, e que sia significacio per la qual sia significada e segon la qual sia obrat.	And I will not add to this narrative unless it is to be an aid to me in dealing with this evil, and that you understand by which means it was accomplished and by which means it should be reversed.
De cura sinuum et qualitate clisterizationis cum medicinis.	Of cure of the sick and the quality of the preparation with medicines.
Quan accideys apostema en alcus membres carnozes e·l spazi de l’apostema es prolonguat entro que fa colleccio de sania, e aprop es romput e perforat, e es eyssida de lu la sania, e roman le loc vuoyt quays cum si era vayssel, e la codena que es desobre lu ayssi cum drap subtiliat, e no es pervengut a deriera corrupcio, e no inprimeys en le os o en nervi ni en liament, es apelat sinu, e no es nompnat fistula.	When an apoplexy occurs in large members of the body and the space of the apoplexy is prolonged within that it causes a collection of blood, then it is cut open and pierced, and it is washed out by water, and the wound is sewed up on both sides as if it were a boat, and the knot is opened where it has been sewed; and it does not cause a second apoplexy to occur in the bone or in the nerves or in the joint, it is called a vein, and is not named a fistula.
Mays empero si le spazi es prolonguat entro que la corrupcio enprema en alcun membre, lahoras es appelada fistula e no zukem.	But if the space is prolonged within that it causes corruption to occur in another member, then it is called a fistula, and not a lump of blood.
E la cura de lu es que inscidas aquela codena tota ayssi cum es revolvut, e majorment quan es subtiliada e es fayta cum drap, e comfizas que no adhereys al loc per la sua corrupcio.	And the cure of it is that you cut off all that wound completely at first, and more so when it is softened and made with a cloth, and confirmed that it does not stick to the spot because of its corruption.
Mays si tu speras que la codena adheresca e que aquela corrupcio no aja conseguit per deriera consecucio, e en la codena ha spassitut de cara, lahoras tu cura aquel am clisteri.	Or if you hope that the wound will adhere and that that corruption has not occurred through a second cause, then in the wound have placed a cloth, and cure it with a strong medicine.
E es que consideras al sinu, e lahoras si es gran, e·l brac que yeys es de fetent odor, lahoras clisteriza aquel am medicament egipciac le qual es de oli e vi agre e ziniar recebent partidas enguals, e sian ajustadas en un vayssel, e sian coytas sobre le foc entro que’l medicament se fassa rog e pervengua a specitut de mel.	And that is what you consider the wound, and if it is large, then the arm that has caused an odor, then clisterize it with a medicine of Egypt made of oil and vinegar and honey receiving parts in equal parts, and put them in a boat, and cut them open on both sides as if it were a vessel, and let them flow over a fire until the medicine is boiled and comes out from the inside.
E aprop tu pren de lu aquo que es necessari e dissolveys lu am aygua e mel; e clisteriza am aquel le sinu, e strenh le orrifici de lu, e layssa la medicina en lu per la quantitat de doas horas.	And you take from him the water that is necessary and dissolve it with honey; and you cleanse his stomach, and strengthen his orifices, and leave the medicine in him for the quantity of two hours.
E aprop extratz aquela am sprecio; e fay aquo per tantz dias entro que sia mundificat le sinu e sia remauguda la pudor.	And you extract that with sacrifice; and make water for as many days as it purifies the stomach and restores the fluids.
E alcunas veguadas es clisterizat am aygua de cendre, quan no es a tu prezent aquest medicament; e es que tu prenguas la cendra de vitz, e met sobre lu aygua; e aprop cola aquela e clisteriza aquel am ela entro que te confizes que·l sinu lahoras es ostat.	And some are cleansed with ash water, if not this medicine is taken by you; and that you take the ash of oak, and put it on the water; and you mix it well, and cleanse it inside him, so that you swear that his stomach will be held back.
E si le malaute no ha tollerancia sobre le medicament egipciac ni l’aygua de la cendre, lahoras clisteriza aquel am aygua e mel e quays sia mesclat ziniar trissat, e clisteriza aquel am vi e mel mesclat, quar de proprietat de mel es que mondifique e lave, e le vi fa adherir le sinu, e majorment quan en le vi ha superfluitat de stipticitat e de siccitat.	And if the patient does not have tolerance for Egyptian medicine or ash water, then cleanse it with honey and water mixed with three parts of zinnia, and cleanse it with honey and wine mixed, because honey has the property of purifying and washing, and wine attaches to the stomach, and more so when there is a surplus of tightness and dryness.
E cum tu fas aquo alcunas veguadas e te comfizes que·l sinu ja es remaugut, lahoras clisteriza aquel am aquo que fa naysser la carn en lu.	And when you have made water a few times and are convinced that the stomach has been restored, then cleanse it with water in which meat is boiled.
E es que prenguas de enguent dyafinicon e dissolveys aquel am oli rozat e vi stiptic; o que clisterizas aquel am alcunas medicinas e enguentz autres que hajan las proprietatz les quals ja he yeu scritz en le tractat dels enguents.	And you take from the oil of daphnes and dissolve it with rose water and wine for stiffness; or you cleanse it with some medicines, and apply oil that has these properties, which I have already written in the treatise on the oils.
E si le orrifici del sinu es streyt en le qual no es recebuda la canula del clisteri, lahoras tu le amplifique aquel am ferr petit a petit, e pausa en lu calgua envolopada en enguent egipciac o en enguent basilicon entro que sia amplificat.	And if the orifices of the stomach are narrow in which the tube of the enema cannot be received, then you enlarge them little by little, and pause with five envelopes of Egyptian oil or oil of basil, so that they are enlarged.
E semblantment si le orrifici es ample, lahoras tu agregua las labias de lu am sutura e layssa de lu quantitat en la qual intre le clisteri ses addicio.	And apparently if the orifices are wide, then you join the lips of him with sutures and leave its quantity in which there is addition between the enemas.
E si le orrifici de lu del qual corr le brac es elevat a las partidas desus, lahoras secca aquel en le pus bas loc que es en lu per que le brac corra entro dejos, quar quan le brac es coartat en la preondeza de sinu la carn esser en lu engendrada.	And if the orifice from which the brachium comes out is elevated to the back of the neck, then you dry it in a place where the brachium runs inside, because when the brachium is constricted in the depth of the stomach, the meat remains in it.
