Ayssi comensan las paraulas de Albucasim .	Thus begins the speech of Alcubierrez .
Accidental es per malautia la qual ha precedit, e aquela es fayta o per carn nada ajustada o per ciphac subtil o espes.	Accidental is by a plague that preceded it, and such is caused either by raw meat or by a subtle poison or spice.
E es fayt o en le preon de la mayre, o en les costatz de lu, o en le pus sobira de lu, o en le pus bas de lu, e prohibeys de cuoyt e de enprenguacio e de enfantament, e fort leu prohibeys las mestruas.	And it is caused either in the womb of a mother, or in her breasts, or in the pus above her, or in the pus below her, and you forbid intercourse and taking on a wife and childbirth, and strongly prohibit menstruation.
E la cognicio de aquela es fayta per reguardament de la metrona, si la oppilacio es apparent, propdana; mays si no es apparent, lahoras tu cerqua aquela am les tieus ditz o am le ray.	And the knowledge of that is gained by observing the moon's phases, if the opposition is obvious, then let it be done; but if it is not obvious, then do so with an eye chart or a mirror.
Mays si oppilacio es per ciphac subtil, e es propda a las doas labias, lahoras tu coyta e disromp aquela.	But if opposition is by subtle poison, and it is between the two lips, then let you cut and break them.
E es que pauses sobre las doas labias pulvils, e aprop pausa les tieus ditz indicz de amdoas las mas encemps.	And let you place on the two lips powder, and place the eye chart or mirror in front of both eyes simultaneously.
E la femna sia sobre le sieu dos, las sieuas coyssas extendudas, e aprop exten las doas labias am forsa entro que aquel ciphac subtil sia romput e la oppilacio sia uberta.	Let the woman be on her back with her legs spread, and let you stretch the two lips with force until that subtle poison is broken and opposition is overcome.
E aprop pren lana e enbeu le4 en oli e pausa aquela sobre·l loc, e jagua am home le dia per so que·l loc inscis no sia consolidat.	And let you take wool and send it in oil and place that on the spot, and rub it with a man every day so that the spot does not become hardened.
Mays si le ciphac es gros e espes, lahoras cove que tu inscidas aquel am spatum lat o am fuelha de mirta.	But if the poison is thick and spicy, then let you rub it with a spice of laurel or a leaf of mint.
Mays si la oppilacio es per carnada, lahoras suspen aquela am unci, e inscideys aquela.	But if opposition is by meat, then let you suspend that with oil, and rub it.
E sian am tu las medicinas que fan cessar flux de sanc ses mordicacio, ayssi cum ahacatia, e sanc de drago, e enses, ajustat am album de huou.	And if those medicines do not stop the flow of blood from a wound, then apply them with honey and an egg yolk, and clean it, and adjust it to white wine.
E aprop aministra una canulha de plom ampla per so que la plagua no sia consolidada leugierament.	And let you administer a wide, thin, and cold drink so that the plague does not become hardened.
E tengua aquela per alcus jorns e aministra calgua de li sec.	Keep it for seven days and then administer warm water.
E aprop sia curada am l’autra curacio de consolidacio entro que sia sanada.	And so is cured by another means of hardening before it is healed.
E alcunas vetz accideys en la mayre nativitat de autres carns, e lahoras cove que inscidas segon aquesta manieyra.	And sometimes it happens in the womb during the birth of other animals, and then you should rub according to this method.
Mays si aysso es per apostema crancos, a l’apostema crancos le qual es en la mayre no sia fayta contrarietat am ferr en deguna manieyra.	But if it is by a cold apoplexy and that which is in the womb does not oppose itself to being turned into an animal in some way, then rub it with a cold compress.
Capitol .lxxiii.	Chapter .lxxiii.
De la cura de emorroydas e de tayl e de botor roja que accideysso en le conh de las femnas.	On the treatment of hemorrhoids and a red boil that occurs in the vagina of women.
Emorroydas so apprecio dels orificis de motas venas entro que de aquelas corro mot sanc continuadament; e cum so antiquadas emorroydas e son fayts theyls.	Hemorrhoids are those of the openings of small veins that cause pain constantly; and if they are old, then they are painful.
E ja yeu he dit en la divisio las specias de aquelas e les senhals de aquelas, e diyre ayssi aquelas que recebo curacio e aquelas que no recebo curacio.	And I have already said in the division about the spices of those and their properties, and so those that receive cure and those that do not receive cure.
Donc dic que emorroydas e theyls quan so en le preon de la mayre e no apparo al sentiment, lahoras en aquelas no sia fayta curacio am ferr.	So say that hemorrhoids and boils when they are in the womb and do not appear to be a problem, then do not apply cure to them.
Mays aquelas las quals so en le orrifici de la mayre sobre las quals catz sentiment, so aquelas que so curadas.	But those that are in the opening of the womb over which there is no feeling, these are the ones that are cured.
E cove que tu metas la femna en mayso frega e aprop exten atheyl am les forfexs, o am drap aspre, e inscideys aquelas am las razitz.	And let you put the woman into a wrap of garlic and stretch her with force, or with a sharp razor, and rub those areas with razor blades.
E aprop pulveriza sobre aquelas deves le fluxs del sanc de una de las polveras insciscivas ses mordicacio, ayssi cum acassia e semblant ad aquels.	And let you sprinkle on those devils the powder of a spice that stops the flow of blood from one of them, and so with mint and similar to these.
E aprop enpellesca les sieus pes per una hora, e aprop pausa aquela en aygua freja.	And let you weigh her body for an hour, and then let her lie in hot water.
E si persevera le fluxs del sanc, lahoras fay aquela sezer en decoccio de sumat e de scorsas de milgranas e de gualas e de semblantz.	And if the flow of blood persists, then let you boil her in a soup of mustard and peppercorns and similes.
E aprop pren farina de ordi e comfiys aquela am miel e vi agre e fay emplastre am aquo sobre le dos de lu.	And let you take flour of almond and make an paste with honey and vinegar, and apply it to the two breasts.
E si le sanc es abscindit, bo es; e sino, fay adherir am dos ventozas, e a las mamilhas ses escarificatio.	And if the wound is healing, then let it be so; but if not, then let there be an attachment to the two windows, and make incisions on the breasts.
E aprop pren lana e submergeys aquela am suc de coliandre o am suc de arnagloza o am suc de guarravier am vi pentit e fay adherir al loc; e aprop cura le loc am enguentz entro que sia sanat.	And let you take wool and dip that in the juice of coriander or the juice of hawthorn or the juice of grape, and apply it to the spot; and so heal the spot.
