Ayssi comensan las paraulas de Albucasim .	Thus begin the words of Al-Buqaqua.
E no es necessari liament de fiel dejos la peyra, sino per que no retorne a la vesica, e l’autre liament desus sino, quar quan es desliat le fiel aprop la egrecio de la peyra, la codena retorna a son loc e cobra la plagua.	It is not necessary to hold the staff under him so that it does not return to the bladder, but so that it does not leave; and when it is separated, the other one above, since when it is separated, the code returns to its place and hurts the wound.
E per aquo es a tu necessari quan lias le fiel desus, que tu eleves la codena a las partidas desus, o que retorne deves le tieu compliment, e cobra la plagua ayssi co havem dit.	It is necessary for you to raise the code above when you hold the staff; or it returns to its place, and hurts the wound, thus: "If it returns to its place, it will hurt the wound."
Capitol .lxi.	Chapter .lxi.
De extraccio de peyra de las femnas.	On the extraction of stones from the urinary bladder.
Peyra en las femnas pauc es engendrada.	stones in the female bladder are rarely generated.
Mays si ve peyra ad alcuna de aquelas, lahoras dificil es la curacio de lu, e es prohibida per tropas manieyras.	If there is a stone in either of them, then the cure is difficult and is prohibited by many manual techniques.
La una de lor es quar la femna fort leu es verges.	One of them is because the female bladder becomes stiff.
E la segonda es quar tu no trobas femna be scient que descroba si meteyssa al metge quan es casta, o es de las femnas haventz maritz.	And the second is that you do not find a woman who can reveal if she has had sex when she is pregnant, or is a married woman.
La tersa es quar tu no hatrobas femna be sabent aquesta art, majorment la operacio am ma.	And the third is that you do not have a woman who knows this art well, mainly for the operation of the hand.
E la quarta es que·l loc de la seccio sobre peyra en las femnas es longinc del loc de la peyra, per que indigeys de seccio preonda, e en aquela es temor.	And the fourth is that the place of section for stones in the female bladder is far from the place where the stone is, so as not to cause a painful section, and at that place there is danger.
Mays si necessitat provoca a tu ad aquo, lahoras cove que tu prenguas una femna metga be scient, e pauc es atrobada.	But if necessity forces you to use water, then it is necessary that you take a pregnant woman who knows well, and she is rarely found.
Mays si tu es privat de aquela, lahoras cerca metga quast e subtil, o presenta una femna matrona be esenhada en le feyt de las femnas, o femna que en aquesta art ennueys partida del art.	But if you are deprived of that, then look for one who is quick and subtle, or present an old woman who knows well the art of removing stones from the female bladder, or a woman who is skilled in this art.
Donc fay aquela present, e comanda a lu que fassa tot aquo que tu li mandaras, de la enquisicio sobre la peyra al comensament; la qual causa es que reguarde si la femna es verges, lahoras cove que meta lo sieu dit en le cul de lu e quiera la peyra.	Therefore, let her be presented, and command her to do all that you will send her, from the investigation of the stone to the start; which is why she watches if the woman is stiff, then she hides the stone in her buttocks and wants the stone.
Donc si atroba aquela, coarte aquela dejos le sieu dit, e lahoras comanda a lu que inscida sobre aquela.	Therefore, if she is found, let her be taken from her, and then command her to pierce herself.
Mays si no es verge, lahoras comanda a la matrona que entrometa lo sieu dit en le conh de la malauta e enquiera sobre la peyra, pus que pausa la sua ma sinistra sobre la vesica, e comprem aquela am bona comprecio.	But if she is not stiff, then command the old woman to insert her finger into the crotch of the patient and pierce it over the stone, since she puts her left hand on the bladder, and pierce the stone with a good grip.
Donc si atroba aquela, lahoras cove que gradantment maugua aquela de l’orrifici de la vesica a las partidas dejos am somman de la sua vertut entro que pervengua am aquel a la razit de la coyssa.	Therefore, if she is found, then it is necessary that she gradually remove her finger from the orifice of the bladder to the end of its length, within which it reaches the root of the cushion.
E aprop inscida sobre aquela apposicio de la maytat del conh deves la razit de la coyssa de qualque part sia a lu parada e cent la peyra en aquela partida, e·l dit de lu no sia remaugut de la peyra coartan dejos lu.	Then pierce it on the tip of the finger with its length that goes from any part of the crotch to her stopped and centers the stone in that place, and the word of it is not taken out of the stone by piercing her with a sharp object from behind.
E la seccio sia pauca al comensament; e aprop entrometa lo ray sobre aquela seccio, e si sent la peyra, lahoras ajuste en seccio segon la quantitat la qual sap que la peyra sira getada de aquela.	And the section should be little at first; and then insert the finger into that section, and if you feel the stone, then adjust the section according to its quantity, which I know that the stone will come out of it.
E sapias que las specias de peyra son motas: quar de aquelas es pauca e gran, e leon e aspra, e longua e redonda, e havent ramps.	And you should know that the nature of stones is varied: some are small and large, and sharp and blunt, and some have edges.
Donc tu sapias quantas specias so de lu per aquo que tu signifiques sobre aquo que vols.	Therefore, you should know how many kinds there are of water that you will use for each kind.
E si tu veus flux de sanc, ajusta en le loc vetriol trissat e te aquela per una hora entro que sia abscindit le sanc, e aprop retorna a la tua operacio entro que la peyra sia fora-getada.	And if you want to stop bleeding, adjust it in the virulent place and pierce her for an hour until it stops bleeding, and then return to your operation before the stone is lost.
E fay que prepares am tu dels instrumentz les quals e ditz en la extraccio de peyra en les homes, per so que sias ajudat per aquels en la tua operacio.	Prepare those instruments that are said in the extraction of stones from men, so that you are helped by them in your operation.
E si tu veus flux de sanc, e sabes que la expulcio del sanc es de la arceria que es insciza, lahoras tu pausa polvera sobre le loc e estrenh aquel am pulvils e strictura descent, e no iteras aquo; e layssa la peyra e no extraguas aquela, quar fort leu morira la malauta.	And if you want to stop bleeding, and you know that the exit of blood is from the piercings that are made, then you pause dust on the place and stir it with powder and pressure downward, and do not repeat water; and leave the stone and do not extract it, because the female bladder will die.
