Ayssi comensan las paraulas de Albucasim .	Thus begins the discourse of Al-Bucashi .
E alcunas veguadas es lavada la mayre e la plagua enayssi que es cristerisat am aygua e mel, e aprop am aygua en la qual es bulhida razit de liri o de aristologia longua, e aprop retorna al enguent.	And some are washed with the mother and the plague, which is crystallized in water and honey, and return to the dip, but the water should not be warm.
E si la plagua es dedintz en la mayre ameguada, lahoras cove que tu sias prohibit de la curacio de lu am ferr, habantz cura aquel am aquo que havem dit en la divisio.	And if the plague is inside the mother that has been dipped, then you should not be forbidden from treating him with fire, but care for him in water that I have mentioned in the division.
Capitol .lxxv.	Chapter .lxxv.
A ensenhar las matronas en qual manieyre les enbrios bius sian medicatz quan yeysso segon figura no-natural.	To teach the matrons how to bind a patient with an unusual pain according to the natural figure.
Necessaria causa es que la matrona conogua en le comensament la figura del enfantament natural per senhals de lu, e es que quan tu vezas la femna expremar a las partidas dejos e desira odorar le ayre, e sobre aquo es enleujada per aquo que sobre ela es del part, e festina le eyssiment del enbrio, lahoras sapias que aquest part es segon figura natural, e es l’eyssiment de lu sobre le sieu cap, e la segondina am aquel o suspensa o pendent del ombelic.	A necessary cause is that the matrona recognizes in the beginning of the natural figure of conception by signs of him, and it is that when you see her to express in the parts, and she desires to smell the air, and above that is attached to him who is on her, and hurries to put it on her head, then know that this part is a second-natural figure, and it is his expression over his head, or suspended or hanging from the navel.
Donc cum tu vezes aquels senhals, lahoras cove que·l ventre de lu sia compremut per so que l’embrio deysenda leugerament quar quan deyssen sobre le sieu cap, deysen a lu la segondina, e es mondada de aquelas superfluitatz am bona mondificacio.	Then when you see those signs, then know that his belly is troubled so that the embryo expresses lightly because when it is put on his head, put the second one, and it is separated from those superfluities with good purification.
Mays aquel que es otra aquest part es no-natural e no-lausable, quar quan le enbrio es eyssit sobre sos pes e·l cos de lu es eyssit devant le cap de lu e·ls pes de lu, e la ma de lu una, o al pe de lu .i., o es eyssit le cap de lu e la ma de lu, o al ventre de lu, e fort leu es convertit sobre le sieu col, e semblant de las figuras de lu no-lausablas.	May that which is another of this part be unnatural and unworthy, because when the embryo is put on his feet and his body is put in front of his head and his feet, and the mother's hand is one, or at his breast. Or it is put on his head and the mother's hand, or on his belly, and hard it has turned on her neck, and resembling the natural figures of him that are unworthy.
Don necessaria causa es a la matrona que sia savia e subtil en totas aquelas causas, e que·s guarde de error e de decepcio.	A necessary cause is that the matrona is wise and subtle in all those things, and that she guards from error and deception.
E yeu so mostrant tota figura de aquelas, e qual engen es en aquelas per so que sia significat per aquo e sia stat sobre aquo.	And I will show you all the figures of them, and which is good in those things because it should be understood by water and stand on him.
Quan le feyt es eyssit sobre le sieu cap per egrecio natural, e aquel es vehement sobre la femna e es fayt a lu part dificil, e vezes la vertut de lu ja debelitada, lahoras fay aquela sezer , o que las femnas tenguan lu, e evapora le conh de lu am fenugrec coyt e am olis humitz.	When the embryo is put on his head by natural excellence, and that one is violent over the woman and makes a difficult part, and sometimes the virtue of him has been weakened, then he should make those signs, or let the women have him, and evaporate his sweat with fenugrec and olive oil.
E aprop entrometa la metrona entre les sieus ditz espatum petit e fenda am aquel la segondina, o secce aquela am la sua ungla entro que corro aquo que es en ela de humiditat.	And the matron should put between his legs a small cloth and pinch it with her fingers until the sweat that is in him comes out by moisture.
E preme le ventre de la femna entro que deyssenda le fet.	And press the belly of the woman until he expresses the fetus.
Mays si no deyssen, lahoras cove que la femna sia cristirizada de mucellage de ptilli e mucellage de fenugrec am cizami.	Then if she does not express, then know that the woman is cristallized with a tuft of wool and a tuft of fenugrec in a coverlet.
E aprop comanda a lu, aprop le cristeri, que sia compremuda e fay aquela stornudar am condisi; e te la boca de lu e·l nas de lu per huna hora, quar le fet sira foro-getat tantost.	And let him cry out, that he be pressed and make those signs; and with his nose and mouth for an hour, because the fetus sometimes gets tired too soon.
E si las doas mas del fet so foro-getadas al comensament, lahoras cove que tu redusiscas aquelas am fecilitat petit a petit.	And if the two more of the fetus are crying out at the beginning, then you should bring those down with small steps gradually.
Mays si no obezeys al intrament, lahoras pausa la femna sobre una cezelha e leva les pes de lu sus, e aprop concuceys la cezelha sobre la terra; e la femna sia tenguda que no caia deves la concussio.	Then if she does not obey the instrument, then pause her on a bench and lift her feet up, and bring the bench down on the ground; and let the woman be held so that she does not fall by the impact.
E si las mas no son dedintz tornadas e morr le fet, lahoras inscideys aquelas e extratz le romament del fet o lia le cors a la ma de lu am drap e extratz aquel am equalitat, quar aquel sira foro-getat.	And if the more are not inside and the fetus falls down, then cut those off and take out the fetus or tie it to the mother' hand with a rope, because that one is tired too.
De eyssiment del embrio sobre les sieus pes.	Of expressing the embryo on his feet.
Quan le fet yeys sobre les sieus pes, lahoras cove que tu impelliscas aquels en sus, e aprop convertas le fet petit, e aprop que engualhes aquel, e aprop que prenguas un pe de lu e extendas aquels petit a petit.	And when the fetus is put on his feet, then you should push those forward, and make that one big, and make him small, and take a foot of him, and stretch those little by little.
Mays cum son eyssit entro a las coyssas, lahoras tu comanda a lu que se exprema, e fay aquela extornudar am condizi, quar sira foro-getat si Deus lo vol.	Then when they are put inside the clothes, then you should command him to squeeze himself, and make those signs; because he is tired too soon if God wills it.
E si no es foro-getat am aquo que havem recomtat, lahoras tu retorna le fet petit a petit entro que pauses aquel segon figura natural, quar aquel sira lahoras foro-getat am leugier eyssiment.	And if he is not tired by the water that I have mentioned, then return the small fetus little by little until you make the second natural figure, because that one is tired too soon by the expression.
