Ayssi comensan las paraulas de Albucasim .	Thus begins the treatise of Al-Bucayashi .
Donc si la partida del fet es fora-getada, lahoras les uncis sian permudatz entra loc le qual sia pus aut; e fay aysso entro que tot le fet sia fora-getat.	Then if the foetus is partially delivered and stuck, then replace the claws between locations mentioned previously, and deliver the entire foetus.
Mays si la ma es eyssida denant l’autra, e no es possible reduzir aquela per la coartacio de lu, lahoras cove que drap sia envolopat sobre aquela; e aprop extratz aquela entro que tota sia fora-getada, e inscideys aquela o en la junctura de la ma o en le coyde.	In case the woman's back is facing away from the other side, and it is not possible to reduce it by tightening the umbilical cord, then wrap a cloth around it; and extract that portion at which the whole is delivered, and mark that or the joint of the spine or the coccyx.
E ayssi cove que fassas en l’autra ma e en les dos pes.	Then also cover the other side and feet.
Mays si le cap del fet es gran, o accideys a lu coartacio en le eyssiment, o es en le cap de lu aygua ajustada, lahoras cove que entrometa entre les ditz espatum spinos e fenda le cap e extragua la aygua, o que discroba aquel am un instrument le qual es nompnat “alundat”, la forma del qual vindra am las formas dels autres instruments en le capitol le qual es aprop aquest.	In case the head of the foetus is large, or if the umbilical cord becomes tight during delivery, or if it is caught on something in the vagina, then insert between the spines of the spine and split the head, extracting the water or dislodging that; or use an instrument named "alundum", the shape of which will correspond to the shapes of the other instruments mentioned previously at the point where this one is placed.
E semblantment fassa si·l fet es de gran cap per natura: e lahoras cove que inscida aquel am algematu, o que prengua aquel am alunda ayssi cum havem dit; e aprop extra les osses am les forceps.	Then it should be delivered by caesarian section if the foetus' head is large by nature: and then mark that with a needle, or pick it up with an alundum; and extract the bones with forceps.
E si le cap es eyssit e es coartat deves la furcula, lahoras sia fendut entro que la humiditat la qual es en le pietz sia efunduda.	If the head is delivered and caught on the breastbone, then split it until the water that is in the feet is emptied.
Mays si no es complicat, ni obezeys a eyssiment, lahoras tu inscideys le cap tantost segon que a tu sira possible.	Then if it is not complicated and does not require delivery during pregnancy or childbirth, you should mark the head as soon as possible according to your skills.
E si le dejos del ventre es apostemat o es en lu ydropici, lahoras cove que tu perfores aquel entro que corro la humiditat que es en lu.	In case the foetus is present in the womb or in the uterine tubes, then you should pierce that portion where the water that is inside it flows out.
Mays si le fet es sobre les sieus pes, lahoras la atraccio de lu es leugiera e la direccio de lu a la boca de la mayre es leugiera.	Then if the foetus is located on the woman' side of her body, its attraction to her is light and its direction to her mouth is also light.
Mays si es coartat deves le ventre e·l pietz, lahoras cove que tu extraguas aquel am drap le qual auras envolopat sobre la tua ma, e que fendes le ventre e·l pietz entro que corra aquo que es en aquels.	Then if it is caught on the woman' belly or legs, then extract that with cloth wrapped around your hand; and split the belly and legs until the water that is inside them flows out.
Mays si les autres membres so ostatz e torna le cap, lahoras la metrona entrometa la ma senestra; mays si la boca de la mayre es huberta, lahoras intrometa la ma en le preon de layre, e cerque am aquela le cap, e atira aquel am les ditz entro a la boca de la mayre, e aprop entrometa en lu un unci, o dos uncis, e atire lu am aquels.	Then if the other limbs are still standing and turning the head, then let the mother lie on her back; if her mouth is open, then insert it into her mouth, holding it with one hand, and place a claw in its position with the other; then turn the head over and free it from the mouth.
E si la boca de la mayre es coartada per apostema caut le qual accideys a l’u, lahoras cove que no sia trebelhat sobre lu; abantz cove lahoras aministrar efusio de causas humidas grassas.	Then if the mother' mouth is blocked by a swelling, then do not worry about turning it over; instead, provide an abundant supply of moist substances.
E aministre emplastres; e segua le pacient en ayguas que mollifican e humectan.	Then administer emollients; and attend to the patient in water that softens and moistens.
E si le fet es sobre le sieu costat, lahoras si possible es, sia agulat: e sia aministrat aquo que havem dit en le fet viu.	Then if the foetus is located on the woman' side of her body, it should be split; and water should be administered to it while it is still alive.
E si aquo no es possible, lahoras sia inscidit en pessas, e sia extrayt.	Then if water is not possible, let the foetus be extracted in pieces.
E cove que non layssas alcuna causa dedintz de la segondina.	Then do not leave any cause inside the second one.
E cum tu auras complida tota la tua opperacio, lahoras aministra aquo que havem dit de la curacio en les apostemas cautz les quals accideysso de la mayre.	Then when you have completed your procedure, administer water to the mother in order to soften the swelling that has occurred during her labor.
E si accideys flux de sanc, lahoras deyssendas en ayguas stipticas e aministra l’autra curacio.	Then if a flow of blood occurs during the delivery, it should be washed with stiff water and the other cure administered.
E yeu ja e vist una femna en le ventre de la qual era fet mort, e aprop sobre aquel foc autra veguada emprenhada, e aprop foc mort es le fet autre.	Then I have seen a woman in whose womb there was a dead fetus, and another one in her arms is born alive; and that one is a dead fetus.
Accidit al u aprop lonc temps apostema en le sieu embelic; e inflat es entro que foc ubert, e comensec a getar brac.	A long time after, swelling occurred in the womb; it swelled up and exploded, then began to emit heat.
E yeu fu appelhat a la cura de lu, e medicat a lu per lonc temps, e la plagua no es consolidada.	Then he was called to treat him, and he cured him for a long time; and the plague did not subside.
Adonc yeu pausegui sobre lu de alscunas causas emplastra de forta atraccio, e eyssic de lu un os, e aprop passero alcus jorns, e eyssic un autre os; e yeu fu trop meravilhat, cum en le ventre no sia os.	Then I stopped him from using some strong emollients that attract the body, and extracted a bone from it; and after a few days, another bone; and I was amazed when there was not a single bone in her womb.
E adonc yeu cogitegui que eran dels osses del fet mort.	Then I realized that they were the bones of the dead fetus.
Donc yeu enguisigui la plagua, e extrayssi de lu motz osses , la femna existent en las sieuas milhos disposicios, e ja visquec en tal manieyra per lonc temps, correc de lu un petit de brac.	Then I cured the plague by extracting those bones; and the present woman was in her usual condition, and after a long time, she gave birth to a small child.
E yeu no afermegui asso esser stranh, sino quar en aquo es sciensa e ajutori ad aquo que le metge artifec am la ma per curacio aministra.	Then I did not believe that it was strange; but in water is science and help for the sick woman to be administered medicines by the hand of God.
