Praefatio.	Here is the translation:
Cum ergo penetrat acus in cutem, et in lacertum euntem secundum longitudinem et latitudinem totius corporis: dimitte extremitatem sifac in latere in quo intromisisti acum, et fac penetrare in extremitatem aliam ab interiori parte ad exteriorem in extremitate altera mirach.	When therefore the needle penetrates the skin and into the vein that follows along with the length and breadth of the entire body: leave the extremity there where you inserted the needle, and make it penetrate to the other extremity from the inner part to the outer in another mirror-like manner.
Cum ergo feceris eam penetrare, tunc fac eam penetrare secundum hoc in eadem hac extremitate mirach ab exteriori parte ad interiorem: et dimitte extremitatem sifac, quae est in hoc latere, et fac penetrare acum in extremitatem alteram ab interiori parte ad exteriorem: et fac penetrare cum penetratione tua qua facis eam penetrare in sifac extremitate mirach, quae est in parte eius, donec penetret in ipsum totum.	When therefore you have made it penetrate, then make it penetrate thus in the same mirror-like extremity from the outer part to the inner: and leave the extremity there which is on this side, and make the needle penetrate into the other extremity from the inner part to the outer: and make it penetrate with your penetration as you make it penetrate in the mirror-like extremity which is on its part, until it penetrates entirely.
Deinde incipe etiam ab hoc eodem latere, et sue ipsum cum extremitate, quae est ex sifac in latere alio, et extrahe acum ex cute quam penetrauit.	Then begin also from this same side, and take hold of the part itself with the extremity which is from the sifac on the other side, and pull out the needle from the skin that it has penetrated.
Deinde reduc eam in illam cutem, et sue extremitatem sifac, quae est in latere alio, cum hac extremitate mirach: et extrahe eam ex cute quae est ex parte eius, et fac illud uice una, et alia: et fac illud uice post uicem, usquequo suas extrinsecum totum secundum illud exemplum.	Then return it to that skin and take hold of the part itself with the extremity which is on the other side, along with this mirror-like extremity: and pull out the needle from the skin that is from its part, and make it thus once and again, and so forth, until you have brought outside all the parts according to that example.
Et summa huius suturae, est ut suas sutura pellipariorum qua suunt pelles: ita ut suas sifac uice una ex parte una extremitate cutis: et ut dimittas eam uice alia ex parte alia, donec compleas.	And the sum of this suturing is that you should make your sutures like those of a pellipariorum who sew skins: thus as to sew sifac one by one from one extremity of the skin: and leave it off one side and take up the other, until you have completed.
Secunda species suturae propriae, quam dixit Gale nus.	The second kind of suturing proper is what Galenus said.
Iste eius sermo narratus est, ut suas eam secundum similitudinem, qua suunt eas quidam medicantium, ita quod aggregant omnem partem ad comparem suam conuenientem per naturam: et applicant extremitatem sifac ad eius aliam extremitatem, et extremitatem mirach ad extremitatem eius aliam.	This is his saying, that he likened it to the way some physicians join certain parts together according to their natural similarity, so that they bring together all a part with its corresponding part by nature: and apply one end of a suture to the other end of another, and the end of a ligature to the end of another.
Et illud fit secundum quod narro tibi.	And this is done according to what I am telling you.
Oportet ut figas acum in extremitatem mirach propinquam tibi ab exteriori parte, et facias eam penetrare ad interiorem in eo solo: et dimittas duas extremitates sifac.	You should insert the needle into the end of the ligature that is nearest to you from the outer part, and make it enter only into the inner one; and then let go the two ends of the suture.
Deinde reuolue acum, et fac eam penetrare ab exteriori parte ad interiorem in duas extremitates sifac, scilicet utrinque.	Then turn back the needle and make it enter from the outer part into the inner one in both ends of the suture, that is, on both sides.
Deinde reuolue utrasque, etiam fac penetrare utrasque ab interiori usque ad exteriorem, in duas extremitates mirach alias, quae sunt in latere opposito.	Then turn back the other end as well, and make it enter from the inner part to the outer one in both ends of the ligature again, into the two ends of the mirror image which are on the opposite side.
Et iste modus suturae est melior sutura communi facili, et est sutura cuius praecessit rememoratio.	And this method of suturing is a better and easier common suture, and it is the one whose description preceded.
Iste est ergo sermo Galeni etiam.	This is therefore Galen's saying as well.
Et dixerunt quidam.	And some people said.
Retificatur sutura uentris cum duabus acubus.	The suture of the belly is corrected with two needles.
Quod est, ut intromittas in eis utrisque filum unum: et incipe cum intromissione acus, ex eo quod est apud te, et fac eam penetrare usque ad latus aliud, secundum suturam eorum qui suunt coria aequaliter.	Which is to say that you should introduce one thread into both of them: and begin with the introduction of the needle from where it is at your side, and make it enter up to the other side, according to the suture of those who sew skins equally.
Et scias, quod quando disruptio est in medio uentris: tunc sutura eius est difficilior quam reliquorum locorum uentris.	And know that when there is a disruption in the middle of the belly: then the suture of it is more difficult than those of other places in the belly.
Iudicium uero medicationis uulneris, est iudicium reliquorum uulnerum.	The judgment of wound treatment is the judgment of all wounds.
Quod est, quia quando tu consequeris uulnus recens cum sanguine suo, antequam alteret ipsum aer: et reducis intestinum, et suis ipsum, et aptas ipsum: tunc pone super puluerem incarnatiuum.	Which is to say that when you dress a fresh wound with its own blood, before it has changed by the air; and reduce the intestine, and restore it, and make it fit again; then place it on top of powdered flesh.
Quod si aer iam alterauit uulnus: tunc pone super ipsum quaedam unguenta, quae sunt tibi praesentia, donec faciant pus: et cadant fila, et consolidentur sifac, et mirach.	If the air has altered the wound: then place on it certain ointments that are present to you until they make pus: and let the strings fall, and be consoled with a sponge, and myrrh.
Deinde cura illud sicut est curatio reliquorum uulnerum, donec sanetur.	Then take care of it as is the treatment for other wounds, until it heals.
Si autem non sunt tibi praesentes medicinae, tunc pone super ipsum statim, exquo incipit emittere pus, cotum uetus: et permuta ipsum bis in die, sicut docui te, donec sanetur.	But if you don't have medicines available to you, then place on it immediately the old poultice from which pus begins to emerge: and change it twice a day, as I taught you, until it heals.
Nam tu non indiges medicatione alia in pluribus dispositionibus, quando uulnera sunt simplicia.	For you don't need any other medicine in many cases, when wounds are simple.
Si autem times, quod communicet uulnus membris principalibus in laesione, tunc oportet ut submergas lanam lenem in oleo temperatae caliditatis, aut in oleo rosato: et pone ipsam in circumitu locorum quae sunt inter inguina, et sub ascellas.	But if you fear that the wound will spread to the principal members by its location, then it is necessary to immerse a woolen cloth, gentle and tempered with warm oil or rose oil: and place it in the area between the groin and armpits.
Quod si sentit dolorem, aut punctiones, aut putrefactionem in intestinis suis (nam multotiens accidit illud) tunc clisteriza ipsum cum uino stiptico, nigro, tepido: praecipue si putredo iam peruenit in intestino, et facta est exitura penetrans usque ad concauitatem eius.	If it feels pain, or punctures, or putrefaction in his intestines (for that often happens) then fumigate him with a stiptic wine, black and warm: especially if the putrefaction has already reached the intestine and has become an exit that penetrates to its hollow.
