Praefatio.	Here is the translation:
SI Autem uulnus accidat in Collo, tunc non est inter ipsum differentia in medicatione, et inter uulnus capitis quando est simplex.	If a wound occurs on the neck then there is no difference between it and a wound of the head when it is simple.
Si autem iam incisus est neruus Colli, aut arteria: tunc si est neruus, non est in eo ingenium, nisi ut deuitetur curatio eius cum eo quod facit stipticitatem uehementem, sicut ziniar, et zegi, et eis similia.	If however the nerve of the neck has already been cut, or the artery: then if it is a nerve, there is no art in it except to remove the cure of it with what causes it to make a strong stiptication, such as ziniar, and zegi, and similar things.
Quoniam nocent neruis, et contrahunt eos.	Because they harm nerves, and contract them.
Et non ponas super uulnus aliquid frigidum omnino: quoniam substantia neruorum est frigida, et continuatio eius est cum cerebro, quod est sublimius membrorum: et sit illud quo curatur ex medicinis lene, sicut calx lota cum aqua dulci aliquotiens infusa cum oleo, aut cum oleo rosato, et tuthia, quando abluitur etiam cum aqua dulci: et reliqui lapides minerales, secundum hunc modum, et unguenta humida.	And do not put anything cold whatsoever on the wound: because the substance of nerves is cold, and its continuation is with the brain, which is a higher part of the members: and that which cures it should be from gentle medicines, such as lime washed with sweet water several times infused with oil, or with rose oil, and tuthia, when it is also washed with sweet water: and other mineral stones, according to this method, and moist ointments.
Si autem uulnus est magnum, tunc administra suturam: aut coarta labia eius cum puluillis.	If however the wound is large, then administer a suture: or bind its edges with lint.
Deinde cura ipsum, donec sanetur.	Then take care of it until it heals.
Si uero uulneri est profunditas, aut accidit in eo sinus in inferiori parte eius, in quo iam aggregatur pus, tunc perfora ipsum in magis depresso loco in eo.	If the wound has a depth or occurs on the lower part of it where pus has already accumulated, then puncture it in a more depressed area.
Quod si iam incisa est in uulnere arteria, et consecutus est sanguinem eius fluxus: tunc separa, uel seca eam, et liga ipsam: aut cauteriza eam, si prouocat necessitas ad illud.	And if an artery has already been cut in the wound and its flow of blood has followed: then separate it, or cut it off, and tie it off: or cauterize it, if necessity demands that.
Si autem iam incidit spondiles gutturis, aut totum, et saluatae sunt alhaudegi: tunc aggrega labia cutis cum sutura super cannam gutturis, et non tangas guttur, imo aequa ipsum, et reduc ipsum super figuram naturalem.	If however the vertebrae of the neck have already been cut, or the whole thing, and the ligaments are saved: then bring together the edges of the skin with a suture over a canna of the neck, and do not touch the neck itself, but rather equalize it, and return it to its natural shape.
Deinde stringe ipsum strictura decenti, et dimitte ipsum diebus aliquot.	Then bind it with a bandage that is fitting, and let it go for several days.
Deinde cura ipsum cum unguentis in quibus est stipticitas et exiccatio, donec sanetur.	Then take care of it with ointments in which there is stiptication and drying, until it heals.
Si autem uulnus iam fecit impressionem in osse, tunc perquire ipsum: tunc si in ipso sunt fragmenta ossis, extrahe ea omnia, aut quae potes ex eis: et quod non praeparatur, dimitte illud, donec putrescat uulnus, et separetur et alleuietur egressio eius.	If however the wound has already made an impression on the bone, then search for it; then if there are fragments of bone within it, remove all of them or as many as you can and leave what is not prepared to rot until the wound becomes putrid, separates, and its discharge subsides.
Quod si uulnus fuerit recens, tunc pulueriza super ipsum puluerem quem narraui.	If the wound has been recent, then powder the surface of it with the powder I have described.
Si autem uidetur in uulnere os, et fit Fistula: tunc cura ipsam cum eo cuius rememoratio uenit in capitulo suo.	But if a bone appears in the wound and a fistula forms, then treat it with that remedy which is mentioned in its own chapter.
¶ De uulnere in Spatulis.	On Wounds of the Knives.
Caput LXXXVI.	Chapter 86.
SI Est percussio lanceae, aut cultelli: et uides eius profunditatem, tunc considera.	If there is a puncture from a lance or dagger, and you see its depth, then consider it.
Si ergo ex uulnere egreditur uentositas, quando anhelat ex eo infirmus, tunc scias, quia uulnus est mortale.	If therefore pus is discharged from the wound and a sick person breathes heavily because of it, then you will know that the wound is mortal.
Quod si non fuerit ei profunditas, et est recens cum sanguine suo: tunc non ponas in eo a prima hora puluerem, neque stringas ipsum, ut non retineatur sanguis in profunditate eius, et reuertatur ad cor, et interficiat infirmum: sed pone in ipso unguentum attractiuum, et solue ipsum in die bis.	What if there is no great depth and it is recent with its own blood? Then do not put powder on it from the first hour, nor bind it up, so that the blood may not be retained in its depth and turn back to the heart and kill the sick person: but put a attracting ointment on it and open it twice a day.
Si uero unguentum non est tibi praesens, tunc pone in orificio uulneris cotum uetustum, ut sugat illud quod egreditur de eo ex humiditatibus: et fac ut dormiat infirmus super uulnus, ut currat quod aggregatur in eo.	But if you do not have an ointment present, then put old lint into the opening of the wound, so that it may suck up what discharges from it through moisture: and make the sick person sleep over the wound, so that what forms in it may flow out.
Si uero iam praeterierint uulneri tres dies, aut plures, et non accidit infirmo spasmus, neque tremor cordis malus, neque strictura in anhelitu, et uides reliquas dispositiones eius bonas: tunc scias, quia uulnus est saluum.	But if already three days or more have passed since the wound occurred, and it does not happen to the sick person that he has a spasm, nor a bad trembling of the heart, nor constriction in his breathing, and you see its other conditions are good: then you will know that the wound is sound.
Cura ergo ipsum et cum liciniis, et reliqua curatione, donec sanetur.	Therefore heal it with liniments and all other healing remedies until it is healed.
Si uero excusatur sanatio eius, et iam aperitur semper, tunc scias, quia iam factum est Fistula.	If indeed his healing is delayed and it always opens up, then you should know that already a fistula has formed.
Cura ergo ipsam ex capitulo suo.	So cure him according to his chapter.
Et si uulnus est ex incisione ensis, aut cultelli, et est simplex in superficie pectoris, aut dorsi: tunc cura ipsum cum eo quod praecessit ex sutura, si est magnum: aut cum puluere, si est paruum.	And if the wound is from a cut made with a sword or dagger and it is simple on the surface of the chest or back: then cure him by sewing it up as before if it is large; or with powder if it is small.
Si autem iam fecit impressionem in osse, et incidit ex eo frusta: tunc inquire uulnus, et propera ad extrahendum illa frusta, si sunt separata.	But if he has already made an impression on the bone and fragments have fallen out: then examine the wound and hurry to remove those fragments if they are separate.
Si uero non sunt separata, tunc dimitte ea, donec putrefiat uulnus, alleuiatur enim extractio eorum.	If they are not separate, then leave them alone until the wound becomes putrid, for their removal would only be an annoyance.
Reliquorum autem uulnerum accidentium in reliquis membris iudicium in curatione, est iudicium eius quod diximus.	As for other accidents of wounds in other limbs, the judgment in treatment is that which we have mentioned.
¶ De uulneribus Ventris, et exitu intestini, et exitura eorum.	On Wounds of the Belly and Exit of Intestines and their Issues.
