Praefatio.	Here is the translation:
Et iam facit simile huic actioni, quando non est tibi praesens unguentum dyafinicon, mel, quando decoquis ipsum, donec ingrossetur, et uteris eo.	And now it does the same thing when you do not have diaphrenic ointment available, use honey instead, when you cook it until it thickens, and use it.
Aut accipe myrrham, et aloen, et olibanum: tere totum, et pulueriza illud super mel dum est super ignem.	Take myrrh, and aloes, and frankincense: grind the whole, and powderize that over honey while it is above the fire.
Deinde line super ipsum pannum, et stringe ipsum super Sinum: et line cum melle quod decoquisti, donec ingrossatum est: et pulueriza super ipsum species, et pone super ipsum pannum, et stringe eum.	Then pour the mixture over the cloth, and bind it on the breast; and pour with honey that you have cooked, until it has thickened; and powderize over the surface, and put it on the cloth, and bind it.
Et quandoque administratur in illo aristolochia longa, et radices lilii coelestis, et est lilium: et farina herbi, et centaurea.	And sometimes it is administered with Aristolochia longa, and roots of the heavenly lily, which is lily; and farina of herbs, and Centaurea.
Utere eis simplicibus, aut aggregatis, tere ea, et cribella ipsa: et pulueriza super mel quod narraui, et utere eo.	Use them in simples or compound remedies, grind those, and sift them out; and powderize over the honey that I mentioned, and use it.
Quod si prolongatur res Sinus, et non sanatur hac curatione: tunc scias, quod in profundo eius est corruptio: aut iam facit impressionem in ossibus, aut in reliquis membris duris, aut ligamentis: tunc cura ipsum curatione Fistularum, secundum quod praemissum est.	But if the breast abscess prolongs and is not healed by this treatment: then you will know that there is corruption deep within it; or it is already making an impression on the bones, or in other hard parts of the body, or ligaments; then treat it with the cure for fistulas, as was previously mentioned.
¶ De cura Panaritii et unguis attritae, et incisione digiti additi, et sectione.	Of the treatment of paronychia and the attrition of the nail, with addition of finger incision and section.
Caput XCI.	Page 91.
Panaritium est apostema quod nascitur sub ungue pollicis manus, aut pedis: et fortasse nascitur in reliquis digitis.	Paronychia is an abscess that arises under the nail of the thumb or foot, or perhaps in other fingers.
Cum ergo prolongatur res eius, et negligitur curato eius, et apostematur apostemate calido: aut corrumpitur, et emittit pus, donec corrodit radicem unguis: et fortasse corrumpit eam totam, et fortasse peruenit corruptio ad os, donec est ei odor foetidus: et fit extremitas digiti lata, et fit color eius fuscus.	When therefore the abscess prolongs and is neglected and not cured, and becomes a hot apostema: or it corrupts and discharges pus, until it eats away the root of the nail; and perhaps it corrupts the whole of it, and perhaps corruption reaches to the bone, until it has a foul odor: and the end of the finger becomes wide, and its color becomes dark.
Quando ergo tu curas ipsum, cum eo quod diximus in diuisione, et non confert curatio tua: tunc oportet ut incidas cum ferro totam superfluitatem quae remansit ex ungue.	When therefore you cure it with what we said in the division, and your treatment does not help: then it is necessary that you cut off the whole excess that remains from the nail.
Deinde cauteriza uulnus post illud.	Then cauterize the wound after that.
Cauterium enim iuuatiuum est ualde.	A cauterizing instrument is very helpful.
Si uero os est sanum, et est unguis etiam sana, et additiones uacuae unguis iam comprimunt carnem ad interiora, et incipiunt pungere ipsam, et laedunt eam: tunc oportet ut ponas Radium subtilem sub angulo unguis quae pungit carnem, et impelle eam sursum: et incide eam carnem cum facilitate, et pone super illud quod remanet de carne ex medicinis comburentibus, corrosiuis, donec remoueatur totum eius.	If the bone is sound and the nail also sound, and the additions of the nail are pressing upon the flesh to the inside, and begin to pierce it, and hurt it: then you must place a thin Radiatum under the angle of the nail that is piercing the flesh, and push it upwards: and cut through the flesh with ease, and place above what remains of the flesh from medicines burning, corrosive, until all is removed.
Deinde cura illud cum unguentis, donec sanetur.	Then care for that wound with ointments, until it heals.
Si autem corruptio iam imprimit in os, tunc oportet ut incidas illud os, et extrahas ipsum: non enim sanatur unquam dum permanet in eo os corruptum.	But if corruption has already taken hold in the bone, then it is necessary to cut out that bone and remove it: for it will never heal as long as the corrupted bone remains.
Quod si uides corrosionem et corruptionem incedere in digitum, tunc incide eum in uno nodorum, secundum quod praemissa est eius rememoratio.	If you see corrosion and corruption spreading in a finger, then cut it off at one of the joints, according to what has been previously mentioned about its recollection.
Deinde cura ipsum, donec sanetur.	Then care for that part, until it heals.
Si autem accidat ungui attritio, aut percussio: et contingit in ea dolor uehemens, tunc oportet ut phlebotomes infirmum in primis.	If however a finger is bruised or struck: and there occurs in it a vehement pain, then it is necessary to bleed the patient first.
Deinde seca unguem cum Spatumili acuto sectione transuersa de sursum ad uisum.	Then cut off the finger with a sharp razor blade, making a transverse incision from above to below.
Et custodi, ne sectio perueniat ad carnem quae est sub ungue, nam tu facies accidere per illud super infirmum dolorem uehementem, et erit caussa ad natiuitatem carnis additae in loco.	And take care not to cut through the flesh that is under the nail, for you will bring about a severe pain upon the patient, and it will be a cause of added flesh growth in that place.
Deinde cura locum cum eo quod sedat dolores.	Then care for the place with what soothes pains.
Digitus uero additus qui nascitur in quibusdam manibus hominum, fortasse est carnosus totus: et fortasse sunt in quibusdam eorum ossa, et fortasse est in eo unguis: et quidam eorum nascitur in radice iuncturae, aut est natiuitas eius in quibusdam nodis digiti.	The added finger that grows on some people's hands is perhaps entirely fleshy: and perhaps there are bones in some of them, and perhaps there is a nail in it: and some of them grow from the root of the joint or at one of the finger joints.
Ille ergo qui nascitur in quibusdam nodis digiti, non mouetur: et ille qui nascitur apud iuncturam digiti, fortasse mouetur.	Therefore, that which grows from some of the finger joints does not move: and that which grows at the joint of the finger, perhaps moves.
Eius ergo qui ex eis est carnosus, sectio eius facilis est.	Therefore, the one who is fleshy among them has an easy incision.
Quod est, ut incidas ipsum apud radicem suam cum Spatumili lato.	What there is to cut it at its root with a broad spatula.
Eius autem cuius natiuitas est in radice iuncturae curatio, est difficilis.	However, the one whose birth is in the joint's union is difficult to cure.
Abstine ergo ab incisione eius.	So then abstain from cutting it.
In illo uero qui nascitur in digito apud ultimum nodorum, tunc oportet ut incidas in primis carnem eius incisione rotunda usque ad os.	In that one who is born on the finger at the last joints, then it is necessary to cut through its first flesh with a round incision up to the bone.
Deinde serra os cum una illarum Serrarum conuenientium ad illud.	Then file the bone with one of those files that are suitable for it.
