Ayssi comensan las paraulas de Albucasim .	Thus begins Al-Buqashani's words.
E aprop pausa sobre le cul drap enfus en oli rozat o en cerot; e pausa aquel sobre·l cuol e comanda al malaute que·s repause.	Then place a cloth over the buttocks soaked in rose water or wax; and place that on the patient's buttocks, and order the servant to pause.
E aprop layssa aquela entro que caja; e quan es casuda, cura aquelas am enguentz o am autra curacio entro que sia sanat.	Then let that person sit in a box; and when it is wet, treat those with oil or another treatment until they are healed.
De curacio de fistulas.	Of treatments for fistulas.
Motas veguadas accideys per exseccacio de fenda o per costriccio de natura.	Vapor-like marks appear due to drying out of a wound or natural contraction.
E cum so antiquadas e no val en aquela medicina, lahoras cove que tu razas aquelas am la puncta de spatum o am la tua ungla entro que sian faytas humidas e sia hostada de aquelas la escorsa pus desus, la qual prohibeys aquelas de consolidacio; e aprop cura aquelas entro que sian consolidadas.	And since those old medicines are not effective for them, if you scratch them with a spithook or your fingernail so that they become wet and are drenched in the fluid above them, which prevents their consolidation, then treat those that have consolidated.
Lahoras tu osta aquelas am razio pus vehement que la primieyra entro que mot sancno e sian excoriadas; e aprop cura aquelas entro que sian sanadas.	Then you should cut them off with a sharp tool so that the first hole, due to itching, becomes an ulcer, and treat those that have already healed.
De curacio de almesamir, so es clau.	Of treatment for alamismire, it is finished.
Sapias que alamermar, so es clau, e no es si no notz redon segon la color del cors semblant a cap de claviel, e es fayt en tot le cors e majorment en las partidas dejos les pes e als ditz, e endeve per aquels dolor deves le anament.	Know that alamismire is finished, and it is only if the skin takes on a color resembling a clove's head, and it affects the whole body, especially the feet and the toes, and because of them the pain should be directed upward.
E adonc cove que sia inscidit aquo que es en le circuit del clau, e sia tengut am les forfexs o am unci, e sia eradicat de la sua razit; e aprop cura aquel.	And then you should know that it is cut where it is in the path of the claw, and if it is cut with scissors or an uncut nail, and then remove it from its root; and treat that one.
E si vols, cauteriza le segont que es precedit en le sieu capitol.	And if you want, cauterize the second one that precedes in the line of the claw's head.
Mays de veruca es eminencia petita aspre fistulada redonda sobre la superficia del cos, e motas veguadas veno en las mas dels enfantz.	The common warts is a small, sharp, ulcerated, round spot on the surface of the body, and vapor-like marks appear in most children.
E curacio de lu es que estendas e inscidas aquela, o que estrenhas aquela am fiel o am pel entro que caja.	The treatment for them is to spread it and scratch it, or to stretch it with a thread inside where the box is.
E si vols, cauteriza aquo, segon que havem dit, am foc o am medicina acuta.	And if you want, cauterize it, according to what we have said, with fire or acute medicine.
E ja so eradicadas enversas e no-enversas am le instrument le qual yeu diyre.	And they are completely eradicated forward and backward using the instrument that I directed you to use.
Mays formica es eminencia petita feutrada o fistulada grossa sobre la superficia del cos anant mot en le preon, e quan le freg atroba aquela es centit en lu semblant de mordificacio de formigua, e es fayta entorn le cos.	The common warts is a small, thick, ulcerated, round spot on the surface of the body that sometimes itches, and when the warts touch each other, they cause a pain resembling a bee sting.
E curacio de lu es que prenguas una canula de pena de auca o de pena de voltor, e sia fort, e pausa aquela sobre la formigua entro que la contengua le cercle de la canula de las partidas de lu; e aprop revolveys la tua ma am la canula entro que inscidas aquo que es en le circuit de la formigua, e pauses aquela en le preon de la carn, e que eradiques la formigua de la sua razit.	The treatment for them is to take a pen-like tube, and make it strong, and place that over the warts where it holds them in the circle of the pen's tip, and then turn your hand around the tube, so that you remove the warts from their root.
E si vols, fay aquo am canula de eram o de ferr segon aquesta forma:	And if you want, do this using an iron or lead tube according to this shape:
Sia la partida desus de la canulha trahent a subtilitat, sorda (so es no-perforada), envolopada per so que sobre le dit la aprencio de lu sia ablaviada e la revolucio de aquela.	It is important that the tip of the tube is sharp and silent (if not piercing), wrapped so that the liquid inside it does not come out, and then turn it.
E si vols cauteriza la formiga segon que es denant dit en la cauterizacio de atheyl en le capitol de cauteri.	And if you want, cauterize the warts according to what we have said before in the cauterization of athyr in the line of cauterization.
De forma dels instrumentz que so aministratz a dar cristeri.	Of the form of the instruments that are administered to give medicine.
Alcunas veguadas es fayt cristeri de argent o de lato o de eram fondut o malleat; e alcunas veguadas es fayt de aquels instrumentz petit e gran segon aquels als quals so aministratz, quar aquel que es aministrat en la curacio dels petitz enfants sia petit; e de aquel dels quals los culs son freuls o doloyrozes, les cristeris de aquels sian petitz.	Some marks are made of silver or lead or melted wax, and some marks are made of small instruments, because the instrument used for treating small children should be small; and that of the instrument used for treating adults is large, and those marks are small.
La forma de cristeri gran e pauc:	The shape of the treatment mark is large and small:
Le cap de la canula de lu desus en le qual es liada la borsa sia ampla segon aquesta manieyra; e sia a lu distinacio la on la borsa es liada ayssi cum vezes.	The end of the tube above where the bag is attached should be wide according to this method; and it should be distinct from that place where the bag is attached, because sometimes it is wide and sometimes not.
E la extremitat de lu pus dejus, la qual es entromesa en le cul, sia sorda (so es no-uberta) mot leon, atrasent a subtilita; e en la un del latz de lu sian dos traucs, e en l’autre costat un trauc, e sia la amplesa del trauc segon la groseza dels rays e pus gros un petit.	And the far end of the tube, which goes into the buttocks, should be silent  (if not piercing), turning from the side, and having two cuts, and on the other side one cut, and the width of the cut should vary according to the thickness of the rays and be wider on the small.
E sia la borsa en la qual sian pausadas las medicinas de vesica de bestia o de pel de ovelha, e la razit de lu sia un palm.	And the bag in which the medicines are held should be of a bladder or sheep's wool, and its stem should be a palm.
