Ayssi comensan las paraulas de Albucasim .	Thus begin the words of Al-Buqaa'.
De la gran alcunas veguadas yeys le budel o nervi del budel, per que es fayta intromissio de lor e la sutura de lor esser pus vehement e pus subtil.	With a great hernia, the intestine or nerve of the intestine comes out and the suture becomes more violent and more subtle.
E disrupcio petita es fayta dificil per autra manieyra, e siec se que la reduccio de lor es pus dificil, si no te coytes de la intromissio de lor al sieu loc tantost, quar se ubre e es engrossat per que le intrament de lu es fayt difficil.	A small rupture is difficult to repair in any way, and if you do not prevent the intrusion of them at their place, because they are open and thick, it will be difficult for the instrument to enter.
E donc la milhor disrupcio es migiera, quar en aquela no es dificil la reduccio del budel, ayssi cum es dificil en las doas specias denant ditas.	And therefore the smallest rupture is mild, because in that one it is not difficult to reduce the hernia, and so it is difficult in the two mentioned above.
E sapias que sutura del ventre es segon quatre manieyras, mays doas suturas son comunas que conveneysso en suturas de las autras plaguas del cors.	And you should know that surgery on the belly is done in four ways, and two stitches are common that also correspond to the stitches of the other plagues of the body.
E duas autras suturas proprias comunican a las autras plaguas, mays empero so mays proprias en la sutura del ventre.	And two other specific stitches communicate with the others, but only one is specific in the surgery of the belly.
E yeu recomti a tu quascuna am exposicio e declaracio.	And I recommend to you each explanation and description.
Donc dic que quan la plagua es petita e es eyssit alcuna causa del budel per aquela, e es fayt dificil a reduzir aquel, lahoras aquo es en una de doas manieyras: o per parvitat de la disrupcio ayssi cum havem dit, o quan al budel es venguda inflacio per la frigiditat de l’ayre.	Therefore I say that when the plague is small and no cause has been found of the hernia for it, and it is difficult to reduce it, this is done in two ways: either because the rupture is very small, as we have said, or when the hernia swells with cold air.
E donc quan aquo es ayssi, lahora cove que tu scalfes aquel enayssi que tu submerges una sponga ho drap humit en aygua tebeza sola, o que coguas en aygua squinant, e cyperum, e spic, e embroques am aquela le budel entro que la imflacio sia resolvuda.	And so when water is like this, then you must scratch it in such a way that you dip a sponge or a damp cloth in tepid water alone, or that you take some water from the sea, and cypress, and mustard, and mix it with the hernia before its swelling is resolved.
E alcunas veguadas fa aquo vi en le qual ha stipticitat, e es milhor que la aygua sola en resolucio de la imflacio.	And some ruptures make water come out, and it is better than water alone in resolving the swelling.
E donc cum tu vezes la imflacio esser resolvuda, lahoras tu humecta le budel am aygua en la qual es coyta altea e malvas, quar per aquo es alleujat le intrament de lu am pauca causa.	And so when you see the swelling resolved, then you humidify the hernia with water that is slightly warm, because water relieves it for a little cause.
Mays si es escusat le intrament de lu aprop aquesta curacio, lahoras scindeys la disrupcio un petit am strument am le qual so inscididas emorroydas.	If the instrument is not suitable for this therapy, then you will have to cut off the rupture with a small instrument in which the hemorrhoids are embedded.
E la curacio primieyra es milhor, quan es propriada que no es seccio, e no sia occupacio a seccar aprop necessitat e defaliment.	The first treatment is best when it is appropriate that it is not cut, and there is no need to dry out by habit.
Del instrument, sec se la forma de lu:	About the instrument, tell me its shape:
La una partida de lu torta aguda, e l’autra partida no-acuta, e la extremitat subtil, e no sia am la subtilitat de spatum, abantz sia obtusa un pauc.	Does the hernia possess the edge of the instrument or another way? The one end is acute, and the other end is not acute, and the subtlety is thin, and it is not the subtlety of a blade, its edge being somewhat blunt.
E donc cum la plagua es amplificada e yeys fora le budel, lahoras cove que la sua reduccio sia segon la forma de lu natural, en le sieu loc propri, si es possible sobre aquo, quar milhor es.	And so when the hernia is enlarged and comes out of its place, then you must reduce it according to its natural shape in its own place, if possible above water, because it is better.
Mays quan la disrupcio es ampla, e es en la partida pu bassa del ventre, lahoras cove que tu fassas jazer le malaute sobre le sieu dos, e pausa las suas cambas pus autas que·l sieu cap; e si es en la partida pus desus del ventre, lahoras tu pause le cap de lu e·l pietz pus autz que las partidas dejos.	If the rupture is wide and is in the lower part of the belly, then you should put the patient on their back with their legs raised above their head; and if it is in the upper part of the belly, then you should place the head of the patient and their feet higher than the parts where they are.
E semblantment si la disrupcio es en una de las doas partz del ventre, lahoras pausa la tua entencio e la tua consideracio tostemps en aysso per que la partida en la qual es la plagua sia pus auta que l’autra.	And apparently if the rupture is in one of the two parts of the belly, then you should pause your intention and consideration momentarily so that the part where the hernia is may be higher than the other.
E ayssi cove que tu aministres aquo en las plaguas grans e en las plaguas migieras.	And so you should prepare water for the large and small plagues.
E en las plaguas petitas, pausa aquo que es a tu preparat, e aprop fay que·l ministre sia entre las tuas mas pyatados, le qual tengua la disrupcio tota am la sua ma e ajusta las labias de lu, e aprop descuebre de aquela ad aquel que siec la sutura alcuna causa aprop autra.	In the small plagues, pause the water that is at your disposal, and so that the minister is between your five fingers, which has the entire rupture together with it and adjusts the lips of it, and so you discover the cause of the stitch in place where the hernia occurs.
E aquesta es la manieyra de sutura comuna: una que prenguas la agula, o comte de agula segon la cantitat de la amplitut de la plagua; e aprop layssa de la extremitat de la disrupcio del dit anular, e strenh la agula una, otre que tu no metas fiel en las doas extremitatz de la codena, am doas extremitatz del ciphac que es dejos la codena de las partidas dedintz, entro que fassas aquela penetrar de aquela partida; e tu ja has agreguadas doas extremitatz de la codena e doas extremitatz del ciphac, e so faytas quatre ordes.	This is the common way to sew: one that you hold the needle, or consider the needle according to the quantity of the plague's width; and so you leave the end of the rupture of the little finger, tighten the needle a little, or other than what you put into the two ends of the thread, leaving the ends of the threads inside, as long as you put that the needle enters that part; and you have added two ends of the thread and four orders.
