Ayssi comensan las paraulas de Albucasim .	Ayssi begins speaking the words of Albukhmain.
E aprop tu abstergiys le sanc, e entramet en las seccios lana submersa en oli o en oli rozat; e pausa deforo autra lana la qual tu as submersa en vi e oli, e expandeys aquela sobre dos genetius e·l mirac del ventre; e pausa desobre draps doblatz e pulvils, e lia aquels desobre am liament le qual es segon aquesta forma:	I intend to purify the sanctum and immerse sections of cloth in oil or finely ground oil; then I remove other cloth that has been submerged in water and oil, and spread it over two columns (the heart) of my chest. Then, upon doubled linens and pillows, I lie there on a sheet made according to this form:
e aprop sian preses dos draps e sian humplitz de lana carmenada segon aquesta semblansa; e sian faytas las extremitatz am les quals es premut de coto o de lana humida, e sian agreguatz am strectura en le braguier de las braguas, e la una de las extremitatz prengua del cul entro al dos, e la segonda prengua a la partida del pantenilh, e dos extramitatz sobre dos coyssas dejos e dos extramitatz autras sobre dos angonars, e tota extrictura sia ajustada en le braguier de las braguas.	Carmen dressed herself in silk lamb's wool clothes according to this example; her skirts were wet at the edges where it was supposed to be moist or damp, and additional pleats were added along the waistband of the petticoat, with one edge inside the crotch and the other half on the thigh. Additionally, there are two pleats above each knee joint and two more on either side of the garter. All this detailing was attached to the waistband of the skirt.
E alcunas veguadas aquesta hernia es medicada artificialment am cauteri en loc de seccio am ferr; e es que tu prenguas cauteri cutellar subtil e que inscidas am aquel la codena dels ginitius, e es ignit segon que havem recomtat entro que sia descubert le ciphac blanc contenent la aygua, e lahoras tu pren cauteri segon aquesta forma:	Some hernias can be treated surgically in a localized area without cutting through the skin; however, you suggest making a delicate incision near the inguinal canal and inscribing it so that fire is applied as we have previously described. It's important to note that this method involves exposing white powder containing water inside, which has been discontinued due to safety concerns.
e es asemblat a letra greca.	It seems like you're asking for the Greek alphabet representation, but your request is in English and doesn't specify which letter or context to provide. I can certainly help with that! If you're looking for the first few letters of the Greek alphabet in uppercase, they are as follows:
E aprop perfora am aquel ciphac, e es ignit entro que tota la humiditat sia fora-gitada.	A certain decryption key is used here, and it starts the process where all the moisture inside and outside gets completely evaporated.
E aprop exten le ciphac am uncis, e excorja am uncis, e excorja am cauteri subtil ignit; e inscideys aquel segon que es a tu possible entro que eradiques tot lu; e guarda te del huou que·l foc no·l toque.	Here is the English translation of your text:
E sapias que aquesta operacio es pus salva e pus longinqua de flux de sanc, e milhor que operacio am seccio.	You're right that this procedure is safer and further away from the flow of blood, and it's better than a surgical one.
Mays si a tu fa contrarietat apostema caut en la hora de seccio o en hora de cauteri, o flux de sanc, lahoras cove que tu cures qual contrarietat fa a tu per aquo, am curacio la qual conveneys a lu segon que es dit.	May's if you make an error during the time of dressing or when performing a drainage, even though you may experience some discomfort afterwards, it is important to care for yourself according to what has been described so far. It should align with your situation and needs.
Mays si le malaute es pauruc, e no spera la segonda operacio per la sua horribilitat, lahoras administra perforacio segon que yeu recomti aquo; e es quan es certificat deves tu, per aquo que havem dit de las significacios, que aquela hernia es ayguosa.	If the hernia is painful, he should not hope for a second operation due to its horribility; instead, he will perform perforation according to what I recommend here; and as we have discussed regarding the meanings, that particular hernia is dangerous.
Lahoras cove que tu fassas sezer le malaute sobre alcuna cezelha elevada, aprop perfora le apostema en la partida pus bassa de lu am spatum lat, e pausa la perforacio segon la longitut del cos.	La Hoguins's advice is to avoid making disparaging remarks about any elevated cat, piercing the wound in the lower part of its belly and stopping the puncture according to the length of the tail.
E sia la apercio ampla entro que corro tota l‘aygua.	May the awareness be vast, encompassing all water.
E aprop pausa sobre le loc coto e lia aquel e layssa aquel, per so que corro le romanent de l’aygua.	An appropriate pause over that location and I read these and those texts, in order to run the literary analysis of the water.
E aprop cura aquel entro que la plagua sia sanada.	The appropriate care within which the rain is expected to clear involves several steps. Here are some general guidelines that can help in ensuring that weather conditions improve, including rainfall:
