Ayssi comensan las paraulas de Albucasim .	Ayssi learns words from Albuquerque.
Mays si les autres membres so ostatz e torna le cap, lahoras la metrona entrometa la ma senestra; mays si la boca de la mayre es huberta, lahoras intrometa la ma en le preon de layre, e cerque am aquela le cap, e atira aquel am les ditz entro a la boca de la mayre, e aprop entrometa en lu un unci, o dos uncis, e atire lu am aquels.	"Then if the father is absent and other members are present, she places her right hand on his shoulder; but if the mother's mouth is open, then she introduces her left index finger into her mouth, and quickly approaches the child's mouth with that finger, and inserts it as far in as possible, one or two times."
E si la boca de la mayre es coartada per apostema caut le qual accideys a l’u, lahoras cove que no sia trebelhat sobre lu; abantz cove lahoras aministrar efusio de causas humidas grassas.	If the mother's mouth is affected by an abscess which affects her gums and teeth, it should not breastfeed at those times; meanwhile she ought to administer a remedy of moistened oily substances.
E aministre emplastres; e segua le pacient en ayguas que mollifican e humectan.	E shall apply compresses and follow the patient with waters that soothe and moisten.
E si le fet es sobre le sieu costat, lahoras si possible es, sia agulat: e sia aministrat aquo que havem dit en le fet viu.	If the wound is on your side, try to keep it as still and flat as possible. Then apply a sterile dressing or bandage to cover it and stop any bleeding. Make sure you seek immediate medical attention.
E si aquo no es possible, lahoras sia inscidit en pessas, e sia extrayt.	If it is not possible to drink water, hours will pass in misery and distress, and eventually lead to death due to dehcuation.
E cove que non layssas alcuna causa dedintz de la segondina.	B) Don't leave any cause unattended regarding the second issue.
E cum tu auras complida tota la tua opperacio, lahoras aministra aquo que havem dit de la curacio en les apostemas cautz les quals accideysso de la mayre.	Cum tu aures completă tota operație, ai ministrat oamenilor în situațiile de apărare pentru îndeaproapele care provoacă sărăcie cu alte persoane. În acest sens, s-au folosit din special in cazurile de curație a apostemelor, care pot determina dezavantaje în viața și mii de morti dintre mai mari populacionile.
E si accideys flux de sanc, lahoras deyssendas en ayguas stipticas e aministra l’autra curacio.	If you get a cut or wound and it's bleeding heavily, apply direct pressure with a clean cloth to stop the blood flow and seek medical attention immediately for proper care.
E yeu ja e vist una femna en le ventre de la qual era fet mort, e aprop sobre aquel foc autra veguada emprenhada, e aprop foc mort es le fet autre.	In English: A woman was found with a dead fetus in her womb and another one pregnant; the latter gave birth to a stillborn as well.
Accidit al u aprop lonc temps apostema en le sieu embelic; e inflat es entro que foc ubert, e comensec a getar brac.	It happens that the bee has had a long-standing infection on its hind legs; and it begins to swell inside the fur coat, and starts to limp.
E yeu fu appelhat a la cura de lu, e medicat a lu per lonc temps, e la plagua no es consolidada.	The physician appealed to his patient's health and treated him for a long time, but the illness was not cured.
Adonc yeu pausegui sobre lu de alscunas causas emplastra de forta atraccio, e eyssic de lu un os, e aprop passero alcus jorns, e eyssic un autre os; e yeu fu trop meravilhat, cum en le ventre no sia os.	I speak to you today about some causes of strong attraction, and the essence of love within us, as well as our tendency to pass through periods of time without it, then find ourselves drawn back again; and I am too amazed that in the stomach there is no bone.
E adonc yeu cogitegui que eran dels osses del fet mort.	Well, I could not think that they were the bones of a dead animal.
Donc yeu enguisigui la plagua, e extrayssi de lu motz osses , la femna existent en las sieuas milhos disposicios, e ja visquec en tal manieyra per lonc temps, correc de lu un petit de brac.	In order to fight the plague, he extracted some bones from it and a woman existing in its molded maize, and he had been using them in such a manner for a long time, carefully placing one small piece of bread on top.
E yeu no afermegui asso esser stranh, sino quar en aquo es sciensa e ajutori ad aquo que le metge artifec am la ma per curacio aministra.	The words you entered are not an affirmation but rather strange, instead of that in water it is science and assistance to which the doctor applies when administering medical care.
De las formas dels instrumentz que so necessaris a extrayre le fet.	The forms of the instruments that are necessary to extract this substance:
Forma de vertitge am la qual es uberta la mayre:	Title in Catalan that refers to a grandmother: "Abú" or "Abuela" (Grandma)
Aquesta es la forma de strenhedor en le qual so engualhatz les libres, al qual engualhament sian dos virtitges en doas extremitatz de dos futz.	This is the form of strive in which they compare to freedom; a comparison where two victors stand at both ends of two paths.
May empero aquesta virtitge cove que sia pus subtil de strictori, e sia fayt o de eba o de fust de boys.	This fine quality of wood which is more subtle than a string and whose action is either that of ebony or boxwood.
E sia la latitut de quascun fust quays dos ditz e le marge de quascu amdos quays un dit, e la longitut de quascu es un palm e mig; e en le mieg loc de dos fustz so dos ajustaments de aquel meteys fustz les quals ja son fermatz, dels quals la longitut es la maytat de un palm e un pauc mes, e la latitut de quascu es quay dos ditz, o un pauc mes.	E is the latitude of each piece whose length and width are given by two lines with a statement and its margin being one line and half; and in the middle location of the two pieces their adjustments to that measure have been established, of which the length is greater than one palm and a little more, and the breadth of which is two or three inches.
E aquestz dos additamentz sian entromeses en la boca de la mayre per que sia uberta am aquels quan tu revolves las doas prescriptas virtigges.	The two objects are positioned intermediately in the mouth of the mother for it to be open during those times when you rotate the two prescribed instruments.
Forma autra semblant de aquela pus subtil e pus leugiera:	French: Fournissez-moi une autre variante tout aussi ingénieuse et discrète que celle qui a été donnée.
Sia fayta de fustz de eba o de boys segon la semblansa de forceps.	C-shaped or U-shaped, according to the design of forceps, a vaginal speculum is used for examining the female genital area.
