Ayssi comensan las paraulas de Albucasim .	Aysa learns the words of Albuquerque.
E fay que prepares am tu dels instrumentz les quals e ditz en la extraccio de peyra en les homes, per so que sias ajudat per aquels en la tua operacio.	Fay states that he will prepare the tools needed for stone extraction and tells you which ones to use in your operation to ensure your assistance is effective.
E si tu veus flux de sanc, e sabes que la expulcio del sanc es de la arceria que es insciza, lahoras tu pausa polvera sobre le loc e estrenh aquel am pulvils e strictura descent, e no iteras aquo; e layssa la peyra e no extraguas aquela, quar fort leu morira la malauta.	If you want to release blood, know that the expulsion of blood is from the artery which is unconscious, then pause your breathing over the location and apply that soft powder and pressure downward, and do not take a bath; leave the stone and do not remove it, for the sick person may die suddenly.
E aprop cura la plagua.	A proper care can prevent the flu.
Donc cum es cedada la acuitat del sanc aprop alcus jorns, e·l loc se poyreys, lahoras tu retorna a la tua operacio entro que la peyra sia fora-getada.	When the blood's vitality is transferred to others these days, the place becomes barren; however, it returns to your activity as soon as the stone has been removed.
Capitol lxii.	Chapter LXII (62) - The Roman numeral system, derived from the Etruscan numbering system and adapted by ancient Rome, is a non-positional numeral system that uses specific letters to represent different values. In this system, "L" represents fifty units, while "X" denotes ten units.
De seccio sobre ernia acoza.	Lecture on inguinal hernia
Hernia ayguoza no es sino agregacio de humiditat en le ciphac blanc lo qual es dejos la codena dels genetius contenent le huou, e es nompnat ciphac.	A hernia is not simply an accumulation of moisture in the white membrane; it's a condition where the genitals protrude due to weakened tissues or muscles and are commonly referred to as inguinal hernias.
E alcunas veguadas es en le propri pannicol le qual a lu preparec natura en la partida del huou, entro que sia cuyat que ja es autre huou; e es la codena del genetiu entre le ciphac blanc le qual havem dit, e no es aquo sino tart.	Some veal ribs are in the loin section which has a natural preparation in its appearance from one side to the other where there is fat that may already be cooked; and it'amoongst the genetic whitish part, as we have mentioned earlier, and not red.
E la generacio de aquest hernia es per debelitat la qual accideys als genetius, per que ad aquels es efundunda aquesta materia, e alcunas vetz accideys per percuscio fayta sobre les genetius.	The generation of this hernia is caused by weakness which occurs due to the genitals, so that in those it spreads this substance, and sometimes lumps occur due to a blow made upon the genitamoins.
E aquesta humiditat es havent motas colors, quar la color de lu o es declinant a citrina o a sanguinent, o rog, o es negra feculenta, o es ayguosa blanqua, e es aquo que es mays.	This humidity has many colors, for its color is leaning towards yellow or red, orange, brown, or it'ebbs into a milky white, and the most prevalent element in it is water.
E les senhals per les quals es saubut on es aquesta agreguacio de aygua so aquestz: quar si es en le ciphac blanc le qual havem dit, lahoras le apostema es redon declinant un pauc a longitut ayssi cum figura de huou, e appar le genetiu, quar la humiditat conte aquel de tota part.	The signs by which it is known that this addition of water occurs with the latter mentioned whitish cloud, whose name we have stated, are as follows: Firstly, the haze slightly declines in length, resembling a comma shape; and secondly, the genesis appears, because the humidity increases from all sides.
E si la humiditat es en le propri pannicol, lahoras le apostema es redon am partida del huou e per aysso hom estima que es autre huou.	If there is moisture in the proper skin area, then blisters are likely to form and disappear within an hour or so; thus it'anguish that another spot may arise elsewhere on the body.
E si la humiditat es entre la codena dels genetius e·l ciphac blanc, lahoras catz dejos le centiment.	If the humidity is between the shoulders of the geniuses and the white chiffon, countless hours are left lamenting.
E cum tu vols la cognicio de la color de la humiditat, lahoras tu esproa la color de la humiditat en le apostema am entromes cayrat del qual la forma es precedida; e segon aquo que es eyssit en le vestigi del entromes, jutga de aquo que es dedintz lu.	In order to determine the color of humidity in a sore, observe its hue and appearance within the surrounding rash area from which it originates; then based on how much it has spread into the vicinity, judge what degree is involved.
Donc quan nos vinem a la curacio de lu am ferr, lahoras cove que comandem al malaute que sia fleubotomat si aquo es a tu possibla, e vezes le cos de lu ple.	When we come to the care of your illness, hours ago it was commanded that an ambulance be called if this is possible, and let us know as soon as you can.
E aprop sia resupinat sobre le sieu dos sobre alcuna causa un pauc auta, e pausa dejos lu motz draps.	Respond inappropriately to your own cause just for a bit of fun and pause there with the dirty laundry.
E aprop setz tu sobre la part sinistra de lu, e comanda al ministra que segua a la dextra de lu, le qual extenda la sua vergua a hun de dos latz a la codena dels genetius e a la partida del mirac del ventre.	Place the instrument over your left thigh and instruct the minister to stand on its right side, extending his rod towards two lats from the base of your pelvis and towards the navel's midpoint.
E aprop pren spatum lat e scindeys la codena dels genetius del mieg loc per la longitut entro prop le pentenilh.	A proposed method for the sequencing of DNA involves breaking down the gene sequences into smaller fragments and then determeining their sequence along the length in a linear fashion.
E sia fayta la seccio segon rectetut engualment distant de la linha que deveseys la pel dels genetius, entro que pervengua al ciphac blanc comprehendent.	The rectangle is to be made at right angles from the line that should intersect the points of the generators, until it reaches the white circle encompaturally.
E excorja aquel, e observa, e guarda te per aysso que tu no inscidas aquel; e la tua excoriacio am la qual aquel excorjas per partida jassia que sia suspenduda am le huou mays e subtilment escruta am la excoriacio segon la quantitat a tu possibla.	E expunge that, and observe, and hold onto what you do not inscribe there; let your excision be the kind which when divided will hang suspended by the hairs of its edge subtly while scrutineren on the excision according to how possible for you.
