Ayssi comensan las paraulas de Albucasim .	Aysa started learning the language of Albucasim.
E las causas per que motas vetz son faytas las plaguas so ayssi cum getament de peyra, o inscisio d’espaza o de cotel, o percussio am lansa, o am fustz, o am sageta, o semblantz ad aquels de motas causas.	The reasons why wounds may become as severe as the pain of a stone hitting, or incision with a knife, or being struck, or by a club, or similar causes.
Mays las plaguas que so en les locz del cos so ayssi cum plagua la qual catz sobre le cap, o·l col, o·l pietz, o·l ventre, o·l fitge, e semblantz ad aquels dels membres.	My pain spreads to the limbs as such like a plague that covers the head, neck, chest, belly, groin and similar parts of those members.
E yeu so recomtant la curacio de alcunas plaguas per que pauses aquela ratiocinacio e regla sobre las autras plaguas.	I recommend the following treatment for some of the diseases, as follows and based on my reasoning about other similar illnesse.:
E yeu comensare de las plaguas del cap simplas, quar la rememoracio de las compostas vindra al comensament del tertz capitol.	In the beginning, when we start discussing the simple cases, let's keep in mind that the discussion of complex cases will come at the onset of chapter three.
Donc dic que quan accideys en le cap plagua simpla e no es fractura, lahoras considera: si es per getament de peyra o de semblant, e ja ha trinquada la codena tant solament e es gran plagla e temes sobre aquel malaute havinement de apostema caut, lahoras tu te coyta e fleubotoma la cephalica tantost, e no tardas aquo; e extrats ad aquel del sanc segon la quantitat de la vertut de lu si no mes alcuna causa prohibent de fleubotomia, majorment si·l sanc que es eyssit de la plagua es pauc.	When you notice a simple scalp wound that is not a fracture, consider the following if it's a minor cut or more serious injury, and only slightly bleeding; and there are significant swelling and concerns about an ongoing infection with abscess formation, then you should suspect and perform cranial irrigation as soon as possible without delay. Extract any visible pus according to the quantity of its virulence unless there is no contraindicated reason for drainage; mainly if the discharged blood from the wound is minimal.
E sia la flaubotomia del contrari de la partida plaguada; e guardase le malaute de replecio e de vi e de viandas grossas.	E is the surgical treatment of varicose veins in both legs, as well as monitoring for possible complications such as bleeding and ingestion of high-fiber foods.
Mays si de la minuicio prohibeys alcuna causa, lahoras sia aminorat de la vianda e no apropinque a carn ni a vi.	May's dietary restriction forbids the consumption of any cause (meaning meat or animal products), thus reducing hours of indulgence in food and avoiding both meat and dairy.
E pausa sobre la plagua, si a lu accideys apostema caut, coto enfus en oli rozat solet o en vi en le qual es stipticat.	During an eclipse on the sea, if your eyes are exposed to direct sunlight due to sunglasses not being worn or in a situation where you can see directly at the sun (which is usually risky), it's essential to take precautionary measures such as wearing proper eye protection.
Mays si est segur de apostema caut, lahoras pausa sobre la plagua, si es recent am le sieu sanc e le ayre no ha mudat aquela la polvera la qual yeu recomtare aprop petit.	May be certain that the stain is of caustic nature, especially if it has been freshly made and my skin hasn't changed much since then; also, the air hasn't moved enough to disperse the dust I advised you to wear a little bit before.
E si le ayre ja ha mudada aquela, lahoras pausa sobre alscus enguentz entro que sia sanada.	AIRJA has changed that time, the hours pause upon those accents within which it will be healed.
Mays si la plagua es gran o es per inscizio d’espaza e de semblantz, e no so ajustadas las labias de lu per puvils, lahoras ajusta aquelas am sutura segon que yeu recomtare de la sutura de lor.	Whether May's plague is great or is very insidious in appearance and not adjusted by its lips for the weak, then at times I will adjust those as stitches according to what I recommend of the stitching method for them.
Mays si la plagua ja es discuberta del os e pen, e no es retencio de lu sino un petit suspensori, lahoras inscideys aquela e aprop cura la plagua am medicinas e restaura la carn aprop en loc de codena, e comanda al malaute que sia pescut de viandas en las quals es groceza: caps e formen coyt e semblantz a lor, entro que sia compost.	Mays when the plague is discovered in his body and not retained by him but only through a small suspender, he then applies those remedangs to that area of the body and commands the illness to be cured with foods where there is growth; grains and forms similar to them, into which it will be transformed.
E si atrobas en la codena putrefaccio e no adhereys al os, lahoras tu inscideys tot aquo poyrit e geta aquo, e aprop cura aquo.	If your toenail becomes infected and does not attach to the nail bed anymore, you should clip it off all at once as soon as possible, then apply some antiseptic cream or solution on the area, and keep it clean. It's always best to consult a healthcare professional if an infection occurs.
Mays si en aquestas plaguas es arteria o vena de la qual fluxs de sanc pot evenir, e no es abscindida per medicinas, lahoras tu inquier sobre la arteria, e si atrobas aquela no-inscidida, lahoras tu inscideys aquela am spatum, o lia aquela; e si necessitat te provoca que aquo que havem dit no comfereys, lahoras tu cauteriza entro que·l sanc sia abscidit.	In this thrombosis, if the blood flow from the artery or vein is not obstructed by medicines and remains unclotted, at first you should inquire about whether it's an artery; if so, then incise that non-clotted area near where the spasm occurs, or tie off that vessel. If there's a need that we have previously mentioned does not occur, cauterize within to ensure that the blood is clotted.
E si aquestas plaguas son simplas e petitas, lahoras la causa de lor es leugiere; enayssi que tu polverizas sobre aquelas aquesta polvera, quar consolidada aquela denant que l’ayre mude aquelas.	If these plagues are indeed simple and small, the cause of them is negligible; so you dust upon those with this powder, for once solidified it shall be changed by air that will disperse them.
E la manieyra de la polvera es aquesta: recipe oli de enses partida una, de sanc de drago partida doas, de caus no-extincta partidas tres; sia tot mot trissat e crivellat, e de lu sia la plagua omplida, e sia constrengida per bona constriccio entro que be sobre aquela aderesca, e sia coagulada am le sanc.	Recipe for Dragon'cuir mania: Whip together one part olive oil, two parts dragon resin (non-extinct), and three parts unguentum non-aquaticus; let it all blend thoroughly until smooth. Then pour the mixture into a mold shaped like an adder, press firmly to compact well within, and allow it to solidify with the dragon's blood as a binder.
E aprop strengeys aquela desus am pulvils e leyssa aquela, e no la deslias mentre esta ayssi que no es apostemada, quar no es eredicada de lu la medicina entro que sia sanada.	The strict application of this rule means that there are exceptions to the rule and it is not always applied in such a way as if it were unyielding; because it is not derived from law within which she has been healed.
