Ayssi comensan las paraulas de Albucasim .	I start learning words from Albuquerque.
E es que consideras al sinu, e lahoras si es gran, e·l brac que yeys es de fetent odor, lahoras clisteriza aquel am medicament egipciac le qual es de oli e vi agre e ziniar recebent partidas enguals, e sian ajustadas en un vayssel, e sian coytas sobre le foc entro que’l medicament se fassa rog e pervengua a specitut de mel.	I am thinking of the resinous substance called myrrh and its hours are great; and the arm that produces it is from Oman, which is an Egyptian medicine consisting of oil, vineger, and cumin seeds in equal parts, placed together in a vessel, heated over fire until the medicament melts and becomes syrupy.
E aprop tu pren de lu aquo que es necessari e dissolveys lu am aygua e mel; e clisteriza am aquel le sinu, e strenh le orrifici de lu, e layssa la medicina en lu per la quantitat de doas horas.	Go to the sink and get some warm water that is necessary for dissolving the medicine and mixing with the milk; then cleanse your mouth thoroughly, especially in the corners, and let the solution remain in your mouth for about two hours.
E aprop extratz aquela am sprecio; e fay aquo per tantz dias entro que sia mundificat le sinu e sia remauguda la pudor.	A) Take some of the ash and mix it with water until you get a paste-like consistnce; then apply this to your body for several days, after which you will be purified and restored in modesty.
E alcunas veguadas es clisterizat am aygua de cendre, quan no es a tu prezent aquest medicament; e es que tu prenguas la cendra de vitz, e met sobre lu aygua; e aprop cola aquela e clisteriza aquel am ela entro que te confizes que·l sinu lahoras es ostat.	Some waters are enema-made with lye water when it's not for you this remedy; and take the ashes of vine, mix them in water, then apply that to your anus area whenever needed until relief is felt.
E si le malaute no ha tollerancia sobre le medicament egipciac ni l’aygua de la cendre, lahoras clisteriza aquel am aygua e mel e quays sia mesclat ziniar trissat, e clisteriza aquel am vi e mel mesclat, quar de proprietat de mel es que mondifique e lave, e le vi fa adherir le sinu, e majorment quan en le vi ha superfluitat de stipticitat e de siccitat.	The illness does not tolerate the Egyptian medicines nor the ashes water; now, that fluid with water and honey, a mixture of three ingredients is introduced via an enema (clisterization), which has healing properties due to its cleansing effects. Also, this concoction with wine and honey, wherein wine helps in adherence to the mucous membranes, especially when there's a surplus of stiffness and dryness.
E cum tu fas aquo alcunas veguadas e te comfizes que·l sinu ja es remaugut, lahoras clisteriza aquel am aquo que fa naysser la carn en lu.	The wind gently blows across the sea and you feel it as a gentle wave, soothing that area of your body which has become tired, cleansing those hours with water as if to refresh the flesh therein.
E es que prenguas de enguent dyafinicon e dissolveys aquel am oli rozat e vi stiptic; o que clisterizas aquel am alcunas medicinas e enguentz autres que hajan las proprietatz les quals ja he yeu scritz en le tractat dels enguents.	E is a compound that cleanses and dissolves any kind of oil residue or clogs; which also administers certain medicines and other ointments that have the properties as described in the treatise on ointments.
E si le orrifici del sinu es streyt en le qual no es recebuda la canula del clisteri, lahoras tu le amplifique aquel am ferr petit a petit, e pausa en lu calgua envolopada en enguent egipciac o en enguent basilicon entro que sia amplificat.	If the anus is too narrow to receive the enema tube, gradually and gently widen it with a small metal rod. Take breaks as needed while wrapped in Egyptian balm or Basileum ointment that has been applied.
E semblantment si le orrifici es ample, lahoras tu agregua las labias de lu am sutura e layssa de lu quantitat en la qual intre le clisteri ses addicio.	If the anus is too wide, you should also sew up your lips with a thread and decrease the quantity used in its application to the suppository.
E si le orrifici de lu del qual corr le brac es elevat a las partidas desus, lahoras secca aquel en le pus bas loc que es en lu per que le brac corra entro dejos, quar quan le brac es coartat en la preondeza de sinu la carn esser en lu engendrada.	The orifices of which the blood flows are higher in altitude places, during dry seasons that occur at lower areas where the bloodstream runs undernepressure due to being constricted within sinews; when this occurs, the flesh is generated therein.
E si no es a tu possible seccar le sinu entro al enviro del os pus bas segon que voles, lahoras te perforssa que prepares le membre am preparacio per la qual corr de lu le brac leugierament segon que es a tu apparelhat e que no sia en lu retengut alcuna causa del brac.	If it's not possible to dry the wound in the environment of your home, within an hour proceed to prepare the injured limb as follows; gently cleanse it and ensure there is nothing wrapped around the arm.
E pren medicinas consolidativas que sian pausadas sobre le sinu convenientz ad aquo que vols exxten aquelas sobre drap de li.	Pren consolidative medicines that are suitable for you in order to extend the duration of those prescribed by your doctor.
E le drap sia de tan gran quantitat cum fa la comunicacio de tot le sinu; e aprop inscidey am las forfexs en le dreyt del orrifici del sinu un trauc pus ample un pauc que l’orrifici del sinu; e aprop exten sobre autre drap de li dels enguentz leons segon la quantitat del trauc, e pausa le sobre aquel per posicio longinqua del orrifici del sinu per que sia aleujat le eyssiment del brac de lu e no ostes le drap gran sino aprop alcus dyas una veguada.	The Elevator Drape is used to improve communication between the patient and all people around them; it gently inserts its blades into the right side of the orifice of the sinus, creating enough space for the endoscope to be inserted slightly along with a small amount that the orifice can accommodate. It then extends over another layer of gauze covering the area depending on the quantity needed and is positioned far from the opening of the sinus so as not to hinder the movement of the instrument while providing adequate coverage for one to two days.
Mays aquel que es sobre le orrifici del sinu, le qual remauguas en tota hora per so que yesca aquo que es ajust en lu del brac.	The one that lies above the abyss, which you must guard at all times with firewood that is found in its vicinity, ensuring it never goes out.
E per que sapias si aquo que corr de lu del brac es mot o pauc, o es digest, o es no-digest.	To know if a food is hot or cold in nature, it should run down the right arm or left arm quickly (indicating hot or warm), slowly (indicatury neutral), or not at all (indicative of cold). However, this ancient method lacks scientific validateness and may vary significantly between individuals.
