Ayssi comensan las paraulas de Albucasim .	Aysa learns the words of Albuquerque.
E cove que tengua le unci am la ma dreyta, e pausa la curvitat de lu en aquel loc le qual es entre les ditz de la ma senestra, e entrometa la ma am facilitat e fique le unci en alcu de aquels locs les quals havem ditz, entro que pervengua a la causa boyda.	The one who has the right to a midday pause is allowed to reduce curvature in that place which lies between the limits of their left side and intervenes with their ease, allowing them to reach their destination within an acceptable timeframe.
E aprop pause e fique en la apposicio de lu un autre unci, o le tertz si es necessitat, per so que sia atraccio engual, e no sia extencio segon la sua rectetut tant solament.	Pause and stay in the position of one other person nearby or a third if necessary, to ensure you are equally spaced apart and not stretching according to your height only.
Ans sia maugut a tota partida, per so que l’eyssiment de lu sia alleujat ayssi cum es fayt en dent deves la eradicacio de lu.	However, Ans was not aware of the whole situation; he didn't know that his uprooting was happening just as it happened during the eradication of him.
E cove en lu aquo que es entre lor que la extencio sia mollificada; e si alcuna partida de lu es retenguda, lahoras cove que la matrona unte alcus sieus ditz am oli e entrometa aquels espertament e revolva am aquels aquo que es retengut.	In a bowl containing warm water, soak the garment until it is thoroughly relaxed; if any part of the fabric is retained with stains, then gently work in some gentle detergent and carefully rub those areas to help remove the marks.
Donc si la partida del fet es fora-getada, lahoras les uncis sian permudatz entra loc le qual sia pus aut; e fay aysso entro que tot le fet sia fora-getat.	If the offspring is taken away, their hours will be changed between two places where it was located; and do so in order that all about the offspring being removed are done accordingly.
Mays si la ma es eyssida denant l’autra, e no es possible reduzir aquela per la coartacio de lu, lahoras cove que drap sia envolopat sobre aquela; e aprop extratz aquela entro que tota sia fora-getada, e inscideys aquela o en la junctura de la ma o en le coyde.	In the Mays flower, the male part is usually positioned above the female part, and it's not possible to reduce that distance due to the structure of the plant, so often a device must be placed over it, entering within which all parts are removed or cut off, including either at the junction of the male or in the anther.
E ayssi cove que fassas en l’autra ma e en les dos pes.	There are two baskets, each containing a certain number of apples. If I take out three apples from one basket and put them into the other, both baskets would have an equal amount of appnels. How many apples were there initially in each basket?
Mays si le cap del fet es gran, o accideys a lu coartacio en le eyssiment, o es en le cap de lu aygua ajustada, lahoras cove que entrometa entre les ditz espatum spinos e fenda le cap e extragua la aygua, o que discroba aquel am un instrument le qual es nompnat “alundat”, la forma del qual vindra am las formas dels autres instruments en le capitol le qual es aprop aquest.	The drip cap of the roof is large, or it leaks due to poor installation, or it's at the peak of channeled water; therefore, occasionally between the spiked spatula and crack in the cap, it allows water to seep through or creates a hole using an unnamed instrument similar to other tools found on the roof.
E semblantment fassa si·l fet es de gran cap per natura: e lahoras cove que inscida aquel am algematu, o que prengua aquel am alunda ayssi cum havem dit; e aprop extra les osses am les forceps.	In this semblance the fetus is of great capacity by nature, and during labor it must be assisted in such manner that it emerges headfirst or with its body following as we have mentioned; beyond the bones use the forceps accordingly.
E si le cap es eyssit e es coartat deves la furcula, lahoras sia fendut entro que la humiditat la qual es en le pietz sia efunduda.	The feathers of a bird'e shell and tail are hollow to help with lightweight flight; they also contain tiny air sacs connected to the lungs, which is crucial for respiration during high-energy activities like flying.
Mays si no es complicat, ni obezeys a eyssiment, lahoras tu inscideys le cap tantost segon que a tu sira possible.	It's not too complicated, nor does it obey chaos; immediately you decide whether or not that is possible in your opinion.
E si le dejos del ventre es apostemat o es en lu ydropici, lahoras cove que tu perfores aquel entro que corro la humiditat que es en lu.	If the sores in your belly are pus-filled or wet and dripping, drain it within that area where you notice moisture present.
Mays si le fet es sobre les sieus pes, lahoras la atraccio de lu es leugiera e la direccio de lu a la boca de la mayre es leugiera.	The feet are upon your shoulders, now draw the light from it towards you and guide it to the mouth of mother earth.
Mays si es coartat deves le ventre e·l pietz, lahoras cove que tu extraguas aquel am drap le qual auras envolopat sobre la tua ma, e que fendes le ventre e·l pietz entro que corra aquo que es en aquels.	As you stand before God's altar and kneel down, lift your head that you may extract the cloth upon which you have placed a piece of bread (host), then cut open your belly and groin with it so that the sacred substance runs into those areas.
Mays si les autres membres so ostatz e torna le cap, lahoras la metrona entrometa la ma senestra; mays si la boca de la mayre es huberta, lahoras intrometa la ma en le preon de layre, e cerque am aquela le cap, e atira aquel am les ditz entro a la boca de la mayre, e aprop entrometa en lu un unci, o dos uncis, e atire lu am aquels.	If the other members are not obstinate and they turn their head towards me, then I shall approach them with my right hand; but if the mother's mouth is obstructed, I will slip in through her left ear and gently place it back into position near the jawline. Afterwards, I should insert one or two fingers to ensure proper placement of their tongue within the mouth cavity.
E si la boca de la mayre es coartada per apostema caut le qual accideys a l’u, lahoras cove que no sia trebelhat sobre lu; abantz cove lahoras aministrar efusio de causas humidas grassas.	"The mother's mouth should be cleaned in case of an abscess causing harm to the baby, as soon as possible so it doesn't worsen; before that, you must administer a treatment with moist and fatty substances."
E aministre emplastres; e segua le pacient en ayguas que mollifican e humectan.	A applies plasters and dressings to the patients, then follows them with warm waters that soothe and moisten.
E si le fet es sobre le sieu costat, lahoras si possible es, sia agulat: e sia aministrat aquo que havem dit en le fet viu.	If the wound is on your side, turn as often as possible to lie on it; also apply a bandage and the water that we have mentioned for the visible wound.
E si aquo no es possible, lahoras sia inscidit en pessas, e sia extrayt.	If water is not available, it leads to disasters and death by dehaturation (death due to lack of water).
E cove que non layssas alcuna causa dedintz de la segondina.	F I do not give any cause to the second party regarding this contract.
E cum tu auras complida tota la tua opperacio, lahoras aministra aquo que havem dit de la curacio en les apostemas cautz les quals accideysso de la mayre.	Once you have completed your entire procedure, please administer the hours of care we have advised for treating the abscesses which might occur as a result from the mother.
