Ayssi comensan las paraulas de Albucasim .	Aysa begins to understand the words of Albuquerque.
Donc dic que les antics no diyssero circumcisio en alcu dels lors libres, quar no n’usan en las suas leys, e no es sino quar havem aquisit per speriment, la qual causa es que yeu he atrobat la major partida dels artifexs e dels barbies usar circumcisir e mundificacio am novacula e am torores; e usan de liament am fiel e de inscizio am la ungla.	They say that ancient people did not practice circumcision among the free ones, because they did not use it in their laws, and it is only due to acquired experience that artisans and barbers tend to perform circumcision and cleansing with a scalpel and bowls; they also use lathering with soap and ointment.
E yeu ja he prohadas totas aquestas manieras e no atrobegui milhor mondificacio am forfexs, am liament am fiel que en mondificacio cum la ungla, quar motas vetz efugeys la codena pus desus, quar la codena del prepucii a dos tunicas, e roman la tonica pus dejos, e fort leu es forsat ad autra inscizio e dolor sicura.	He who uses these methods will not achieve better results than using forceps or scalpel in circumcision, as some techniques result in moving the glans too much upwards and causing pain to the penis, while others involve two layers of skin on the foreskin and a tight ring underne
E am mundificacio le qual es fayta per alphecati, e es digital, del qual usan les sabatiers, no es segurada la inscizio de la extremitat del membre viril, quar fort leu intra en le trau de lu.	The E ammoidification method, which is performed for hemorrhoids and is digital, used by the wizards, does not ensure protection from extreme damage to the male genital organ; it can easily lead to serious injury during sexual activity.
Mays en la operacio am ungla, fort leu obazeys ferr e corromp la tua operacio.	In the operating room, there are many risks to be aware of that may harm and compromise your surgery.
E la codena del enfant es breu per natura, e motas veguadas nays en tal manieyra que no ha necessitat de mondificacio, e yeu he vist aquel.	The child's code is short by nature, and most of the time there are no mutations in such a way that it does not require modification, and I have seen this too.
Mays de la mondificacio que·s fa am forfexs e liamentz am fiel, la bontat, experiment descrobic a mi, quar las forfexs so de proporcional inscizio, per aquo quar la acuitat que es desus es ayssi cum la acuitat que es dejos; e donc cum tu premes la tua ma so proporcionadas dos acuitatz, e inscideysso segon una comperacio en un temps; e es fayta compressio del fiel am figura contenent la codena de la vergua de tota partida, am le qual no catz error de tot.	The vast multiplication that you do with axes and laments is false, the goodness, which I have discovered by experience, consists in proportionality; because the sharpness of those before (axes) is so much greater than that behind (axes), therefore as well when you press your own are proportioned two sharpenings, and incise according to a trade-off at one time; and it's made compression with the true figure containing the code of the goad in its entirety, which doesn't cause any error at all.
E la manieyra de la operacio primeyra es que tu fassas estar le enfant majorment si es de aquels que entendo un petit, que no fassas sino que tu lies le fiel en la sua vergua tant solament, e que leysses aquel entro al autra dia.	The first rule of the operation is that you should mostly focus on those whom I understand a little, and not so much on those who are entirely unfamiliar to me; instead, just keep them in your memory as well, and see them again after another day.
E aprop fay aquel alegrar en tota aquela manieyra que es a tu possibla de aquo que recep la sua intelligencia.	The joy of sharing knowledge and ideas with others, in any way possible, is always within your reach at the time you receive this intelligence.
E aprop fa aquel estar entre las tuas mas estatuir preparadament, e no sia ges cezent; e occulta las forfexs en la tua ma o dejos le tieu pe, que l’enfant no veia aquelas ni degun autre dels instruments.	Certainly! Here is the translation of your text from Catalan to English:
E aprop entremet la tua ma a la vergua de lu e suffla en la codena, e tira aquela entro que sia eyssit le cap de la vergua, e aprop mondifica aquel de aquo que es agregat en ela de sordicia.	Take your handkerchief to the window and blow into it, then put that handkerchief over your face and breathe through it; this will help clear any moldy air from inside.
E aprop lia le loc signat am fiel dobla, e aprop ligua pus bas de aquel un petit le segon liament, e aprop te am le dit pous e endic tieu le loc del liament dejos am bona retencio, e inscideys entre dos liaments.	A prop nearby the signing place field is doble, and to your left from that one, there's a small second location, and beyond it you'll find the site of the previous agreement with good retention, located between two locations.
E aprop eleva la codena sus leugierament e estratz le cap de la vergua; e aprop leyssa le sanc corre petit e petit, quar es milhor ; e pausa polvera desus e sobre la polvera pausa drap en le qual es spandut mugol de huou coyt en ayguaros concosit am oli rozat recent bo; e layssa aquel sobre aquel entro al autra dia; e cura aquel am curacio entro que sia sanat.	In the morning, take a bowl and pour some water into it. Then, crush gently your chosen herb (such as yarrow, chamomile, or mint) using either hands or mortar and pestle until finely grounded. Add this to the water in the bownail and let steep for approximately 10 minutes. Strain through a cloth into another container; you may also add some honey if desired. Drink as needed throughout the day, but be cautious not to overdo it.
La forma de las forfexs a mondificacio, aquesta es la forma:	The shape of the crescent moon is like this: C-shaped or banana-shn. It resembles a curved, slim slice that represents one phase in the lunar cycle when the Moon appears as only a small part illuminated by direct sunlight from our perspective on Earth.
Sian las unas extramitatz no-talhantz e las autras sian talhant, que non sia yssit le ram del clau, e sia la longitut de las doas acuitatz ayssi cum la longitut de dos manubres engualment.	Some chopsticks are not equal in length and others may be equal; if the tip of one is shorter than the end of the other, then the length of the two chopangs shall be equal to twice the difference between their lengths.
