Ayssi comensan las paraulas de Albucasim .	Aysse learns the words from Albuquerque.
Mays si no deyssen, lahoras cove que la femna sia cristirizada de mucellage de ptilli e mucellage de fenugrec am cizami.	If May's does not succeed, the hours will show that the woman has been purified from ptillic flour and fenugreek seed impurveities.
E aprop comanda a lu, aprop le cristeri, que sia compremuda e fay aquela stornudar am condisi; e te la boca de lu e·l nas de lu per huna hora, quar le fet sira foro-getat tantost.	He commanded the light to shine brightly and warm up the room, so that it could induce sneezing under certain conditions; and he kept his mouth and nose exposed for an hour until a strong cold overcebame him soon after.
E si las doas mas del fet so foro-getadas al comensament, lahoras cove que tu redusiscas aquelas am fecilitat petit a petit.	If you have eaten too many sweets at dinner, it may be advisamoble that you cut down on those sweets little by little.
Mays si no obezeys al intrament, lahoras pausa la femna sobre una cezelha e leva les pes de lu sus, e aprop concuceys la cezelha sobre la terra; e la femna sia tenguda que no caia deves la concussio.	If May does not obey the commandment and interrupts her rest on a chair while holding onto its legs, she must pull the chair towards herself and sit down carefully without falling off; ensuring that she is seated securely and remains upright throughout the process.
E si las mas no son dedintz tornadas e morr le fet, lahoras inscideys aquelas e extratz le romament del fet o lia le cors a la ma de lu am drap e extratz aquel am equalitat, quar aquel sira foro-getat.	"If the days are not turned and months become lost, hours invade those times and through that rhythm of birth, your heart aligns with his love'ebbed emotion, for that is where equality resides."
De eyssiment del embrio sobre les sieus pes.	The development of the embryo within its egg shells.
Quan le fet yeys sobre les sieus pes, lahoras cove que tu impelliscas aquels en sus, e aprop convertas le fet petit, e aprop que engualhes aquel, e aprop que prenguas un pe de lu e extendas aquels petit a petit.	And you should tell your children about their dreams, how to believe in them and pursue them, and how to overcome obstacles along the way as they grow bigger and stronger.
Mays cum son eyssit entro a las coyssas, lahoras tu comanda a lu que se exprema, e fay aquela extornudar am condizi, quar sira foro-getat si Deus lo vol.	"Mays cum son eyssit entro las coyssamo horas ta comandato ti ki te expressa, e fai que t'extronda acondizionon ku si siera forojetis se Dios lo vule."
E si no es foro-getat am aquo que havem recomtat, lahoras tu retorna le fet petit a petit entro que pauses aquel segon figura natural, quar aquel sira lahoras foro-getat am leugier eyssiment.	If you have not yet reported the water leakage, please return to us as soon as possible within one week or by the natural course of events if it occurs during that time period; this will be considered a delayed report due to circumstances beyond our control.
E si es prohibit am tot aquo que havem recomtat, lahoras pren de musellage de altea e de goma dissolvuda, e percuteys tot en le mortier per bona percussio, e aprop linieys am aquo le conh de la femna, el pus bas del ventre de lu.	If you are prohibited from drinking any water and have mentioned using Altea gum dissolved in water and tapping on the whole body with good percussion techniques, I would advise against this practice as it is not based on scientific evidence or medical guidelcuines for treating women's health issues.
E aprop fay aquela cezer en aygua tebeza, entro que consegua les ypocondias.	Here is the translation in formal English from the given text in Portuguese: "Even though you are at sea without water, aim to avoid those feelings of melancholy."
E cum vezes que las partidas dejos de lu so lenificadas, lahoras fay a lu subfumiguacio de mirta e sub-pausa aquela a lu.	C times that the games left unfulfilled, hours are dedicated to reflection on mistakes and taking short breaks.
E quan te la sub-fumiguacio per una hora, lahoras tu la fay sezer sobre una cezelha, e aprop fay aquela stornudar e extrenh la boca de lu, e levas de aquela, e prem la partida pus bassa del ventre de lu am leugiera compressio, quar le fet sira tantost foro-getat.	In order to treat a stuffy nose for an hour, gently blow your nose on one side at a time over a tissue and avoid breathing through the mouth; remove the tissue and firmly press it slightly below the nostril area, which will help relieve congestion quickly.
Eyssiment del fet sobre les sieus denols e las suas mas.	Discussion about your hobbies and interests.
Quan le fet eyssira segon aquesta forma, lahoras tu engenies en entrometen las suas mas petit a petit; e aprop la femna stia evessada sobre le sieu col, e les pes de lu pengo en jos, e aquelas sia jasent sobre le lieyt, e complegua las suas mas.	As you progress through this form, your hours as engineers subtly intervene; and the woman lies sprawled on her bed, with her legs hanging down, while those gently rest upon her left side, gradually approaching their goal.
E aprop prem sobre le ventre de lu petit a petit, e aprop extratz aquo que es dejos les pes de lu de las aurelhas entro que sia preparada en la partida pus dejos.	Slowly pouring over the belly of his little one, and carefully extract that which has fallen from their ears into which it is prepared in the bottom portion later on.
E si le fet no es fora-getat, lahoras pren les pes de lu e mau aquels am movement vehement, e aprop prem aquo que es sobre les ypocondres petit a petit entro que le fet puege a las partidas desus.	If the egg is not removed, it will begin to move vigorcuously and gradually break into parts under its own weight.
E aprop entrometa las suas mas e engualhe le fet petit a petit, e comanda a la femna que se exprema entro que le fet sia foro-getat.	The cat slowly approached the mouse and inch by inch compared its size to that of the little one, while instructing the female to express herself so that her fear might be alleviated.
Eyssiment del fet latutidinalment pendent una de las suas mas.	The inscription is partially deteriorated on one of its sides.
Sia engeniat en reduccio de la ma de lu, mays si no podes aquela reduzir, lahoras eleva la femna e fe aquela anar.	If you cannot reduce the salt in your meal, then raise the woman and let her go away. (This translation seems to be a literal one-for-one translation which doesn't really make sense in English.)
