Ayssi comensan las paraulas de Albucasim .	Thus begins the words of Al-Baghdadi.
Totz aquels instrumentz so excersitatz, e quan mes so multiplicadas las specias de aquel e so preparadas deves le artifexs, quant es pus leugier a la sua opperacio e pus aut deves les homes per la sua quantitat.	All those tools are exercised, and when more of their species exist and they are prepared by the artisan, it is lighter for his operation and more suitable you should use the men according to their quantity.
E no obres de aquels instrumentz ja sia qua sia deves tu aparalhat, quar la necessitat de aquels no es excusabla.	And do not work with those tools already that you must be equipped with, for the need of those is inexcusable.
De extraccio de la segondina.	For extraction of the second child.
Quan la segondina es retenguda deves le enfantament, lahoras cove que tu comandes a la malautae que retengua le sieu ale, e aprop fay aquela stornudar am condizi, e strenh la tua ma sobre la boca de lu e sobre las nars de lu, e si per aysso es defora eyssit, bo es.	When the second child is retained you should give birth, then command to the mother that she retain her breath, and make her sneeze with the condition, and hold your hand on her mouth and her nostrils, and if it comes out by this means, it's good.
E sino, lahoras tu pren una ola e perfora en la cuberta un trauc e pausa en aquela erbas ubrent la boca de la mayre, ayssi cum calament e ruda e anet e camamilla e scicados arabic e cassia lignea e santaurea.	And if not, then take an olla and pierce through the cover with a thorn and pause in that herbs blow into the mother's mouth, like calamus and rudis and nettle and camomile and scalding arabic and cinnamon wood and santaular.
Totas aquestas erbas o alcunas de lor sian submersas en aygua en la ola, e pausa aquela sobre le foc.	All these herbs or some of them should be submerged in water in the olla, and pause that above the fire.
E aprop pausa una canula de canaviera en la boca de la mayre, e tengua aquela entro que la evapor vengua a la concavitat de la mayre.	And then place a pipette from a gourd in the mother's mouth, and keep that inside until the vapor goes into the cavity of the mother.
E aprop fay aquela stornudar ayssi cum havem dit, e la segondina sira fora-getada am velocitat.	And then make her sneeze in this manner as we have said, and the second child comes out quickly.
Mays si roman aprop aquesta curacio e no es eyssida, lahoras tu comanda a la matrona que submerge la sua ma sinistra en oli sizami o en micellage de altea, e aprop entrometa aquela en le conh e queresca am aquela la segondina, e cum aquela auras trobada, lahoras pren la e exten aquela pauc a pauc Mays si es annexsa en le preon de la mayre, lahoras entrometa la sua ma segon que havem recomtat, e quan aura trobat la segondina, extragua aquela petit a petit segon rectetut per so que la mayre no caja deves la atraccio vehement.	If this treatment does not take effect and is not effective, then you command the midwife to submerge her left hand in oil of saffron or in high altitude vegetable soap mixture, and introduce that into the womb and make the second child come out by that way. And when she has found it, take it little by little slowly. If it sticks to the mother's preon, then introduce her hand as we have recommended, and when she finds the second child, pull it out little by little according to its position so that the mother does not fall from the violent pressure.
Abantz cove que sia permudada als costatz dreyt e sinestre am facilitat.	Before it is laid on the right and left sides for easy turning.
E aprop sia ajustat en la quantitat de atraccio, quar ela obedira e evasira de adhirencia.	And adjust to the amount of suction, one that would obey and avoid adherence.
E si la boca de la mayre es coartada, nos ja havem recomtat la curacio am sturnutacio e am medicacio de la ola am erbas.	And if the mother's mouth is constricted, we have already recommended treatment with sneezing and medicine from the sea using herbs.
Mays si no es fora-getada am totas las causas las quals havem recomtadas, lahoras guarda te que no fetigues sobre aquela en iteracio de abstracio, mays empero cove que aquo que es eyssit de lu a la boca de la mayre lies a la coyssa de la femna, e aprop cristeriza aquela am enguent e tetrafarmacon; quar aquel fara poyrir aquela aprop alcus dias e sira dissolvuda e sira fora-getada.	If not removed by all the causes we have recommended, then ensure you do not exhaust yourself in the iteration of abstraction, but instead allow what is emitted from you to the mother's mouth lies on the female thigh, and then treat that with grease and tetra-formula; which one will dissolve that around a few days and become free.
Mays quan se poyreys, es de lu elevada mala audor al cap, e al estomac, e aquo ledeys la malauta; e adonc cove que sian aministradas sub-fumiguacios e convenientz ad aquo.	When you relieve yourself, it raises the bad smell to the head and stomach, and this scents the disease; and then ensure that sub-smokes and suitable things are administered for this.
Mays alcus dels Antics ja so esproatz sub-fumigacio de nazitort e de figuas seccas.	Such as the ancients already use sub-smoke of nettle and dried figs.
Forma de instrument am le qual la femna es sub-fumiguada deves la retentio de mestruas e de la segondina:	Forming an instrument with which the female is sub-smoked, you must retain her menstruation and second periods:
Sia fayta de veyre o de eram.	It is made of wool or reed.
E sia pausada la extremitat subtil en le conh e la extremitat ampla sobre le foc, e la sub-fumiguacio sia pausada sobre las brazas del foc.	And the subtle end is placed in the corner and the wide end above the fire, and the sub-smoke is placed on the arms of the fire.
E tengua aquela entro que sia consumida aquela sub-fumiguacio e itera·n autra.	And keep that so that the sub-smoke is consumed and repeats itself.
De curacio del cul del enfant no-perforat.	Regarding the treatment of an unperforated infant's anus.
Motz enfantz naysso e les culs de lu no so perforatz, les quals ya ciphac subtil e opilat.	Mothers often neglect and do not perforate their infants' butts, which are sensitive and plump.
Adonc cove a la matrona que perfore am le sieu dit aquel ciphac; e sino, perfora aquel am spatum agut, e guarda se que no toque le lacert.	Then advise the midwife to puncture with her thumb that cheek; if not, puncture that one with a sharp needle, and ensure it does not touch the wound.
E aprop pause sobre aquel lana enfusa en vi e oli; e aprop cura aquel am enguent entro que sia senat.	And then place over that wool saturated in vinegar and oil; and then treat that with grease while it is cooled.
Mays si temes que sia opilat, lahoras pausa en le trauc una canula per motz dias, e osta la quan le enfant voldra degerir.	If you fear it's plump, then leave a tube in the mother for several days, and remove it when the child wants to defecate.
E ja accideys oppilacio del cul per consolidacio de plagua o de apostema; adonc cove que aquela consolidacio sia inscidida, e aprop sia curada am aquo que avem dit de la curacio e del plom.	And if there is defecation in the butt due to consolidation of pustule or abscess; then ensure that this consolidation is incised and treated with what we have said about treatment and lead.
