Praefatio.	Prologue.
Deinde dupla ipsam superius a parte umbilici.	Then place the bulb above, on the side towards the navel.
Deinde impelle siringam intra ipsam, donec perueniat ad Vesicam, et sentiat eam infirmus iam peruenisse ad rem uacuam: et non fit hoc secundum hunc ordinem, nisi quoniam meatus, in quo uadit, est in quo est tortuositas.	Then push the syringe into it until it reaches the bladder. The patient will feel that it has reached an empty space. This is not done in this order unless the path through which it goes is tortuous.
Deinde extende filum cum lana paulatim.	Then gradually pull out the thread with wool.
Vrina enim sequetur lanam.	For urine follows the wool.
Deinde extrahe eam, et fac currere Vrinam per uiam urinae: et itera siringam, et non cesses facere illud, donec euacuetur uesica, et inueniat infirmus alleuiationem.	Then withdraw the wool and let urine flow through its path. Repeat this procedure until the bladder is emptied and the patient finds relief.
¶ De qualitate clisterizationis uesicae cum Clepshydra.	On the nature of bladder irrigation with a siphon.
Caput LIX.	Chapter 59
Quando accidit in uesica ulcus, aut sanguis in ea congelatur, aut coartatur in ea pus, et uis distillare in eam aquas et medicinas: tunc fiat cum instrumento quod nominatur Clepshydra, et haec est forma eius.	When an ulcer forms in the bladder or blood congeals in it or pus hardens within it and water and medicines should be poured into it, then use an instrument called a siphon, which is shaped as follows:
Est enim surda, id est, clausa.	It is closed at one end.
Et in eo sunt tria foramina, duo ex parte una, et unum ex parte altera, sicut uides.	And it has three holes: two on one side and one on the other, as you can see.
Et locus concauus, in quo est illud quod impellit, sit secundum quantitatem quod opilet ipsum sine additione, donec quando trahitur cum eo aliquid, ex humiditatibus attrahatur: et quando impellitur, cum eo expellatur ad longinquum: secundum quod facit clepshydra, qua proiicitur naphta, id est, ignis graecus in praeliis martis.	And the concave space where the piston is placed should be exactly its size without any extra space. When it is pulled back with it, some moisture will be drawn from it, and when it is pushed forward with it, it will be expelled far away, just as a siphon expels naphtha, that is, Greek fire in battle.
Cum ergo uis proiicere humiditates in uesicam, intromitte extremitatem clepshydrae in humiditatem, et trahe cum eo quod impellit ad superiora, humiditas enim trahitur in concauitatem clepshydrae.	Therefore, when you wish to project moistures into the bladder, insert the tip of the siphon into the moisture and pull it back while pushing the piston upwards; for the moisture will be drawn into the concavity of the siphon.
Deinde intromitte extremitatem eius in uirgam, secundum quod narrauimus in siringa.	Then insert its tip into the penis, as we have described for a syringe.
Deinde impelle humiditatem cum eo quod impellit illa namque humiditas peruenit ad uesicam statim, ita quod sentit eam infirmus.	And then push the moisture with it until it reaches the bladder so that the patient may feel it immediately.
Forma clisteris subtilis quo clisterizatur uesica.	The shape of a fine enema syringe used for enemas into the bladder.
Fiat ex argento, aut auricalco: cuius caput altius sit simile alcama paruo, et sub eo sinus inter quem cadat ligamentum.	It should be made of silver or gold. Its tip should be slightly shaped like an alkahest and below it there should be a hollow where the ligature falls.
Deinde accipe uesicam arietis, et pone in ea humiditatem, qua uis clisterizare uesicam.	Then take a bladder of a ram and place in it the moisture with which you wish to perform an enema on the bladder.
Deinde liga eam inter duos sinus ligatura forti cum filo duplo: et calefac illam humiditatem parumper super ignem.	Then tie it between two hollows with a strong ligature and double thread, and warm the moisture slightly over the fire.
Deinde intromitte extremitatem clisteris in uirgam, postea stringe manum tuam super uesicam cum humiditate strictura decenti, donec sentiat infirmus, quod illa humiditas iam peruenit ad uesicam.	Then insert the tip of the enema syringe into the penis and afterwards compress your hand over the bladder with gentle pressure until the patient feels that the moisture has reached the bladder.
Si autem non est tibi praesens uesica, tunc accipe frustum pergameni, et fac ex eo circulum, et perfora ipsum ab omni rotunditate sua.	But if you do not have a present bladder, then take a piece of parchment and make it into a circle, and pierce it all around its circumference.
Deinde intromitte filum forte in illis foraminibus, sicut reuoluuntur.	Then insert a strong thread through those holes as they revolve.
Deinde aggrega circulum, sicut aggregatur alsofratu: postquam tu ponis in eo illud quod uis ex humiditatibus, et oleis, et aquis.	Then gather the circle together like an apron, after you have placed within it what you wish from moistures, oils, and waters.
Deinde liga ipsum in instrumento: et fac cum eo sicut fecisti cum uesica ex expressione cum manu tua, donec perueniat humiditas ad uesicam.	Then tie it to the instrument, and do with it as you did with the bladder through compression with your hand until the moisture reaches the bladder.
¶ De extractione Lapidis.	On the Extraction of the Stone.
Caput LX.	Chapter 60.
Iam diximus in diuisione species Lapidis, et curationem eius cum medicinis: et dixi differentiam inter Lapidem generatum in renibus, et uesica, et signa illius totius: et dixi Lapidem in quo cadit operatio cum manu et sectio: et est Lapis generatus in uesica proprie: et ille qui figitur in uirga: et ego sum narrans illud cum expositione manifesta et abbreuiatione.	I have already spoken of the division of kinds of stones and their treatment with medicines; and I have mentioned the difference between stones generated in the kidneys and bladder, and the symptoms of each; and I have spoken of the stone on which manual operation and section is performed: this stone belongs properly to the bladder, and that which adheres to the ureter. I am now narrating the latter with clear explanation and abbreviation.
Dico ergo, quod Lapis generatus in uesica, plurimum accidit pueris.	I say therefore, that stones generated in the bladder most commonly occur in children.
Et ex signis eius est, quod urina egreditur ex uesica similis aquae in subtilitate sua: et apparet in ea harena alba, et fricat infirmus uirgam suam, et laborat cum ea, et multotiens pendet.	And among its signs is that urine exits the bladder like water in its fineness; and it appears white sand in it, and the sick person rubs his penis frequently, and labors with it, and often hangs down.
Deinde erigitur, et egreditur cum eo anus in multis eorum.	Then he is raised up, and passes out with it the anus in many cases.
Et est facilis sanatio puerorum, ex eo usquequo consequuntur quatuordecim annos.	And the cure of children is easy until they reach fourteen years old.
Et est difficilis in senibus.	And difficult in the elderly.
In iuuenibus autem est media, in eo quod est inter illud: et eius cuius Lapis est maior, curatio facilior: et si paruus, est econuerso illius cura.	But in young people it is moderate; and in one whose stone is large the cure is easier; but if small, its cure is conversely difficult.
Cum ergo peruenimus ad curationem, oportet in primis, ut mundificemus infirmum cum clisteri, quod extrahat totum stercus quod est in intestinis suis: ipsum enim quandoque prohibet inuentionem Lapidis apud inquisitionem.	Now when we come to the treatment, it is first necessary to cleanse the sick person with a clyster, which extracts all the excrement that is in his bowels; for sometimes this prevents the discovery of the stone during examination.
