Praefatio.	Prologue.
Et si uis, cauteriza ipsum secundum quod praemissum est cum igne, aut cum medicina acuta: et iam eradicantur athelil inuersi, et non inuersi cum instrumento quod ego dicam.	And if you wish, cauterize it according to what has been said with fire, or with caustic medicine; and now inverted piles are eradicated, and those not inverted without the instrument that I will mention.
Formica autem est etiam eminentia parua filtrata, grossa, super superficiem corporis, uadens in profundum ualde: et quando inuenit eam frigus, sentitur in ea simile mordicationi formicae, et fit in corpore toto: et plurimum eius fit in manibus.	An ant hill is also a small, porous, thick elevation on the surface of the body, going deep into it. When cold finds it, one feels something like an ant bite in it, and this happens throughout the whole body, but especially in the hands.
Et curatio eius est, ut accipias cannulam ex penna anseris, aut penna uulturis forti: et pone illam cannulam super Formicam, donec contineat circulus cannulae ex partibus eius.	Its treatment is to take a cannula made from goose or strong vulture feather and place it on the ant hill until its circle encloses it on all sides.
Deinde reuolue manum tuam cum cannula, donec seces quod est in circumitu Formicae: et ponas eam in profundo carnis, et eradices Formicam ex radice eius.	Then revolve your hand with the cannula until it cuts off what is around the ant hill; and put it into the depth of the flesh, and eradicate the ant hill from its root.
Et si uis, fac illud cum cannula aeris, aut ferri, secundum hanc formam.	And if you wish, do this with a cannula of bronze or iron, following this pattern.
Sit superius cannulae ad sublimitatem trahens surdum inuolutum, ut alleuietur super digitum apprehensio eius et ipsius reuolutio.	Let the upper part of the cannula draw up towards the top, wrapped deaf-mute-like, so that its grasp and revolution may be eased upon the finger.
Et si uis cauteriza Formicam secundum quod praemissum est in cauterizatione Athelil in capitulo de cauterio.	And if you wish, cauterize the ant hill according to what has been said in the chapter on cautery concerning the cauterization of piles.
¶ De formis Instrumentorum quae administrantur ad Clisteria in aegritudinibus Ani, et solutionis uentris, et colicae.	On the shapes of instruments used for administering clysters in cases of disease of the anus, and for loosening the belly and colic.
Caput LXXXIII.	Chapter 83
Quandoque Clistere fit ex argento, aut ex aurichalco, aut ex aere fuso, aut malleato.	Sometimes a clyster is made of silver, or of brass, or of cast iron, or of hammered copper.
Et quandoque fit ex istis Instrumentis paruum, et magnum, secundum illos in quibus administrantur.	And sometimes they are made small and large according to those in which they are used.
Illud ergo quod administratur in curatione puerorum paruorum, sit paruum: et quorum ani sunt debiles, aut dolorosi, sic et clisteria eorum.	Therefore, that which is used in the treatment of young children should be small; and for those whose anus is weak or painful, so should their clysters be.
Clistere magnum.	Large clyster.
Cistere paruum.	Small clyster.
Canna eius, id est, caput superius in quo ligatur uter, sit amplum secundum hunc modum: et sit ei distinctio ut ligetur uter sicut uides, et extremitas eius inferior quae intromittitur in anum, sit surda, id est, non aperta, lenis, ualde, trahens ad subtilitatem: et in uno laterum eius sint duo foramina, et in latere altero foramen unum.	The cannula of it, that is, the upper end into which the womb is tied, should be wide according to this manner; and there should be a distinction so that the womb may be tied as you see, and its lower end which is inserted into the anus should be closed, that is, not open, very smooth, drawing towards fineness: and on one of its sides there should be two holes, and on the other side one hole.
Et sit amplitudo foraminis secundum grossitudinem radiorum, et grossius parum, et sit uter in quo ponuntur medicinae ex uesica animalis: aut ex charta ouis, quae sit secundum formam asofrati paruae: cuius radix sit palmus unus.	And the width of the hole should be according to the thickness of the threads, and a little thicker is better; and the womb in which medicines are placed should be made from the bladder of an animal or from the skin of a lamb, which should be in the shape of a small aspharot: whose root should be one palm.
Et perforetur foraminibus multis sicut reuoluitur, et sit spacium quod est inter omne foramen grossitudo digiti.	And it should be pierced with many holes like this, and the space between every hole should be the thickness of a finger.
Deinde intromitte in illa foramina filum forte ex filo crudo, quod sit ex decem filis, aut circiter ea, et aggrega cum eo utrem sicut asofrati.	Then insert into those holes a strong thread made from raw wool, which is composed of ten or about that many threads, and gather it together like an aspharot.
Cum ergo ponitur in eo uter, stringatur in capite clisteris inter duo distinguentia constrictione forti.	When the womb is placed inside it, tie the head of the clyster tightly between the two differentiations with a strong knot.
Deinde clisteriza cum eo.	Then administer the clyster with it.
Et haec est forma circuli utris hic depicta, et foraminum.	And this is the shape of the circle and holes depicted here.
Qualitas autem clisterizandi cum eo, est: ut impleas utrem, aut uesicam ex medicina, quae sit calefacta secundum quantitatem tolerantiae infirmi: et caue ne sit calida ualde, aut frigida ualde.	But the quality of administering the clyster with it is that you should fill the womb or bladder with medicine which has been warmed according to the tolerance of the sick person; and beware lest it be too hot or too cold.
Deinde resupinetur infirmus super dorsum suum, et eleuet crura sua ad superiora: et pone sub eo inthaan, id est, corium super quod iacent homines, aut linteamen.	Then the sick person should lie on their back and raise their legs upwards; and place underneath them a mattress, that is, leather upon which people lie, or cloth.
Deinde inunge extremitatem Clisteris cum oleo, aut cum albugine oui, aut cum mucillagine foenugraeci, aut similium.	Then anoint the end of the clyster with oil, or egg white, or slippery dock mucilage, or something similar.
Deinde intromitte ipsum in anum cum facilitate.	Then introduce it into the anus gently.
Deinde accipiat minister utrem cum duabus manibus suis simul, et exprimat ipsum cum uehementia, donec euacuet totum quod est in Clisteri in intestinum.	Then let a servant take a jar with both hands at once and squeeze it forcefully until all the contents of the clyster pass into the intestine.
Deinde extrahe Clistere, et eleuet infirmus crura sua ad parietem.	Then remove the clyster, and the patient should raise their legs against the wall.
Quod si medicina cogit eum ad exitum, tunc teneat quantum potest.	But if medication causes him to need to go, then hold back as much as possible.
Et si dormit cum ea nocte tota, est magis ultimum in iuuamento.	And if he sleeps with it all night long, it is the best in treatment.
Si autem clisterizas eum in aegritudinibus solutionis uentris, et festinat exitus eius: tunc itera clistere, donec sanetur.	But if you give him a clyster for intestinal inflammation and his bowel movement comes quickly, then repeat the procedure until he is healed.
Quod si in ano sunt hemorroides, aut apostemata laedentia, tunc sit clistere subtile ualde, lene, ex clisteribus quibus clisterizantur pueri.	But if there are hemorrhoids or sores wounding the anus, then use a very fine, gentle clyster like those used for children.
Et haec sit forma clisteris subtilis super quod sit stricta cutis.	And this is the shape of a fine clyster with a thin skin stretched over it.
¶ De curatione Vulnerum capitis sine fractura ossis.	Chapter on the Treatment of Head Wounds without Bone Fracture.
Caput LXXXIIII.	Chapter 84.
Iam dixi in diuisione de curatione uulnerum quod conueniebat libro, et ego dicam hic curationem eorum cum manu, et cum medicinis secundum complementum.	I have already spoken about the division of wound treatment suitable for this book; here I will discuss their treatment by hand and with medicines according to completion.
Dico ergo, quod uulnera diuersificantur secundum illud quo fiunt uulnera, et secundum locum super quem cadit uulnus.	So I say that wounds are differentiated according to the cause of the wound and its location.
Res ergo quibus fiunt uulnera multotiens, sunt sicut iactus lapidis: aut incisio ensis, aut cultelli: aut percussio cum lancea, aut ligno, aut sagitta: et similibus illis ex rebus multis.	Therefore, the things by which wounds are caused are often such as being struck by a stone; cut by a sword or knife; pierced by a spear, wood, arrow, and similar objects from many sources.
